,Bons Better,Mont Royal,Royal Midnight,Curry Legend,Hard To Level,Invaness,Shes Approaching,Wan Damour,Stobosa,Gorgeous King,Evelyn Salt,Angama
12-01-2023 13:54:27.370328,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.423076923076923)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 18.0, 17.666666666666668)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:29.114058,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.423076923076923)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 18.5, 17.9375)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:30.651197,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.425333333333333)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.430232558139537)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:32.174444,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:33.727212,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:35.458774,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.430232558139537)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:36.960640,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.430232558139537)","(81.0, 230.0, 220.0)"
12-01-2023 13:54:38.526426,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.4)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 230.0, 284.54545454545456)"
12-01-2023 13:54:40.134176,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 290.0, 320.0)"
12-01-2023 13:54:41.742266,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:43.331102,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:45.019032,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.424470588235294)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:46.560976,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4234999999999998)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:48.225936,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4234999999999998)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:49.872501,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4234999999999998)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:51.532886,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4234999999999998)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.23076923076923)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:53.200875,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 37.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4234999999999998)","(26.0, 42.0, 40.55172413793103)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 70.43478260869566)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:54.797691,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 35.0)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4347368421052633)","(26.0, 42.0, 44.46153846153846)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.30769230769231)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 377.1428571428571)"
12-01-2023 13:54:56.376341,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 35.0)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4347368421052633)","(26.0, 46.0, 45.77777777777778)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.30769230769231)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 352.5)"
12-01-2023 13:54:58.226219,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 35.0)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4347368421052633)","(26.0, 48.0, 44.516129032258064)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 390.0, 352.5)"
12-01-2023 13:55:00.010856,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 35.0)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4347368421052633)","(26.0, 48.0, 44.516129032258064)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 390.0, 352.5)"
12-01-2023 13:55:01.989239,"(3.1, 3.5, 3.465648854961832)","(21.0, 38.0, 33.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.436551724137931)","(26.0, 48.0, 45.77777777777778)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 390.0, 352.5)"
12-01-2023 13:55:03.845975,"(3.1, 3.5, 3.5022727272727274)","(21.0, 34.0, 35.75)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.4329729729729728)","(26.0, 48.0, 44.516129032258064)","(8.5, 11.5, 11.45)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 390.0, 352.5)"
12-01-2023 13:55:05.597346,"(3.1, 3.55, 3.5022727272727274)","(21.0, 38.0, 35.1578947368421)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.429411764705882)","(26.0, 48.0, 44.625)","(8.5, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 390.0, 352.5)"
12-01-2023 13:55:07.301639,"(3.1, 3.55, 3.5022727272727274)","(21.0, 38.0, 35.1578947368421)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.429411764705882)","(26.0, 48.0, 44.625)","(8.5, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(91.0, 390.0, 352.5)"
12-01-2023 13:55:08.978853,"(3.1, 3.55, 3.481132075471698)","(21.0, 38.0, 35.1578947368421)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.429411764705882)","(26.0, 48.0, 45.857142857142854)","(8.0, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(91.0, 390.0, 352.5)"
12-01-2023 13:55:10.624227,"(3.1, 3.5, 3.481132075471698)","(21.0, 38.0, 35.1578947368421)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.429411764705882)","(26.0, 48.0, 45.857142857142854)","(8.0, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 380.0, 360.0)"
12-01-2023 13:55:12.157956,"(3.1, 3.5, 3.481132075471698)","(21.0, 38.0, 35.333333333333336)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.429411764705882)","(26.0, 48.0, 45.857142857142854)","(8.0, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 380.0, 315.0)"
12-01-2023 13:55:13.984471,"(3.1, 3.5, 3.481132075471698)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.429411764705882)","(26.0, 48.0, 41.75)","(8.0, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 380.0, 315.0)"
12-01-2023 13:55:15.748826,"(3.1, 3.5, 3.481132075471698)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.428865979381443)","(26.0, 48.0, 42.375)","(8.0, 11.5, 11.458333333333334)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:17.465911,"(3.1, 3.5, 3.4987804878048783)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.44, 2.411)","(26.0, 48.0, 44.666666666666664)","(8.0, 11.5, 11.444444444444445)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:19.213580,"(3.1, 3.55, 3.4987804878048783)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.4055555555555554)","(26.0, 48.0, 43.26315789473684)","(8.0, 12.0, 11.387096774193548)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:20.797824,"(3.1, 3.55, 3.477586206896552)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.4055555555555554)","(26.0, 48.0, 43.26315789473684)","(8.0, 12.0, 11.387096774193548)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:22.356387,"(3.1, 3.55, 3.477586206896552)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.394074074074074)","(26.0, 48.0, 43.26315789473684)","(8.0, 12.0, 11.666666666666666)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:23.969611,"(3.1, 3.55, 3.477586206896552)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.394074074074074)","(26.0, 48.0, 43.26315789473684)","(8.0, 12.0, 11.666666666666666)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:25.639729,"(3.1, 3.55, 3.477586206896552)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.394074074074074)","(26.0, 48.0, 43.26315789473684)","(8.0, 12.0, 11.923076923076923)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.423076923076923)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:27.122337,"(3.1, 3.55, 3.475)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.40375)","(26.0, 48.0, 43.26315789473684)","(8.5, 12.0, 11.923076923076923)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:28.683159,"(3.1, 3.55, 3.477586206896552)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.40375)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:30.166979,"(3.1, 3.55, 3.477586206896552)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.4)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:31.795203,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.42, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:33.452119,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:35.068449,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(81.0, 400.0, 300.0)"
12-01-2023 13:55:36.519240,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 400.0, 296.6666666666667)"
12-01-2023 13:55:38.062803,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:39.585004,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:41.131000,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:42.637770,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3855999999999997)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:44.197067,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.384)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.941176470588236)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:46.078725,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.4, 2.3748623853211006)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.9)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 45.714285714285715)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:47.819257,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3731174089068823)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.0, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:49.515507,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3744262295081966)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 67.85714285714286)","(21.0, 48.0, 43.5)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:51.262894,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3744262295081966)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:52.752250,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3744262295081966)","(26.0, 48.0, 44.15384615384615)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:54.351944,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3744262295081966)","(26.0, 48.0, 44.15384615384615)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:55.943171,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3744262295081966)","(26.0, 48.0, 44.15384615384615)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 43.2)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:55:57.607556,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.3744262295081966)","(26.0, 48.0, 44.15384615384615)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 75.0, 69.16666666666667)","(21.0, 48.0, 43.2)","(101.0, 380.0, 340.0)","(12.0, 17.5, 16.666666666666668)","(91.0, 390.0, 296.6666666666667)"
