,Alvin Rose,Rocket Man Rose,Legendary Value,Toby West,Im Gifted Too,Victa Grosso
06-01-2023 14:03:19.139523,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:20.061739,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:21.122567,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:22.155513,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:23.040083,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:23.914974,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:24.885308,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:25.816210,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:26.694286,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:27.758207,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 48.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:28.805201,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 48.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:29.770495,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:30.703741,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:31.725147,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:32.706338,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 48.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.2885714285714287)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:33.685436,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 48.0)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.513333333333333)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:34.551409,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.372)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:35.541260,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.372)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:36.470785,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.372)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:37.396645,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.372)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:38.333768,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.372)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:39.333030,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.372)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:40.321759,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 15.285714285714285)","(2.0, 3.3, 2.4811764705882355)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:41.250346,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 16.625)","(2.0, 3.3, 2.4811764705882355)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:42.203267,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 16.625)","(2.0, 3.3, 2.4811764705882355)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:43.284619,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 16.625)","(2.0, 3.3, 2.4811764705882355)","(2.9, 4.5, 3.255)","(3.5, 5.9, 3.6777777777777776)"
06-01-2023 14:03:44.331544,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 18.5)","(2.0, 3.3, 2.46625)","(2.9, 4.5, 3.2927272727272725)","(3.5, 5.9, 3.5388888888888888)"
06-01-2023 14:03:45.219772,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 18.5)","(2.0, 3.3, 2.46625)","(2.9, 4.5, 3.2927272727272725)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:46.176765,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 18.5)","(2.0, 3.25, 3.1390000000000002)","(2.9, 4.4, 3.63)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:47.205568,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 18.5)","(2.0, 3.25, 3.1390000000000002)","(2.9, 4.4, 2.9455555555555555)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:48.140462,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.833333333333336)","(12.0, 26.0, 18.5)","(2.0, 3.25, 2.705)","(2.9, 4.4, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:49.033601,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 59.583333333333336)","(12.0, 26.0, 18.5)","(2.0, 3.25, 2.705)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:50.043952,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 18.5)","(2.0, 3.25, 2.705)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:51.070246,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 13.5)","(2.0, 3.25, 3.181875)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:51.985297,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 14.333333333333334)","(2.0, 3.25, 3.181875)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:52.907461,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 16.9375)","(2.0, 3.25, 3.097142857142857)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:53.949634,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:54.935948,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:56.004739,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:56.892489,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 57.8125)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:57.848221,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 57.8125)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:58.873009,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 30.0)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:03:59.787883,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.45454545454545)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.131111111111111)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:00.712610,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.45454545454545)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.7350000000000003)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:01.770916,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.45454545454545)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.7350000000000003)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:02.878201,"(26.0, 110.0, 38.333333333333336)","(21.0, 75.0, 50.45454545454545)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.7350000000000003)","(2.9, 4.3, 3.58)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:03.864268,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 50.45454545454545)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.7350000000000003)","(2.9, 4.3, 4.097142857142857)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:04.802337,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 50.45454545454545)","(12.0, 26.0, 18.75)","(2.0, 3.25, 3.1470000000000002)","(2.9, 4.3, 4.142222222222222)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:05.769261,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.745)","(2.9, 4.3, 4.142222222222222)","(3.5, 5.9, 3.531578947368421)"
06-01-2023 14:04:06.738762,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.745)","(2.9, 4.3, 3.5999999999999996)","(3.5, 5.9, 3.5)"
06-01-2023 14:04:07.670914,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.252625)","(2.9, 4.3, 3.5999999999999996)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:08.719745,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.252625)","(2.9, 4.3, 2.9608695652173913)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:09.751108,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.261489361702128)","(2.9, 4.3, 2.9608695652173913)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:10.777095,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.261489361702128)","(2.9, 4.3, 2.9608695652173913)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:11.790721,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.261489361702128)","(2.9, 4.3, 2.98)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:12.736545,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.261489361702128)","(2.9, 4.3, 2.98)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:13.766205,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.25, 2.512539682539683)","(2.9, 4.3, 2.98)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:14.826276,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.7576470588235296)","(2.9, 4.3, 2.98)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:15.761479,"(26.0, 110.0, 39.166666666666664)","(21.0, 75.0, 54.23076923076923)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.7576470588235296)","(2.9, 4.3, 2.98)","(3.5, 5.8, 3.5)"
06-01-2023 14:04:16.838885,"(26.0, 110.0, 86.38888888888889)","(21.0, 75.0, 50.90909090909091)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.382222222222222)","(2.9, 4.3, 2.98)","(3.5, 5.8, 3.6272727272727274)"
06-01-2023 14:04:17.903387,"(26.0, 110.0, 86.38888888888889)","(21.0, 75.0, 31.666666666666664)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.382222222222222)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:18.864307,"(26.0, 110.0, 40.0)","(21.0, 75.0, 37.85714285714286)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.382222222222222)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:19.782830,"(26.0, 110.0, 40.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.382222222222222)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:20.760708,"(26.0, 110.0, 40.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.382222222222222)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:21.778413,"(26.0, 110.0, 40.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.7576470588235296)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:22.823157,"(26.0, 110.0, 40.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.2, 2.3379999999999996)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:23.810853,"(26.0, 110.0, 40.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.15, 2.3566666666666665)","(2.9, 4.3, 2.98)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:24.908209,"(26.0, 110.0, 50.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.15, 2.353125)","(2.9, 4.3, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:26.016173,"(26.0, 110.0, 68.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 18.75)","(2.0, 3.15, 2.353125)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:27.088884,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 20.166666666666668)","(2.0, 3.15, 2.353125)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:28.005989,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 20.166666666666668)","(2.0, 3.15, 2.353125)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:28.970962,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 20.166666666666668)","(2.0, 3.15, 2.61875)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:29.978555,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.61875)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:30.898800,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.6596153846153845)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:31.837959,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:32.937607,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:33.948844,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:34.874242,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:35.894333,"(26.0, 110.0, 40.833333333333336)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:36.840691,"(26.0, 110.0, 85.58823529411765)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:37.772044,"(26.0, 110.0, 82.66666666666667)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:38.676216,"(26.0, 110.0, 52.14285714285714)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.3718749999999997)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:39.700484,"(26.0, 110.0, 65.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.61875)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:40.877901,"(26.0, 110.0, 65.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 14.75)","(2.0, 3.15, 2.425294117647059)","(2.9, 4.2, 3.56)","(3.5, 5.9, 3.6272727272727274)"
06-01-2023 14:04:41.990707,"(26.0, 110.0, 65.0)","(21.0, 75.0, 46.111111111111114)","(12.0, 26.0, 21.17857142857143)","(2.0, 3.15, 2.58)","(2.9, 4.2, 3.56)","(3.5, 5.9, 4.763636363636364)"
06-01-2023 14:04:43.060391,"(26.0, 110.0, 65.0)","(21.0, 75.0, 51.81818181818182)","(12.0, 26.0, 21.17857142857143)","(2.0, 2.78, 2.58)","(2.9, 4.2, 4.072)","(3.5, 5.9, 4.015384615384615)"
06-01-2023 14:04:44.037794,"(26.0, 110.0, 65.0)","(21.0, 75.0, 51.81818181818182)","(12.0, 26.0, 21.17857142857143)","(2.0, 2.78, 2.58)","(2.9, 4.2, 4.093333333333334)","(3.5, 5.9, 4.610526315789474)"
06-01-2023 14:04:45.083530,"(26.0, 110.0, 65.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.58)","(2.9, 4.2, 3.5700000000000003)","(3.5, 5.9, 4.610526315789474)"
06-01-2023 14:04:46.073072,"(26.0, 110.0, 65.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.58)","(2.9, 4.2, 3.5700000000000003)","(3.5, 5.9, 4.610526315789474)"
06-01-2023 14:04:46.989567,"(26.0, 110.0, 65.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.58)","(2.9, 4.2, 4.095000000000001)","(3.5, 5.9, 4.636842105263158)"
06-01-2023 14:04:47.990537,"(26.0, 110.0, 65.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.58)","(2.9, 4.2, 4.022857142857143)","(3.5, 5.9, 4.43125)"
06-01-2023 14:04:49.030865,"(26.0, 110.0, 65.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.58)","(2.9, 4.2, 4.022857142857143)","(3.5, 5.9, 4.594444444444445)"
06-01-2023 14:04:50.064304,"(26.0, 110.0, 84.6875)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.0816666666666666)","(3.5, 5.9, 5.107692307692307)"
06-01-2023 14:04:50.975397,"(26.0, 110.0, 43.333333333333336)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.0816666666666666)","(3.5, 5.8, 5.107692307692307)"
06-01-2023 14:04:51.996961,"(26.0, 110.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.7249999999999996)","(2.9, 4.2, 3.5634782608695654)","(3.5, 5.8, 5.123076923076923)"
06-01-2023 14:04:53.074902,"(26.0, 110.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.7249999999999996)","(2.9, 4.2, 3.4)","(3.5, 5.8, 5.123076923076923)"
06-01-2023 14:04:54.107533,"(26.0, 110.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.7249999999999996)","(2.9, 4.2, 3.4)","(3.5, 5.8, 4.08)"
06-01-2023 14:04:55.175760,"(26.0, 110.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.5749999999999997)","(3.5, 5.8, 4.675)"
06-01-2023 14:04:56.287295,"(26.0, 110.0, 70.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.1, 3.5749999999999997)","(3.5, 5.7, 4.675)"
06-01-2023 14:04:57.404753,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 26.0, 21.78125)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.1, 3.5749999999999997)","(3.5, 5.7, 4.675)"
06-01-2023 14:04:58.444809,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.958333333333336)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.1, 3.466666666666667)","(3.5, 5.7, 4.675)"
06-01-2023 14:04:59.339831,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.958333333333336)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.466666666666667)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:00.276361,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.958333333333336)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.230769230769231)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:01.265621,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.958333333333336)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.230769230769231)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:02.197265,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.958333333333336)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.6521739130434785)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:03.355927,"(26.0, 110.0, 46.666666666666664)","(21.0, 75.0, 30.555555555555557)","(12.0, 25.0, 19.46153846153846)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.5333333333333337)","(3.5, 5.7, 4.675)"
