,Indy Van Cool,Patch Herrera,Garrys Chaos,Hard Case Watson,Foul Play,Off Switch
04-01-2023 12:57:26.808387,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:27.868569,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:28.919703,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:29.953279,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:31.075935,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:32.196756,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:33.375502,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:34.545724,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:35.690370,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:36.617193,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:37.654635,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:38.746307,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:39.908404,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:41.004273,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:42.298140,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:43.504012,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 37.90909090909091)"
04-01-2023 12:57:44.498322,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:45.556035,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:46.678156,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:47.836101,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:48.920936,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:49.843553,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:50.740047,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 36.714285714285715)"
04-01-2023 12:57:51.691163,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 34.375)"
04-01-2023 12:57:52.657384,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:53.630187,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:54.579704,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:55.593024,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:56.522077,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:57.430161,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.416)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:58.489249,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:57:59.578021,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:00.699899,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.193181818181818)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:01.732061,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.193181818181818)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:02.687172,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.193181818181818)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:03.586577,"(1.35, 1.73, 1.4549999999999998)","(19.0, 55.0, 32.5)","(3.7, 7.0, 3.77)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:04.536062,"(1.35, 1.73, 1.4806666666666666)","(19.0, 55.0, 32.5)","(3.7, 7.0, 3.77)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:05.450105,"(1.35, 1.73, 1.4806666666666666)","(19.0, 55.0, 32.5)","(3.7, 7.0, 3.77)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:06.320182,"(1.35, 1.73, 1.4806666666666666)","(19.0, 55.0, 32.5)","(3.7, 7.0, 3.77)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:07.310596,"(1.35, 1.73, 1.4806666666666666)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.0636363636363635)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 115.71428571428571)","(13.0, 40.0, 32.666666666666664)"
04-01-2023 12:58:08.239582,"(1.35, 1.73, 1.4806666666666666)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 13.444444444444445)","(31.0, 330.0, 145.3846153846154)","(13.0, 40.0, 31.714285714285715)"
04-01-2023 12:58:09.130067,"(1.35, 1.57, 1.47)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.1068181818181815)","(8.5, 14.5, 12.384615384615385)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.714285714285715)"
04-01-2023 12:58:10.028313,"(1.35, 1.57, 1.47)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.1068181818181815)","(8.5, 14.5, 12.384615384615385)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.714285714285715)"
04-01-2023 12:58:11.011691,"(1.35, 1.57, 1.47)","(19.0, 55.0, 32.5)","(3.7, 7.0, 3.77)","(8.5, 14.5, 12.384615384615385)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 29.0)"
04-01-2023 12:58:12.036545,"(1.35, 1.57, 1.47)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.193181818181818)","(8.5, 14.5, 12.384615384615385)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 29.0)"
04-01-2023 12:58:13.131238,"(1.35, 1.57, 1.47)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.193181818181818)","(8.5, 14.5, 12.384615384615385)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 29.0)"
04-01-2023 12:58:14.090570,"(1.35, 1.57, 1.47)","(19.0, 55.0, 32.5)","(3.7, 7.0, 4.193181818181818)","(8.5, 14.5, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.857142857142858)"
04-01-2023 12:58:15.017848,"(1.35, 1.57, 1.47)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 4.193181818181818)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.857142857142858)"
04-01-2023 12:58:15.899232,"(1.35, 1.57, 1.47)","(19.0, 55.0, 28.81818181818182)","(3.7, 7.0, 3.77)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.857142857142858)"
04-01-2023 12:58:16.766574,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.416)","(8.5, 19.0, 15.153846153846153)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.857142857142858)"
04-01-2023 12:58:17.652405,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 145.3846153846154)","(13.0, 34.0, 31.857142857142858)"
04-01-2023 12:58:18.577710,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 30.375)"
04-01-2023 12:58:19.497865,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:20.467050,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:21.382551,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:22.273206,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:23.201457,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:24.205387,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:25.285807,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:26.295135,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:27.257129,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:28.182938,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:29.093263,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 14.5, 9.862499999999999)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:29.970537,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 14.5, 9.862499999999999)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:30.838180,"(1.35, 1.57, 1.47)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 14.5, 9.862499999999999)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:31.775279,"(1.35, 1.56, 1.4518181818181817)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 14.5, 9.862499999999999)","(31.0, 330.0, 158.57142857142856)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:32.730732,"(1.35, 1.56, 1.4518181818181817)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:33.740173,"(1.35, 1.56, 1.4415384615384617)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.315217391304348)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:34.668001,"(1.35, 1.56, 1.5241463414634147)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.315217391304348)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:35.532485,"(1.35, 1.56, 1.5241463414634147)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:36.470901,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:37.465661,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:38.437717,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:39.430523,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:40.372225,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:41.347332,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.666666666666668)"
04-01-2023 12:58:42.346860,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 29.666666666666664)"
04-01-2023 12:58:43.309933,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.232608695652174)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 34.0, 31.0)"
04-01-2023 12:58:44.224435,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:45.255310,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.0636363636363635)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:46.320894,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:47.350710,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:48.388137,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.193181818181818)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:49.321129,"(1.35, 1.56, 1.4327272727272728)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:50.300488,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:51.296166,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.1068181818181815)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:52.269335,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.322727272727272)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:53.174424,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.322727272727272)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:54.149846,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.322727272727272)","(8.5, 14.5, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:55.173196,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:56.215081,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:57.180261,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 3.77)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:58.150457,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:58:59.161257,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:00.199636,"(1.35, 1.56, 1.427)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:01.150393,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:02.040155,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 31.0)","(3.7, 7.0, 4.308333333333334)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:02.996990,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.232608695652174)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:03.963013,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:04.951940,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:06.098733,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:07.008853,"(1.35, 1.55, 1.4375)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.15)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:08.055036,"(1.35, 1.55, 1.523076923076923)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.315217391304348)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:09.084759,"(1.35, 1.55, 1.3833333333333333)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:10.020456,"(1.35, 1.55, 1.3833333333333333)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
04-01-2023 12:59:10.920612,"(1.35, 1.55, 1.3833333333333333)","(19.0, 55.0, 27.470588235294116)","(3.7, 7.0, 4.236363636363636)","(8.5, 19.0, 10.833333333333332)","(31.0, 330.0, 66.88888888888889)","(13.0, 36.0, 31.0)"
