,Goldstar Toby,Grande Vue Ace,Calculated Risk,Quetzal Bale,Locky Balboa,Goldstar Austin,Replica Rebel
09-01-2023 09:26:35.575844,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:36.610747,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:37.657127,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:38.755808,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:39.675416,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:40.815036,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:41.861942,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:42.957552,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:44.034620,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:45.177877,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:46.272813,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:47.333671,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:48.409219,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:49.530550,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:50.860446,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:51.953794,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:53.104545,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:54.255463,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:55.381954,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:56.475357,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:57.648980,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:26:58.889326,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:00.039888,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:01.118632,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:02.188593,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:03.279127,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:04.389356,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:05.453938,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:06.501502,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:07.589014,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:08.607269,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:09.652056,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:10.724804,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:11.866347,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:12.985478,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:14.038345,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:15.124090,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:16.217935,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:17.380934,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:18.510083,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:19.499704,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:20.445282,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:21.577775,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:22.653309,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:23.696561,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:24.750127,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:25.823785,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:26.977939,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:28.072533,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:29.112560,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:30.167526,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:31.252285,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:32.286255,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:33.356841,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:34.428920,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:35.530680,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:36.572463,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:37.608816,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:38.679907,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:39.812733,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:41.042502,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:42.207159,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:43.317737,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:44.637332,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:45.798197,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:46.943428,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:48.003451,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:49.112830,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:50.215001,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:51.265447,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:52.324244,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:53.414756,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:54.617229,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:55.713119,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:56.809974,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:57.917520,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:27:58.986996,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:00.119265,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:01.205645,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:02.295995,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:03.364371,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:04.479552,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:05.509058,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:06.528863,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:07.513101,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:08.548824,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:09.583877,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:10.563582,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:11.558050,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:12.663035,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:13.759923,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:14.730649,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:15.683948,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:16.744999,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:17.808777,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:18.818973,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:19.801416,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:20.759569,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
09-01-2023 09:28:21.838283,"(3.1, 9.2, 5.740625)","(2.8, 8.0, 3.468148148148148)","(3.0, 8.4, 5.141176470588235)","(21.0, 240.0, 130.0)","(31.0, 440.0, 235.0)","(5.5, 23.0, 14.65625)","(16.0, 200.0, 107.25)"
