,Gulmarg,Jang Pel,Lara Bay,Galvarino,All Star Magician,Sweet Jasmine,Toro Delago Nz,Betting Baron,Getaloadathisbro
14-12-2022 19:19:52.687594,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:19:53.799486,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:19:54.976447,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:19:56.270661,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:19:57.478917,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:19:58.792000,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:00.017742,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:01.209688,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:02.383330,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:03.574563,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:04.823965,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:06.066807,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:07.327000,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:08.532728,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:09.723937,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:10.929439,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:12.056623,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:13.153316,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:14.314982,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:15.513187,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:16.725655,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:17.949330,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:19.162719,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:20.357652,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:21.605817,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:22.896789,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:24.239159,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:25.538966,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:26.827706,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:28.094335,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:29.366628,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:30.588312,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:31.811924,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:32.993105,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:34.140256,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:35.284845,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:36.445440,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:37.658855,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:38.811765,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:40.025464,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:41.288319,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:42.544825,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 7.949999999999999)","(6.0, 8.2, 6.914285714285715)"
14-12-2022 19:20:43.790846,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 8.52)","(6.0, 8.2, 7.9)"
14-12-2022 19:20:44.989986,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.4, 8.399999999999999)","(6.0, 9.4, 7.8)"
14-12-2022 19:20:46.193927,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 9.2, 7.0)"
14-12-2022 19:20:47.399221,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.8, 7.5)"
14-12-2022 19:20:48.601040,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:49.788914,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:51.016295,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:52.283317,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:53.432609,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:54.601759,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:55.819835,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:57.113233,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:58.408645,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:20:59.676779,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:21:00.851862,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:21:02.113933,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:21:03.435578,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:21:04.732409,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.5)"
14-12-2022 19:21:05.966892,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 13.857142857142858)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.6, 7.0)"
14-12-2022 19:21:07.224786,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:08.367862,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:09.535392,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:10.679159,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:11.796993,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:12.951172,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:14.087961,"(3.2, 4.1, 4.088571428571428)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 8.399999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:15.276510,"(3.2, 4.1, 3.9749999999999996)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 9.2, 7.949999999999999)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:16.786780,"(3.2, 4.1, 3.9749999999999996)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:17.988458,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:19.184490,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.2, 6.800000000000001)"
14-12-2022 19:21:20.384890,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.05)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.0, 6.800000000000001)"
14-12-2022 19:21:21.676944,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.15)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.0, 6.800000000000001)"
14-12-2022 19:21:22.952321,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.15)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.0, 6.800000000000001)"
14-12-2022 19:21:24.176094,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.15)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.0, 6.800000000000001)"
14-12-2022 19:21:25.401846,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.15)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:26.742593,"(3.2, 4.0, 3.8142857142857145)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.15)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:27.966371,"(3.2, 4.0, 3.8285714285714287)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 13.15)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 12.4)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.2, 7.0)"
14-12-2022 19:21:29.394364,"(3.2, 4.0, 3.8285714285714287)","(5.5, 9.6, 8.4)","(21.0, 42.0, 27.0)","(10.0, 16.5, 14.875)","(7.5, 12.5, 10.299999999999999)","(10.0, 15.0, 14.2)","(9.0, 99999, 99990)","(5.5, 8.2, 7.533333333333333)","(6.0, 8.0, 6.933333333333334)"
