,Oodnadatta Man,Waves Crashing,Big Braveheart,Enraged,Sonic Sammy,Phantom Rex,Laquita Star
05-01-2023 15:00:10.167321,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 48.57142857142857)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:11.314751,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 48.57142857142857)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:12.350848,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:13.471692,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:14.678355,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:15.769971,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:16.770472,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:17.728419,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:18.841969,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:19.964345,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:21.002767,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:22.009873,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:23.038116,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:24.200380,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:25.378807,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:26.533484,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:27.606580,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:28.819549,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:30.155055,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:31.358560,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.8532203389830508)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:32.487462,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.62, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:33.755694,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:34.909373,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:36.164391,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:37.375041,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:38.348777,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:39.406509,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:40.582283,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:41.755175,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:42.973821,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:44.064372,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:45.119227,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:46.259061,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:47.394563,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:48.591216,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:49.728126,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:50.785867,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.822222222222223)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:51.899844,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:53.153437,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:54.345145,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:55.498065,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:56.794102,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:58.102476,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.666666666666664)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:00:59.529151,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 48.51428571428571)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:00.772256,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:01.930459,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:02.982840,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:04.081241,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:05.266215,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:06.451988,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:07.532961,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:08.630630,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:09.791426,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:10.978862,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:12.130803,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:13.214163,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:14.417668,"(9.0, 19.0, 13.222222222222221)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:15.577566,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:16.752709,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:17.954963,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:19.059478,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:20.154197,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:21.170747,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:22.273565,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:23.383528,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:24.484698,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:25.500259,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:26.587525,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:27.698772,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.46666666666667)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:28.788800,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.5)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:29.862578,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.5)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:30.848004,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 47.5)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:31.944981,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:33.096345,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:34.257387,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:35.402193,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:36.513379,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:37.569018,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 43.875)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 32.5)"
05-01-2023 15:01:38.604991,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 172.0)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 33.75)"
05-01-2023 15:01:39.599910,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:40.701759,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:41.778300,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:43.021150,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:44.279500,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:45.449085,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:46.626490,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:47.686107,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:48.794081,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:49.906558,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 55.0, 49.4375)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:51.060781,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 40.0, 36.3125)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:52.188064,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 40.0, 36.3125)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:53.263141,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 40.0, 36.3125)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
05-01-2023 15:01:54.331618,"(9.0, 19.0, 10.5)","(4.6, 7.0, 4.630769230769231)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 40.0, 36.3125)","(4.0, 7.2, 4.5285714285714285)","(19.0, 60.0, 29.454545454545453)"
