,Little Edward,Cindys Charm,Gerrys Gift,Boot A Dream,Dr Valor,Dr Callie,Prince Pulpogan
07-12-2022 18:55:47.880401,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:48.881833,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:49.928576,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:50.931894,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:52.020969,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:53.122854,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:54.465409,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:55.518252,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 34.5)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:56.624222,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 49.9375)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:57.796774,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 49.9375)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:55:58.897126,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 49.9375)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:00.028444,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 49.9375)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:01.239861,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 45.125)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:02.462905,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:03.590689,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:04.785756,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:05.962108,"(4.6, 8.0, 6.199999999999999)","(1.45, 1.54, 1.4758333333333333)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:06.967000,"(4.6, 8.0, 6.199999999999999)","(1.45, 1.54, 1.47)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:08.128000,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.47)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:09.367013,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.47)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0625)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:10.556106,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.498)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 126.5)","(20.0, 55.0, 32.1875)"
07-12-2022 18:56:11.754541,"(4.6, 8.0, 6.199999999999999)","(1.45, 1.54, 1.4758333333333333)","(5.0, 9.0, 8.68)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 50.25)","(41.0, 380.0, 126.5)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:12.875273,"(4.6, 8.0, 6.199999999999999)","(1.45, 1.54, 1.47)","(5.0, 9.0, 8.68)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 50.25)","(41.0, 380.0, 126.5)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:14.011964,"(4.6, 8.0, 6.199999999999999)","(1.45, 1.54, 1.47)","(5.0, 9.0, 8.68)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 126.5)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:15.422906,"(4.6, 8.0, 7.2)","(1.45, 1.54, 1.47)","(5.0, 9.0, 8.600000000000001)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:16.627905,"(4.6, 8.0, 7.166666666666667)","(1.45, 1.54, 1.47)","(5.0, 9.4, 8.600000000000001)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:17.760146,"(4.6, 8.0, 6.125)","(1.45, 1.54, 1.4466666666666665)","(5.0, 9.4, 8.600000000000001)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:19.100783,"(4.6, 8.0, 6.125)","(1.45, 1.54, 1.47)","(5.0, 9.4, 8.600000000000001)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:20.358236,"(4.6, 8.0, 7.166666666666667)","(1.45, 1.54, 1.47)","(5.0, 9.4, 8.600000000000001)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:21.474116,"(4.6, 8.0, 7.166666666666667)","(1.45, 1.54, 1.47)","(5.0, 9.4, 8.600000000000001)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:22.549683,"(4.6, 8.0, 5.857142857142857)","(1.45, 1.53, 1.4514285714285713)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:23.677226,"(4.6, 8.0, 7.166666666666667)","(1.45, 1.53, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:24.797616,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.25)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:25.909785,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 48.75)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:27.039640,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:28.303436,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:29.478347,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:30.650009,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:31.769518,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:32.852417,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:34.061540,"(4.6, 8.0, 5.7153846153846155)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:35.205105,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:36.363897,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:37.488381,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:38.576675,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4416666666666667)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:39.970614,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4653846153846153)","(5.0, 9.6, 9.16)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:41.226564,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4653846153846153)","(5.0, 9.6, 9.16)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:42.494540,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4653846153846153)","(5.0, 9.6, 9.16)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:43.792731,"(4.6, 8.0, 6.7)","(1.45, 1.54, 1.52625)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:45.084393,"(4.6, 8.0, 5.771428571428571)","(1.45, 1.54, 1.52625)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:46.401242,"(4.6, 8.0, 5.771428571428571)","(1.45, 1.54, 1.4653846153846153)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:47.535207,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.4653846153846153)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:48.607381,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.4653846153846153)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 42.66666666666667)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:49.731926,"(4.6, 8.0, 7.1)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:50.881328,"(4.6, 8.0, 5.975)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:52.108707,"(4.6, 7.6, 6.833333333333333)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:53.275983,"(4.6, 7.6, 6.833333333333333)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:54.427449,"(4.6, 7.6, 6.833333333333333)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:55.528246,"(4.6, 7.8, 6.966666666666667)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:56.664055,"(4.6, 7.8, 6.966666666666667)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:57.825311,"(4.6, 7.8, 6.966666666666667)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:56:58.938121,"(4.6, 7.8, 5.925)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:00.080109,"(4.6, 7.8, 5.684615384615385)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:01.094381,"(4.6, 7.8, 5.925)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:02.212761,"(4.6, 7.8, 5.925)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:03.384394,"(4.6, 7.8, 6.966666666666667)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:04.581215,"(4.6, 7.8, 5.925)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:05.830772,"(4.6, 7.8, 6.066666666666666)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:07.016943,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:08.208390,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:09.380582,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 43.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:10.548007,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 43.33333333333333)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:11.641244,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 31.38888888888889)","(14.0, 55.0, 49.166666666666664)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:12.751377,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:13.777204,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:14.901544,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.495)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:16.049720,"(4.6, 7.8, 5.610526315789474)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:17.199999,"(4.6, 7.8, 5.610526315789474)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:18.511983,"(4.6, 7.8, 5.610526315789474)","(1.45, 1.55, 1.473076923076923)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:19.824434,"(4.6, 7.8, 5.610526315789474)","(1.45, 1.55, 1.45)","(5.0, 9.6, 9.16)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 34.72222222222222)"
07-12-2022 18:57:21.157787,"(4.6, 7.8, 5.610526315789474)","(1.45, 1.55, 1.495)","(5.0, 9.6, 8.742857142857142)","(17.0, 50.0, 33.25)","(14.0, 55.0, 50.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:22.743676,"(4.6, 7.8, 6.1)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 8.4)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:24.086637,"(4.6, 7.6, 6.1)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 8.4)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:25.411775,"(4.6, 7.4, 6.8500000000000005)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:26.644636,"(4.6, 7.4, 6.8500000000000005)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:27.723996,"(4.6, 7.8, 6.066666666666666)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:28.945587,"(4.6, 7.8, 5.757142857142857)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:30.188073,"(4.6, 7.8, 5.757142857142857)","(1.45, 1.55, 1.4911764705882353)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:31.494664,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.4921052631578948)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:32.755186,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.4921052631578948)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:34.070755,"(4.6, 7.8, 5.757142857142857)","(1.45, 1.55, 1.4921052631578948)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:35.301998,"(4.6, 7.8, 5.757142857142857)","(1.45, 1.55, 1.4875)","(5.0, 9.6, 9.214285714285714)","(17.0, 50.0, 33.25)","(14.0, 55.0, 47.0)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 29.73076923076923)"
07-12-2022 18:57:36.591669,"(4.6, 7.8, 5.757142857142857)","(1.45, 1.55, 1.4875)","(5.0, 9.6, 9.24)","(17.0, 50.0, 22.5)","(14.0, 55.0, 50.714285714285715)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 22.6)"
07-12-2022 18:57:37.761962,"(4.6, 7.8, 6.066666666666666)","(1.45, 1.55, 1.4875)","(5.0, 9.6, 9.24)","(17.0, 50.0, 22.5)","(14.0, 55.0, 50.85714285714286)","(41.0, 380.0, 85.14285714285714)","(20.0, 55.0, 22.6)"
07-12-2022 18:57:38.959031,"(4.6, 7.8, 7.15)","(1.45, 1.55, 1.4875)","(5.0, 9.6, 9.24)","(17.0, 50.0, 38.5)","(14.0, 55.0, 50.35294117647059)","(41.0, 380.0, 112.44444444444444)","(20.0, 55.0, 22.6)"
07-12-2022 18:57:40.133188,"(4.6, 7.8, 5.117500000000001)","(1.45, 1.55, 1.4875)","(5.0, 9.6, 8.925)","(17.0, 60.0, 38.5)","(14.0, 95.0, 50.35294117647059)","(41.0, 380.0, 112.44444444444444)","(20.0, 55.0, 22.6)"
07-12-2022 18:57:41.300235,"(4.6, 7.8, 5.117500000000001)","(1.45, 1.55, 1.4921052631578948)","(5.0, 9.6, 9.0)","(17.0, 60.0, 38.5)","(14.0, 95.0, 50.35294117647059)","(41.0, 380.0, 112.44444444444444)","(20.0, 55.0, 22.6)"
