,Dimora Cruz,Believing,Lamonica,Keep It Black,Four Barrels,Rothwell Rose,Go Seek Kotoni
07-01-2023 18:44:34.139409,"(5.0, 7.8, 6.378947368421052)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:35.147577,"(5.0, 7.8, 6.378947368421052)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:36.134396,"(5.0, 7.8, 6.378947368421052)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:37.136512,"(5.0, 7.8, 6.378947368421052)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:38.259417,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:39.304827,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:40.293698,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:41.383493,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:42.423908,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:43.475234,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:44.565041,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:45.638945,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:46.678010,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:47.616923,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:48.598679,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:49.719014,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:50.737097,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:51.774049,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:52.843166,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:53.949104,"(5.0, 7.8, 6.35)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:55.071190,"(5.0, 7.8, 5.475)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:56.141886,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:57.218960,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:58.234559,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:44:59.215590,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.125)"
07-01-2023 18:45:00.204044,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 5.95)"
07-01-2023 18:45:01.222013,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.4266666666666667)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:02.328908,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:03.412184,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:04.409490,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:05.564271,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:06.713700,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:07.740705,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:08.763897,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:09.828591,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:10.779559,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.258823529411765)"
07-01-2023 18:45:11.757408,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 5.95)"
07-01-2023 18:45:12.785094,"(5.0, 7.8, 6.8)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.4266666666666667)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:13.923557,"(5.0, 7.8, 6.473684210526316)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:15.047035,"(5.0, 7.8, 5.7749999999999995)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:16.182955,"(5.0, 7.8, 6.473684210526316)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:17.235196,"(5.0, 7.8, 6.473684210526316)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:18.356443,"(5.0, 7.8, 6.473684210526316)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.2)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:19.499259,"(5.0, 7.8, 6.473684210526316)","(8.5, 38.0, 26.5)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:20.574333,"(5.0, 7.8, 6.55)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:21.598012,"(5.0, 7.8, 6.55)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:22.667128,"(5.0, 7.8, 6.55)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:23.739553,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:24.787921,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:25.885256,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:26.996804,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:27.970521,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 7.507692307692308)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:28.974299,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:30.135569,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:31.293188,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:32.343450,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:33.491874,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:34.481918,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:35.464999,"(5.0, 7.8, 6.3375)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:36.629199,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:37.733927,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:38.781384,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:39.810152,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:40.938999,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:42.028738,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:43.166324,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:44.328460,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:45.294722,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:46.211029,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:47.161477,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:48.098108,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:49.099874,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:50.077875,"(5.0, 7.8, 6.426315789473684)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:51.123927,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:52.319609,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:53.430984,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:54.455292,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:55.543414,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:56.505845,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:57.431893,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:58.429962,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.421111111111111)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:45:59.546059,"(5.0, 7.8, 6.317647058823529)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.4485245901639345)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.16)","(5.5, 9.8, 6.2125)"
07-01-2023 18:46:00.531369,"(5.0, 7.8, 6.378947368421052)","(8.5, 38.0, 32.375)","(2.4, 2.46, 2.4485245901639345)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 10.036363636363637)","(5.5, 9.8, 6.2125)"
07-01-2023 18:46:01.522869,"(5.0, 7.8, 5.8)","(8.5, 38.0, 33.5)","(2.4, 2.46, 2.4485245901639345)","(6.0, 9.6, 6.939130434782609)","(31.0, 240.0, 114.0)","(4.8, 10.5, 9.866666666666667)","(5.5, 9.8, 8.3)"
07-01-2023 18:46:02.564418,"(5.0, 7.6, 6.266666666666667)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.437894736842105)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.866666666666667)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:03.587419,"(5.0, 7.6, 5.933333333333333)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.437894736842105)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.866666666666667)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:04.861743,"(5.0, 7.6, 5.933333333333333)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4283870967741934)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.866666666666667)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:05.829283,"(5.0, 7.6, 6.65)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4283870967741934)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.866666666666667)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:06.882674,"(5.0, 7.6, 6.6)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.866666666666667)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:07.931641,"(5.0, 7.6, 6.6)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.866666666666667)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:08.875499,"(5.0, 8.0, 7.3)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.8)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:09.843077,"(5.0, 8.0, 7.3)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.733333333333333)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:10.893349,"(5.0, 8.0, 7.1923076923076925)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.625)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:11.991765,"(5.0, 8.0, 7.1923076923076925)","(8.5, 38.0, 33.5)","(2.4, 2.46, 2.4283870967741934)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.727272727272727)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:12.980498,"(5.0, 8.0, 7.0)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4283870967741934)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.625)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:14.043795,"(5.0, 8.0, 7.0)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.625)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:15.046378,"(5.0, 8.0, 7.0)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.625)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:16.133631,"(5.0, 8.0, 7.0)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.625)","(5.5, 9.6, 8.3)"
07-01-2023 18:46:17.273566,"(5.0, 8.0, 7.0)","(8.5, 38.0, 33.5)","(2.4, 2.44, 2.4301639344262296)","(6.0, 9.4, 8.866666666666667)","(31.0, 230.0, 164.0)","(4.8, 10.0, 9.625)","(5.5, 9.6, 8.3)"
