,Minsk Moment,Samizdat,Buzzoom,The Spruiker,Bruce Almighty,Dig Deep,Flying Missile,Media Baron
07-01-2023 18:44:27.307725,"(2.25, 2.5, 2.464850136239782)","(18.0, 28.0, 27.333333333333332)","(3.9, 4.6, 4.506086956521739)","(6.5, 8.2, 8.180645161290322)","(18.0, 25.0, 24.555555555555557)","(13.0, 17.0, 16.4)","(7.5, 8.8, 8.684615384615384)","(41.0, 130.0, 121.66666666666667)"
07-01-2023 18:44:28.471280,"(2.25, 2.5, 2.464850136239782)","(18.0, 28.0, 27.419354838709676)","(3.9, 4.6, 4.506086956521739)","(6.5, 8.2, 8.18421052631579)","(18.0, 25.0, 24.555555555555557)","(13.0, 17.0, 16.4375)","(7.5, 8.8, 8.657142857142857)","(41.0, 130.0, 121.66666666666667)"
07-01-2023 18:44:29.626657,"(2.25, 2.5, 2.4662303664921468)","(18.0, 27.0, 26.727272727272727)","(3.9, 4.6, 4.535294117647059)","(6.5, 8.2, 8.18421052631579)","(18.0, 25.0, 25.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.657142857142857)","(41.0, 130.0, 121.66666666666667)"
07-01-2023 18:44:30.746705,"(2.25, 2.5, 2.4630028328611897)","(18.0, 27.0, 26.727272727272727)","(3.9, 4.6, 4.470588235294118)","(6.5, 8.2, 8.25)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.584)","(41.0, 130.0, 121.66666666666667)"
07-01-2023 18:44:31.877628,"(2.25, 2.5, 2.4623088023088022)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.506603773584906)","(6.5, 8.4, 8.27111111111111)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.6, 8.61904761904762)","(41.0, 130.0, 123.75)"
07-01-2023 18:44:32.983474,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 123.75)"
07-01-2023 18:44:34.181640,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 118.88888888888889)"
07-01-2023 18:44:35.328533,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 118.88888888888889)"
07-01-2023 18:44:36.457132,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 118.88888888888889)"
07-01-2023 18:44:37.472295,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 118.88888888888889)"
07-01-2023 18:44:38.573112,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 118.88888888888889)"
07-01-2023 18:44:39.723683,"(2.25, 2.5, 2.460875)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.49468085106383)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 26.8)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 118.88888888888889)"
07-01-2023 18:44:40.824008,"(2.25, 2.5, 2.4610575427682737)","(18.0, 27.0, 26.85)","(3.9, 4.6, 4.482142857142858)","(6.5, 8.4, 8.286486486486487)","(18.0, 27.0, 27.545454545454547)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 120.0)"
07-01-2023 18:44:41.865973,"(2.25, 2.5, 2.4610575427682737)","(18.0, 28.0, 26.72222222222222)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.4, 8.286486486486487)","(18.0, 28.0, 27.545454545454547)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 120.0)"
07-01-2023 18:44:42.923231,"(2.25, 2.5, 2.4610575427682737)","(18.0, 28.0, 26.72222222222222)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.4, 8.286486486486487)","(18.0, 28.0, 27.545454545454547)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 120.0)"
07-01-2023 18:44:43.960203,"(2.25, 2.5, 2.4610575427682737)","(18.0, 28.0, 26.72222222222222)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.4, 8.286486486486487)","(18.0, 28.0, 27.545454545454547)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 120.0)"
07-01-2023 18:44:45.036999,"(2.25, 2.5, 2.4610575427682737)","(18.0, 28.0, 26.72222222222222)","(3.9, 4.6, 4.4363636363636365)","(6.5, 8.4, 8.286486486486487)","(18.0, 28.0, 27.545454545454547)","(13.0, 17.0, 16.1)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 120.0)"
07-01-2023 18:44:46.102369,"(2.25, 2.5, 2.4615419501133786)","(18.0, 28.0, 26.72222222222222)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.4, 8.352380952380951)","(18.0, 28.0, 27.615384615384617)","(13.0, 17.0, 16.25)","(7.5, 8.8, 8.61904761904762)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:47.265651,"(2.25, 2.48, 2.4758878504672897)","(18.0, 28.0, 27.238095238095237)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.6, 8.352380952380951)","(18.0, 28.0, 27.615384615384617)","(13.0, 17.0, 16.23076923076923)","(7.5, 8.8, 8.61)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:48.455335,"(2.25, 2.48, 2.4758878504672897)","(18.0, 28.0, 27.529411764705884)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.6, 8.352380952380951)","(18.0, 28.0, 27.615384615384617)","(13.0, 17.5, 16.23076923076923)","(7.5, 8.8, 8.61)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:49.662191,"(2.25, 2.48, 2.4758878504672897)","(18.0, 28.0, 27.529411764705884)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.6, 8.352380952380951)","(18.0, 28.0, 27.615384615384617)","(13.0, 17.5, 16.23076923076923)","(7.5, 8.8, 8.61)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:50.797061,"(2.25, 2.48, 2.4758878504672897)","(18.0, 28.0, 27.529411764705884)","(3.9, 4.6, 4.439024390243903)","(6.5, 8.6, 8.388235294117646)","(18.0, 28.0, 27.615384615384617)","(13.0, 17.5, 16.23076923076923)","(7.5, 8.8, 8.61)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:51.886735,"(2.25, 2.48, 2.4758878504672897)","(18.0, 28.0, 27.529411764705884)","(3.8, 4.5, 4.438709677419355)","(6.5, 8.6, 8.388235294117646)","(18.0, 28.0, 27.714285714285715)","(13.0, 17.5, 16.23076923076923)","(7.5, 8.8, 8.653846153846153)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:53.019828,"(2.25, 2.48, 2.4758878504672897)","(18.0, 28.0, 27.529411764705884)","(3.8, 4.5, 4.4)","(6.5, 8.6, 8.456)","(18.0, 28.0, 27.714285714285715)","(13.0, 17.5, 17.0)","(7.5, 8.8, 8.664285714285715)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:54.139902,"(2.25, 2.48, 2.46625)","(18.0, 28.0, 27.529411764705884)","(3.8, 4.4, 4.327956989247312)","(6.5, 8.6, 8.42)","(18.0, 28.0, 27.8)","(13.0, 17.5, 17.3)","(7.5, 8.8, 8.653846153846153)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:55.297270,"(2.25, 2.5, 2.4662608695652173)","(18.0, 28.0, 27.529411764705884)","(3.8, 4.4, 4.325555555555556)","(6.5, 8.6, 8.410526315789474)","(18.0, 28.0, 27.8)","(13.0, 17.5, 16.928571428571427)","(7.5, 8.8, 8.653846153846153)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:56.462192,"(2.25, 2.5, 2.46589010989011)","(18.0, 28.0, 27.529411764705884)","(3.8, 4.4, 4.3192771084337345)","(6.5, 8.6, 8.410526315789474)","(18.0, 28.0, 27.8)","(13.0, 18.0, 16.928571428571427)","(7.5, 8.8, 8.653846153846153)","(41.0, 130.0, 105.0)"
07-01-2023 18:44:57.596486,"(2.25, 2.5, 2.46589010989011)","(18.0, 28.0, 27.529411764705884)","(3.8, 4.4, 4.2727272727272725)","(6.5, 8.6, 8.456)","(18.0, 28.0, 27.8)","(13.0, 18.0, 17.363636363636363)","(7.5, 8.8, 8.664285714285715)","(51.0, 130.0, 105.0)"
07-01-2023 18:44:58.739624,"(2.25, 2.5, 2.4814173228346457)","(19.0, 28.0, 27.625)","(3.8, 4.3, 4.272058823529411)","(6.5, 8.6, 8.46)","(18.0, 28.0, 27.941176470588236)","(13.0, 18.0, 17.375)","(7.5, 8.8, 8.634782608695653)","(51.0, 130.0, 106.0)"
07-01-2023 18:44:59.876835,"(2.25, 2.5, 2.4688105726872247)","(19.0, 28.0, 27.625)","(3.8, 4.3, 4.272058823529411)","(6.5, 8.6, 8.494339622641508)","(18.0, 28.0, 27.952380952380953)","(13.0, 18.5, 17.5)","(7.5, 8.8, 8.634782608695653)","(51.0, 130.0, 106.0)"
07-01-2023 18:45:01.064672,"(2.25, 2.5, 2.4688105726872247)","(19.0, 28.0, 27.571428571428573)","(3.8, 4.3, 4.272058823529411)","(6.5, 8.6, 8.359183673469387)","(18.0, 28.0, 28.152173913043477)","(13.0, 18.5, 17.681818181818183)","(7.5, 8.8, 8.613953488372093)","(51.0, 130.0, 106.0)"
07-01-2023 18:45:02.248577,"(2.25, 2.5, 2.471042944785276)","(19.0, 28.0, 27.571428571428573)","(3.8, 4.3, 4.280612244897959)","(6.5, 8.6, 8.334831460674156)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 18.166666666666668)","(7.5, 8.8, 8.613953488372093)","(51.0, 130.0, 106.0)"
07-01-2023 18:45:03.427703,"(2.25, 2.5, 2.469936305732484)","(19.0, 28.0, 27.571428571428573)","(3.8, 4.3, 4.280612244897959)","(6.5, 8.6, 8.319047619047618)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 18.166666666666668)","(7.5, 8.8, 8.613953488372093)","(51.0, 130.0, 106.0)"
07-01-2023 18:45:04.516738,"(2.25, 2.5, 2.4699574468085106)","(19.0, 28.0, 27.571428571428573)","(3.8, 4.3, 4.280612244897959)","(6.5, 8.6, 8.319047619047618)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.591666666666667)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:05.708747,"(2.25, 2.5, 2.471020408163265)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.280612244897959)","(6.5, 8.6, 8.326315789473684)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.55609756097561)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:06.933461,"(2.25, 2.5, 2.471020408163265)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.280612244897959)","(6.5, 8.6, 8.326315789473684)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.55609756097561)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:08.015755,"(2.25, 2.5, 2.471020408163265)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.283898305084746)","(6.5, 8.6, 8.326315789473684)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.55609756097561)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:09.153892,"(2.25, 2.5, 2.471020408163265)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.283898305084746)","(6.5, 8.6, 8.282758620689654)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.55609756097561)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:10.273514,"(2.25, 2.5, 2.471020408163265)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.283898305084746)","(6.5, 8.6, 8.282758620689654)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.488888888888889)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:11.443909,"(2.25, 2.5, 2.472272727272727)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.283898305084746)","(6.5, 8.6, 8.282758620689654)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.488888888888889)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:12.636123,"(2.25, 2.5, 2.472272727272727)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.3, 4.372727272727273)","(6.5, 8.6, 8.259259259259258)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.9)","(7.5, 8.8, 8.488888888888889)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:13.850421,"(2.25, 2.5, 2.469950738916256)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.375257731958763)","(6.5, 8.6, 8.259259259259258)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.488888888888889)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:15.071102,"(2.25, 2.5, 2.469950738916256)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.338461538461539)","(6.5, 8.6, 8.013953488372094)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:16.341608,"(2.25, 2.5, 2.462917933130699)","(19.0, 28.0, 27.333333333333332)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.01027397260274)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:17.542681,"(2.25, 2.5, 2.4689876543209874)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.01027397260274)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:18.728017,"(2.25, 2.5, 2.4689876543209874)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.009463722397477)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:19.911614,"(2.25, 2.5, 2.4689876543209874)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.00453074433657)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:21.169180,"(2.25, 2.5, 2.4689876543209874)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.00453074433657)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:22.310976,"(2.25, 2.5, 2.4689876543209874)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.00453074433657)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.833333333333332)","(7.5, 8.8, 8.516455696202533)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:23.511574,"(2.25, 2.5, 2.4689876543209874)","(19.0, 28.0, 27.466666666666665)","(3.8, 4.4, 4.3744680851063835)","(6.5, 8.2, 8.0)","(18.0, 29.0, 28.035087719298247)","(13.0, 18.5, 17.928571428571427)","(7.5, 8.8, 8.668235294117647)","(51.0, 130.0, 108.57142857142857)"
07-01-2023 18:45:24.641239,"(2.25, 2.5, 2.4805555555555556)","(19.0, 28.0, 27.625)","(3.8, 4.4, 4.372972972972973)","(6.5, 8.0, 7.854603174603175)","(18.0, 29.0, 28.037735849056602)","(13.0, 18.5, 18.5)","(7.5, 8.8, 8.672727272727272)","(51.0, 130.0, 110.0)"
07-01-2023 18:45:25.807428,"(2.25, 2.5, 2.4473563218390804)","(19.0, 29.0, 28.2)","(3.8, 4.5, 4.374509803921568)","(6.5, 8.2, 7.854603174603175)","(18.0, 29.0, 28.037735849056602)","(13.0, 19.5, 18.5)","(7.5, 8.8, 8.672727272727272)","(51.0, 130.0, 110.0)"
07-01-2023 18:45:26.978266,"(2.25, 2.5, 2.451633752244165)","(19.0, 29.0, 28.2)","(3.8, 4.5, 4.374509803921568)","(6.5, 8.2, 7.854603174603175)","(18.0, 29.0, 28.037735849056602)","(13.0, 19.5, 18.5)","(7.5, 8.8, 8.672727272727272)","(51.0, 130.0, 110.0)"
07-01-2023 18:45:28.022362,"(2.25, 2.5, 2.4520895522388058)","(19.0, 29.0, 28.09090909090909)","(3.8, 4.5, 4.374509803921568)","(6.5, 8.2, 7.85375)","(18.0, 29.0, 28.037735849056602)","(13.0, 19.5, 18.6)","(7.5, 8.8, 8.66875)","(51.0, 130.0, 110.0)"
07-01-2023 18:45:29.091330,"(2.25, 2.5, 2.4520895522388058)","(19.0, 29.0, 28.09090909090909)","(3.8, 4.5, 4.374509803921568)","(6.5, 8.2, 7.85375)","(18.0, 29.0, 28.037735849056602)","(13.0, 19.5, 18.6)","(7.5, 8.8, 8.66875)","(51.0, 130.0, 110.0)"
07-01-2023 18:45:30.315150,"(2.25, 2.5, 2.4520895522388058)","(19.0, 29.0, 28.09090909090909)","(3.8, 4.5, 4.374509803921568)","(6.5, 8.2, 7.85375)","(18.0, 29.0, 28.037735849056602)","(13.0, 20.0, 18.615384615384617)","(7.5, 8.8, 8.658666666666667)","(51.0, 130.0, 114.0)"
07-01-2023 18:45:31.612516,"(2.25, 2.5, 2.4548623853211007)","(19.0, 29.0, 28.09090909090909)","(3.8, 4.5, 4.374509803921568)","(6.5, 8.0, 7.9)","(18.0, 29.0, 28.105263157894736)","(13.0, 20.0, 18.61111111111111)","(7.5, 8.8, 8.658666666666667)","(51.0, 130.0, 114.0)"
07-01-2023 18:45:32.788134,"(2.25, 2.5, 2.4550348027842226)","(19.0, 29.0, 28.2)","(3.8, 4.5, 4.390666666666666)","(6.5, 8.0, 7.888888888888888)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.5, 18.1)","(7.5, 8.8, 8.659459459459459)","(51.0, 130.0, 114.0)"
07-01-2023 18:45:33.970467,"(2.25, 2.5, 2.4550348027842226)","(19.0, 29.0, 28.2)","(3.8, 4.5, 4.462727272727273)","(6.5, 8.0, 7.888888888888888)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.0, 18.1)","(7.5, 8.8, 8.659459459459459)","(51.0, 130.0, 114.0)"
07-01-2023 18:45:35.028182,"(2.25, 2.5, 2.4595407098121087)","(19.0, 28.0, 27.17241379310345)","(3.8, 4.5, 4.462727272727273)","(6.5, 8.0, 7.862068965517241)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.0, 18.1)","(7.5, 8.8, 8.659459459459459)","(51.0, 130.0, 116.66666666666667)"
07-01-2023 18:45:36.221287,"(2.25, 2.5, 2.4595407098121087)","(19.0, 28.0, 27.17241379310345)","(3.8, 4.5, 4.469)","(6.5, 8.0, 7.862068965517241)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.0, 18.5)","(7.5, 8.8, 8.651428571428571)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:37.444195,"(2.25, 2.5, 2.4550348027842226)","(19.0, 28.0, 27.151515151515152)","(3.8, 4.5, 4.469)","(6.5, 8.0, 7.862068965517241)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.5, 18.545454545454547)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:38.525340,"(2.25, 2.5, 2.4509367088607594)","(19.0, 28.0, 27.151515151515152)","(3.8, 4.5, 4.469)","(6.5, 8.0, 7.862068965517241)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.5, 18.44736842105263)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:39.703139,"(2.25, 2.5, 2.456933333333333)","(19.0, 28.0, 27.151515151515152)","(3.8, 4.5, 4.469)","(6.5, 8.0, 7.862068965517241)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.0, 18.44736842105263)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:40.877025,"(2.25, 2.5, 2.450074074074074)","(19.0, 28.0, 27.151515151515152)","(3.8, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(18.0, 29.0, 28.105263157894736)","(13.0, 19.0, 18.44736842105263)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:42.045711,"(2.25, 2.5, 2.450074074074074)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 19.0, 18.44736842105263)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:43.291229,"(2.25, 2.5, 2.4527570093457944)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 19.0, 18.44736842105263)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:44.500125,"(2.25, 2.5, 2.4543307086614172)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 19.0, 18.44736842105263)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:45.577555,"(2.25, 2.5, 2.4543307086614172)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 19.0, 17.7)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:46.639665,"(2.25, 2.5, 2.46441717791411)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 18.5, 17.7)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:47.692872,"(2.25, 2.5, 2.46441717791411)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.482352941176471)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 18.5, 17.7)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:48.726218,"(2.25, 2.5, 2.46441717791411)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.503846153846154)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 17.5, 17.0)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:49.875194,"(2.25, 2.5, 2.4691291291291293)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.503846153846154)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 17.5, 16.852941176470587)","(7.5, 8.8, 8.623728813559321)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:50.980891,"(2.25, 2.5, 2.4700996677740865)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.503846153846154)","(6.5, 8.0, 7.862068965517241)","(19.0, 29.0, 28.105263157894736)","(14.0, 17.5, 16.852941176470587)","(7.5, 8.8, 8.623728813559321)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:52.264783,"(2.25, 2.5, 2.4700996677740865)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.507462686567164)","(6.5, 8.0, 7.938461538461539)","(19.0, 29.0, 28.16393442622951)","(14.0, 17.5, 16.76923076923077)","(7.5, 8.8, 8.663157894736843)","(51.0, 130.0, 123.33333333333333)"
07-01-2023 18:45:53.455951,"(2.25, 2.5, 2.4723076923076923)","(19.0, 28.0, 27.151515151515152)","(3.7, 4.6, 4.52734375)","(6.5, 8.0, 7.955056179775281)","(19.0, 29.0, 28.225806451612904)","(14.0, 17.5, 17.104166666666668)","(7.5, 8.8, 8.655555555555555)","(51.0, 130.0, 126.36363636363636)"
07-01-2023 18:45:54.575030,"(2.25, 2.5, 2.4764397905759163)","(19.0, 28.0, 27.333333333333332)","(3.7, 4.6, 4.52734375)","(6.5, 8.0, 7.955056179775281)","(19.0, 29.0, 28.225806451612904)","(14.0, 17.5, 17.104166666666668)","(7.5, 8.8, 8.655555555555555)","(51.0, 130.0, 126.36363636363636)"
07-01-2023 18:45:55.798134,"(2.25, 2.5, 2.4764397905759163)","(19.0, 28.0, 27.333333333333332)","(3.7, 4.6, 4.52734375)","(6.5, 8.0, 7.955056179775281)","(19.0, 29.0, 28.225806451612904)","(14.0, 17.5, 17.166666666666668)","(7.5, 8.8, 8.655555555555555)","(51.0, 130.0, 126.36363636363636)"
07-01-2023 18:45:56.899806,"(2.25, 2.5, 2.4764397905759163)","(19.0, 28.0, 27.333333333333332)","(3.7, 4.6, 4.52734375)","(6.5, 8.0, 7.955056179775281)","(19.0, 29.0, 28.225806451612904)","(14.0, 17.5, 17.19047619047619)","(7.5, 8.8, 8.657534246575342)","(51.0, 130.0, 126.36363636363636)"
07-01-2023 18:45:57.997882,"(2.25, 2.5, 2.4764397905759163)","(19.0, 28.0, 27.333333333333332)","(3.7, 4.6, 4.52734375)","(6.5, 8.0, 7.955056179775281)","(19.0, 29.0, 28.225806451612904)","(14.0, 17.5, 17.19047619047619)","(7.5, 8.8, 8.657534246575342)","(51.0, 130.0, 126.36363636363636)"
07-01-2023 18:45:59.059381,"(2.25, 2.5, 2.4763779527559056)","(19.0, 28.0, 27.333333333333332)","(3.7, 4.6, 4.52734375)","(6.5, 8.0, 7.955056179775281)","(19.0, 29.0, 28.225806451612904)","(14.0, 17.5, 17.2)","(7.5, 8.8, 8.62950819672131)","(51.0, 130.0, 126.66666666666667)"
