,Minsk Moment,Samizdat,Buzzoom,The Spruiker,Bruce Almighty,Dig Deep,Flying Missile,Media Baron
07-01-2023 18:42:01.732712,"(2.25, 2.44, 2.4189473684210525)","(16.0, 27.0, 26.125)","(3.7, 4.9, 4.796385542168675)","(6.5, 8.2, 7.877611940298507)","(17.0, 34.0, 32.0)","(13.0, 18.0, 17.625)","(7.5, 8.4, 8.361538461538462)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:02.725848,"(2.25, 2.44, 2.4189473684210525)","(16.0, 27.0, 26.125)","(3.7, 4.9, 4.796385542168675)","(6.5, 8.2, 7.877611940298507)","(17.0, 34.0, 32.0)","(13.0, 18.0, 17.625)","(7.5, 8.4, 8.361538461538462)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:03.948237,"(2.25, 2.44, 2.4189473684210525)","(16.0, 27.0, 26.125)","(3.7, 4.9, 4.796385542168675)","(6.5, 8.2, 7.877611940298507)","(17.0, 34.0, 32.0)","(13.0, 18.0, 17.625)","(7.5, 8.4, 8.361538461538462)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:05.426978,"(2.25, 2.44, 2.4189473684210525)","(16.0, 27.0, 26.125)","(3.7, 4.9, 4.796385542168675)","(6.5, 8.2, 7.877611940298507)","(17.0, 34.0, 32.0)","(13.0, 18.0, 17.625)","(7.5, 8.4, 8.33125)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:06.596471,"(2.25, 2.44, 2.4189473684210525)","(16.0, 27.0, 26.125)","(3.7, 4.9, 4.796385542168675)","(6.5, 8.2, 7.877611940298507)","(17.0, 34.0, 30.210526315789473)","(13.0, 18.0, 17.625)","(7.5, 8.4, 8.318518518518518)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:07.824159,"(2.25, 2.44, 2.422089552238806)","(16.0, 27.0, 26.3)","(3.7, 4.9, 4.796385542168675)","(6.5, 8.2, 7.877611940298507)","(17.0, 34.0, 30.210526315789473)","(13.0, 18.0, 17.625)","(7.5, 8.4, 8.318518518518518)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:08.997264,"(2.25, 2.44, 2.422089552238806)","(16.0, 27.0, 26.3)","(3.7, 4.9, 4.781012658227849)","(6.5, 8.2, 8.01923076923077)","(17.0, 34.0, 30.210526315789473)","(13.0, 18.0, 17.571428571428573)","(7.5, 8.4, 8.270588235294117)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:10.048888,"(2.25, 2.44, 2.422089552238806)","(16.0, 27.0, 26.3)","(3.7, 4.9, 4.781012658227849)","(6.5, 8.2, 8.01923076923077)","(17.0, 34.0, 30.210526315789473)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.4, 8.270588235294117)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:11.066864,"(2.25, 2.44, 2.4223529411764706)","(16.0, 27.0, 26.625)","(3.7, 4.9, 4.783950617283951)","(6.5, 8.2, 8.01923076923077)","(17.0, 30.0, 29.166666666666668)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.4, 8.270588235294117)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:12.278559,"(2.25, 2.44, 2.4223529411764706)","(16.0, 27.0, 26.625)","(3.7, 4.9, 4.771052631578947)","(6.5, 8.2, 7.886666666666667)","(17.0, 30.0, 28.75)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.4, 8.392)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:13.458141,"(2.25, 2.44, 2.422089552238806)","(16.0, 27.0, 25.962962962962962)","(3.7, 4.8, 4.783950617283951)","(6.5, 8.2, 8.037142857142857)","(17.0, 30.0, 28.75)","(13.0, 18.0, 17.75)","(7.5, 8.6, 8.155555555555555)","(31.0, 180.0, 145.0)"
07-01-2023 18:42:14.595515,"(2.25, 2.46, 2.4410071942446043)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.783950617283951)","(6.5, 8.2, 8.037142857142857)","(17.0, 30.0, 28.75)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.155555555555555)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:15.641218,"(2.25, 2.44, 2.426)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.783950617283951)","(6.5, 8.2, 8.037142857142857)","(17.0, 30.0, 28.75)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.155555555555555)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:16.714142,"(2.25, 2.44, 2.426)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.783950617283951)","(6.5, 8.2, 8.037142857142857)","(17.0, 30.0, 28.5)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.155555555555555)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:17.738669,"(2.25, 2.44, 2.426)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.783950617283951)","(6.5, 8.2, 8.037142857142857)","(17.0, 29.0, 28.5)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.155555555555555)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:18.762826,"(2.25, 2.44, 2.424)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.039393939393939)","(17.0, 28.0, 22.8)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.168)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:19.811048,"(2.25, 2.46, 2.442096774193548)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.039393939393939)","(17.0, 27.0, 22.8)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.168)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:20.864934,"(2.25, 2.46, 2.446463414634146)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.039393939393939)","(17.0, 27.0, 26.379310344827587)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.168)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:21.967207,"(2.25, 2.46, 2.446463414634146)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.03661971830986)","(17.0, 27.0, 24.307692307692307)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.168)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:23.182205,"(2.25, 2.46, 2.446463414634146)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.03661971830986)","(17.0, 28.0, 24.307692307692307)","(13.0, 18.0, 17.333333333333332)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:24.228006,"(2.25, 2.46, 2.446463414634146)","(16.0, 28.0, 26.444444444444443)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.03661971830986)","(17.0, 28.0, 24.57142857142857)","(13.0, 18.0, 16.75)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:25.343955,"(2.25, 2.46, 2.4490099009900987)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.03661971830986)","(17.0, 28.0, 24.57142857142857)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:26.555960,"(2.25, 2.46, 2.4490099009900987)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.815789473684211)","(6.5, 8.2, 8.03661971830986)","(17.0, 28.0, 25.0)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:27.827476,"(2.25, 2.46, 2.4494791666666664)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.825581395348837)","(6.5, 8.2, 8.03661971830986)","(17.0, 27.0, 25.333333333333332)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:29.029199,"(2.25, 2.46, 2.4494791666666664)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.825581395348837)","(6.5, 8.2, 8.03661971830986)","(17.0, 27.0, 25.333333333333332)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 152.0)"
07-01-2023 18:42:30.190819,"(2.25, 2.46, 2.4484536082474224)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.836)","(6.5, 8.2, 8.03661971830986)","(17.0, 27.0, 24.4)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.163636363636362)","(31.0, 180.0, 160.0)"
07-01-2023 18:42:31.368259,"(2.25, 2.46, 2.4488188976377954)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.852941176470589)","(6.5, 8.2, 8.03661971830986)","(17.0, 26.0, 24.4)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.149999999999999)","(31.0, 180.0, 166.0)"
07-01-2023 18:42:32.514565,"(2.25, 2.46, 2.4507692307692306)","(16.0, 28.0, 26.526315789473685)","(3.7, 4.9, 4.852941176470589)","(6.5, 8.2, 8.03661971830986)","(17.0, 26.0, 24.4)","(13.0, 17.5, 16.75)","(7.5, 8.2, 8.149999999999999)","(31.0, 180.0, 166.0)"
07-01-2023 18:42:33.556739,"(2.25, 2.46, 2.4486842105263156)","(16.0, 27.0, 26.416666666666668)","(3.7, 5.0, 4.927107061503417)","(6.5, 8.2, 8.027659574468085)","(17.0, 25.0, 22.6)","(13.0, 17.0, 16.333333333333332)","(7.5, 8.6, 8.55151515151515)","(31.0, 180.0, 168.57142857142858)"
07-01-2023 18:42:34.676664,"(2.25, 2.46, 2.4481651376146787)","(16.0, 27.0, 26.416666666666668)","(3.7, 5.0, 4.928743961352657)","(6.5, 8.2, 7.85531914893617)","(17.0, 25.0, 21.666666666666668)","(13.0, 17.0, 16.333333333333332)","(7.5, 8.4, 8.208695652173914)","(31.0, 200.0, 182.85714285714286)"
07-01-2023 18:42:35.899794,"(2.25, 2.46, 2.4481651376146787)","(16.0, 27.0, 26.416666666666668)","(3.7, 5.0, 4.928743961352657)","(6.5, 8.2, 7.852525252525252)","(17.0, 25.0, 21.666666666666668)","(13.0, 17.0, 16.333333333333332)","(7.5, 8.4, 8.208695652173914)","(31.0, 200.0, 182.0)"
07-01-2023 18:42:37.160664,"(2.25, 2.46, 2.4481651376146787)","(16.0, 27.0, 26.416666666666668)","(3.7, 5.0, 4.930424528301887)","(6.5, 8.2, 8.037735849056604)","(17.0, 25.0, 21.666666666666668)","(13.0, 17.0, 16.333333333333332)","(7.5, 8.4, 8.270588235294117)","(31.0, 200.0, 183.63636363636363)"
07-01-2023 18:42:38.337863,"(2.25, 2.46, 2.451340206185567)","(16.0, 27.0, 26.352941176470587)","(3.7, 5.0, 4.930424528301887)","(6.5, 8.2, 8.037735849056604)","(17.0, 25.0, 21.666666666666668)","(13.0, 17.0, 16.264705882352942)","(7.5, 8.4, 8.270588235294117)","(31.0, 200.0, 183.63636363636363)"
07-01-2023 18:42:39.429644,"(2.25, 2.46, 2.451340206185567)","(16.0, 27.0, 26.352941176470587)","(3.7, 5.0, 4.906586826347306)","(6.5, 8.2, 8.04)","(17.0, 25.0, 21.666666666666668)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.270588235294117)","(31.0, 200.0, 183.63636363636363)"
07-01-2023 18:42:40.549473,"(2.25, 2.48, 2.466586826347305)","(16.0, 27.0, 26.352941176470587)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.04)","(17.0, 25.0, 21.666666666666668)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.254545454545454)","(31.0, 200.0, 183.63636363636363)"
07-01-2023 18:42:41.872175,"(2.25, 2.48, 2.469047619047619)","(16.0, 27.0, 26.352941176470587)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.04)","(17.0, 25.0, 21.666666666666668)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.254545454545454)","(31.0, 200.0, 155.0)"
07-01-2023 18:42:43.165165,"(2.25, 2.48, 2.464918032786885)","(16.0, 27.0, 26.352941176470587)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 25.0, 21.666666666666668)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.344827586206897)","(31.0, 190.0, 150.0)"
07-01-2023 18:42:44.381995,"(2.25, 2.48, 2.4659541984732822)","(16.0, 27.0, 26.352941176470587)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 25.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.374545454545455)","(31.0, 180.0, 150.0)"
07-01-2023 18:42:45.491748,"(2.25, 2.48, 2.4659541984732822)","(17.0, 27.0, 26.083333333333332)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.374545454545455)","(31.0, 180.0, 150.0)"
07-01-2023 18:42:46.755877,"(2.25, 2.48, 2.4659541984732822)","(17.0, 27.0, 26.083333333333332)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.48)","(31.0, 180.0, 120.0)"
07-01-2023 18:42:47.909465,"(2.25, 2.48, 2.4659541984732822)","(17.0, 27.0, 26.125)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.6, 8.462068965517242)","(31.0, 180.0, 135.0)"
07-01-2023 18:42:49.090803,"(2.25, 2.48, 2.4659541984732822)","(17.0, 27.0, 26.125)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.8, 8.462068965517242)","(31.0, 170.0, 120.0)"
07-01-2023 18:42:50.154582,"(2.25, 2.48, 2.4659541984732822)","(17.0, 27.0, 26.125)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.8, 8.462068965517242)","(31.0, 160.0, 120.0)"
07-01-2023 18:42:51.196343,"(2.25, 2.48, 2.4650847457627116)","(17.0, 27.0, 26.363636363636363)","(3.7, 5.0, 4.812979351032448)","(6.5, 8.2, 8.037037037037036)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.8, 8.462068965517242)","(31.0, 160.0, 120.0)"
07-01-2023 18:42:52.233512,"(2.25, 2.48, 2.4650847457627116)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.812790697674418)","(6.5, 8.2, 8.04)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.8, 8.309090909090909)","(31.0, 160.0, 120.0)"
07-01-2023 18:42:53.361835,"(2.25, 2.48, 2.4657142857142857)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.806043956043956)","(6.5, 8.2, 8.04)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.309090909090909)","(31.0, 160.0, 120.0)"
07-01-2023 18:42:54.486941,"(2.25, 2.48, 2.4657142857142857)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.806043956043956)","(6.5, 8.2, 8.04)","(17.0, 24.0, 22.0)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.309090909090909)","(31.0, 160.0, 120.0)"
07-01-2023 18:42:55.642189,"(2.25, 2.48, 2.4657142857142857)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.806043956043956)","(6.5, 8.2, 8.04)","(17.0, 24.0, 22.4)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.309090909090909)","(31.0, 160.0, 115.0)"
07-01-2023 18:42:56.704064,"(2.25, 2.48, 2.462555066079295)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.809042553191489)","(6.5, 8.2, 8.051282051282051)","(17.0, 24.0, 22.75)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.309090909090909)","(31.0, 160.0, 115.0)"
07-01-2023 18:42:57.796263,"(2.25, 2.48, 2.462555066079295)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.809042553191489)","(6.5, 8.2, 8.051282051282051)","(17.0, 24.0, 22.75)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.309090909090909)","(31.0, 160.0, 115.0)"
07-01-2023 18:42:58.849042,"(2.25, 2.48, 2.462555066079295)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.809042553191489)","(6.5, 8.2, 8.051282051282051)","(17.0, 24.0, 22.75)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.309090909090909)","(31.0, 160.0, 115.0)"
07-01-2023 18:43:00.012705,"(2.25, 2.48, 2.463770491803279)","(17.0, 27.0, 26.363636363636363)","(3.7, 4.9, 4.809042553191489)","(6.5, 8.2, 8.051282051282051)","(17.0, 24.0, 22.333333333333332)","(13.0, 16.5, 16.264705882352942)","(7.5, 8.4, 8.395)","(31.0, 160.0, 115.0)"
07-01-2023 18:43:01.091245,"(2.25, 2.46, 2.456260162601626)","(17.0, 27.0, 26.5)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.066666666666666)","(17.0, 24.0, 23.0)","(13.0, 16.5, 16.35)","(7.5, 8.6, 8.5)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:02.194323,"(2.25, 2.46, 2.456260162601626)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.2)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:03.286171,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.2)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:04.473058,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:05.528665,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:06.555335,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:07.679999,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:08.738925,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.089108910891088)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:09.799349,"(2.25, 2.46, 2.4567567567567568)","(17.0, 27.0, 26.63157894736842)","(3.7, 4.9, 4.814795918367347)","(6.5, 8.2, 8.074509803921568)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.588059701492536)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:10.869137,"(2.25, 2.46, 2.4561290322580644)","(17.0, 27.0, 26.58823529411765)","(3.7, 4.9, 4.809239130434783)","(6.5, 8.2, 8.079245283018867)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.423076923076923)","(7.5, 8.6, 8.589189189189188)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:11.953904,"(2.25, 2.46, 2.456546762589928)","(17.0, 27.0, 26.61111111111111)","(3.7, 4.8, 4.772649572649573)","(6.5, 8.2, 8.074509803921568)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.6, 8.775)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:13.166407,"(2.25, 2.46, 2.4564285714285714)","(17.0, 27.0, 26.65)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.069767441860465)","(17.0, 24.0, 22.875)","(13.0, 16.5, 16.40909090909091)","(7.5, 9.0, 8.658333333333333)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:14.249912,"(2.25, 2.48, 2.463483870967742)","(17.0, 27.0, 26.65)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.069767441860465)","(17.0, 24.0, 22.875)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.8, 8.658333333333333)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:15.367365,"(2.25, 2.48, 2.463483870967742)","(17.0, 27.0, 26.65)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.069767441860465)","(17.0, 24.0, 22.875)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.8, 8.658333333333333)","(31.0, 160.0, 112.0)"
07-01-2023 18:43:16.446064,"(2.25, 2.48, 2.463483870967742)","(17.0, 27.0, 26.65)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.069767441860465)","(17.0, 24.0, 22.875)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.8, 8.658333333333333)","(31.0, 160.0, 115.0)"
07-01-2023 18:43:17.514871,"(2.25, 2.48, 2.463483870967742)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.095238095238095)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.40909090909091)","(7.5, 8.8, 8.658333333333333)","(31.0, 160.0, 115.0)"
07-01-2023 18:43:18.581036,"(2.25, 2.48, 2.463483870967742)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.095238095238095)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 15.9)","(7.5, 8.8, 8.658333333333333)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:19.628316,"(2.25, 2.48, 2.463483870967742)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.095238095238095)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.658333333333333)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:20.650086,"(2.25, 2.48, 2.463483870967742)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.095238095238095)","(17.0, 24.0, 23.166666666666668)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.627848101265823)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:21.744550,"(2.25, 2.48, 2.463483870967742)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.095238095238095)","(17.0, 24.0, 23.272727272727273)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.627848101265823)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:22.781420,"(2.25, 2.48, 2.463483870967742)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.083333333333332)","(17.0, 24.0, 23.272727272727273)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.627848101265823)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:23.840846,"(2.25, 2.48, 2.472792792792793)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.083333333333332)","(17.0, 24.0, 23.272727272727273)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.627848101265823)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:24.827453,"(2.25, 2.48, 2.472792792792793)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.083333333333332)","(17.0, 24.0, 23.272727272727273)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.627848101265823)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:25.926639,"(2.25, 2.48, 2.472792792792793)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.760185185185185)","(6.5, 8.2, 8.083333333333332)","(17.0, 24.0, 23.272727272727273)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.61686746987952)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:27.064809,"(2.25, 2.48, 2.472792792792793)","(17.0, 28.0, 27.0)","(3.7, 4.9, 4.761611374407583)","(6.5, 8.2, 8.083333333333332)","(17.0, 24.0, 23.4)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.627848101265823)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:28.119755,"(2.25, 2.48, 2.4606451612903224)","(17.0, 28.0, 27.166666666666668)","(3.7, 4.9, 4.761611374407583)","(6.5, 8.2, 8.083333333333332)","(17.0, 25.0, 23.4)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.632098765432099)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:29.153517,"(2.25, 2.44, 2.4299999999999997)","(17.0, 28.0, 27.166666666666668)","(3.7, 4.9, 4.770796460176991)","(6.5, 8.2, 8.10909090909091)","(17.0, 25.0, 23.4)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.632098765432099)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:30.158704,"(2.25, 2.44, 2.4299999999999997)","(17.0, 28.0, 27.166666666666668)","(3.7, 4.9, 4.770796460176991)","(6.5, 8.2, 8.052941176470588)","(17.0, 25.0, 23.4)","(13.0, 16.5, 16.0)","(7.5, 8.8, 8.632098765432099)","(31.0, 130.0, 105.0)"
07-01-2023 18:43:31.295894,"(2.25, 2.44, 2.421875)","(17.0, 28.0, 27.473684210526315)","(3.7, 4.9, 4.8115151515151515)","(6.5, 8.2, 8.078048780487805)","(17.0, 25.0, 23.444444444444443)","(13.0, 16.5, 16.3)","(7.5, 8.8, 8.629999999999999)","(31.0, 130.0, 104.28571428571429)"
07-01-2023 18:43:32.430484,"(2.25, 2.44, 2.429642857142857)","(17.0, 28.0, 27.285714285714285)","(3.7, 4.9, 4.8115151515151515)","(6.5, 8.2, 8.078048780487805)","(17.0, 25.0, 23.6)","(13.0, 16.5, 16.3)","(7.5, 8.8, 8.629999999999999)","(31.0, 130.0, 104.28571428571429)"
