,Perfect Flossy,Trickster Cabang,Found A Spot,Irenes A Star,Coconut Kingston,Miss Belle,Con Cabang
11-01-2023 15:02:57.865561,"(5.5, 9.6, 7.2)","(14.0, 65.0, 29.375)","(11.0, 24.0, 20.11111111111111)","(3.8, 5.5, 4.154545454545454)","(8.5, 16.0, 15.025)","(6.0, 11.0, 8.058823529411764)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:02:59.057951,"(5.5, 9.6, 6.32)","(14.0, 65.0, 29.375)","(11.0, 24.0, 20.11111111111111)","(3.8, 5.5, 4.154545454545454)","(8.5, 16.0, 15.025)","(6.0, 11.0, 8.058823529411764)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:00.168522,"(5.5, 9.6, 6.32)","(14.0, 65.0, 33.66666666666667)","(11.0, 24.0, 20.11111111111111)","(3.8, 5.5, 4.154545454545454)","(8.5, 16.0, 15.025)","(6.0, 11.0, 8.058823529411764)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:01.302078,"(5.5, 9.6, 6.32)","(14.0, 65.0, 33.66666666666667)","(11.0, 24.0, 20.11111111111111)","(3.8, 5.5, 4.154545454545454)","(8.5, 16.0, 15.025)","(6.0, 11.0, 8.058823529411764)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:02.438364,"(5.5, 9.6, 6.32)","(14.0, 65.0, 33.66666666666667)","(11.0, 24.0, 23.48)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.666666666666666)","(6.0, 11.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:03.387155,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 23.48)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.666666666666666)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:04.415487,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 23.48)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.666666666666666)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:05.648137,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 23.48)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.666666666666666)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:06.878283,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 23.48)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.666666666666666)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:08.099305,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 23.48)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.666666666666666)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:09.340496,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:10.598858,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:11.782684,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:12.801476,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:13.903290,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:15.048848,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:16.132247,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:17.249764,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:18.381434,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:19.555839,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:20.640217,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:21.773138,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:22.810896,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:23.890219,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:24.959827,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:25.871319,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:26.916834,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:28.340803,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 18.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.153846153846153)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:29.372814,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 13.0)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 14.623529411764705)","(6.0, 14.0, 9.555555555555555)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:30.664776,"(5.5, 9.6, 6.0)","(14.0, 65.0, 52.25)","(11.0, 25.0, 17.09090909090909)","(3.8, 5.5, 4.266666666666667)","(8.5, 16.0, 12.742857142857144)","(6.0, 11.0, 7.357142857142858)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:31.856721,"(5.5, 9.6, 6.947368421052632)","(14.0, 65.0, 52.25)","(11.0, 25.0, 17.09090909090909)","(3.8, 5.5, 4.190909090909091)","(8.5, 16.0, 12.742857142857144)","(6.0, 11.0, 8.058823529411764)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:33.001514,"(5.5, 9.6, 6.32)","(14.0, 65.0, 56.125)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.190909090909091)","(8.5, 16.0, 12.742857142857144)","(6.0, 11.0, 12.222222222222221)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:34.060063,"(5.5, 12.5, 9.0)","(14.0, 70.0, 56.125)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.190909090909091)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 8.533333333333333)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:35.057894,"(5.5, 12.5, 8.899999999999999)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:36.111009,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:37.183884,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:38.179978,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.118181818181818)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:39.182812,"(5.5, 12.5, 8.24)","(14.0, 70.0, 61.78571428571428)","(11.0, 25.0, 22.583333333333332)","(3.8, 5.5, 4.2)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:40.347811,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.6, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:41.498520,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:42.624496,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:43.754532,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:44.824403,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:45.963609,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:47.112630,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:48.214144,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:49.231330,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:50.264363,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.5124999999999997)"
11-01-2023 15:03:51.451697,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:52.520314,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:53.581116,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:54.917983,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:56.076516,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:57.381671,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:58.409474,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:03:59.524496,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:00.586463,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:01.635149,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:02.606078,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:03.897069,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:05.073160,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:06.537003,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:07.634022,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:08.817181,"(5.5, 12.5, 8.24)","(14.0, 55.0, 48.92857142857143)","(11.0, 25.0, 20.857142857142858)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 14.0, 10.719999999999999)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:10.146002,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.0)","(11.0, 25.0, 19.4)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 14.0, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:11.393581,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:12.540495,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:13.664979,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:14.735819,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:15.709481,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:16.652360,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 20.0)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:17.748358,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:18.854829,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:19.937959,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:21.089311,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:22.218174,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:23.382275,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:24.419651,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:25.502633,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:26.535969,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:27.574654,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:28.538563,"(5.5, 12.0, 9.8)","(14.0, 55.0, 34.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:29.607506,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.9375)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:30.685960,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:31.725406,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:32.755462,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:33.760806,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:34.811766,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:35.961084,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:36.931405,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:37.886599,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:38.916635,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:39.951065,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:40.977256,"(5.5, 12.0, 9.8)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
