,Perfect Flossy,Trickster Cabang,Found A Spot,Irenes A Star,Coconut Kingston,Miss Belle,Con Cabang
11-01-2023 15:04:57.877302,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:58.853190,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.285714285714285)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:04:59.913665,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:01.036032,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:02.174124,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:03.284760,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:04.280575,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:05.314375,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:06.344112,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:07.332867,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:08.313810,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:09.352972,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 49.42857142857143)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:10.488001,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:11.622641,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:12.678824,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:13.782410,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:14.836941,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:15.838119,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:16.846531,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:17.872331,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:19.009640,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:20.051461,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:21.060775,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:22.145952,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:23.199396,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:24.147359,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:25.267494,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:26.360316,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:27.419718,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:28.483590,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.125)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:29.625394,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:30.721377,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:31.881514,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:32.895106,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:33.922661,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:34.941807,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:36.054508,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:37.057927,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:38.158132,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:39.259219,"(5.5, 9.0, 6.6000000000000005)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:40.325629,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:41.391004,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:42.487018,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:43.635169,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:44.795370,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:45.905912,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 13.927272727272728)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:47.016905,"(5.5, 8.8, 6.25)","(14.0, 55.0, 50.25)","(11.0, 25.0, 17.75)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:48.078405,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 22.236363636363638)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:49.172077,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 22.236363636363638)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:50.251059,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:51.351400,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:52.321392,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:53.345079,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:54.378622,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:55.424091,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:56.557452,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:57.665289,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:58.815113,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.5)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:05:59.990852,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 17.5)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:06:01.023788,"(5.5, 8.8, 6.25)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:06:02.135984,"(5.5, 8.8, 6.533333333333334)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.74)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.575)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:06:03.315373,"(5.5, 8.8, 6.6000000000000005)","(14.0, 55.0, 45.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.7)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:06:04.439289,"(5.5, 8.8, 6.6000000000000005)","(14.0, 55.0, 36.25)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.7)","(2.4, 3.9, 2.6999999999999997)"
11-01-2023 15:06:05.499948,"(5.5, 8.8, 6.057142857142857)","(14.0, 55.0, 36.25)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.7)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:06.449820,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.25)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.7)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:07.602798,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.25)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.7)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:08.750619,"(5.5, 8.8, 6.4)","(14.0, 55.0, 46.7)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.0)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:09.851698,"(5.5, 8.8, 6.4)","(14.0, 55.0, 46.7)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:11.091567,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:12.273801,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:13.435555,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:14.610120,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:15.885486,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:17.062022,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:18.110301,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:19.266532,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:20.352509,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:21.449109,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:22.832448,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:24.215793,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:25.363311,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:26.442408,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:27.527292,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:28.708650,"(5.5, 8.8, 6.4)","(14.0, 55.0, 36.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:29.935570,"(5.5, 8.8, 6.4)","(14.0, 55.0, 45.875)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:30.832107,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:31.834506,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:32.949161,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:34.031881,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:35.095250,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:36.189091,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.814285714285714)"
11-01-2023 15:06:37.312184,"(5.5, 8.8, 6.4)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 3.0555555555555554)"
11-01-2023 15:06:38.475453,"(5.5, 8.8, 6.733333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 18.0)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:39.585917,"(5.5, 8.8, 7.25)","(14.0, 55.0, 37.0)","(11.0, 25.0, 18.0)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:40.567234,"(5.5, 8.8, 5.883333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:41.648212,"(5.5, 8.8, 5.883333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:42.667325,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
