,Machens Ridge,Bears Estate,Catfish,Spirit Of Windsor,Twilight Years,Star Rider
15-12-2022 11:51:08.210956,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:09.263589,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:10.252042,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:11.274932,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:12.234078,"(9.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:13.213647,"(9.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:14.330035,"(9.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:15.334942,"(9.0, 11.0, 10.904761904761905)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.2, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:16.364540,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:17.403524,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:18.345948,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:19.327015,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.398245614035088)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:20.305767,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:21.317267,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:22.269075,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3966666666666665)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:23.246530,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3982142857142854)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:24.336329,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.3982142857142854)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:25.411770,"(9.0, 11.5, 10.890625)","(7.5, 8.8, 8.661538461538463)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.398611111111111)","(5.0, 6.4, 6.0181818181818185)","(13.0, 16.0, 15.4)"
15-12-2022 11:51:26.422722,"(9.0, 11.5, 10.777777777777779)","(7.5, 8.8, 8.542857142857143)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.44, 2.3718918918918916)","(5.0, 6.4, 6.110344827586207)","(13.0, 16.0, 15.4)"
15-12-2022 11:51:27.488541,"(9.0, 11.0, 10.875)","(7.5, 8.8, 8.32)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.44, 2.3718918918918916)","(5.0, 6.4, 6.110344827586207)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:51:28.427396,"(9.0, 11.0, 10.875)","(7.5, 8.8, 8.32)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.44, 2.3718918918918916)","(5.0, 6.4, 6.110344827586207)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:51:29.388802,"(9.0, 11.0, 10.875)","(7.5, 8.8, 8.32)","(6.5, 7.6, 7.064285714285714)","(2.0, 2.44, 2.3718918918918916)","(5.0, 6.4, 6.110344827586207)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:51:30.376453,"(9.0, 11.0, 10.875)","(7.5, 8.8, 8.32)","(6.5, 7.6, 7.023076923076923)","(2.0, 2.44, 2.3718918918918916)","(5.0, 6.4, 6.3100000000000005)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:51:31.428002,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.32)","(6.5, 7.6, 7.023076923076923)","(2.0, 2.44, 2.4210526315789473)","(5.0, 6.4, 6.314285714285715)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:51:32.427940,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.32)","(6.5, 7.6, 7.023076923076923)","(2.0, 2.44, 2.4210526315789473)","(5.0, 6.4, 6.337931034482759)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:33.568847,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.600000000000001)","(6.5, 7.6, 7.023076923076923)","(2.0, 2.44, 2.3499999999999996)","(5.0, 6.4, 6.337931034482759)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:34.494473,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.6, 7.023076923076923)","(2.0, 2.44, 2.3499999999999996)","(5.0, 6.4, 6.236363636363636)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:35.452085,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.4, 7.08)","(2.0, 2.44, 2.3499999999999996)","(5.0, 6.4, 6.04)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:36.492837,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.4, 6.733333333333333)","(2.0, 2.44, 2.3499999999999996)","(5.0, 6.4, 6.04)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:37.447587,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.4, 6.733333333333333)","(2.0, 2.44, 2.3499999999999996)","(5.0, 6.4, 6.04)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:38.468787,"(9.0, 11.0, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.4, 7.019047619047619)","(2.0, 2.44, 2.4236363636363634)","(5.0, 6.4, 6.04)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:39.362569,"(9.0, 11.5, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.4, 6.76)","(2.0, 2.44, 2.4236363636363634)","(5.0, 6.4, 6.04)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:40.322223,"(9.0, 11.5, 10.90909090909091)","(7.5, 8.8, 8.673684210526316)","(6.5, 7.4, 6.76)","(2.0, 2.44, 2.4236363636363634)","(5.0, 6.4, 6.04)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:41.339280,"(9.0, 11.5, 10.90909090909091)","(7.5, 8.8, 8.707692307692309)","(6.5, 7.4, 6.76)","(2.0, 2.44, 2.4236363636363634)","(5.0, 6.4, 5.88)","(13.0, 16.0, 15.625)"
15-12-2022 11:51:42.385280,"(9.0, 11.5, 10.90909090909091)","(7.5, 8.8, 8.707692307692309)","(6.5, 7.4, 6.76)","(2.0, 2.44, 2.381290322580645)","(5.0, 6.4, 5.966666666666667)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:43.434529,"(9.0, 11.5, 10.90909090909091)","(7.5, 8.8, 8.72)","(6.5, 7.4, 6.92)","(2.0, 2.42, 2.381290322580645)","(5.0, 6.4, 5.966666666666667)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:44.341725,"(9.0, 11.5, 10.90909090909091)","(7.5, 8.8, 8.690909090909091)","(6.5, 7.4, 6.92)","(2.0, 2.42, 2.381290322580645)","(5.0, 6.4, 5.966666666666667)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:45.268586,"(9.0, 11.5, 10.272222222222222)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 6.76)","(2.0, 2.42, 2.381290322580645)","(5.0, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:46.279350,"(9.0, 11.5, 10.495454545454546)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 6.76)","(2.05, 2.42, 2.381290322580645)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:47.356355,"(9.0, 11.0, 10.4)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 6.76)","(2.05, 2.42, 2.381290322580645)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:48.359053,"(9.0, 11.0, 10.657142857142857)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 6.76)","(2.05, 2.42, 2.381290322580645)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:49.286612,"(9.0, 11.0, 10.657142857142857)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 7.023529411764706)","(2.05, 2.42, 2.381290322580645)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:50.325482,"(9.0, 11.0, 10.657142857142857)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 7.023529411764706)","(2.05, 2.42, 2.3690322580645162)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:51.365852,"(9.0, 11.5, 11.09375)","(7.5, 8.8, 8.725000000000001)","(6.5, 7.4, 7.023529411764706)","(2.05, 2.4, 2.4299999999999997)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:52.355583,"(9.0, 11.5, 10.9)","(7.5, 8.8, 8.725000000000001)","(6.5, 7.4, 7.023529411764706)","(2.05, 2.44, 2.4299999999999997)","(5.5, 6.4, 5.88)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:51:53.336338,"(9.0, 11.5, 10.6)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 7.023529411764706)","(2.05, 2.44, 2.4025)","(5.5, 6.4, 6.060869565217391)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:51:54.336800,"(9.0, 11.5, 10.970588235294118)","(7.5, 8.8, 8.694117647058825)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.4025)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:51:55.559729,"(9.0, 11.5, 10.970588235294118)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.373333333333333)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:51:56.720220,"(9.0, 11.5, 10.970588235294118)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.34)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:51:57.844214,"(9.0, 11.0, 10.846153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.34)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:51:58.844435,"(9.0, 11.0, 10.846153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.34)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:51:59.990790,"(9.0, 11.0, 10.894736842105264)","(7.5, 8.8, 8.73793103448276)","(6.5, 7.4, 7.114285714285715)","(2.05, 2.44, 2.34)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:52:01.256155,"(9.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.73793103448276)","(6.5, 7.4, 7.114285714285715)","(2.05, 2.44, 2.424782608695652)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:52:02.561178,"(9.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 7.171428571428572)","(2.05, 2.44, 2.421578947368421)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:52:03.538088,"(9.0, 12.0, 11.25925925925926)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 7.171428571428572)","(2.05, 2.44, 2.421578947368421)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:52:04.861020,"(9.0, 12.0, 11.047619047619047)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 7.171428571428572)","(2.05, 2.44, 2.349090909090909)","(5.5, 6.4, 6.236363636363636)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:52:05.928081,"(9.0, 12.0, 10.75)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.76)","(2.05, 2.44, 2.349090909090909)","(5.5, 6.4, 6.236363636363636)","(13.0, 16.0, 15.666666666666666)"
15-12-2022 11:52:07.004654,"(9.0, 12.0, 10.75)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.349090909090909)","(5.5, 6.4, 6.236363636363636)","(13.0, 16.0, 15.857142857142858)"
15-12-2022 11:52:07.956862,"(9.0, 12.0, 10.75)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.349090909090909)","(5.5, 6.4, 6.236363636363636)","(13.0, 16.0, 15.857142857142858)"
15-12-2022 11:52:08.981878,"(9.0, 12.0, 11.375)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.382528735632184)","(5.5, 6.4, 6.305263157894737)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:52:10.040991,"(9.0, 12.0, 11.375)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 7.04)","(2.05, 2.44, 2.382528735632184)","(5.5, 6.4, 6.305263157894737)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:52:11.144637,"(9.0, 12.0, 11.625)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.4, 7.133333333333334)","(2.05, 2.44, 2.343846153846154)","(5.5, 6.4, 6.331818181818182)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:52:12.144582,"(9.0, 12.0, 11.625)","(7.5, 8.8, 8.68)","(6.5, 7.4, 7.133333333333334)","(2.05, 2.44, 2.343846153846154)","(5.5, 6.4, 6.331818181818182)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:52:13.093757,"(9.0, 12.5, 12.119047619047619)","(7.5, 8.8, 8.575)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.3285245901639344)","(5.5, 6.4, 6.331818181818182)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:52:14.074462,"(9.0, 12.5, 12.119047619047619)","(7.5, 8.8, 8.669565217391305)","(6.5, 7.4, 6.92)","(2.05, 2.44, 2.2921739130434786)","(5.5, 6.4, 6.331818181818182)","(13.0, 16.0, 15.7)"
15-12-2022 11:52:15.123336,"(9.0, 12.5, 12.119047619047619)","(7.5, 8.8, 8.709090909090909)","(6.5, 7.4, 7.0)","(2.05, 2.44, 2.332063492063492)","(5.5, 6.4, 5.938662790697674)","(13.0, 16.0, 15.25)"
15-12-2022 11:52:16.176515,"(9.0, 12.5, 12.0)","(7.5, 8.8, 8.709090909090909)","(6.5, 7.4, 6.638461538461538)","(2.05, 2.44, 2.3185714285714285)","(5.5, 6.6, 6.003669724770642)","(13.0, 16.0, 15.0)"
15-12-2022 11:52:17.179337,"(9.0, 12.5, 11.5)","(7.5, 8.8, 8.4)","(6.5, 7.6, 6.8307692307692305)","(2.05, 2.44, 2.3185714285714285)","(5.5, 6.6, 6.017910447761194)","(13.0, 16.0, 13.75)"
15-12-2022 11:52:18.141698,"(9.0, 12.5, 12.0)","(7.5, 8.6, 8.2)","(6.5, 7.4, 7.1)","(2.05, 2.44, 2.336969696969697)","(5.5, 6.6, 6.307692307692308)","(13.0, 15.5, 14.863636363636363)"
15-12-2022 11:52:19.212929,"(9.0, 12.5, 12.0)","(7.5, 8.6, 7.88)","(6.5, 7.4, 7.1)","(2.05, 2.44, 2.3344827586206893)","(5.5, 6.4, 6.307692307692308)","(13.0, 15.5, 14.863636363636363)"
15-12-2022 11:52:20.216673,"(9.0, 12.5, 12.0)","(7.5, 8.6, 7.868292682926829)","(6.5, 7.4, 7.1)","(2.05, 2.44, 2.3344827586206893)","(5.5, 6.4, 6.307692307692308)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:21.205089,"(9.0, 12.5, 12.0)","(7.5, 8.6, 7.674074074074074)","(6.5, 7.4, 7.1)","(2.05, 2.44, 2.294285714285714)","(5.5, 6.4, 6.290909090909091)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:22.129520,"(9.0, 12.5, 11.9)","(7.5, 7.6, 7.461538461538462)","(6.5, 7.4, 7.08)","(2.05, 2.44, 2.3266666666666667)","(5.5, 6.4, 6.014414414414414)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:23.125500,"(9.0, 12.5, 11.9)","(7.5, 8.4, 7.636363636363637)","(6.5, 7.4, 7.08)","(2.05, 2.44, 2.3467857142857143)","(5.5, 6.6, 6.014414414414414)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:24.127912,"(9.0, 12.5, 11.9)","(7.5, 8.4, 7.636363636363637)","(6.5, 7.4, 7.08)","(2.05, 2.42, 2.345581395348837)","(5.5, 6.6, 6.014414414414414)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:25.198217,"(9.0, 12.5, 11.9)","(7.5, 8.2, 7.699999999999999)","(6.5, 6.8, 6.699999999999999)","(2.05, 2.42, 2.348205128205128)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.5, 14.0)"
15-12-2022 11:52:26.256922,"(9.0, 13.0, 11.5)","(7.5, 8.2, 7.699999999999999)","(6.5, 7.6, 6.860377358490566)","(2.05, 2.38, 2.3017391304347825)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.5, 15.045454545454545)"
15-12-2022 11:52:27.188275,"(9.0, 13.0, 11.909090909090908)","(7.5, 8.2, 7.699999999999999)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.38, 2.3017391304347825)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.5, 15.045454545454545)"
15-12-2022 11:52:28.111690,"(9.0, 13.0, 12.407407407407408)","(7.5, 8.2, 7.699999999999999)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.38, 2.313333333333333)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.5, 14.5)"
15-12-2022 11:52:29.128159,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.36, 2.294285714285714)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 14.666666666666666)"
15-12-2022 11:52:30.127008,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.36, 2.294285714285714)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 14.666666666666666)"
15-12-2022 11:52:31.129237,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.36, 2.2984)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 14.666666666666666)"
15-12-2022 11:52:32.017230,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.34, 2.2984)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 14.666666666666666)"
15-12-2022 11:52:32.965000,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.34, 2.2984)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 14.666666666666666)"
15-12-2022 11:52:33.954219,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.705263157894737)","(2.05, 2.34, 2.292)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 15.157894736842106)"
15-12-2022 11:52:34.854680,"(9.0, 13.0, 11.8)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.844444444444444)","(2.05, 2.32, 2.292)","(5.5, 6.6, 6.005471124620061)","(13.0, 16.0, 14.916666666666666)"
15-12-2022 11:52:35.795779,"(9.0, 13.0, 12.25)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.844444444444444)","(2.05, 2.32, 2.292)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.0, 14.916666666666666)"
15-12-2022 11:52:36.714181,"(9.0, 13.0, 12.25)","(7.5, 8.2, 7.857142857142857)","(6.5, 7.6, 6.88421052631579)","(2.05, 2.32, 2.2805714285714282)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.0, 14.916666666666666)"
15-12-2022 11:52:37.639463,"(9.0, 13.0, 12.833333333333334)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.9523809523809526)","(2.05, 2.32, 2.3088888888888888)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.0, 14.857142857142858)"
15-12-2022 11:52:38.696959,"(9.0, 13.0, 12.884615384615385)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 7.033333333333333)","(2.05, 2.36, 2.332307692307692)","(5.5, 6.6, 6.005471124620061)","(13.0, 15.0, 14.857142857142858)"
15-12-2022 11:52:39.742320,"(9.0, 13.0, 12.863636363636363)","(7.5, 8.2, 7.666666666666667)","(6.5, 7.6, 6.75)","(2.05, 2.36, 2.3327272727272725)","(5.5, 6.6, 6.005521472392638)","(13.0, 15.0, 15.157894736842106)"
15-12-2022 11:52:40.777141,"(9.0, 14.5, 13.807692307692308)","(7.5, 8.2, 8.054545454545455)","(6.5, 6.6, 6.505263157894737)","(2.05, 2.36, 2.309090909090909)","(5.5, 6.6, 6.005521472392638)","(13.0, 16.0, 15.157894736842106)"
15-12-2022 11:52:41.684118,"(9.0, 14.5, 13.807692307692308)","(7.5, 7.4, 7.256)","(6.5, 7.4, 7.038709677419355)","(2.05, 2.44, 2.4254545454545453)","(5.5, 6.6, 6.005521472392638)","(13.0, 16.0, 15.157894736842106)"
15-12-2022 11:52:42.600478,"(9.0, 14.5, 13.807692307692308)","(7.5, 8.4, 7.5600000000000005)","(6.5, 7.4, 6.933333333333334)","(2.05, 2.44, 2.4254545454545453)","(5.5, 6.6, 6.005521472392638)","(13.0, 16.0, 15.157894736842106)"
15-12-2022 11:52:43.667142,"(9.0, 14.5, 13.807692307692308)","(7.5, 8.2, 7.999999999999999)","(6.5, 7.4, 6.745454545454546)","(2.05, 2.44, 2.4354285714285715)","(5.5, 6.6, 6.005521472392638)","(13.0, 16.0, 15.0)"
15-12-2022 11:52:44.693359,"(9.0, 14.0, 13.0)","(7.5, 8.0, 7.6)","(6.5, 7.2, 6.745454545454546)","(2.05, 2.48, 2.4354285714285715)","(5.5, 6.6, 6.005521472392638)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:45.659307,"(9.0, 14.0, 13.0)","(7.5, 8.0, 7.6)","(6.5, 7.2, 6.745454545454546)","(2.05, 2.48, 2.4354285714285715)","(5.5, 6.6, 6.005521472392638)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:46.554082,"(9.0, 14.0, 12.666666666666666)","(7.5, 8.0, 7.8545454545454545)","(6.5, 7.0, 6.84)","(2.05, 2.64, 2.623529411764706)","(5.5, 6.6, 6.005521472392638)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:47.416058,"(9.0, 13.5, 13.333333333333334)","(7.5, 7.8, 7.5)","(6.5, 6.8, 6.6)","(2.05, 2.62, 2.6)","(5.5, 6.6, 6.005521472392638)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:48.333583,"(9.0, 13.5, 13.333333333333334)","(7.5, 8.0, 7.68)","(6.5, 7.2, 6.580952380952381)","(2.05, 2.66, 2.6371428571428575)","(5.5, 6.6, 6.135294117647059)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:49.282351,"(9.0, 13.5, 13.333333333333334)","(7.5, 7.8, 7.571428571428571)","(6.5, 7.0, 6.516129032258064)","(2.05, 2.64, 2.6094545454545455)","(5.5, 6.4, 6.066666666666667)","(13.0, 15.5, 15.0)"
15-12-2022 11:52:50.268299,"(9.0, 13.5, 13.333333333333334)","(7.5, 7.8, 7.571428571428571)","(6.5, 6.8, 6.441379310344828)","(2.05, 2.68, 2.625)","(5.5, 6.4, 6.066666666666667)","(13.0, 15.5, 14.76923076923077)"
15-12-2022 11:52:51.411600,"(9.0, 13.5, 13.285714285714285)","(7.5, 7.8, 7.705882352941177)","(6.5, 6.6, 6.369230769230769)","(2.05, 2.66, 2.5223529411764707)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 14.76923076923077)"
15-12-2022 11:52:52.550909,"(9.0, 14.0, 12.6)","(7.5, 7.8, 7.705882352941177)","(6.5, 6.6, 6.369230769230769)","(2.05, 2.66, 2.6549514563106795)","(5.5, 6.4, 6.0285714285714285)","(13.0, 16.0, 14.76923076923077)"
15-12-2022 11:52:53.688872,"(9.0, 14.0, 12.6)","(7.5, 7.8, 7.705882352941177)","(6.5, 6.6, 6.369230769230769)","(2.05, 2.66, 2.696842105263158)","(5.5, 6.4, 5.890909090909091)","(13.0, 16.0, 14.928571428571429)"
