,Barroom Blitz,Sarie Marais,Dont Yoube Naughty,Artful Master,Torque Writer,Yarramans Shadow,Destiny Blues,Reeds Vision,Diego Delgado
15-12-2022 13:07:12.656183,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 245.0)","(2.2, 2.86, 2.776)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.48, 2.3200000000000003)","(26.0, 55.0, 35.0)"
15-12-2022 13:07:14.012293,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 234.6153846153846)","(2.2, 2.86, 2.776)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.48, 2.3200000000000003)","(26.0, 55.0, 35.0)"
15-12-2022 13:07:15.380744,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.86, 2.776)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.48, 2.34)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:16.663286,"(10.0, 11.5, 10.366666666666667)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.81)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.49)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:17.934564,"(10.0, 11.5, 10.366666666666667)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8775)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.49)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:19.228854,"(10.0, 11.5, 10.366666666666667)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8775)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.49)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:20.567856,"(10.0, 11.5, 10.366666666666667)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8714285714285714)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:21.907121,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8714285714285714)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:23.245335,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8714285714285714)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:24.542480,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8714285714285714)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:25.827418,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.8714285714285714)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:27.107121,"(10.0, 11.0, 10.142857142857144)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.498)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:28.438290,"(10.0, 14.5, 13.916666666666668)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.48)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:29.779637,"(10.0, 17.0, 14.75)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.48)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:31.074700,"(10.0, 14.5, 13.5)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.48)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:32.459759,"(10.0, 16.5, 14.5)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 175.71428571428572)","(101.0, 280.0, 268.2352941176471)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.48)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:33.796406,"(10.0, 14.5, 14.25)","(21.0, 44.0, 30.0)","(101.0, 260.0, 246.25)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 161.875)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4914285714285715)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:35.115272,"(10.0, 15.5, 14.75)","(21.0, 44.0, 30.0)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 220.0, 161.875)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4914285714285715)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:36.423062,"(10.0, 15.5, 14.75)","(21.0, 44.0, 30.0)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 220.0, 161.875)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4914285714285715)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:37.684063,"(10.0, 15.5, 14.75)","(21.0, 44.0, 30.0)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 220.0, 161.875)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4914285714285715)","(26.0, 55.0, 47.0)"
15-12-2022 13:07:39.039297,"(10.0, 17.0, 16.95)","(21.0, 44.0, 29.333333333333332)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 220.0, 168.57142857142858)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 45.33333333333333)"
15-12-2022 13:07:40.416313,"(10.0, 17.0, 16.9)","(21.0, 42.0, 29.333333333333332)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 210.0, 168.57142857142858)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:41.800834,"(10.0, 19.5, 18.5)","(21.0, 42.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(61.0, 210.0, 161.42857142857142)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:43.161445,"(10.0, 20.0, 16.307692307692307)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(61.0, 200.0, 161.42857142857142)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:44.545964,"(10.0, 16.0, 15.25)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:45.941008,"(10.0, 16.0, 16.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:47.228852,"(10.0, 18.0, 16.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:48.555416,"(10.0, 16.5, 16.0)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:49.860582,"(10.0, 17.5, 16.5)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 35.666666666666664)"
15-12-2022 13:07:51.250229,"(10.0, 17.0, 15.0)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.9122222222222223)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.512857142857143)","(26.0, 55.0, 47.75)"
15-12-2022 13:07:52.517014,"(10.0, 17.0, 15.0)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.9042857142857144)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 47.75)"
15-12-2022 13:07:53.795280,"(10.0, 16.5, 15.4)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.9042857142857144)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 47.75)"
15-12-2022 13:07:54.997085,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.9042857142857144)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 47.75)"
15-12-2022 13:07:56.274596,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.9042857142857144)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 47.75)"
15-12-2022 13:07:57.527563,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.9042857142857144)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 47.75)"
15-12-2022 13:07:58.755525,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8775)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.75)"
15-12-2022 13:08:00.053207,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8775)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.75)"
15-12-2022 13:08:01.294329,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8775)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.75)"
15-12-2022 13:08:02.582808,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7733333333333334)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:03.768713,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.884444444444444)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:04.990832,"(10.0, 16.0, 14.333333333333334)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.884444444444444)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:06.082414,"(10.0, 15.5, 12.285714285714286)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.884444444444444)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:07.306446,"(10.0, 15.0, 14.2)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:08.691518,"(10.0, 14.5, 11.5)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:10.081153,"(10.0, 14.0, 13.3)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:11.717406,"(10.0, 14.0, 13.3)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:13.261843,"(10.0, 14.0, 13.3)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 47.0)"
15-12-2022 13:08:14.791789,"(10.0, 14.0, 13.142857142857142)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7733333333333334)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:16.279215,"(10.0, 14.0, 13.142857142857142)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.884444444444444)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:18.158403,"(10.0, 13.0, 12.7)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.884444444444444)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:19.788780,"(10.0, 13.0, 12.7)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:21.581642,"(10.0, 13.0, 12.7)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:23.579905,"(10.0, 13.0, 12.7)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:24.870397,"(10.0, 13.0, 12.7)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:26.100064,"(10.0, 14.5, 14.166666666666666)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:27.543928,"(10.0, 14.5, 14.166666666666666)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:29.628108,"(10.0, 14.0, 13.5)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:31.074017,"(10.0, 14.0, 13.5)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:32.368688,"(10.0, 14.0, 13.5)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:33.699612,"(10.0, 13.5, 13.1)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:34.913567,"(10.0, 13.5, 13.1)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:36.242256,"(10.0, 13.5, 13.1)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.0)"
15-12-2022 13:08:37.651474,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:38.982455,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:40.192247,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:41.626277,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:42.974406,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:44.212100,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:45.501778,"(10.0, 13.5, 13.1)","(21.0, 40.0, 34.666666666666664)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:46.726466,"(10.0, 13.5, 13.1)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 47.285714285714285)"
15-12-2022 13:08:48.116752,"(10.0, 13.5, 13.1)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 36.333333333333336)"
15-12-2022 13:08:49.471508,"(10.0, 13.5, 13.1)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.5)"
15-12-2022 13:08:50.940878,"(10.0, 13.5, 12.14)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.5)"
15-12-2022 13:08:52.457362,"(10.0, 13.5, 12.14)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.5)"
15-12-2022 13:08:53.769814,"(10.0, 13.0, 12.166666666666666)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.5)"
15-12-2022 13:08:55.144377,"(10.0, 13.0, 12.166666666666666)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.5)"
15-12-2022 13:08:56.459675,"(10.0, 16.5, 15.5)","(21.0, 40.0, 35.714285714285715)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 48.5)"
