,Star Of The Bay,Adda My Mind,Ashima,Moonlightsshadow,Ark Of Rock,Batavia Storm,American Rock,Mal Boy,Shakira Blue
07-12-2022 14:11:46.392704,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 18.0)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 26.0)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.4, 3.04)"
07-12-2022 14:11:47.746300,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 23.384615384615387)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 26.142857142857142)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.4, 2.91875)"
07-12-2022 14:11:49.094099,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 22.375)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.57142857142857)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.4, 3.0250000000000004)"
07-12-2022 14:11:50.508617,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 18.0)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.35, 2.8578947368421055)"
07-12-2022 14:11:51.920638,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 18.0)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.1)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.8578947368421055)"
07-12-2022 14:11:53.358373,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 23.384615384615387)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.1)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.8578947368421055)"
07-12-2022 14:11:54.760117,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 23.384615384615387)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.1)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.7225)"
07-12-2022 14:11:56.115588,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 22.375)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.7225)"
07-12-2022 14:11:57.521172,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.405)","(17.0, 25.0, 18.0)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.7225)"
07-12-2022 14:11:58.884496,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.519230769230769)","(17.0, 25.0, 18.0)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.7058823529411766)"
07-12-2022 14:12:00.396493,"(13.0, 22.0, 19.142857142857142)","(3.3, 4.9, 4.519230769230769)","(17.0, 25.0, 22.375)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.2, 2.7058823529411766)"
07-12-2022 14:12:02.058269,"(13.0, 22.0, 20.46153846153846)","(3.3, 4.9, 4.463636363636364)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.2, 2.7058823529411766)"
07-12-2022 14:12:03.623139,"(13.0, 22.0, 20.46153846153846)","(3.3, 4.9, 4.463636363636364)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.2)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.2, 2.7058823529411766)"
07-12-2022 14:12:05.165803,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.463636363636364)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 26.0)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.2, 2.795)"
07-12-2022 14:12:06.491630,"(13.0, 22.0, 19.0)","(3.3, 4.9, 3.6625)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 26.0)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:07.905903,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 26.142857142857142)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:09.353539,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.333333333333336)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:10.855078,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 26.142857142857142)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:12.312031,"(13.0, 22.0, 15.666666666666666)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.142857142857142)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 22.0)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:13.726568,"(13.0, 22.0, 15.666666666666666)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 18.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 22.0)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:15.112869,"(13.0, 22.0, 15.666666666666666)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 18.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.666666666666668)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:16.523257,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 18.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.666666666666668)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:17.886576,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 19.75)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.666666666666668)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:19.321253,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 19.75)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 25.666666666666668)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:20.786908,"(13.0, 22.0, 19.0)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 22.0)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:22.128346,"(13.0, 22.0, 19.285714285714285)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.375)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:23.386863,"(13.0, 22.0, 19.42857142857143)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.375)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:24.756512,"(13.0, 22.0, 19.42857142857143)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 25.666666666666668)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:26.112561,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 4.9818181818181815)","(19.0, 29.0, 25.666666666666668)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:27.545651,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.383333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:28.863245,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.257142857142857)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:30.171384,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.257142857142857)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:31.446195,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.257142857142857)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:32.764335,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:34.095239,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:35.538555,"(13.0, 22.0, 19.75)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:36.877589,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 2.950909090909091)"
07-12-2022 14:12:38.236287,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:39.497851,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:40.847806,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.1933333333333334)"
07-12-2022 14:12:42.251547,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.044)"
07-12-2022 14:12:43.707495,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.416666666666667)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.044)"
07-12-2022 14:12:45.211575,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.044)"
07-12-2022 14:12:46.693139,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.2359999999999998)"
07-12-2022 14:12:48.131008,"(13.0, 22.0, 16.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.2359999999999998)"
07-12-2022 14:12:49.715500,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.2359999999999998)"
07-12-2022 14:12:51.430072,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.2359999999999998)"
07-12-2022 14:12:52.887420,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.2359999999999998)"
07-12-2022 14:12:54.310762,"(13.0, 22.0, 19.166666666666668)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.3, 3.3, 3.15)"
07-12-2022 14:12:55.653305,"(14.0, 22.0, 19.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.25, 3.3, 2.9)"
07-12-2022 14:12:56.977418,"(14.0, 22.0, 19.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.25, 3.3, 2.9)"
07-12-2022 14:12:58.340736,"(14.0, 22.0, 19.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 4.9818181818181815)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 262.85714285714283)","(2.25, 3.3, 2.952)"
07-12-2022 14:12:59.736511,"(14.0, 22.0, 19.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 6.0, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:01.086595,"(14.0, 22.0, 19.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 22.666666666666668)","(91.0, 360.0, 247.5)","(10.0, 14.0, 11.316666666666666)","(4.0, 5.9, 5.0875)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 262.85714285714283)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:02.553618,"(14.0, 22.0, 19.0)","(3.3, 4.9, 4.433333333333334)","(17.0, 25.0, 21.666666666666668)","(91.0, 360.0, 301.6666666666667)","(10.0, 14.0, 12.32857142857143)","(4.0, 5.9, 5.32)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 220.0)","(2.25, 3.3, 3.0733333333333333)"
07-12-2022 14:13:04.061048,"(14.0, 22.0, 19.0)","(3.3, 4.8, 4.785714285714286)","(17.0, 25.0, 23.18181818181818)","(91.0, 350.0, 301.6666666666667)","(10.0, 13.5, 12.016666666666666)","(4.0, 5.8, 5.25)","(19.0, 29.0, 27.46153846153846)","(101.0, 340.0, 220.0)","(2.25, 3.25, 3.0733333333333333)"
07-12-2022 14:13:05.522581,"(14.0, 22.0, 19.333333333333332)","(3.3, 5.0, 4.785714285714286)","(17.0, 25.0, 23.18181818181818)","(91.0, 350.0, 301.6666666666667)","(10.0, 12.5, 11.67142857142857)","(4.0, 5.9, 5.05)","(19.0, 29.0, 26.285714285714285)","(101.0, 340.0, 220.0)","(2.25, 3.25, 3.1839999999999997)"
07-12-2022 14:13:06.947624,"(14.0, 22.0, 19.333333333333332)","(3.3, 5.1, 4.792857142857143)","(17.0, 25.0, 23.18181818181818)","(91.0, 350.0, 285.88235294117646)","(10.0, 12.5, 13.266666666666666)","(4.0, 5.8, 5.26)","(19.0, 29.0, 27.1)","(101.0, 340.0, 314.375)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:08.354214,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.792857142857143)","(17.0, 25.0, 22.88888888888889)","(91.0, 330.0, 290.0)","(10.0, 14.0, 10.766666666666667)","(4.0, 5.7, 5.26)","(19.0, 29.0, 27.1)","(101.0, 330.0, 268.75)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:09.820779,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.766666666666667)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 13.5, 12.86923076923077)","(4.0, 5.7, 5.5)","(19.0, 29.0, 23.75)","(101.0, 330.0, 241.66666666666666)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:11.180113,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.766666666666667)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 13.5, 12.86923076923077)","(4.0, 5.8, 5.5)","(19.0, 29.0, 22.0)","(101.0, 320.0, 241.66666666666666)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:12.537631,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.766666666666667)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 13.5, 12.433333333333334)","(4.0, 5.8, 5.5)","(19.0, 29.0, 22.0)","(101.0, 320.0, 254.28571428571428)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:13.972411,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.25)","(17.0, 25.0, 23.1)","(91.0, 320.0, 291.7647058823529)","(10.0, 13.0, 11.67142857142857)","(4.0, 5.8, 5.5)","(19.0, 29.0, 25.0)","(101.0, 320.0, 230.0)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:15.298440,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.25)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 10.433333333333334)","(4.0, 5.8, 5.5)","(19.0, 29.0, 25.0)","(101.0, 320.0, 230.0)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:16.691125,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.25)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 11.725)","(4.0, 5.8, 5.5)","(19.0, 29.0, 25.857142857142858)","(101.0, 320.0, 230.0)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:18.140102,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.2)","(17.0, 25.0, 23.1)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 11.725)","(4.0, 5.8, 5.26)","(19.0, 29.0, 26.0)","(101.0, 320.0, 257.1428571428571)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:19.535241,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 4.2)","(17.0, 25.0, 23.1)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 10.433333333333334)","(4.0, 5.7, 5.26)","(19.0, 29.0, 26.0)","(101.0, 320.0, 257.1428571428571)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:20.954342,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 4.2)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 11.67142857142857)","(4.0, 5.7, 5.26)","(19.0, 29.0, 26.0)","(101.0, 320.0, 257.1428571428571)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:22.555342,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 4.2)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 11.67142857142857)","(4.0, 5.7, 5.5)","(19.0, 29.0, 25.0)","(101.0, 320.0, 243.33333333333334)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:23.894831,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 3.7)","(17.0, 25.0, 23.1)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 10.433333333333334)","(4.0, 5.8, 5.0)","(19.0, 29.0, 26.285714285714285)","(101.0, 320.0, 255.71428571428572)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:25.224041,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 3.7)","(17.0, 25.0, 23.1)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 11.725)","(4.0, 5.8, 5.26)","(19.0, 29.0, 26.285714285714285)","(101.0, 320.0, 255.71428571428572)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:26.551737,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 3.7)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 12.023076923076923)","(4.0, 5.7, 5.26)","(19.0, 29.0, 26.285714285714285)","(101.0, 320.0, 255.71428571428572)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:27.809209,"(14.0, 22.0, 19.42857142857143)","(3.3, 4.9, 3.7)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 291.7647058823529)","(10.0, 12.5, 12.023076923076923)","(4.0, 5.7, 5.5)","(19.0, 29.0, 22.0)","(101.0, 320.0, 254.28571428571428)","(2.25, 3.3, 3.1839999999999997)"
07-12-2022 14:13:29.063602,"(14.0, 22.0, 19.42857142857143)","(3.3, 5.0, 4.25)","(17.0, 25.0, 22.42857142857143)","(91.0, 320.0, 252.85714285714283)","(10.0, 12.5, 10.433333333333334)","(4.0, 5.8, 5.5)","(19.0, 29.0, 22.0)","(101.0, 320.0, 254.28571428571428)","(2.25, 3.3, 3.1839999999999997)"
