,Heza Galvinator,As She Says,Ghost Train,Jakki Mun,Melton Xmas Girl,Hollywoodbound,Ash And Jo,Swift Change,Shesherz
11-01-2023 20:16:31.165107,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.84)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 350.0, 300.0)","(13.0, 18.5, 16.289473684210527)","(4.0, 5.6, 5.38)","(101.0, 390.0, 370.9090909090909)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:32.933295,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.6670588235294117)","(101.0, 540.0, 355.0)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.6, 5.38)","(101.0, 390.0, 370.9090909090909)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:34.367882,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 32.0, 35.0)","(2.35, 2.78, 2.6670588235294117)","(101.0, 530.0, 248.0)","(13.0, 18.5, 17.0)","(4.0, 5.6, 5.38)","(101.0, 390.0, 370.9090909090909)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:35.944664,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 38.0, 33.333333333333336)","(2.35, 2.78, 2.6670588235294117)","(101.0, 520.0, 220.0)","(13.0, 18.0, 16.7)","(4.0, 5.6, 5.38)","(101.0, 390.0, 290.0)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:37.284209,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 36.0, 32.666666666666664)","(2.35, 2.78, 2.6670588235294117)","(101.0, 500.0, 242.0)","(13.0, 17.5, 16.029411764705884)","(4.0, 5.6, 5.866666666666667)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:38.596036,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 36.0, 25.352941176470587)","(2.35, 2.78, 2.6670588235294117)","(101.0, 490.0, 276.6666666666667)","(13.0, 18.5, 17.0)","(4.0, 5.9, 5.786363636363637)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:39.967254,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.78, 2.54)","(101.0, 470.0, 276.6666666666667)","(13.0, 18.0, 17.0)","(4.0, 5.9, 5.872222222222223)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:41.205522,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.78, 2.7199999999999998)","(101.0, 470.0, 315.0)","(13.0, 18.0, 16.029411764705884)","(4.0, 5.9, 5.872222222222223)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:42.387663,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.76, 2.6399999999999997)","(101.0, 450.0, 315.0)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.872222222222223)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:43.547665,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.76, 2.6399999999999997)","(101.0, 450.0, 266.6666666666667)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.855555555555556)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:44.711265,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.76, 2.521782178217822)","(101.0, 440.0, 223.33333333333334)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.75)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:45.819944,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.7, 2.5285714285714285)","(101.0, 440.0, 215.71428571428572)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.75)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:46.956967,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.7, 2.6)","(101.0, 430.0, 221.66666666666666)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.825)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:48.123635,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.68, 2.6342857142857143)","(101.0, 430.0, 256.6666666666667)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.862500000000001)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:49.352611,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.333333333333332)","(2.35, 2.68, 2.6342857142857143)","(101.0, 410.0, 290.0)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.862500000000001)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:50.610664,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 26.0, 25.076923076923077)","(2.35, 2.68, 2.6342857142857143)","(101.0, 400.0, 256.6666666666667)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.862500000000001)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:51.878391,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.7384615384615385)","(21.0, 26.0, 25.076923076923077)","(2.35, 2.68, 2.6342857142857143)","(101.0, 410.0, 256.6666666666667)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.862500000000001)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:53.345764,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.7384615384615385)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.68, 2.6342857142857143)","(101.0, 410.0, 256.6666666666667)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.87)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:54.663426,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.645)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.68, 2.616)","(101.0, 410.0, 290.0)","(13.0, 18.5, 16.029411764705884)","(4.0, 5.9, 5.866666666666667)","(101.0, 390.0, 290.0)","(91.0, 130.0, 127.5)"
11-01-2023 20:16:55.901231,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.645)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.68, 2.6100000000000003)","(101.0, 400.0, 246.66666666666669)","(13.0, 18.5, 16.7)","(4.0, 5.9, 6.6)","(101.0, 390.0, 290.0)","(91.0, 130.0, 123.33333333333334)"
11-01-2023 20:16:57.464277,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.645)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.64, 2.5955555555555554)","(101.0, 380.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.4, 6.338461538461538)","(101.0, 390.0, 290.0)","(91.0, 130.0, 110.0)"
11-01-2023 20:16:59.194243,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.6375)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.64, 2.523448275862069)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.2, 6.0)","(101.0, 390.0, 290.0)","(91.0, 130.0, 112.5)"
11-01-2023 20:17:00.745347,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.6375)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.66, 2.6233333333333335)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.2, 6.358333333333333)","(101.0, 390.0, 290.0)","(91.0, 130.0, 118.0)"
11-01-2023 20:17:02.497532,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.6375)","(21.0, 26.0, 25.142857142857142)","(2.35, 2.64, 2.6233333333333335)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.0, 6.24375)","(101.0, 390.0, 290.0)","(91.0, 130.0, 118.0)"
11-01-2023 20:17:04.100130,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.6375)","(21.0, 26.0, 25.88888888888889)","(2.35, 2.64, 2.6233333333333335)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.0, 6.24375)","(101.0, 390.0, 290.0)","(91.0, 130.0, 118.0)"
11-01-2023 20:17:05.459995,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.6375)","(21.0, 27.0, 28.285714285714285)","(2.35, 2.64, 2.566)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.0, 6.24375)","(101.0, 390.0, 290.0)","(91.0, 130.0, 117.14285714285714)"
11-01-2023 20:17:06.953975,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.6375)","(21.0, 34.0, 28.4)","(2.35, 2.62, 2.58)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.0, 6.24375)","(101.0, 390.0, 290.0)","(91.0, 130.0, 117.14285714285714)"
11-01-2023 20:17:08.367141,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.6375)","(21.0, 32.0, 30.25)","(2.35, 2.62, 2.58)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.0, 6.3125)","(101.0, 390.0, 290.0)","(91.0, 130.0, 117.14285714285714)"
11-01-2023 20:17:09.776488,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.6375)","(21.0, 32.0, 28.5)","(2.35, 2.62, 2.36)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.0, 6.352941176470588)","(101.0, 390.0, 290.0)","(91.0, 130.0, 115.0)"
11-01-2023 20:17:11.224397,"(8.5, 14.5, 13.75)","(3.0, 3.9, 3.78)","(21.0, 32.0, 30.5)","(2.35, 2.38, 2.5872727272727274)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 17.055555555555557)","(4.0, 7.0, 6.8)","(101.0, 390.0, 290.0)","(91.0, 130.0, 115.0)"
11-01-2023 20:17:12.670932,"(8.5, 16.0, 14.541666666666668)","(3.0, 3.85, 3.6750000000000003)","(21.0, 32.0, 29.6)","(2.35, 2.62, 2.4023529411764706)","(101.0, 370.0, 243.33333333333334)","(13.0, 17.5, 16.7)","(4.0, 7.6, 7.166666666666667)","(101.0, 390.0, 290.0)","(91.0, 130.0, 115.0)"
11-01-2023 20:17:14.077204,"(8.5, 15.5, 14.666666666666666)","(3.0, 3.85, 3.6399999999999997)","(21.0, 32.0, 29.857142857142858)","(2.35, 2.54, 2.546153846153846)","(101.0, 370.0, 270.0)","(13.0, 17.5, 17.195652173913043)","(4.0, 7.4, 6.7)","(101.0, 390.0, 290.0)","(91.0, 130.0, 115.0)"
11-01-2023 20:17:15.521747,"(8.5, 15.5, 14.666666666666666)","(3.0, 3.85, 3.768181818181818)","(21.0, 32.0, 30.5)","(2.35, 2.62, 2.4699999999999998)","(101.0, 370.0, 242.22222222222223)","(13.0, 17.5, 15.25)","(4.0, 7.4, 6.9)","(101.0, 390.0, 290.0)","(91.0, 130.0, 115.0)"
11-01-2023 20:17:16.963294,"(8.5, 15.5, 14.875)","(3.0, 3.8, 3.7)","(21.0, 32.0, 29.2)","(2.35, 2.6, 2.5314285714285716)","(101.0, 370.0, 176.25)","(13.0, 17.5, 15.863636363636363)","(4.0, 7.2, 6.9)","(101.0, 390.0, 290.0)","(91.0, 130.0, 115.0)"
11-01-2023 20:17:18.495275,"(8.5, 15.5, 14.875)","(3.0, 3.8, 3.7642857142857142)","(21.0, 30.0, 28.5)","(2.35, 2.6, 2.46)","(101.0, 360.0, 176.25)","(13.0, 17.5, 16.285714285714285)","(4.0, 7.2, 6.9)","(101.0, 390.0, 290.0)","(91.0, 130.0, 111.25)"
11-01-2023 20:17:19.844826,"(8.5, 15.5, 14.875)","(3.0, 3.85, 3.745)","(21.0, 30.0, 27.823529411764707)","(2.35, 2.58, 2.46)","(101.0, 360.0, 206.66666666666666)","(13.0, 17.0, 15.5)","(4.0, 7.2, 6.9)","(101.0, 390.0, 290.0)","(91.0, 130.0, 111.25)"
11-01-2023 20:17:21.149902,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.745)","(21.0, 34.0, 28.5)","(2.35, 2.58, 2.46)","(101.0, 320.0, 200.0)","(13.0, 17.0, 15.75)","(4.0, 7.2, 6.9)","(101.0, 390.0, 290.0)","(91.0, 130.0, 111.25)"
11-01-2023 20:17:22.454593,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.7642857142857142)","(21.0, 30.0, 27.857142857142858)","(2.35, 2.58, 2.46)","(101.0, 300.0, 170.0)","(13.0, 16.5, 15.5)","(4.0, 7.2, 6.9)","(101.0, 390.0, 290.0)","(91.0, 130.0, 111.25)"
11-01-2023 20:17:23.820944,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.74)","(21.0, 30.0, 28.2)","(2.35, 2.58, 2.477777777777778)","(101.0, 290.0, 165.55555555555554)","(13.0, 16.5, 15.15)","(4.0, 7.2, 6.7)","(101.0, 390.0, 290.0)","(91.0, 130.0, 111.25)"
11-01-2023 20:17:25.127133,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.74)","(21.0, 30.0, 30.5)","(2.35, 2.6, 2.46)","(101.0, 290.0, 168.57142857142858)","(13.0, 16.5, 14.934782608695652)","(4.0, 7.2, 6.771428571428571)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:26.479064,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.7333333333333334)","(21.0, 32.0, 30.285714285714285)","(2.35, 2.58, 2.54)","(101.0, 280.0, 165.71428571428572)","(13.0, 16.5, 15.2)","(4.0, 7.2, 6.927272727272728)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:27.853005,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.690909090909091)","(21.0, 32.0, 30.210526315789473)","(2.35, 2.58, 2.5523076923076924)","(101.0, 260.0, 180.0)","(13.0, 16.0, 15.333333333333334)","(4.0, 7.2, 6.927272727272728)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:29.209648,"(8.5, 15.5, 14.923076923076923)","(3.0, 3.85, 3.7249999999999996)","(21.0, 34.0, 30.5)","(2.35, 2.58, 2.5157894736842104)","(101.0, 240.0, 161.42857142857142)","(13.0, 16.0, 15.333333333333334)","(4.0, 7.2, 6.78)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:30.585203,"(8.5, 15.5, 14.6)","(3.0, 3.8, 3.665)","(21.0, 32.0, 30.5)","(2.35, 2.6, 2.557894736842105)","(101.0, 230.0, 160.0)","(13.0, 16.0, 15.5)","(4.0, 7.0, 6.633333333333334)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:31.888909,"(8.5, 15.5, 14.6)","(3.0, 3.8, 3.665)","(21.0, 32.0, 30.25)","(2.35, 2.6, 2.5765217391304347)","(101.0, 230.0, 160.0)","(13.0, 16.0, 15.5)","(4.0, 7.0, 6.2)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:33.226077,"(8.5, 15.5, 14.6)","(3.0, 3.7, 3.6050847457627118)","(21.0, 34.0, 31.0)","(2.35, 2.6, 2.563076923076923)","(101.0, 220.0, 180.0)","(13.0, 16.0, 14.934782608695652)","(4.0, 7.2, 6.15)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:34.586040,"(8.5, 15.5, 14.5)","(3.0, 3.7, 3.5666666666666664)","(21.0, 34.0, 31.0)","(2.35, 2.6, 2.54)","(101.0, 210.0, 160.0)","(13.0, 16.5, 15.5)","(4.0, 7.2, 6.15)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:36.077916,"(8.5, 15.5, 14.5)","(3.0, 3.7, 3.5561643835616437)","(21.0, 34.0, 32.333333333333336)","(2.35, 2.62, 2.508)","(101.0, 210.0, 163.33333333333334)","(13.0, 16.0, 15.5)","(4.0, 7.2, 6.15)","(101.0, 390.0, 290.0)","(91.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:37.524042,"(9.0, 15.5, 14.5)","(3.0, 3.7, 3.5749999999999997)","(21.0, 34.0, 33.333333333333336)","(2.25, 2.62, 2.508)","(101.0, 190.0, 156.66666666666666)","(13.0, 16.0, 15.5)","(4.4, 7.2, 6.15)","(101.0, 390.0, 356.6666666666667)","(81.0, 130.0, 101.42857142857143)"
11-01-2023 20:17:38.965256,"(9.0, 15.5, 14.5)","(3.0, 3.7, 3.5749999999999997)","(21.0, 34.0, 33.333333333333336)","(2.25, 2.62, 2.4975)","(101.0, 190.0, 160.0)","(13.0, 16.0, 15.333333333333334)","(4.4, 7.2, 6.4)","(101.0, 390.0, 260.0)","(81.0, 130.0, 111.25)"
11-01-2023 20:17:40.540153,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.5660714285714286)","(20.0, 34.0, 33.333333333333336)","(2.15, 2.66, 2.5361904761904763)","(101.0, 180.0, 160.0)","(13.0, 16.0, 15.333333333333334)","(4.6, 6.8, 6.228571428571429)","(101.0, 380.0, 260.0)","(81.0, 120.0, 115.625)"
11-01-2023 20:17:42.171179,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6342105263157896)","(20.0, 34.0, 33.333333333333336)","(2.15, 2.66, 2.5361904761904763)","(101.0, 180.0, 180.0)","(13.0, 16.0, 15.333333333333334)","(4.6, 6.8, 6.228571428571429)","(101.0, 380.0, 256.6666666666667)","(81.0, 120.0, 110.0)"
11-01-2023 20:17:43.527215,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6342105263157896)","(20.0, 34.0, 33.333333333333336)","(2.15, 2.66, 2.6236363636363635)","(101.0, 240.0, 160.0)","(13.0, 16.0, 14.894736842105264)","(4.6, 6.8, 6.32)","(101.0, 370.0, 256.6666666666667)","(81.0, 120.0, 110.0)"
11-01-2023 20:17:44.897154,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6342105263157896)","(20.0, 34.0, 33.333333333333336)","(2.15, 2.66, 2.5228571428571427)","(101.0, 240.0, 160.0)","(13.0, 16.0, 15.055555555555555)","(4.6, 6.8, 6.32)","(101.0, 370.0, 253.33333333333334)","(81.0, 120.0, 110.0)"
11-01-2023 20:17:46.236144,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6342105263157896)","(20.0, 34.0, 33.333333333333336)","(2.15, 2.66, 2.596)","(101.0, 240.0, 165.0)","(13.0, 15.5, 15.055555555555555)","(4.6, 6.8, 6.32)","(101.0, 360.0, 250.0)","(81.0, 120.0, 110.0)"
11-01-2023 20:17:47.526793,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6512987012987015)","(21.0, 34.0, 33.333333333333336)","(2.2, 2.66, 2.6094736842105264)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.717391304347826)","(4.6, 6.8, 6.333333333333333)","(101.0, 350.0, 250.0)","(71.0, 120.0, 111.25)"
11-01-2023 20:17:48.862479,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6512987012987015)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.66, 2.6094736842105264)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.717391304347826)","(4.6, 7.0, 6.529411764705882)","(101.0, 350.0, 250.0)","(71.0, 120.0, 110.0)"
11-01-2023 20:17:50.214881,"(10.0, 15.5, 14.5)","(3.0, 3.7, 3.6512987012987015)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.66, 2.6244444444444444)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.872093023255815)","(4.6, 7.0, 6.6923076923076925)","(101.0, 350.0, 250.0)","(71.0, 120.0, 110.0)"
11-01-2023 20:17:51.562387,"(10.0, 15.5, 15.0)","(3.0, 3.65, 3.6304347826086953)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.58)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.872093023255815)","(4.6, 7.0, 6.6923076923076925)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:17:53.086855,"(10.0, 15.5, 14.5)","(3.0, 3.65, 3.525)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.58)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.872093023255815)","(4.6, 7.0, 6.529411764705882)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:17:54.478278,"(10.0, 15.5, 14.5)","(3.0, 3.65, 3.4892857142857143)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.584)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.91304347826087)","(4.6, 7.0, 6.6923076923076925)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:17:55.878170,"(10.0, 15.5, 14.5)","(3.0, 3.65, 3.510294117647059)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.598)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.91304347826087)","(4.6, 7.0, 6.6923076923076925)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:17:57.273240,"(10.0, 15.5, 14.5)","(3.0, 3.65, 3.510294117647059)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.604)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.91304347826087)","(4.6, 7.0, 6.6923076923076925)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:17:58.610615,"(10.0, 15.5, 14.5)","(3.0, 3.65, 3.520967741935484)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.6)","(101.0, 240.0, 165.0)","(12.0, 15.5, 14.961538461538462)","(4.6, 7.0, 6.733333333333333)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:18:00.367083,"(10.0, 15.5, 14.5)","(3.0, 3.6, 3.5307692307692307)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.6)","(101.0, 240.0, 165.0)","(12.0, 15.0, 14.96551724137931)","(4.6, 7.0, 6.733333333333333)","(101.0, 350.0, 250.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:18:02.217156,"(10.0, 15.5, 14.5)","(3.0, 3.6, 3.517777777777778)","(21.0, 34.0, 33.81818181818182)","(2.2, 2.64, 2.616)","(101.0, 240.0, 215.0)","(12.0, 15.0, 14.9)","(4.6, 7.0, 6.6)","(101.0, 350.0, 294.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:18:03.661045,"(10.0, 15.5, 14.5)","(3.0, 3.6, 3.517777777777778)","(21.0, 34.0, 36.0)","(2.2, 2.64, 2.612727272727273)","(101.0, 240.0, 217.14285714285714)","(12.0, 15.0, 14.9)","(4.6, 7.0, 6.6)","(101.0, 350.0, 322.0)","(71.0, 120.0, 105.0)"
11-01-2023 20:18:05.144605,"(10.0, 15.5, 15.0)","(3.0, 3.6, 3.4343749999999997)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.64, 2.59)","(101.0, 240.0, 217.14285714285714)","(12.0, 15.0, 14.961538461538462)","(4.6, 7.0, 6.744)","(101.0, 350.0, 322.0)","(71.0, 120.0, 113.75)"
11-01-2023 20:18:06.623745,"(10.0, 16.0, 15.428571428571429)","(3.0, 3.5, 3.437313432835821)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.64, 2.6500000000000004)","(101.0, 240.0, 310.7142857142857)","(12.0, 15.0, 14.96551724137931)","(4.6, 7.0, 6.938461538461539)","(101.0, 350.0, 380.0)","(71.0, 120.0, 113.75)"
11-01-2023 20:18:08.035337,"(10.0, 16.0, 15.285714285714285)","(3.0, 3.5, 3.425)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.66, 2.64)","(101.0, 350.0, 309.2307692307692)","(12.0, 15.0, 14.96551724137931)","(4.6, 7.0, 6.847619047619047)","(101.0, 440.0, 380.0)","(71.0, 120.0, 113.75)"
11-01-2023 20:18:09.339853,"(10.0, 16.0, 15.285714285714285)","(3.0, 3.5, 3.425)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.66, 2.64)","(101.0, 340.0, 292.94117647058823)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.847619047619047)","(101.0, 440.0, 380.0)","(71.0, 120.0, 113.75)"
11-01-2023 20:18:10.705056,"(10.0, 16.0, 15.285714285714285)","(3.0, 3.5, 3.427659574468085)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.66, 2.557948717948718)","(101.0, 340.0, 292.94117647058823)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.847619047619047)","(101.0, 440.0, 380.0)","(71.0, 120.0, 113.0)"
11-01-2023 20:18:12.078648,"(10.0, 16.0, 15.285714285714285)","(3.0, 3.5, 3.427659574468085)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.68, 2.548)","(101.0, 340.0, 304.2857142857143)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.6000000000000005)","(101.0, 440.0, 380.0)","(71.0, 120.0, 111.25)"
11-01-2023 20:18:13.401546,"(10.0, 16.0, 15.333333333333334)","(3.0, 3.5, 3.4088235294117646)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.66, 2.595)","(101.0, 340.0, 304.2857142857143)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.5200000000000005)","(101.0, 440.0, 380.0)","(71.0, 120.0, 111.25)"
11-01-2023 20:18:14.712561,"(10.0, 16.0, 15.7)","(3.0, 3.45, 3.411111111111111)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.66, 2.595)","(101.0, 340.0, 304.2857142857143)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.5200000000000005)","(101.0, 440.0, 380.0)","(71.0, 120.0, 111.25)"
11-01-2023 20:18:16.064338,"(10.0, 16.0, 15.5)","(3.0, 3.45, 3.4274193548387095)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.64, 2.6191304347826088)","(101.0, 340.0, 304.2857142857143)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.781818181818182)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:17.414362,"(10.0, 16.0, 15.5)","(3.0, 3.45, 3.4048387096774193)","(21.0, 38.0, 35.142857142857146)","(2.2, 2.64, 2.5903703703703704)","(101.0, 340.0, 304.2857142857143)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.781818181818182)","(101.0, 440.0, 380.0)","(71.0, 120.0, 105.0)"
