,Heza Galvinator,As She Says,Ghost Train,Jakki Mun,Melton Xmas Girl,Hollywoodbound,Ash And Jo,Swift Change,Shesherz
11-01-2023 20:11:25.303302,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:26.353241,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:27.418120,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:28.494341,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:29.588435,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:30.822783,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:31.917501,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 2.99)","(101.0, 420.0, 253.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.033333333333333)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:33.031163,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 420.0, 227.5)","(13.0, 19.0, 16.25)","(3.9, 5.3, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:34.286771,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 400.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:35.406460,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:36.548014,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:37.768046,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:38.928591,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.672222222222222)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:40.053457,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.63)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:41.202588,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.63)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:42.279324,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.63)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:43.359652,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.63)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:44.452829,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.63)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:45.551324,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.63)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:46.728546,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.5625)","(20.0, 30.0, 24.18181818181818)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:48.031117,"(8.5, 13.5, 13.166666666666666)","(3.0, 3.75, 3.6)","(20.0, 30.0, 25.428571428571427)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 153.33333333333334)"
11-01-2023 20:11:49.302515,"(8.5, 13.5, 12.75)","(3.0, 3.7, 3.678571428571429)","(20.0, 30.0, 26.0)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:50.567904,"(8.5, 13.5, 12.75)","(3.0, 3.8, 3.7249999999999996)","(20.0, 30.0, 26.0)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:51.830664,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.703333333333333)","(20.0, 30.0, 26.0)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:53.040298,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.703333333333333)","(20.0, 30.0, 26.0)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:54.352483,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.703333333333333)","(20.0, 30.0, 26.0)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:55.503436,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.703333333333333)","(20.0, 30.0, 26.0)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:56.644944,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.65)","(20.0, 30.0, 24.4)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:57.791973,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.65)","(20.0, 29.0, 26.2)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:11:58.940098,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.65)","(20.0, 29.0, 26.2)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 5.015384615384615)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:00.098808,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.65)","(20.0, 29.0, 26.2)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.2, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:01.232931,"(8.5, 13.5, 12.75)","(3.0, 3.75, 3.65)","(20.0, 29.0, 26.2)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:02.342585,"(8.5, 13.5, 12.2)","(3.0, 3.75, 3.6833333333333336)","(20.0, 29.0, 26.2)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:03.561319,"(8.5, 13.5, 13.0125)","(3.0, 3.75, 3.6833333333333336)","(20.0, 29.0, 26.2)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:04.794675,"(8.5, 13.5, 13.088888888888889)","(3.0, 3.75, 3.6833333333333336)","(20.0, 29.0, 25.0)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:06.077346,"(8.5, 13.5, 13.088888888888889)","(3.0, 3.75, 3.6833333333333336)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:07.362767,"(8.5, 13.5, 12.883333333333333)","(3.0, 3.75, 3.71)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:08.641927,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.8, 3.71)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:09.850886,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.8, 3.71)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:11.107626,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.8, 3.71)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:12.266638,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.8, 3.6714285714285713)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:13.489249,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.8, 3.6714285714285713)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.0)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:14.598321,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.8, 3.6714285714285713)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:15.712826,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:16.778715,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:17.897801,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:18.939378,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:20.000445,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 25.6)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 180.0, 160.0)"
11-01-2023 20:12:21.050943,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 390.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:22.189987,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 390.0, 240.0)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:23.279770,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 380.0, 240.0)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:24.340253,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 380.0, 240.0)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:25.386002,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.975)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:26.500029,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:27.595994,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:28.661488,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 28.0, 24.57142857142857)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:29.761219,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 29.5)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:30.892626,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 29.5)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 290.0)","(101.0, 170.0, 160.0)"
11-01-2023 20:12:32.095029,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 27.0)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 161.25)"
11-01-2023 20:12:33.313983,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 27.0)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 355.0)","(101.0, 170.0, 161.25)"
11-01-2023 20:12:34.548158,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 28.0)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 355.0)","(101.0, 170.0, 161.25)"
11-01-2023 20:12:35.735027,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 28.0)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 161.25)"
11-01-2023 20:12:36.938607,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 32.0, 28.0)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:38.240841,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(3.9, 5.1, 4.9125)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:39.489749,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 3.02)","(101.0, 370.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.1, 4.9125)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:40.708388,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 3.0)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.1, 5.1)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:41.859850,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.2, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:43.084249,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:44.281695,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:45.680090,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:47.236486,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:48.645713,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:49.997377,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.99)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:51.260728,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.8499999999999996)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:52.682744,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.2, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:53.917633,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:55.184498,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:56.409980,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
