,Slingshot Queen,Lily The Thief,Nyali King,Mighty Water Boy,Edge Of Darkness,Talk Out Loud,Blackpool Dozer,Ferocious June
11-01-2023 18:06:35.491743,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 367.5)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:36.621882,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 367.5)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:37.787355,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 367.5)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:38.919037,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 367.5)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:40.060430,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 367.5)","(2.4, 4.3, 3.5285714285714285)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:41.332368,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 555.8333333333334)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:42.426013,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 555.8333333333334)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:43.652148,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 555.8333333333334)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:44.871349,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 555.8333333333334)","(2.4, 4.3, 4.121935483870968)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:46.050109,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 555.8333333333334)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:47.401697,"(5.0, 9.2, 7.8999999999999995)","(101.0, 650.0, 555.8333333333334)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:48.681064,"(5.0, 9.2, 8.225)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 13.454545454545455)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:50.052948,"(5.0, 9.2, 8.225)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.6)","(12.0, 28.0, 17.333333333333332)","(8.5, 17.5, 10.237499999999999)"
11-01-2023 18:06:51.447891,"(5.0, 9.2, 8.25)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 17.333333333333332)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:06:52.689395,"(5.0, 9.2, 8.78)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.7066666666666666)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 17.333333333333332)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:06:54.127945,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 17.333333333333332)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:06:55.289926,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 16.076923076923077)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:06:56.466797,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:06:57.670706,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.5542857142857143)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:06:58.947771,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.44)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:00.223660,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.031578947368422)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:01.436565,"(5.0, 9.2, 7.35)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:02.617181,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.5199999999999996)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:03.783331,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.5199999999999996)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:04.901225,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:06.028238,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 187.5)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:07.201428,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 156.66666666666666)","(2.4, 4.3, 3.5199999999999996)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:08.398520,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:09.490712,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:10.610757,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:11.716449,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:12.870612,"(5.0, 9.2, 6.116666666666666)","(101.0, 650.0, 372.5)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.9846153846153847)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.305555555555555)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:14.064329,"(5.0, 9.2, 7.245454545454545)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 4.652631578947369)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:15.261819,"(5.0, 9.2, 7.245454545454545)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 4.1466666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:16.507868,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:17.744268,"(5.0, 9.2, 6.637499999999999)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:18.860373,"(5.0, 9.2, 5.866666666666667)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5457142857142854)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:19.958491,"(5.0, 9.2, 5.866666666666667)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:20.956824,"(5.0, 9.2, 6.762499999999999)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:22.032999,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 2.965)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:23.179749,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:24.357299,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:25.528002,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:26.666062,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.5371428571428574)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:27.757162,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:28.830244,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:29.872250,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:30.911567,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.4299999999999997)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:31.917069,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 2.965)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:32.970042,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:34.184754,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:35.339466,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:36.397012,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:37.486416,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 2.965)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:38.536506,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.6325)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:39.660699,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:40.725299,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:41.841415,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:42.962967,"(5.0, 9.2, 6.033333333333333)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:44.175846,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:45.333401,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:46.527154,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:47.703297,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.6325)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:48.881447,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:49.936024,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:50.951813,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:51.924269,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:53.035787,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 2.965)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:54.144573,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 191.66666666666669)","(2.4, 4.3, 3.42)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.818181818181818)","(8.5, 17.5, 11.044444444444444)"
11-01-2023 18:07:55.285389,"(5.0, 9.2, 5.6000000000000005)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.7720000000000002)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 13.138461538461538)"
11-01-2023 18:07:56.408512,"(5.0, 9.0, 6.0)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.7720000000000002)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 13.138461538461538)"
11-01-2023 18:07:57.538284,"(5.0, 9.0, 6.0)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.927142857142857)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 14.427777777777777)"
11-01-2023 18:07:58.930970,"(5.0, 9.0, 6.0)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.7266666666666666)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 14.427777777777777)"
11-01-2023 18:08:00.215083,"(5.0, 9.0, 6.0)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.025)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 14.427777777777777)"
11-01-2023 18:08:01.426864,"(5.0, 9.0, 6.0)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.025)","(3.4, 5.0, 3.6666666666666665)","(101.0, 99999, 99990)","(5.0, 8.4, 6.066666666666667)","(12.0, 28.0, 14.263157894736842)","(8.5, 17.5, 10.9375)"
11-01-2023 18:08:02.553264,"(5.0, 9.0, 6.0)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.3, 3.025)","(3.4, 5.0, 4.2)","(101.0, 99999, 99990)","(5.0, 8.4, 7.05)","(12.0, 28.0, 20.25)","(8.5, 17.5, 12.333333333333334)"
11-01-2023 18:08:03.657804,"(5.0, 9.0, 7.2)","(101.0, 650.0, 161.11111111111111)","(2.4, 4.2, 3.974285714285714)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.816666666666666)","(12.0, 27.0, 20.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:04.830487,"(5.0, 9.0, 8.4)","(101.0, 650.0, 556.6666666666666)","(2.4, 4.2, 3.42)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.6499999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:06.089514,"(5.0, 9.0, 7.5)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.9800000000000004)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(12.0, 27.0, 20.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:07.298930,"(5.0, 9.0, 7.5)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.4400000000000004)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.866666666666666)","(12.0, 27.0, 20.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:08.430671,"(5.0, 9.0, 6.085714285714285)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.825)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.866666666666666)","(12.0, 27.0, 20.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:09.663887,"(5.0, 9.0, 6.085714285714285)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.46)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.699999999999999)","(12.0, 27.0, 20.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:11.220049,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.706666666666667)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
