,Slingshot Queen,Lily The Thief,Nyali King,Mighty Water Boy,Edge Of Darkness,Talk Out Loud,Blackpool Dozer,Ferocious June
11-01-2023 18:03:55.762014,"(5.0, 9.4, 6.880000000000001)","(101.0, 580.0, 505.0)","(2.4, 4.3, 3.096)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.324999999999999)","(12.0, 28.0, 14.59375)","(8.5, 17.0, 12.2)"
11-01-2023 18:03:56.816636,"(5.0, 9.4, 6.880000000000001)","(101.0, 99998, 8341.666666666666)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.324999999999999)","(12.0, 28.0, 14.59375)","(8.5, 17.0, 12.2)"
11-01-2023 18:03:57.912985,"(5.0, 9.4, 6.880000000000001)","(101.0, 99998, 8341.666666666666)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.324999999999999)","(12.0, 28.0, 14.59375)","(8.5, 17.0, 12.2)"
11-01-2023 18:03:59.081932,"(5.0, 9.4, 6.880000000000001)","(101.0, 99998, 8341.666666666666)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.1625)","(12.0, 28.0, 14.59375)","(8.5, 17.0, 12.2)"
11-01-2023 18:04:00.208513,"(5.0, 9.4, 6.880000000000001)","(101.0, 99998, 8341.666666666666)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.1625)","(12.0, 28.0, 14.59375)","(8.5, 17.0, 12.2)"
11-01-2023 18:04:01.445804,"(5.0, 9.4, 6.880000000000001)","(101.0, 99998, 332.5)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 17.0, 17.4)"
11-01-2023 18:04:02.650331,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:03.949826,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 4.3, 3.068)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:05.275943,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 4.3, 2.8511627906976744)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:06.499371,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 7.0, 3.452857142857143)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:07.701750,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.452857142857143)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:08.939410,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.4057142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:10.114375,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.4057142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 23.875)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:11.235260,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:12.395745,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:13.564756,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:14.851596,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:16.198629,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:17.774661,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:19.079916,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:20.221752,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:21.723243,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:23.230060,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:24.588165,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:26.034584,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:27.454045,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:28.752032,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:29.897024,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:30.944309,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:32.121327,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:33.525909,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:34.964291,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:36.333938,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:37.714775,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:38.961053,"(5.0, 10.5, 9.054545454545455)","(101.0, 610.0, 340.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:40.283928,"(5.0, 10.5, 9.054545454545455)","(101.0, 99998, 5010.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:41.502684,"(5.0, 10.5, 9.054545454545455)","(101.0, 99998, 5010.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 21.4)","(8.5, 19.5, 17.4)"
11-01-2023 18:04:42.803211,"(5.0, 10.5, 9.054545454545455)","(101.0, 99998, 5010.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:43.924922,"(5.0, 10.5, 7.38)","(101.0, 99998, 5010.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:45.129114,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:46.348581,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:47.578020,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:48.846949,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:50.128008,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:51.311398,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:52.476973,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:53.729318,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:54.883779,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:56.064712,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:57.354964,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:58.592021,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:04:59.849844,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:00.971926,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 3.097142857142857)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:02.171536,"(5.0, 10.5, 7.38)","(101.0, 650.0, 355.0)","(2.4, 6.8, 2.6494117647058824)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 6.129411764705882)","(12.0, 28.0, 13.066666666666666)","(8.5, 19.5, 10.385714285714284)"
11-01-2023 18:05:03.414580,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 355.0)","(2.4, 4.4, 2.6494117647058824)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.129411764705882)","(12.0, 28.0, 14.0)","(8.5, 17.5, 10.385714285714284)"
11-01-2023 18:05:04.684258,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 352.5)","(2.4, 4.4, 3.26)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 17.5, 14.35)"
11-01-2023 18:05:05.900302,"(5.0, 10.5, 7.38)","(101.0, 650.0, 352.5)","(2.4, 4.3, 3.26)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:07.025900,"(5.0, 10.5, 7.38)","(101.0, 650.0, 352.5)","(2.4, 4.3, 3.26)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:08.188023,"(5.0, 10.5, 7.38)","(101.0, 650.0, 352.5)","(2.4, 4.3, 3.26)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:09.298592,"(5.0, 10.5, 7.38)","(101.0, 650.0, 529.6)","(2.4, 4.3, 3.26)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:10.463143,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 4.3, 3.26)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:11.700015,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 4.3, 3.92)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:13.272213,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.8, 3.92)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:14.973640,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.8, 4.539999999999999)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:16.162137,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.6, 4.539999999999999)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:17.566305,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:19.065851,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:21.026305,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:22.479645,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 2.7953488372093025)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:23.994402,"(5.0, 10.5, 7.38)","(101.0, 650.0, 529.6)","(2.4, 7.0, 3.2423529411764704)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:25.322140,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.8, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:26.657082,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:28.090930,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:29.485859,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:30.926960,"(5.0, 10.5, 7.38)","(101.0, 650.0, 350.0)","(2.4, 6.4, 3.656)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 7.228571428571429)","(12.0, 28.0, 17.333333333333332)","(8.5, 19.5, 14.35)"
11-01-2023 18:05:32.403805,"(5.0, 10.5, 7.38)","(101.0, 650.0, 550.8333333333334)","(2.4, 6.4, 2.6494117647058824)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 9.4, 6.129411764705882)","(12.0, 28.0, 16.45)","(8.5, 19.5, 10.385714285714284)"
11-01-2023 18:05:33.846695,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 365.0)","(2.4, 4.4, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.344444444444445)","(12.0, 28.0, 18.375)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:35.192845,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 365.0)","(2.4, 4.3, 4.121935483870968)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.294117647058823)","(12.0, 28.0, 14.4375)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:36.557081,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 365.0)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.129411764705882)","(12.0, 28.0, 14.4375)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:37.823313,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 365.0)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.129411764705882)","(12.0, 28.0, 14.4375)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:39.197859,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 365.0)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.129411764705882)","(12.0, 28.0, 14.4375)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:40.634462,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 365.0)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.129411764705882)","(12.0, 28.0, 14.4375)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:42.009017,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.294117647058823)","(12.0, 28.0, 13.90909090909091)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:43.363178,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.5285714285714285)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.294117647058823)","(12.0, 28.0, 15.307692307692307)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:44.917784,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.129411764705882)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:46.362724,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.5285714285714285)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.344444444444445)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:47.821979,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.41)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.6, 6.914285714285715)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:49.289624,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 7.571428571428571)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 12.4)"
11-01-2023 18:05:50.723672,"(5.0, 9.4, 5.885714285714285)","(101.0, 650.0, 536.0)","(2.4, 4.3, 3.3899999999999997)","(3.4, 5.0, 3.9)","(101.0, 99999, 99990)","(5.0, 8.4, 6.8)","(12.0, 28.0, 14.363636363636363)","(8.5, 17.5, 12.4)"
