,Six Pack Nugget,Denarau Delight,Homebush Tessa,Lonely Toni,Goldstar Harper,Champagne,Bahama Mama,Homebush Cardi
16-12-2022 09:53:12.445705,"(3.5, 5.4, 4.428571428571429)","(6.0, 8.2, 7.262499999999999)","(20.0, 140.0, 55.63636363636363)","(16.0, 32.0, 29.3)","(5.0, 7.0, 6.2444444444444445)","(3.4, 4.0, 3.79375)","(5.5, 11.5, 8.026315789473685)","(14.0, 80.0, 59.666666666666664)"
16-12-2022 09:53:13.643564,"(3.5, 5.3, 4.3)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 56.36363636363637)","(16.0, 32.0, 29.3)","(5.0, 7.0, 6.2444444444444445)","(3.4, 4.0, 3.79375)","(5.5, 11.5, 8.961538461538462)","(14.0, 80.0, 59.666666666666664)"
16-12-2022 09:53:14.713175,"(3.5, 5.2, 4.2625)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 56.36363636363637)","(16.0, 32.0, 29.3)","(5.0, 7.0, 6.2444444444444445)","(3.4, 4.0, 3.79375)","(5.5, 11.5, 7.0200000000000005)","(14.0, 80.0, 59.666666666666664)"
16-12-2022 09:53:15.782690,"(3.5, 5.0, 4.675)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 28.75)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.79375)","(5.5, 11.5, 8.3)","(14.0, 80.0, 59.666666666666664)"
16-12-2022 09:53:17.015471,"(3.5, 5.0, 4.257142857142857)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 80.0, 55.8)"
16-12-2022 09:53:18.214239,"(3.5, 5.0, 4.257142857142857)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 80.0, 60.0)"
16-12-2022 09:53:19.254529,"(3.5, 5.0, 4.257142857142857)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 80.0, 60.0)"
16-12-2022 09:53:20.266356,"(3.5, 5.0, 4.257142857142857)","(6.0, 8.2, 7.485714285714285)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 80.0, 66.66666666666666)"
16-12-2022 09:53:21.271155,"(3.5, 5.0, 4.257142857142857)","(6.0, 8.2, 7.542857142857143)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 90.0, 66.66666666666666)"
16-12-2022 09:53:22.329199,"(3.5, 5.0, 3.88)","(6.0, 8.2, 7.625)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 90.0, 66.66666666666666)"
16-12-2022 09:53:23.295549,"(3.5, 5.0, 3.88)","(6.0, 8.2, 7.625)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 90.0, 66.66666666666666)"
16-12-2022 09:53:24.266875,"(3.5, 5.0, 3.88)","(6.0, 8.2, 7.625)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 53.333333333333336)"
16-12-2022 09:53:25.200503,"(3.5, 5.0, 3.88)","(6.0, 8.2, 7.625)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 53.333333333333336)"
16-12-2022 09:53:26.180649,"(3.5, 5.0, 3.74)","(6.0, 8.2, 7.724137931034482)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 53.333333333333336)"
16-12-2022 09:53:27.109118,"(3.5, 4.9, 4.25)","(6.0, 8.2, 7.7941176470588225)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 53.333333333333336)"
16-12-2022 09:53:28.086124,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.2, 7.7941176470588225)","(20.0, 140.0, 57.09090909090909)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 53.333333333333336)"
16-12-2022 09:53:29.032121,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.2, 7.7941176470588225)","(20.0, 140.0, 57.81818181818182)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 53.333333333333336)"
16-12-2022 09:53:30.025405,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.2, 7.688888888888888)","(20.0, 140.0, 40.44444444444444)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.514285714285714)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 43.07692307692308)"
16-12-2022 09:53:31.031199,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.2, 7.688888888888888)","(20.0, 140.0, 50.4)","(16.0, 32.0, 27.833333333333336)","(5.0, 7.0, 6.089473684210526)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 7.172727272727273)","(14.0, 95.0, 43.07692307692308)"
16-12-2022 09:53:32.092117,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.2, 7.688888888888888)","(20.0, 140.0, 50.4)","(16.0, 32.0, 30.4375)","(5.0, 6.8, 6.089473684210526)","(3.4, 4.0, 3.842857142857143)","(5.5, 11.5, 8.455555555555556)","(14.0, 95.0, 43.07692307692308)"
16-12-2022 09:53:33.082461,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.0, 7.664)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 4.0, 3.842857142857143)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 43.07692307692308)"
16-12-2022 09:53:34.109429,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.0, 7.664)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 4.0, 3.8666666666666667)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 39.5)"
16-12-2022 09:53:35.172240,"(3.5, 4.9, 3.816666666666667)","(6.0, 8.0, 7.664)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.8666666666666667)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:36.162915,"(3.5, 4.8, 4.457142857142857)","(6.0, 8.0, 7.2727272727272725)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.8666666666666667)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:37.144172,"(3.5, 4.8, 3.975)","(6.0, 8.0, 7.529411764705882)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.8666666666666667)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:38.181414,"(3.5, 4.7, 4.033333333333333)","(6.0, 8.0, 6.9714285714285715)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.9043478260869566)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:39.195845,"(3.5, 4.7, 4.1375)","(6.0, 8.0, 7.555555555555555)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.8375)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:40.251454,"(3.5, 4.6, 4.2625)","(6.0, 8.0, 7.555555555555555)","(20.0, 140.0, 50.4)","(16.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.8375)","(5.5, 10.5, 7.816666666666666)","(14.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:41.275449,"(3.5, 4.6, 3.9647058823529413)","(6.0, 8.0, 7.555555555555555)","(21.0, 140.0, 50.4)","(17.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.089473684210526)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:42.342152,"(3.5, 4.6, 3.9647058823529413)","(6.0, 8.0, 7.555555555555555)","(21.0, 140.0, 50.4)","(17.0, 32.0, 31.03846153846154)","(5.0, 6.8, 5.96)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:43.366322,"(3.5, 4.6, 3.9647058823529413)","(6.0, 8.0, 7.555555555555555)","(21.0, 140.0, 50.4)","(17.0, 32.0, 31.03846153846154)","(5.0, 6.8, 5.736363636363636)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:44.364791,"(3.5, 4.6, 3.8666666666666667)","(6.0, 8.0, 7.6521739130434785)","(21.0, 140.0, 50.4)","(17.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:45.398049,"(3.5, 4.6, 3.8666666666666667)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 50.4)","(17.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:46.366973,"(3.5, 4.6, 3.8666666666666667)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 50.4)","(17.0, 32.0, 31.03846153846154)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:47.339030,"(3.5, 4.5, 4.05)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 30.0)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 8.805263157894737)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:48.367123,"(3.5, 4.5, 4.05)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.35)","(15.0, 95.0, 58.0)"
16-12-2022 09:53:49.546830,"(3.5, 4.5, 3.7285714285714286)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.8375)","(6.0, 10.5, 7.816666666666666)","(15.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:50.673838,"(3.5, 4.5, 3.7285714285714286)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.9000000000000004)","(6.0, 10.5, 7.35)","(15.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:51.705318,"(3.5, 4.5, 3.7285714285714286)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.9000000000000004)","(6.0, 10.5, 8.995000000000001)","(15.0, 95.0, 47.42857142857143)"
16-12-2022 09:53:52.742711,"(3.5, 4.5, 3.7285714285714286)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.868181818181818)","(6.0, 10.5, 8.063333333333334)","(15.0, 95.0, 50.6)"
16-12-2022 09:53:53.727764,"(3.5, 4.5, 3.7285714285714286)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 97.33333333333333)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.06875)","(3.4, 3.95, 3.868181818181818)","(6.0, 10.5, 8.063333333333334)","(15.0, 95.0, 50.6)"
16-12-2022 09:53:54.718846,"(3.5, 4.4, 4.133333333333334)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 71.6923076923077)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 5.9)","(3.4, 3.95, 3.842857142857143)","(6.0, 10.0, 8.440000000000001)","(15.0, 95.0, 61.7)"
16-12-2022 09:53:55.761764,"(3.5, 4.4, 4.011111111111111)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 60.0)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 5.9)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 95.0, 61.7)"
16-12-2022 09:53:56.847766,"(3.5, 4.4, 4.011111111111111)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 66.66666666666666)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 95.0, 61.7)"
16-12-2022 09:53:57.928503,"(3.5, 4.4, 4.011111111111111)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 66.66666666666666)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 95.0, 62.8)"
16-12-2022 09:53:58.960254,"(3.5, 4.4, 3.8842105263157896)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 66.66666666666666)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 90.0, 70.57142857142857)"
16-12-2022 09:54:00.037878,"(3.5, 4.4, 3.8842105263157896)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 66.66666666666666)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 90.0, 70.57142857142857)"
16-12-2022 09:54:01.072220,"(3.5, 4.4, 3.8842105263157896)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 42.22222222222222)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 90.0, 70.57142857142857)"
16-12-2022 09:54:02.128658,"(3.5, 4.4, 3.8458333333333337)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 42.22222222222222)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 90.0, 70.57142857142857)"
16-12-2022 09:54:03.206442,"(3.5, 4.4, 3.820689655172414)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 77.14285714285714)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 90.0, 70.57142857142857)"
16-12-2022 09:54:04.272314,"(3.5, 4.4, 3.8842105263157896)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 93.6842105263158)","(17.0, 32.0, 28.333333333333332)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.842857142857143)","(6.0, 9.8, 7.857142857142858)","(15.0, 90.0, 48.07142857142857)"
16-12-2022 09:54:05.458505,"(3.5, 4.4, 3.8842105263157896)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 61.45454545454545)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.18125)","(3.4, 3.95, 3.868181818181818)","(6.0, 9.8, 7.857142857142858)","(15.0, 95.0, 48.07142857142857)"
16-12-2022 09:54:06.821835,"(3.5, 4.4, 3.9333333333333336)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 61.45454545454545)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.328571428571428)","(3.4, 3.95, 3.868181818181818)","(6.0, 9.8, 7.857142857142858)","(15.0, 95.0, 48.07142857142857)"
16-12-2022 09:54:07.966437,"(3.5, 4.4, 3.8458333333333337)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.4192307692307695)","(3.4, 3.95, 3.868181818181818)","(6.0, 9.8, 7.381818181818182)","(15.0, 95.0, 48.07142857142857)"
16-12-2022 09:54:09.098533,"(3.5, 4.4, 3.8458333333333337)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.868181818181818)","(6.0, 8.2, 7.283333333333333)","(17.0, 95.0, 41.75)"
16-12-2022 09:54:10.196809,"(3.5, 4.4, 3.6761904761904765)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 6.95)","(17.0, 95.0, 49.357142857142854)"
16-12-2022 09:54:11.263885,"(3.5, 4.4, 3.6761904761904765)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 95.0, 49.357142857142854)"
16-12-2022 09:54:12.370352,"(3.5, 4.4, 3.6761904761904765)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 95.0, 35.833333333333336)"
16-12-2022 09:54:13.727740,"(3.5, 4.4, 3.8933333333333335)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 95.0, 74.72222222222223)"
16-12-2022 09:54:15.355505,"(3.5, 4.4, 3.9546875)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 95.0, 74.0)"
16-12-2022 09:54:16.605341,"(3.5, 4.4, 3.9546875)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 68.0)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 110.0, 74.0)"
16-12-2022 09:54:17.795067,"(3.5, 4.4, 3.9250000000000003)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 91.05882352941177)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 110.0, 74.0)"
16-12-2022 09:54:19.073876,"(3.5, 4.4, 3.9250000000000003)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 91.05882352941177)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.290909090909091)","(17.0, 110.0, 74.0)"
16-12-2022 09:54:20.244439,"(3.5, 4.4, 3.9250000000000003)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 91.05882352941177)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.3304347826086955)","(17.0, 110.0, 74.0)"
16-12-2022 09:54:21.409439,"(3.5, 4.4, 3.9250000000000003)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 102.18181818181819)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.278947368421052)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.3304347826086955)","(17.0, 110.0, 74.0)"
16-12-2022 09:54:22.765426,"(3.5, 4.4, 3.9250000000000003)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 102.18181818181819)","(17.0, 32.0, 31.153846153846153)","(5.0, 6.8, 6.2625)","(3.4, 3.95, 3.85625)","(6.0, 8.2, 7.128571428571428)","(17.0, 110.0, 74.0)"
16-12-2022 09:54:24.029658,"(3.5, 4.4, 3.9250000000000003)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 102.18181818181819)","(17.0, 32.0, 30.333333333333336)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.2, 7.128571428571428)","(17.0, 110.0, 45.5)"
16-12-2022 09:54:25.256138,"(3.5, 4.3, 4.115384615384615)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 100.38095238095238)","(17.0, 32.0, 30.333333333333336)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.2, 7.128571428571428)","(17.0, 110.0, 54.714285714285715)"
16-12-2022 09:54:26.606568,"(3.5, 4.3, 3.892857142857143)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 100.38095238095238)","(17.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.2, 7.128571428571428)","(17.0, 110.0, 54.714285714285715)"
16-12-2022 09:54:28.104776,"(3.5, 4.3, 3.892857142857143)","(6.0, 8.0, 7.619047619047619)","(21.0, 140.0, 100.38095238095238)","(17.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.2, 7.5)","(17.0, 110.0, 54.714285714285715)"
16-12-2022 09:54:29.316731,"(3.5, 4.3, 3.892857142857143)","(6.0, 8.0, 7.428571428571429)","(21.0, 140.0, 100.38095238095238)","(17.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.5)","(17.0, 110.0, 54.714285714285715)"
16-12-2022 09:54:30.577006,"(3.5, 4.3, 3.8636363636363638)","(6.0, 8.0, 7.428571428571429)","(21.0, 140.0, 100.38095238095238)","(17.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.5)","(17.0, 110.0, 69.26315789473685)"
16-12-2022 09:54:31.777797,"(3.5, 4.3, 3.8636363636363638)","(5.5, 8.0, 7.428571428571429)","(21.0, 140.0, 67.27272727272728)","(19.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.217391304347826)","(17.0, 110.0, 69.26315789473685)"
16-12-2022 09:54:32.980052,"(3.5, 4.3, 3.8636363636363638)","(5.5, 8.0, 7.428571428571429)","(21.0, 140.0, 73.33333333333334)","(19.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.217391304347826)","(17.0, 110.0, 77.75)"
16-12-2022 09:54:34.153707,"(3.5, 4.3, 3.8636363636363638)","(5.5, 8.0, 7.428571428571429)","(21.0, 140.0, 73.33333333333334)","(19.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.5)","(17.0, 110.0, 77.75)"
16-12-2022 09:54:35.320623,"(3.5, 4.3, 3.8636363636363638)","(5.5, 8.6, 7.857142857142857)","(21.0, 140.0, 73.33333333333334)","(19.0, 32.0, 31.09090909090909)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.5)","(17.0, 110.0, 77.75)"
16-12-2022 09:54:36.496418,"(3.5, 4.3, 3.8636363636363638)","(5.5, 9.2, 8.0)","(21.0, 140.0, 92.94117647058823)","(19.0, 32.0, 30.5)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.896428571428572)","(6.0, 8.0, 7.5)","(17.0, 110.0, 58.333333333333336)"
16-12-2022 09:54:37.654481,"(3.5, 4.3, 3.8636363636363638)","(5.5, 9.2, 8.0)","(21.0, 140.0, 92.94117647058823)","(19.0, 32.0, 30.5)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.8666666666666667)","(6.0, 8.0, 7.5)","(17.0, 100.0, 108.33333333333333)"
16-12-2022 09:54:38.772576,"(3.5, 4.3, 3.8636363636363638)","(5.5, 9.2, 8.0)","(21.0, 140.0, 92.94117647058823)","(19.0, 32.0, 30.5)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.8666666666666667)","(6.0, 8.0, 7.217391304347826)","(17.0, 150.0, 52.85714285714286)"
16-12-2022 09:54:39.942120,"(3.5, 4.3, 3.8636363636363638)","(5.5, 9.2, 8.0)","(21.0, 140.0, 92.94117647058823)","(19.0, 32.0, 30.5)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.8666666666666667)","(6.0, 8.0, 7.217391304347826)","(17.0, 120.0, 52.85714285714286)"
16-12-2022 09:54:41.013712,"(3.5, 4.3, 3.8636363636363638)","(5.5, 9.2, 8.0)","(21.0, 140.0, 92.94117647058823)","(19.0, 32.0, 30.5)","(5.0, 6.6, 6.2625)","(3.4, 3.95, 3.8666666666666667)","(6.0, 8.0, 7.217391304347826)","(17.0, 120.0, 41.666666666666664)"
