,Targan Bale,Ibrox Cooper,Slingshot Flare,Luxuriate,Who Told John,Chasing Jimmy,Inga Leah,Liberty Pop
12-01-2023 17:24:18.261480,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 113.42857142857143)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:19.320817,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 113.42857142857143)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:20.414873,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:21.546321,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:22.682254,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:23.815133,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:24.861646,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:25.902808,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:27.041205,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:28.192985,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:29.319457,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:30.387854,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:31.465711,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:32.626506,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:33.672133,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:34.769723,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:35.830092,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:36.882169,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:38.073122,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:39.239926,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:40.242572,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:41.381847,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:42.561667,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.53076923076923)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:43.652307,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.264285714285716)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:44.813127,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.264285714285716)","(16.0, 38.0, 23.666666666666668)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 107.6)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:45.831921,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 12.264285714285716)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:46.936754,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:48.076906,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:49.252283,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:50.393790,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:51.481431,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:52.554973,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:53.688467,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:54.842196,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:56.259153,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 27.833333333333336)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:57.354982,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 42.0, 28.72222222222222)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:58.478595,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:24:59.594928,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:25:00.810999,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 26.055555555555557)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:25:01.928182,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 5.066666666666667)","(9.0, 18.5, 13.65)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 84.28571428571428)","(6.5, 10.5, 6.63)"
12-01-2023 17:25:03.088897,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.75)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:04.228446,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.75)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:05.276995,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.8, 5.94)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.333333333333332)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:06.308237,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:07.399716,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:08.445577,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:09.617028,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:10.773472,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:11.932442,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:13.027646,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:14.108510,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:15.198439,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:16.625110,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.144444444444445)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:17.755171,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 230.0, 85.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:18.826309,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:19.878678,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:20.983918,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:22.117109,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:23.419055,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:24.553094,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:25.751202,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.144444444444445)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:26.905419,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.011764705882353)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:27.961433,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:29.008110,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:30.160460,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.988888888888889)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:31.319274,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.144444444444445)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:32.626183,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:33.754451,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:34.803172,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:35.948181,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:37.059204,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:38.104812,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.300000000000001)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:39.236254,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.258823529411765)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:40.477082,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:41.720675,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 4.929411764705883)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:43.009816,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.859999999999999)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:44.363094,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.4399999999999995)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:45.612956,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.4399999999999995)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:46.848169,"(2.15, 3.15, 2.3233333333333337)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.4399999999999995)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 30.25)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.574999999999999)"
12-01-2023 17:25:48.108654,"(2.15, 3.1, 2.7475)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.258823529411765)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 26.8125)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:49.358143,"(2.15, 3.05, 2.7957142857142854)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.258823529411765)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.523076923076923)"
12-01-2023 17:25:50.643663,"(2.15, 3.05, 2.7957142857142854)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.258823529411765)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:51.783639,"(2.15, 3.05, 2.7957142857142854)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 13.95)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 210.0, 80.0)","(6.5, 10.5, 7.661538461538462)"
12-01-2023 17:25:52.879678,"(2.15, 3.05, 2.7957142857142854)","(5.0, 8.6, 7.4)","(4.4, 7.4, 5.094117647058823)","(9.0, 18.5, 14.775)","(16.0, 38.0, 27.25)","(17.0, 44.0, 28.72222222222222)","(26.0, 210.0, 80.0)","(6.5, 10.5, 8.64)"
