,Aramco,Fighting Force,Statesmanship,Albanian Bay,Dynamic Deel,Italian Award,Kenrick Road,Shark Island,Diamanda,Jenni Lartiste,Lottacheex,Sockastar,Brungle Creek,Lucky Hands
16-12-2022 13:42:06.285684,"(4.2, 5.8, 5.714285714285714)","(51.0, 85.0, 73.0)","(17.0, 34.0, 29.09090909090909)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.846153846153847)","(26.0, 50.0, 47.0)","(31.0, 50.0, 43.0)","(11.0, 13.0, 12.94)","(101.0, 280.0, 230.0)","(6.0, 7.0, 6.9)","(2.5, 2.9, 2.8111111111111113)","(26.0, 46.0, 43.714285714285715)","(10.0, 13.5, 13.055555555555555)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:07.983998,"(4.2, 5.8, 5.714285714285714)","(51.0, 85.0, 73.0)","(17.0, 34.0, 29.09090909090909)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.846153846153847)","(26.0, 50.0, 47.0)","(31.0, 50.0, 43.0)","(11.0, 13.0, 12.94)","(101.0, 280.0, 230.0)","(6.0, 7.0, 6.902564102564103)","(2.5, 2.9, 2.81)","(26.0, 46.0, 44.285714285714285)","(10.0, 13.5, 13.055555555555555)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:09.558409,"(4.2, 5.8, 5.714285714285714)","(51.0, 85.0, 73.0)","(17.0, 34.0, 31.3)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.846153846153847)","(26.0, 50.0, 49.07692307692308)","(31.0, 50.0, 43.0)","(11.0, 13.0, 12.94)","(101.0, 280.0, 230.0)","(6.0, 7.2, 6.902564102564103)","(2.5, 2.9, 2.85)","(26.0, 46.0, 44.8)","(10.0, 13.5, 13.055555555555555)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:11.178594,"(4.2, 5.8, 5.714285714285714)","(51.0, 85.0, 73.0)","(17.0, 34.0, 31.3)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.06451612903226)","(26.0, 50.0, 56.0)","(31.0, 50.0, 46.705882352941174)","(11.0, 13.0, 12.94)","(101.0, 280.0, 230.0)","(6.0, 7.2, 6.902564102564103)","(2.5, 2.9, 2.8333333333333335)","(26.0, 46.0, 44.8)","(10.0, 13.5, 12.928571428571429)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:12.954403,"(4.2, 5.8, 5.714285714285714)","(51.0, 85.0, 75.0)","(17.0, 34.0, 31.3)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.285714285714285)","(26.0, 65.0, 54.75)","(31.0, 50.0, 45.333333333333336)","(11.0, 13.0, 12.94)","(101.0, 280.0, 230.0)","(6.0, 7.2, 6.913333333333333)","(2.5, 2.9, 2.842857142857143)","(26.0, 46.0, 44.8)","(10.0, 13.5, 12.81578947368421)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:14.617633,"(4.2, 5.8, 5.72)","(51.0, 85.0, 75.0)","(17.0, 34.0, 27.142857142857142)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.285714285714285)","(26.0, 60.0, 54.75)","(31.0, 50.0, 45.8)","(11.0, 13.0, 12.94)","(101.0, 280.0, 230.0)","(6.0, 7.0, 6.9)","(2.5, 2.9, 2.8)","(26.0, 46.0, 43.55555555555556)","(10.0, 13.5, 12.880952380952381)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:16.187182,"(4.2, 5.8, 5.75)","(51.0, 85.0, 75.0)","(17.0, 34.0, 27.142857142857142)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.285714285714285)","(26.0, 60.0, 54.75)","(31.0, 50.0, 46.76923076923077)","(11.0, 13.0, 13.0)","(101.0, 280.0, 230.0)","(6.0, 7.0, 6.9)","(2.5, 2.86, 2.79)","(26.0, 44.0, 43.55555555555556)","(10.0, 13.5, 12.880952380952381)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:17.783845,"(4.2, 5.8, 5.75)","(51.0, 85.0, 75.0)","(17.0, 34.0, 27.142857142857142)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.285714285714285)","(26.0, 60.0, 54.75)","(31.0, 50.0, 46.76923076923077)","(11.0, 13.5, 13.136363636363637)","(101.0, 280.0, 230.0)","(6.0, 7.0, 6.9)","(2.5, 2.86, 2.8133333333333335)","(26.0, 44.0, 43.55555555555556)","(10.0, 13.5, 12.880952380952381)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:19.449832,"(4.2, 5.8, 5.75)","(51.0, 85.0, 75.0)","(17.0, 34.0, 27.142857142857142)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.636363636363637)","(26.0, 60.0, 50.0)","(31.0, 50.0, 47.142857142857146)","(11.0, 13.5, 12.8)","(101.0, 280.0, 246.66666666666669)","(6.0, 7.0, 7.038888888888889)","(2.5, 2.86, 2.7545454545454544)","(26.0, 44.0, 43.55555555555556)","(10.0, 13.5, 12.880952380952381)","(101.0, 540.0, 333.3333333333333)"
16-12-2022 13:42:21.059120,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 31.176470588235293)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.636363636363637)","(26.0, 60.0, 50.0)","(31.0, 50.0, 78.375)","(11.0, 13.0, 12.444444444444445)","(101.0, 280.0, 263.33333333333337)","(6.0, 7.2, 6.866666666666666)","(2.5, 2.8, 2.75)","(26.0, 44.0, 43.333333333333336)","(10.0, 13.5, 12.98)","(101.0, 540.0, 451.42857142857144)"
16-12-2022 13:42:22.681736,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 28.666666666666668)","(61.0, 100.0, 73.0)","(15.0, 21.0, 19.636363636363637)","(26.0, 60.0, 50.0)","(31.0, 120.0, 50.8)","(11.0, 12.5, 12.458333333333334)","(101.0, 280.0, 260.0)","(6.0, 7.0, 6.866666666666666)","(2.5, 2.8, 2.785)","(26.0, 44.0, 43.55555555555556)","(10.0, 13.5, 12.98)","(101.0, 540.0, 340.0)"
16-12-2022 13:42:24.316233,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 28.666666666666668)","(61.0, 100.0, 75.0)","(15.0, 21.0, 19.75)","(26.0, 60.0, 52.857142857142854)","(31.0, 55.0, 49.27272727272727)","(11.0, 12.5, 12.458333333333334)","(101.0, 280.0, 260.0)","(6.0, 7.0, 6.866666666666666)","(2.5, 2.8, 2.78)","(26.0, 44.0, 43.55555555555556)","(10.0, 13.5, 12.98)","(101.0, 540.0, 340.0)"
16-12-2022 13:42:25.951484,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 30.666666666666664)","(61.0, 100.0, 75.0)","(15.0, 21.0, 19.757142857142856)","(26.0, 60.0, 53.333333333333336)","(31.0, 55.0, 51.142857142857146)","(11.0, 12.5, 12.857142857142858)","(101.0, 280.0, 260.0)","(6.0, 7.0, 6.890909090909091)","(2.5, 2.8, 2.7849999999999997)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.071428571428571)","(101.0, 540.0, 288.3333333333333)"
16-12-2022 13:42:27.610328,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 30.666666666666664)","(61.0, 100.0, 75.0)","(15.0, 21.0, 19.757142857142856)","(26.0, 60.0, 56.0)","(31.0, 55.0, 51.142857142857146)","(11.0, 13.0, 12.857142857142858)","(101.0, 280.0, 260.0)","(6.0, 7.0, 6.890909090909091)","(2.5, 2.78, 2.77)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.071428571428571)","(101.0, 530.0, 288.3333333333333)"
16-12-2022 13:42:29.183077,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 32.09090909090909)","(61.0, 100.0, 75.0)","(15.0, 21.0, 19.757142857142856)","(26.0, 60.0, 54.666666666666664)","(31.0, 55.0, 50.84615384615385)","(11.0, 13.0, 12.857142857142858)","(101.0, 280.0, 240.0)","(6.0, 7.0, 6.890909090909091)","(2.5, 2.78, 2.77)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.071428571428571)","(101.0, 530.0, 288.3333333333333)"
16-12-2022 13:42:30.780616,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 32.666666666666664)","(61.0, 100.0, 75.0)","(15.0, 21.0, 19.757142857142856)","(26.0, 60.0, 54.666666666666664)","(31.0, 55.0, 50.84615384615385)","(11.0, 13.0, 12.857142857142858)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.890909090909091)","(2.5, 2.78, 2.77)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.071428571428571)","(101.0, 530.0, 333.3333333333333)"
16-12-2022 13:42:32.419422,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 32.666666666666664)","(61.0, 100.0, 75.0)","(15.0, 21.0, 19.757142857142856)","(26.0, 60.0, 54.666666666666664)","(31.0, 55.0, 50.84615384615385)","(11.0, 13.0, 12.857142857142858)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.890909090909091)","(2.5, 2.78, 2.77)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.071428571428571)","(101.0, 520.0, 333.3333333333333)"
16-12-2022 13:42:34.100304,"(4.2, 5.9, 5.790322580645162)","(51.0, 85.0, 75.0)","(17.0, 34.0, 27.833333333333332)","(61.0, 100.0, 71.78571428571429)","(15.0, 21.0, 19.757142857142856)","(26.0, 60.0, 50.1875)","(31.0, 55.0, 51.18181818181818)","(11.0, 13.0, 11.919191919191919)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.8253164556962025)","(2.5, 2.78, 2.7768421052631576)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.61111111111111)","(101.0, 520.0, 333.3333333333333)"
16-12-2022 13:42:35.947481,"(4.2, 5.9, 5.81875)","(51.0, 85.0, 75.0)","(17.0, 32.0, 27.17241379310345)","(61.0, 95.0, 71.78571428571429)","(15.0, 21.0, 19.791666666666668)","(26.0, 55.0, 50.1875)","(31.0, 55.0, 51.5)","(11.0, 12.0, 12.202127659574469)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.84)","(2.5, 2.78, 2.7666666666666666)","(26.0, 44.0, 43.0)","(10.0, 13.5, 13.423076923076923)","(101.0, 600.0, 360.0)"
16-12-2022 13:42:38.183006,"(4.2, 5.9, 5.827272727272727)","(51.0, 85.0, 69.0)","(17.0, 32.0, 28.470588235294116)","(61.0, 95.0, 71.78571428571429)","(15.0, 21.0, 19.757142857142856)","(26.0, 55.0, 49.5)","(31.0, 55.0, 51.5)","(11.0, 12.5, 11.932432432432432)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.840462427745664)","(2.5, 2.82, 2.7936842105263158)","(26.0, 46.0, 44.5)","(10.0, 13.5, 13.423076923076923)","(101.0, 600.0, 360.0)"
16-12-2022 13:42:39.880644,"(4.2, 5.9, 5.96)","(51.0, 85.0, 75.0)","(17.0, 32.0, 28.16)","(61.0, 95.0, 71.78571428571429)","(15.0, 21.0, 19.757142857142856)","(26.0, 55.0, 49.15)","(31.0, 55.0, 52.2)","(11.0, 12.5, 12.227272727272727)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.840462427745664)","(2.5, 2.82, 2.784705882352941)","(26.0, 46.0, 44.5)","(10.0, 13.5, 13.34375)","(101.0, 600.0, 360.0)"
16-12-2022 13:42:41.633887,"(4.2, 6.0, 5.96)","(51.0, 85.0, 75.0)","(17.0, 32.0, 28.16)","(61.0, 95.0, 71.78571428571429)","(15.0, 21.0, 19.757142857142856)","(26.0, 55.0, 49.15)","(31.0, 55.0, 52.2)","(11.0, 12.5, 11.818181818181818)","(101.0, 280.0, 235.0)","(6.0, 7.0, 6.840462427745664)","(2.5, 2.82, 2.7644444444444445)","(26.0, 46.0, 44.5)","(10.0, 13.5, 13.272727272727273)","(101.0, 600.0, 360.0)"
16-12-2022 13:42:43.361382,"(4.2, 6.0, 5.9270270270270276)","(51.0, 85.0, 71.66666666666667)","(17.0, 32.0, 29.12)","(61.0, 95.0, 77.3529411764706)","(15.0, 21.0, 20.05263157894737)","(26.0, 55.0, 49.78947368421053)","(31.0, 55.0, 50.714285714285715)","(11.0, 12.0, 11.714285714285714)","(101.0, 280.0, 265.0)","(6.0, 7.0, 6.764835164835165)","(2.5, 2.74, 2.736666666666667)","(26.0, 48.0, 42.46153846153846)","(10.0, 13.5, 13.333333333333334)","(101.0, 600.0, 360.0)"
16-12-2022 13:42:45.015395,"(4.2, 6.2, 5.9270270270270276)","(51.0, 85.0, 76.11111111111111)","(17.0, 32.0, 29.12)","(61.0, 95.0, 77.3529411764706)","(15.0, 21.0, 20.379310344827587)","(26.0, 55.0, 49.5)","(31.0, 55.0, 52.27272727272727)","(11.0, 12.0, 11.7)","(101.0, 280.0, 240.0)","(6.0, 6.8, 6.764835164835165)","(2.5, 2.74, 2.8049999999999997)","(26.0, 48.0, 43.55555555555556)","(10.0, 13.5, 13.382352941176471)","(101.0, 600.0, 360.0)"
16-12-2022 13:42:46.755450,"(4.2, 6.2, 5.976744186046512)","(51.0, 85.0, 71.66666666666667)","(17.0, 32.0, 29.12)","(61.0, 95.0, 75.95238095238095)","(15.0, 21.0, 20.05263157894737)","(26.0, 55.0, 49.5)","(31.0, 55.0, 52.27272727272727)","(11.0, 12.0, 11.571428571428571)","(101.0, 280.0, 262.0)","(6.0, 6.8, 6.7594936708860756)","(2.5, 2.82, 2.8099999999999996)","(26.0, 48.0, 43.333333333333336)","(10.0, 13.5, 13.382352941176471)","(101.0, 600.0, 476.66666666666663)"
16-12-2022 13:42:48.666121,"(4.2, 6.0, 5.945945945945946)","(51.0, 85.0, 71.66666666666667)","(17.0, 32.0, 29.12)","(61.0, 95.0, 77.3529411764706)","(15.0, 21.0, 25.125)","(26.0, 55.0, 49.5)","(31.0, 55.0, 52.27272727272727)","(11.0, 12.0, 11.571428571428571)","(101.0, 280.0, 262.0)","(6.0, 6.8, 6.752941176470588)","(2.5, 2.94, 2.93375)","(26.0, 50.0, 43.333333333333336)","(10.0, 14.0, 13.35135135135135)","(101.0, 590.0, 390.0)"
16-12-2022 13:42:50.599228,"(4.2, 6.0, 5.945945945945946)","(51.0, 85.0, 71.66666666666667)","(17.0, 32.0, 29.103448275862068)","(61.0, 95.0, 77.3529411764706)","(15.0, 32.0, 24.0)","(26.0, 55.0, 49.5)","(31.0, 55.0, 50.714285714285715)","(11.0, 12.0, 11.555555555555555)","(101.0, 280.0, 262.0)","(6.0, 6.8, 6.555555555555555)","(2.5, 2.94, 2.915)","(26.0, 50.0, 43.333333333333336)","(10.0, 13.5, 13.382352941176471)","(101.0, 580.0, 463.33333333333337)"
16-12-2022 13:42:52.751234,"(4.2, 6.0, 5.945945945945946)","(51.0, 85.0, 69.0)","(17.0, 32.0, 29.103448275862068)","(61.0, 95.0, 75.95238095238095)","(15.0, 30.0, 23.0)","(26.0, 55.0, 49.5)","(31.0, 55.0, 50.714285714285715)","(11.0, 12.0, 11.793103448275861)","(101.0, 280.0, 262.0)","(6.0, 6.8, 6.541176470588235)","(2.5, 2.84, 2.8005741626794256)","(26.0, 50.0, 43.333333333333336)","(10.0, 13.5, 13.382352941176471)","(101.0, 580.0, 463.33333333333337)"
16-12-2022 13:42:54.585374,"(4.2, 6.0, 5.9875)","(51.0, 85.0, 69.0)","(17.0, 32.0, 29.12)","(61.0, 95.0, 75.95238095238095)","(15.0, 28.0, 22.818181818181817)","(26.0, 55.0, 51.0)","(31.0, 55.0, 50.714285714285715)","(11.0, 12.0, 11.76923076923077)","(101.0, 280.0, 262.0)","(6.0, 6.8, 6.613043478260869)","(2.5, 2.84, 2.728888888888889)","(26.0, 50.0, 43.333333333333336)","(10.0, 14.0, 13.35135135135135)","(101.0, 580.0, 463.33333333333337)"
16-12-2022 13:42:56.427708,"(4.2, 6.0, 5.935294117647059)","(51.0, 85.0, 69.0)","(17.0, 32.0, 29.12)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 22.857142857142858)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 50.714285714285715)","(11.0, 12.5, 11.36111111111111)","(101.0, 280.0, 262.0)","(6.0, 6.8, 6.507317073170731)","(2.5, 2.74, 2.7581818181818183)","(26.0, 50.0, 43.0)","(10.0, 14.0, 13.444444444444445)","(101.0, 580.0, 463.33333333333337)"
16-12-2022 13:42:58.298518,"(4.2, 6.2, 5.947663551401869)","(51.0, 85.0, 75.0)","(17.0, 32.0, 29.12)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 24.4)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 52.27272727272727)","(11.0, 11.5, 11.36111111111111)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.513636363636364)","(2.5, 2.78, 2.75)","(26.0, 46.0, 41.2)","(10.0, 14.0, 13.444444444444445)","(101.0, 580.0, 353.3333333333333)"
16-12-2022 13:43:00.096205,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 69.0)","(17.0, 32.0, 29.23076923076923)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 24.32258064516129)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 52.27272727272727)","(11.0, 11.5, 11.30952380952381)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.507317073170731)","(2.5, 2.78, 2.7581818181818183)","(26.0, 46.0, 38.5)","(10.0, 14.0, 13.444444444444445)","(101.0, 580.0, 410.0)"
16-12-2022 13:43:01.938545,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 75.0)","(17.0, 32.0, 29.23076923076923)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 24.346153846153847)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 52.27272727272727)","(11.0, 11.5, 11.22340425531915)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.507317073170731)","(2.5, 2.78, 2.75)","(26.0, 46.0, 42.0)","(10.0, 14.0, 13.444444444444445)","(101.0, 580.0, 482.85714285714283)"
16-12-2022 13:43:03.774729,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 75.0)","(17.0, 32.0, 29.23076923076923)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 24.2)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 52.27272727272727)","(11.0, 12.0, 11.22340425531915)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.507317073170731)","(2.5, 2.78, 2.75)","(26.0, 46.0, 42.0)","(10.0, 13.5, 13.333333333333334)","(101.0, 570.0, 311.6666666666667)"
16-12-2022 13:43:05.438634,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 75.0)","(17.0, 32.0, 29.23076923076923)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 25.379310344827587)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 52.27272727272727)","(11.0, 12.0, 11.207920792079207)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.352380952380953)","(2.5, 2.78, 2.7817777777777777)","(26.0, 46.0, 42.0)","(10.0, 13.5, 13.404761904761905)","(101.0, 570.0, 311.6666666666667)"
16-12-2022 13:43:07.121373,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 76.42857142857143)","(17.0, 32.0, 28.307692307692307)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 24.346153846153847)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.207920792079207)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.352380952380953)","(2.5, 2.82, 2.7817777777777777)","(26.0, 44.0, 42.0)","(10.0, 13.5, 13.404761904761905)","(101.0, 560.0, 453.33333333333337)"
16-12-2022 13:43:08.895821,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 82.89473684210526)","(17.0, 32.0, 28.266666666666666)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 24.724137931034484)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.207920792079207)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.352380952380953)","(2.5, 2.82, 2.7817777777777777)","(26.0, 44.0, 42.0)","(10.0, 13.5, 13.404761904761905)","(101.0, 610.0, 404.44444444444446)"
16-12-2022 13:43:10.643283,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 83.0)","(17.0, 32.0, 28.266666666666666)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 23.476190476190474)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.207920792079207)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.33939393939394)","(2.5, 2.82, 2.7817391304347825)","(26.0, 44.0, 42.0)","(10.0, 13.5, 13.404761904761905)","(101.0, 610.0, 480.0)"
16-12-2022 13:43:12.405302,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 83.0)","(17.0, 32.0, 28.266666666666666)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 23.476190476190474)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.207920792079207)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.33939393939394)","(2.5, 2.82, 2.7817391304347825)","(26.0, 44.0, 42.0)","(10.0, 13.5, 13.404761904761905)","(101.0, 600.0, 480.0)"
16-12-2022 13:43:14.159236,"(4.2, 6.2, 5.930000000000001)","(51.0, 85.0, 83.0)","(17.0, 32.0, 28.266666666666666)","(61.0, 95.0, 77.3529411764706)","(15.0, 28.0, 25.4375)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.298245614035087)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.33939393939394)","(2.5, 2.82, 2.7847999999999997)","(26.0, 44.0, 42.0)","(10.0, 14.0, 13.278688524590164)","(101.0, 600.0, 480.0)"
16-12-2022 13:43:15.810841,"(4.2, 6.2, 5.954545454545455)","(51.0, 85.0, 81.0)","(17.0, 32.0, 28.266666666666666)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 24.916666666666668)","(26.0, 55.0, 52.03846153846154)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.298245614035087)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.33939393939394)","(2.5, 2.82, 2.7847999999999997)","(26.0, 44.0, 42.8)","(10.0, 14.0, 13.278688524590164)","(101.0, 600.0, 480.0)"
16-12-2022 13:43:17.489569,"(4.2, 6.2, 5.954545454545455)","(51.0, 85.0, 81.0)","(17.0, 32.0, 29.333333333333332)","(61.0, 95.0, 85.0)","(15.0, 27.0, 24.916666666666668)","(26.0, 55.0, 53.833333333333336)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.298245614035087)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.33939393939394)","(2.5, 2.82, 2.7847999999999997)","(26.0, 44.0, 42.8)","(10.0, 14.0, 13.278688524590164)","(101.0, 600.0, 480.0)"
16-12-2022 13:43:19.155423,"(4.2, 6.2, 5.954545454545455)","(51.0, 85.0, 81.0)","(17.0, 32.0, 29.333333333333332)","(61.0, 100.0, 85.0)","(15.0, 27.0, 23.071428571428573)","(26.0, 55.0, 53.833333333333336)","(31.0, 55.0, 53.125)","(11.0, 12.0, 11.534883720930232)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.331034482758621)","(2.5, 2.82, 2.784081632653061)","(26.0, 44.0, 42.8)","(10.0, 14.0, 13.278688524590164)","(101.0, 600.0, 480.0)"
16-12-2022 13:43:20.808652,"(4.2, 6.2, 5.954545454545455)","(51.0, 85.0, 81.0)","(17.0, 32.0, 29.333333333333332)","(61.0, 100.0, 85.0)","(15.0, 27.0, 23.071428571428573)","(26.0, 55.0, 53.833333333333336)","(31.0, 55.0, 53.57142857142857)","(11.0, 12.0, 11.523809523809524)","(101.0, 280.0, 262.0)","(6.0, 6.4, 6.331034482758621)","(2.5, 2.82, 2.784081632653061)","(26.0, 44.0, 42.8)","(10.0, 14.0, 13.278688524590164)","(101.0, 600.0, 480.0)"
16-12-2022 13:43:22.481327,"(4.2, 6.2, 5.927272727272728)","(51.0, 85.0, 81.0)","(17.0, 32.0, 29.333333333333332)","(61.0, 100.0, 85.0)","(15.0, 27.0, 23.333333333333332)","(26.0, 55.0, 53.833333333333336)","(31.0, 55.0, 54.34782608695652)","(11.0, 12.0, 11.591549295774648)","(101.0, 280.0, 265.0)","(6.0, 6.4, 6.372727272727273)","(2.5, 2.82, 2.7542857142857144)","(26.0, 44.0, 42.8)","(10.0, 14.0, 13.369565217391305)","(101.0, 600.0, 395.55555555555554)"
16-12-2022 13:43:24.160318,"(4.2, 6.2, 6.018947368421053)","(51.0, 85.0, 81.0)","(17.0, 32.0, 30.545454545454547)","(61.0, 100.0, 85.0)","(15.0, 27.0, 25.692307692307693)","(26.0, 55.0, 53.833333333333336)","(31.0, 60.0, 52.77777777777778)","(11.0, 12.0, 11.590909090909092)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.3769230769230765)","(2.5, 2.78, 2.74)","(26.0, 44.0, 42.8)","(10.0, 13.5, 13.303571428571429)","(101.0, 590.0, 395.55555555555554)"
16-12-2022 13:43:25.820218,"(4.2, 6.2, 6.018947368421053)","(51.0, 85.0, 81.0)","(17.0, 32.0, 30.545454545454547)","(61.0, 100.0, 85.0)","(15.0, 26.0, 25.692307692307693)","(26.0, 55.0, 53.833333333333336)","(31.0, 60.0, 52.77777777777778)","(11.0, 12.0, 11.58108108108108)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.3769230769230765)","(2.5, 2.76, 2.74)","(26.0, 44.0, 42.8)","(10.0, 13.5, 13.303571428571429)","(101.0, 580.0, 360.0)"
16-12-2022 13:43:27.451786,"(4.2, 6.2, 6.018947368421053)","(51.0, 85.0, 81.0)","(17.0, 32.0, 30.545454545454547)","(61.0, 100.0, 85.0)","(15.0, 26.0, 25.692307692307693)","(26.0, 55.0, 53.833333333333336)","(31.0, 60.0, 52.77777777777778)","(11.0, 12.0, 11.58108108108108)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.3769230769230765)","(2.5, 2.76, 2.74)","(26.0, 44.0, 42.8)","(10.0, 13.5, 13.25)","(101.0, 580.0, 360.0)"
16-12-2022 13:43:29.127148,"(4.2, 6.2, 6.020833333333333)","(51.0, 85.0, 81.0)","(17.0, 32.0, 30.545454545454547)","(61.0, 100.0, 85.0)","(15.0, 26.0, 25.25)","(26.0, 55.0, 53.833333333333336)","(31.0, 60.0, 52.77777777777778)","(11.0, 12.0, 11.56338028169014)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.4)","(2.5, 2.76, 2.71)","(26.0, 44.0, 42.90909090909091)","(10.0, 13.5, 13.303571428571429)","(101.0, 580.0, 360.0)"
16-12-2022 13:43:30.768969,"(4.2, 6.2, 6.018947368421053)","(51.0, 85.0, 81.0)","(17.0, 32.0, 30.545454545454547)","(61.0, 100.0, 85.0)","(15.0, 27.0, 25.157894736842106)","(26.0, 55.0, 53.833333333333336)","(31.0, 60.0, 52.77777777777778)","(11.0, 12.0, 11.557142857142857)","(101.0, 280.0, 262.0)","(6.0, 6.6, 6.3769230769230765)","(2.5, 2.72, 2.736)","(26.0, 44.0, 42.8)","(10.0, 13.5, 13.369565217391305)","(101.0, 580.0, 466.66666666666663)"
