,Aramco,Fighting Force,Statesmanship,Albanian Bay,Dynamic Deel,Italian Award,Kenrick Road,Shark Island,Diamanda,Jenni Lartiste,Lottacheex,Sockastar,Brungle Creek,Lucky Hands
16-12-2022 13:44:30.766871,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.0)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.96078431372549)","(26.0, 55.0, 52.75)","(31.0, 60.0, 55.833333333333336)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.4, 6.26046511627907)","(2.5, 2.72, 2.702857142857143)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.016129032258064)","(101.0, 590.0, 466.66666666666663)"
16-12-2022 13:44:32.290595,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.0)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.96078431372549)","(26.0, 55.0, 52.75)","(31.0, 60.0, 55.833333333333336)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.4, 6.26046511627907)","(2.5, 2.72, 2.702857142857143)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.016129032258064)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:33.809295,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.0)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.96078431372549)","(26.0, 55.0, 52.75)","(31.0, 60.0, 55.833333333333336)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.4, 6.26046511627907)","(2.5, 2.72, 2.702857142857143)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.016129032258064)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:35.640446,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.0)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 49.0)","(31.0, 60.0, 48.8)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.4, 6.266666666666667)","(2.5, 2.72, 2.702857142857143)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.425925925925926)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:37.193612,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.0)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 49.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.4, 6.030508474576271)","(2.5, 2.72, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.425925925925926)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:38.961448,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.0)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 49.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.026086956521739)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.462962962962964)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:40.724213,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.5)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 49.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.033333333333333)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.454545454545455)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:42.376590,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.5)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 49.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.033333333333333)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.454545454545455)","(101.0, 580.0, 466.66666666666663)"
16-12-2022 13:44:44.063681,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.5)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 49.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.026086956521739)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.454545454545455)","(101.0, 570.0, 386.66666666666663)"
16-12-2022 13:44:45.565766,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.5)","(17.0, 30.0, 27.4)","(61.0, 95.0, 77.3529411764706)","(15.0, 27.0, 26.904761904761905)","(26.0, 55.0, 42.5)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.458333333333334)","(101.0, 570.0, 453.33333333333337)"
16-12-2022 13:44:47.067692,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 83.33333333333333)","(17.0, 30.0, 29.1875)","(61.0, 95.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.458333333333334)","(101.0, 560.0, 453.33333333333337)"
16-12-2022 13:44:48.659076,"(4.2, 6.2, 6.006153846153846)","(51.0, 85.0, 82.5)","(17.0, 32.0, 28.53846153846154)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(26.0, 50.0, 45.0)","(10.0, 14.5, 14.458333333333334)","(101.0, 560.0, 453.33333333333337)"
16-12-2022 13:44:50.252988,"(4.2, 6.2, 5.9750000000000005)","(61.0, 85.0, 83.33333333333333)","(18.0, 32.0, 30.666666666666668)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(31.0, 50.0, 45.0)","(10.0, 14.5, 14.458333333333334)","(101.0, 610.0, 404.44444444444446)"
16-12-2022 13:44:51.841375,"(4.2, 6.2, 5.9750000000000005)","(61.0, 85.0, 83.33333333333333)","(18.0, 32.0, 29.142857142857142)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.008474576271187)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(31.0, 50.0, 45.0)","(10.0, 14.5, 14.447368421052632)","(101.0, 610.0, 480.0)"
16-12-2022 13:44:53.409877,"(4.2, 6.2, 5.9750000000000005)","(61.0, 85.0, 82.5)","(18.0, 32.0, 29.142857142857142)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.153846153846153)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(31.0, 50.0, 46.0)","(10.0, 14.5, 14.447368421052632)","(101.0, 600.0, 480.0)"
16-12-2022 13:44:54.957179,"(4.2, 6.2, 5.977777777777778)","(61.0, 85.0, 83.33333333333333)","(18.0, 32.0, 30.285714285714285)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.17142857142857)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.704)","(31.0, 50.0, 46.0)","(10.0, 14.5, 14.447368421052632)","(101.0, 600.0, 480.0)"
16-12-2022 13:44:56.525685,"(4.2, 6.2, 5.975903614457832)","(61.0, 85.0, 82.5)","(18.0, 32.0, 26.4)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.17142857142857)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.031775700934579)","(2.5, 2.74, 2.73016393442623)","(31.0, 50.0, 44.285714285714285)","(10.0, 14.5, 13.833333333333334)","(101.0, 600.0, 366.6666666666667)"
16-12-2022 13:44:58.059008,"(4.2, 6.2, 5.975903614457832)","(61.0, 85.0, 83.33333333333333)","(18.0, 30.0, 26.0)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 41.666666666666664)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.10344827586207)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.062962962962963)","(2.5, 2.74, 2.686666666666667)","(31.0, 50.0, 41.666666666666664)","(10.0, 14.0, 13.948275862068966)","(101.0, 600.0, 366.6666666666667)"
16-12-2022 13:44:59.631988,"(4.2, 6.2, 5.975903614457832)","(61.0, 85.0, 83.33333333333333)","(18.0, 29.0, 24.625)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 43.333333333333336)","(31.0, 60.0, 50.666666666666664)","(11.0, 13.5, 13.10344827586207)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.064150943396227)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 45.55555555555556)","(10.0, 14.0, 14.38888888888889)","(101.0, 600.0, 366.6666666666667)"
16-12-2022 13:45:01.192906,"(4.2, 6.2, 6.017910447761194)","(61.0, 85.0, 83.63636363636364)","(18.0, 29.0, 25.666666666666668)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.904761904761905)","(26.0, 50.0, 45.0)","(31.0, 60.0, 52.36363636363636)","(11.0, 13.5, 13.10344827586207)","(101.0, 280.0, 235.0)","(6.0, 6.2, 6.068656716417911)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 48.333333333333336)","(10.0, 15.0, 14.633333333333333)","(101.0, 600.0, 366.6666666666667)"
16-12-2022 13:45:02.727739,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.63636363636364)","(18.0, 29.0, 25.571428571428573)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.833333333333332)","(26.0, 55.0, 43.333333333333336)","(31.0, 60.0, 52.36363636363636)","(11.0, 13.5, 13.10344827586207)","(101.0, 280.0, 240.0)","(6.0, 6.2, 6.090196078431372)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 48.333333333333336)","(10.0, 15.0, 14.633333333333333)","(101.0, 600.0, 480.0)"
16-12-2022 13:45:04.279283,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.63636363636364)","(18.0, 29.0, 26.0)","(61.0, 100.0, 85.0)","(15.0, 27.0, 26.9)","(26.0, 50.0, 43.333333333333336)","(31.0, 60.0, 52.36363636363636)","(11.0, 13.5, 13.10344827586207)","(101.0, 280.0, 253.33333333333334)","(6.0, 6.2, 6.090196078431372)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 48.333333333333336)","(10.0, 15.0, 14.633333333333333)","(101.0, 600.0, 366.6666666666667)"
16-12-2022 13:45:05.789123,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 27.545454545454547)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.916666666666668)","(26.0, 50.0, 41.42857142857143)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.5, 12.705882352941176)","(101.0, 280.0, 230.0)","(6.0, 6.2, 6.152)","(2.5, 2.74, 2.7139130434782612)","(31.0, 50.0, 46.25)","(10.0, 15.0, 14.451612903225806)","(101.0, 600.0, 373.3333333333333)"
16-12-2022 13:45:07.341932,"(4.2, 6.2, 6.032876712328767)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.916666666666668)","(26.0, 50.0, 41.42857142857143)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.0, 12.705882352941176)","(101.0, 270.0, 230.0)","(6.0, 6.2, 6.152)","(2.5, 2.74, 2.7139130434782612)","(31.0, 50.0, 46.25)","(10.0, 15.0, 14.463414634146341)","(101.0, 600.0, 366.6666666666667)"
16-12-2022 13:45:08.877978,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 27.545454545454547)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.916666666666668)","(26.0, 50.0, 41.42857142857143)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.0, 12.791666666666666)","(101.0, 270.0, 230.0)","(6.0, 6.2, 6.573684210526316)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 46.25)","(10.0, 15.0, 14.463414634146341)","(101.0, 600.0, 420.0)"
16-12-2022 13:45:10.431282,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.8)","(26.0, 50.0, 44.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.0, 12.736842105263158)","(101.0, 270.0, 246.66666666666666)","(6.0, 6.6, 6.622857142857143)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 46.25)","(10.0, 15.0, 14.666666666666666)","(101.0, 580.0, 410.0)"
16-12-2022 13:45:11.925673,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.8)","(26.0, 48.0, 44.0)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.0, 12.75609756097561)","(101.0, 270.0, 246.66666666666666)","(6.0, 6.8, 6.622857142857143)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 46.25)","(10.0, 15.0, 14.647058823529411)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:13.463264,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.8)","(26.0, 48.0, 41.333333333333336)","(31.0, 60.0, 51.38461538461539)","(11.0, 13.0, 12.645833333333334)","(101.0, 270.0, 240.0)","(6.0, 6.8, 6.622857142857143)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 46.25)","(10.0, 15.0, 14.678571428571429)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:15.017097,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.8)","(26.0, 48.0, 41.333333333333336)","(31.0, 60.0, 53.5)","(11.0, 13.0, 12.62)","(101.0, 270.0, 256.0)","(6.0, 6.8, 6.9714285714285715)","(2.5, 2.74, 2.6757142857142857)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.647058823529411)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:16.601856,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(18.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.833333333333332)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 13.0, 12.62)","(101.0, 270.0, 258.3333333333333)","(6.0, 7.0, 6.988235294117647)","(2.5, 2.74, 2.6757142857142857)","(31.0, 50.0, 43.142857142857146)","(10.0, 15.0, 14.647058823529411)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:18.148739,"(4.2, 6.2, 6.017910447761194)","(61.0, 90.0, 83.07692307692308)","(19.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.692307692307693)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 13.0, 12.62)","(101.0, 270.0, 258.3333333333333)","(6.0, 7.2, 6.953846153846154)","(2.5, 2.74, 2.6757142857142857)","(31.0, 50.0, 43.142857142857146)","(10.0, 15.0, 14.666666666666666)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:19.699951,"(4.2, 6.2, 6.006349206349206)","(61.0, 90.0, 82.5)","(19.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.692307692307693)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 13.0, 12.738095238095237)","(101.0, 270.0, 258.3333333333333)","(6.0, 7.0, 6.961290322580645)","(2.5, 2.74, 2.6757142857142857)","(31.0, 50.0, 43.142857142857146)","(10.0, 15.0, 14.666666666666666)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:21.205412,"(4.2, 6.2, 6.006349206349206)","(61.0, 90.0, 82.5)","(19.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.692307692307693)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 13.0, 12.843971631205674)","(101.0, 270.0, 252.5)","(6.0, 7.0, 6.961290322580645)","(2.5, 2.74, 2.6757142857142857)","(31.0, 50.0, 43.142857142857146)","(10.0, 15.0, 14.666666666666666)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:22.751319,"(4.2, 6.2, 6.006349206349206)","(61.0, 90.0, 82.5)","(19.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 26.692307692307693)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 13.0, 11.471830985915492)","(101.0, 270.0, 202.5)","(6.0, 7.0, 7.1)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.666666666666666)","(101.0, 570.0, 350.0)"
16-12-2022 13:45:24.287696,"(4.2, 6.2, 6.005263157894737)","(61.0, 90.0, 82.5)","(19.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 27.0, 25.647058823529413)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 11.5, 11.471223021582734)","(101.0, 270.0, 192.85714285714286)","(6.0, 7.2, 7.083870967741936)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.727272727272727)","(101.0, 570.0, 395.0)"
16-12-2022 13:45:25.825938,"(4.2, 6.2, 6.005263157894737)","(61.0, 90.0, 82.5)","(19.0, 29.0, 26.714285714285715)","(61.0, 100.0, 83.63636363636364)","(15.0, 26.0, 25.73913043478261)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 11.5, 11.390243902439025)","(101.0, 270.0, 192.85714285714286)","(6.0, 7.2, 7.0588235294117645)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.666666666666666)","(101.0, 550.0, 340.0)"
16-12-2022 13:45:27.367681,"(4.2, 6.2, 5.994186046511628)","(61.0, 90.0, 82.5)","(19.0, 29.0, 26.0)","(61.0, 100.0, 83.63636363636364)","(15.0, 26.0, 25.68)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 11.5, 11.339285714285714)","(101.0, 270.0, 192.85714285714286)","(6.0, 7.2, 7.109433962264151)","(2.5, 2.74, 2.6854545454545455)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.666666666666666)","(101.0, 540.0, 340.0)"
16-12-2022 13:45:28.873493,"(4.2, 6.2, 5.994186046511628)","(61.0, 90.0, 81.0)","(19.0, 28.0, 26.0)","(61.0, 100.0, 83.63636363636364)","(15.0, 26.0, 25.724137931034484)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 11.5, 11.35483870967742)","(101.0, 270.0, 192.85714285714286)","(6.0, 7.2, 7.054545454545455)","(2.5, 2.74, 2.6963636363636367)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.692307692307692)","(101.0, 540.0, 340.0)"
16-12-2022 13:45:30.411219,"(4.2, 6.2, 6.012698412698413)","(61.0, 90.0, 79.73684210526315)","(19.0, 28.0, 26.0)","(61.0, 100.0, 83.63636363636364)","(15.0, 26.0, 25.724137931034484)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 11.5, 11.59016393442623)","(101.0, 270.0, 192.85714285714286)","(6.0, 7.2, 7.104761904761905)","(2.5, 2.74, 2.686666666666667)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.627906976744185)","(101.0, 540.0, 340.0)"
16-12-2022 13:45:31.943417,"(4.2, 6.2, 5.9862068965517246)","(61.0, 90.0, 82.3529411764706)","(19.0, 28.0, 26.8)","(61.0, 100.0, 93.33333333333333)","(15.0, 26.0, 25.8)","(26.0, 48.0, 42.0)","(31.0, 55.0, 51.625)","(11.0, 12.0, 11.975)","(101.0, 270.0, 210.0)","(6.0, 7.2, 7.177777777777778)","(2.5, 2.74, 2.668888888888889)","(31.0, 50.0, 44.0)","(10.0, 15.0, 14.703703703703704)","(101.0, 540.0, 340.0)"
16-12-2022 13:45:33.474834,"(4.2, 6.2, 5.9862068965517246)","(61.0, 90.0, 82.0)","(19.0, 28.0, 26.333333333333332)","(61.0, 100.0, 76.66666666666667)","(15.0, 26.0, 25.551724137931036)","(26.0, 48.0, 40.54545454545455)","(31.0, 55.0, 47.81818181818182)","(11.0, 12.5, 11.75)","(101.0, 270.0, 210.0)","(6.0, 7.2, 7.177777777777778)","(2.5, 2.72, 2.6816)","(31.0, 50.0, 44.0)","(10.0, 15.0, 15.405555555555555)","(101.0, 540.0, 340.0)"
16-12-2022 13:45:35.078898,"(4.2, 6.2, 5.989285714285715)","(61.0, 85.0, 81.53846153846153)","(19.0, 27.0, 26.333333333333332)","(61.0, 90.0, 81.11111111111111)","(15.0, 26.0, 25.35)","(26.0, 46.0, 40.54545454545455)","(31.0, 50.0, 47.81818181818182)","(11.0, 12.0, 11.806818181818182)","(101.0, 270.0, 210.0)","(6.0, 7.2, 7.177777777777778)","(2.5, 2.72, 2.6816)","(31.0, 50.0, 44.0)","(10.0, 15.5, 15.405555555555555)","(101.0, 540.0, 482.0)"
16-12-2022 13:45:36.629987,"(4.2, 6.2, 5.989285714285715)","(61.0, 85.0, 81.33333333333333)","(19.0, 27.0, 26.333333333333332)","(61.0, 90.0, 82.5)","(15.0, 26.0, 25.35)","(26.0, 46.0, 40.4)","(31.0, 50.0, 47.6)","(11.0, 12.0, 11.806818181818182)","(101.0, 270.0, 230.0)","(6.0, 7.2, 7.174358974358975)","(2.5, 2.72, 2.7093333333333334)","(31.0, 50.0, 44.0)","(10.0, 15.5, 15.405555555555555)","(101.0, 540.0, 353.3333333333333)"
16-12-2022 13:45:38.319676,"(4.2, 6.2, 5.989285714285715)","(61.0, 85.0, 81.33333333333333)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 25.35)","(26.0, 46.0, 40.4)","(31.0, 50.0, 47.6)","(11.0, 12.0, 11.806818181818182)","(101.0, 260.0, 230.0)","(6.0, 7.2, 7.174358974358975)","(2.5, 2.72, 2.7093333333333334)","(31.0, 50.0, 44.0)","(10.0, 15.5, 15.405555555555555)","(101.0, 540.0, 390.0)"
16-12-2022 13:45:39.786875,"(4.2, 6.2, 5.989285714285715)","(61.0, 85.0, 81.33333333333333)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 25.35)","(26.0, 46.0, 40.4)","(31.0, 50.0, 47.6)","(11.0, 12.0, 11.806818181818182)","(101.0, 260.0, 230.0)","(6.0, 7.2, 7.177777777777778)","(2.5, 2.72, 2.7093333333333334)","(31.0, 50.0, 44.0)","(10.0, 15.5, 15.487012987012987)","(101.0, 520.0, 385.0)"
16-12-2022 13:45:41.406627,"(4.2, 6.2, 5.989285714285715)","(61.0, 85.0, 81.33333333333333)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 24.818181818181817)","(26.0, 46.0, 40.4)","(31.0, 50.0, 47.6)","(11.0, 12.0, 11.806818181818182)","(101.0, 260.0, 230.0)","(6.0, 7.2, 7.1287671232876715)","(2.5, 2.72, 2.7466666666666666)","(31.0, 50.0, 44.0)","(10.0, 15.5, 14.241935483870968)","(101.0, 510.0, 343.3333333333333)"
16-12-2022 13:45:43.017396,"(4.2, 6.2, 5.989285714285715)","(61.0, 85.0, 81.33333333333333)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 24.818181818181817)","(26.0, 46.0, 40.4)","(31.0, 50.0, 47.6)","(11.0, 12.0, 12.133333333333333)","(101.0, 260.0, 230.0)","(6.0, 7.2, 7.1287671232876715)","(2.5, 2.76, 2.7529411764705882)","(31.0, 50.0, 44.0)","(10.0, 14.5, 14.241935483870968)","(101.0, 510.0, 350.0)"
16-12-2022 13:45:44.669982,"(4.2, 6.2, 5.95921052631579)","(61.0, 85.0, 81.5625)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 24.692307692307693)","(26.0, 46.0, 40.4)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.083333333333334)","(101.0, 260.0, 230.0)","(6.0, 7.2, 7.266666666666667)","(2.5, 2.76, 2.7529411764705882)","(31.0, 50.0, 44.0)","(10.0, 14.5, 13.590909090909092)","(101.0, 510.0, 350.0)"
16-12-2022 13:45:46.221665,"(4.2, 6.2, 5.95921052631579)","(61.0, 85.0, 81.5625)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 23.428571428571427)","(26.0, 46.0, 41.333333333333336)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.071428571428571)","(101.0, 260.0, 230.0)","(6.0, 7.4, 7.212765957446809)","(2.5, 2.76, 2.7)","(31.0, 50.0, 44.0)","(10.0, 14.0, 13.89655172413793)","(101.0, 510.0, 350.0)"
