,Blue Ruby,Akuna Street,Rustic Bling,Magic Eclipse,Chasing Jess,Yeah The Boy,Buddys Mate,Diablo Bale
06-01-2023 13:59:31.993048,"(5.5, 7.8, 7.266666666666667)","(4.8, 8.0, 7.918181818181818)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 4.433333333333334)","(6.0, 11.0, 10.72)","(11.0, 24.0, 16.333333333333332)","(4.8, 9.6, 6.726315789473684)"
06-01-2023 13:59:33.323965,"(5.5, 7.8, 7.266666666666667)","(4.8, 8.0, 7.6)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 5.360869565217391)","(6.0, 11.0, 8.822222222222223)","(11.0, 24.0, 16.333333333333332)","(4.8, 9.6, 6.726315789473684)"
06-01-2023 13:59:34.644703,"(5.5, 7.8, 6.460869565217392)","(4.8, 8.0, 7.6)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 5.360869565217391)","(6.0, 9.4, 8.822222222222223)","(11.0, 24.0, 16.333333333333332)","(4.8, 9.6, 6.726315789473684)"
06-01-2023 13:59:35.797670,"(5.5, 7.8, 6.445161290322581)","(4.8, 8.0, 7.6)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 4.665384615384616)","(6.0, 9.4, 8.822222222222223)","(11.0, 24.0, 14.31578947368421)","(4.8, 9.6, 6.372413793103449)"
06-01-2023 13:59:37.018622,"(5.5, 7.8, 6.445161290322581)","(4.8, 8.0, 7.6)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 4.665384615384616)","(6.0, 9.4, 8.822222222222223)","(11.0, 24.0, 14.31578947368421)","(4.8, 9.6, 6.372413793103449)"
06-01-2023 13:59:38.392266,"(5.5, 7.8, 6.445161290322581)","(4.8, 8.0, 7.91)","(31.0, 170.0, 110.0)","(6.0, 14.5, 12.719999999999999)","(3.5, 5.5, 4.50909090909091)","(6.0, 9.4, 8.933333333333334)","(11.0, 24.0, 19.666666666666668)","(4.8, 9.6, 7.0)"
06-01-2023 13:59:39.672252,"(5.5, 7.8, 6.445161290322581)","(4.8, 8.0, 7.91)","(31.0, 170.0, 114.0)","(6.0, 14.0, 10.28)","(3.5, 5.4, 4.50909090909091)","(6.0, 10.0, 9.02608695652174)","(11.0, 23.0, 21.0)","(4.8, 9.6, 7.136842105263158)"
06-01-2023 13:59:40.877016,"(5.5, 7.8, 6.445161290322581)","(4.8, 8.0, 7.91)","(31.0, 170.0, 114.0)","(6.0, 14.0, 11.675)","(3.5, 5.4, 4.50909090909091)","(6.0, 10.0, 9.02608695652174)","(11.0, 23.0, 21.0)","(4.8, 9.6, 7.136842105263158)"
06-01-2023 13:59:42.082217,"(5.5, 7.8, 6.445161290322581)","(4.8, 8.0, 7.91)","(31.0, 170.0, 114.0)","(6.0, 14.0, 12.622222222222222)","(3.5, 5.4, 4.50909090909091)","(6.0, 10.0, 9.066666666666666)","(11.0, 23.0, 21.0)","(4.8, 9.6, 7.136842105263158)"
06-01-2023 13:59:43.369681,"(5.5, 7.8, 6.4437500000000005)","(4.8, 8.0, 7.914285714285715)","(31.0, 170.0, 114.0)","(6.0, 14.0, 12.622222222222222)","(3.5, 5.4, 4.50909090909091)","(6.0, 10.0, 9.52)","(11.0, 23.0, 21.0)","(4.8, 9.6, 7.136842105263158)"
06-01-2023 13:59:44.727209,"(5.5, 7.8, 6.4437500000000005)","(4.8, 8.0, 6.781818181818182)","(31.0, 170.0, 114.0)","(6.0, 14.0, 12.88888888888889)","(3.5, 5.4, 4.533333333333333)","(6.0, 10.0, 8.2)","(11.0, 23.0, 19.92857142857143)","(4.8, 9.6, 8.885714285714286)"
06-01-2023 13:59:45.985061,"(5.5, 7.8, 6.4437500000000005)","(4.8, 7.8, 6.781818181818182)","(31.0, 170.0, 98.0)","(6.0, 13.5, 13.107142857142858)","(3.5, 5.4, 4.614285714285714)","(6.0, 9.8, 7.720000000000001)","(11.0, 21.0, 19.916666666666664)","(4.8, 9.4, 8.885714285714286)"
06-01-2023 13:59:47.515416,"(5.5, 7.8, 7.098113207547169)","(4.8, 7.8, 6.723076923076923)","(31.0, 170.0, 98.0)","(6.0, 13.5, 12.771428571428572)","(3.5, 5.3, 4.614285714285714)","(6.0, 9.4, 8.649999999999999)","(11.0, 21.0, 19.5)","(4.8, 9.4, 7.16)"
06-01-2023 13:59:48.793763,"(5.5, 7.6, 7.111627906976744)","(4.8, 7.8, 6.723076923076923)","(31.0, 170.0, 98.0)","(6.0, 13.5, 12.771428571428572)","(3.5, 5.3, 4.614285714285714)","(6.0, 9.2, 8.649999999999999)","(11.0, 21.0, 16.5)","(4.8, 9.2, 8.542857142857143)"
06-01-2023 13:59:50.073025,"(5.5, 7.6, 7.133333333333333)","(4.8, 7.8, 6.7)","(31.0, 170.0, 98.0)","(6.0, 13.5, 12.771428571428572)","(3.5, 5.3, 4.614285714285714)","(6.0, 9.2, 8.649999999999999)","(11.0, 21.0, 18.375)","(4.8, 9.0, 6.925000000000001)"
06-01-2023 13:59:51.559206,"(5.5, 7.4, 7.368)","(4.8, 7.8, 6.7)","(31.0, 170.0, 98.0)","(6.0, 13.5, 12.771428571428572)","(3.5, 5.3, 4.614285714285714)","(6.0, 9.2, 8.649999999999999)","(11.0, 19.5, 18.375)","(4.8, 8.8, 8.2)"
06-01-2023 13:59:52.923063,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.158333333333333)","(31.0, 170.0, 98.0)","(6.0, 13.5, 12.771428571428572)","(3.5, 5.3, 4.561538461538461)","(6.0, 9.2, 8.649999999999999)","(11.0, 19.5, 18.375)","(4.8, 8.6, 8.2)"
06-01-2023 13:59:54.494296,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.229629629629629)","(31.0, 170.0, 98.0)","(6.0, 13.5, 12.771428571428572)","(3.5, 5.3, 4.561538461538461)","(6.0, 9.2, 8.649999999999999)","(11.0, 19.5, 18.375)","(4.8, 8.6, 8.2)"
06-01-2023 13:59:55.992258,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.229629629629629)","(31.0, 170.0, 98.0)","(6.0, 13.5, 13.2)","(3.5, 5.3, 4.8826086956521735)","(6.0, 9.2, 8.649999999999999)","(11.0, 19.5, 18.375)","(4.8, 8.6, 8.2)"
06-01-2023 13:59:57.553429,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.25)","(31.0, 170.0, 98.0)","(6.0, 13.5, 13.216666666666667)","(3.5, 5.3, 4.8826086956521735)","(6.0, 9.2, 7.3)","(11.0, 19.5, 18.75)","(4.8, 8.6, 7.857142857142857)"
06-01-2023 13:59:58.934042,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.25)","(31.0, 170.0, 98.0)","(6.0, 13.5, 13.216666666666667)","(3.5, 5.3, 4.8826086956521735)","(6.0, 9.2, 8.133333333333333)","(11.0, 20.0, 16.03846153846154)","(4.8, 8.2, 7.857142857142857)"
06-01-2023 14:00:00.330589,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.25)","(31.0, 170.0, 98.0)","(6.0, 13.5, 13.216666666666667)","(3.5, 5.3, 4.8826086956521735)","(6.0, 9.0, 8.161290322580644)","(11.0, 19.5, 16.03846153846154)","(4.8, 8.2, 7.857142857142857)"
06-01-2023 14:00:01.693470,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.8, 7.114285714285715)","(31.0, 170.0, 122.72727272727273)","(6.0, 13.5, 11.24)","(3.5, 5.3, 4.968421052631579)","(6.0, 9.0, 8.161290322580644)","(11.0, 19.5, 17.363636363636363)","(4.8, 8.2, 7.12)"
06-01-2023 14:00:03.111235,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.4, 7.114285714285715)","(31.0, 150.0, 115.45454545454545)","(6.0, 13.0, 10.55)","(3.5, 5.2, 4.968421052631579)","(6.0, 9.0, 8.161290322580644)","(11.0, 19.0, 17.785714285714285)","(4.8, 8.0, 6.5058823529411764)"
06-01-2023 14:00:04.455991,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.4, 7.114285714285715)","(31.0, 140.0, 115.45454545454545)","(6.0, 12.5, 10.55)","(3.5, 5.2, 4.968421052631579)","(6.0, 9.0, 8.161290322580644)","(11.0, 18.5, 17.785714285714285)","(4.8, 7.8, 6.5058823529411764)"
06-01-2023 14:00:05.769448,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.4, 7.114285714285715)","(31.0, 140.0, 115.45454545454545)","(6.0, 12.5, 11.436363636363636)","(3.5, 5.2, 4.968421052631579)","(6.0, 9.0, 8.161290322580644)","(11.0, 18.5, 17.785714285714285)","(4.8, 7.8, 6.5058823529411764)"
06-01-2023 14:00:07.059004,"(6.0, 7.4, 7.068292682926829)","(5.0, 7.4, 7.114285714285715)","(31.0, 140.0, 115.45454545454545)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 4.968421052631579)","(6.0, 9.0, 8.350000000000001)","(11.0, 18.5, 15.264705882352942)","(4.8, 7.8, 6.5058823529411764)"
06-01-2023 14:00:08.324012,"(6.0, 7.2, 7.064516129032258)","(5.0, 7.4, 7.114285714285715)","(31.0, 140.0, 115.45454545454545)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 4.968421052631579)","(6.0, 8.8, 8.350000000000001)","(11.0, 18.5, 16.5)","(4.8, 7.8, 6.2444444444444445)"
06-01-2023 14:00:09.676703,"(6.0, 7.2, 7.05)","(5.0, 7.4, 7.114285714285715)","(31.0, 140.0, 108.18181818181819)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 5.070588235294117)","(6.0, 8.8, 8.296000000000001)","(11.0, 18.0, 16.5)","(4.8, 7.8, 7.37)"
06-01-2023 14:00:11.027485,"(6.0, 7.2, 7.05)","(5.0, 7.4, 7.114285714285715)","(31.0, 130.0, 108.18181818181819)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 5.070588235294117)","(6.0, 8.8, 8.296000000000001)","(11.0, 18.0, 16.5)","(4.8, 8.0, 7.79)"
06-01-2023 14:00:12.340225,"(6.0, 7.2, 7.05)","(5.0, 7.4, 7.114285714285715)","(31.0, 120.0, 71.30434782608695)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 5.070588235294117)","(6.0, 8.8, 8.296000000000001)","(11.0, 18.0, 16.5)","(4.8, 8.0, 7.76)"
06-01-2023 14:00:13.687394,"(6.0, 7.2, 7.05)","(5.0, 7.4, 7.114285714285715)","(31.0, 120.0, 73.33333333333333)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 5.070588235294117)","(6.0, 8.8, 8.296000000000001)","(11.0, 18.0, 16.5)","(4.8, 8.0, 7.775)"
06-01-2023 14:00:14.895585,"(6.0, 7.2, 6.84)","(5.0, 7.4, 7.114285714285715)","(31.0, 120.0, 73.33333333333333)","(6.0, 12.5, 11.26842105263158)","(3.5, 5.2, 5.070588235294117)","(6.0, 8.8, 7.9)","(11.0, 18.0, 16.5)","(4.8, 8.0, 7.775)"
06-01-2023 14:00:16.161675,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.270967741935484)","(31.0, 110.0, 93.63636363636363)","(6.0, 12.5, 11.693103448275862)","(3.5, 5.2, 4.977777777777778)","(6.0, 8.8, 8.511111111111111)","(11.0, 18.0, 16.1875)","(4.8, 8.0, 7.775)"
06-01-2023 14:00:17.502290,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.270967741935484)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 11.693103448275862)","(3.5, 5.2, 4.977777777777778)","(6.0, 8.6, 8.511111111111111)","(11.0, 17.5, 14.972222222222221)","(4.8, 8.0, 7.1692307692307695)"
06-01-2023 14:00:18.756143,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.233333333333333)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 10.65)","(3.5, 5.2, 4.62)","(6.0, 8.6, 8.511111111111111)","(11.0, 17.5, 15.029411764705882)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:20.073394,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.233333333333333)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 10.65)","(3.5, 5.1, 4.525)","(6.0, 8.6, 7.228571428571429)","(11.0, 17.5, 15.029411764705882)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:21.445733,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.233333333333333)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 10.65)","(3.5, 5.2, 4.525)","(6.0, 8.6, 7.228571428571429)","(11.0, 17.5, 15.029411764705882)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:22.519912,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.233333333333333)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 10.65)","(3.5, 5.2, 4.525)","(6.0, 8.6, 7.228571428571429)","(11.0, 17.5, 15.029411764705882)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:23.803420,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.233333333333333)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 11.33157894736842)","(3.5, 5.2, 4.977777777777778)","(6.0, 8.4, 8.040000000000001)","(11.0, 17.5, 14.18421052631579)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:25.245607,"(6.0, 7.2, 6.805714285714285)","(5.0, 7.4, 7.233333333333333)","(31.0, 110.0, 66.15384615384616)","(6.0, 12.5, 11.33157894736842)","(3.5, 5.2, 4.977777777777778)","(6.0, 8.4, 8.040000000000001)","(11.0, 17.5, 14.0)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:26.543406,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.233333333333333)","(31.0, 100.0, 79.16666666666667)","(6.0, 12.5, 11.76)","(3.5, 5.2, 5.075)","(6.0, 8.4, 7.8)","(11.0, 17.5, 14.0)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:28.258063,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.025)","(31.0, 100.0, 67.64705882352942)","(6.0, 12.5, 11.76)","(3.5, 5.2, 5.1230769230769235)","(6.0, 8.4, 8.136)","(11.0, 17.5, 13.642857142857142)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:29.651649,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.006060606060607)","(31.0, 100.0, 61.66666666666667)","(6.0, 12.5, 11.76)","(3.5, 5.2, 5.1230769230769235)","(6.0, 8.2, 8.136)","(11.0, 17.5, 13.642857142857142)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:31.095508,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.006060606060607)","(31.0, 100.0, 82.25)","(6.0, 12.5, 11.76)","(3.5, 5.2, 5.1230769230769235)","(6.0, 8.2, 8.136)","(11.0, 17.5, 13.642857142857142)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:32.617415,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.006060606060607)","(31.0, 95.0, 67.0)","(6.0, 12.5, 11.76)","(3.5, 5.2, 5.1230769230769235)","(6.0, 8.2, 7.758620689655173)","(11.0, 17.5, 13.642857142857142)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:33.982485,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.006060606060607)","(31.0, 90.0, 60.42857142857143)","(6.0, 12.5, 11.73448275862069)","(3.5, 5.2, 5.1230769230769235)","(6.0, 8.0, 7.3)","(11.0, 17.5, 13.642857142857142)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:35.363792,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.006060606060607)","(31.0, 85.0, 67.8)","(6.0, 12.5, 11.73448275862069)","(3.5, 5.2, 5.1230769230769235)","(6.0, 8.0, 7.3)","(11.0, 17.5, 13.642857142857142)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:36.716641,"(6.0, 7.2, 6.80281690140845)","(5.0, 7.4, 7.006060606060607)","(31.0, 85.0, 67.8)","(6.0, 12.5, 11.73448275862069)","(3.5, 5.2, 5.0875)","(6.0, 8.0, 7.253333333333333)","(11.0, 17.5, 15.0)","(4.8, 8.0, 7.11578947368421)"
06-01-2023 14:00:38.115278,"(5.5, 7.2, 6.80281690140845)","(5.0, 7.4, 6.822222222222222)","(31.0, 85.0, 79.26666666666667)","(6.5, 12.5, 11.73448275862069)","(3.5, 5.2, 5.0875)","(6.0, 8.0, 7.134545454545455)","(11.0, 17.0, 14.23076923076923)","(4.8, 8.0, 7.066666666666666)"
06-01-2023 14:00:39.435488,"(5.5, 7.2, 6.80281690140845)","(5.0, 7.4, 6.822222222222222)","(31.0, 85.0, 79.26666666666667)","(6.5, 12.5, 11.73448275862069)","(3.5, 5.2, 5.0875)","(6.0, 8.0, 7.134545454545455)","(11.0, 17.0, 14.23076923076923)","(4.8, 8.0, 7.066666666666666)"
06-01-2023 14:00:40.666342,"(5.5, 7.2, 6.80281690140845)","(5.0, 7.4, 6.822222222222222)","(31.0, 85.0, 79.26666666666667)","(6.5, 12.5, 11.73448275862069)","(3.5, 5.2, 5.0875)","(6.0, 8.0, 7.341176470588235)","(11.0, 17.0, 15.166666666666666)","(4.8, 8.0, 7.066666666666666)"
06-01-2023 14:00:41.967860,"(5.5, 7.2, 6.80281690140845)","(5.0, 7.2, 7.0285714285714285)","(31.0, 85.0, 69.4)","(6.5, 12.0, 11.866666666666667)","(3.5, 5.2, 5.130769230769231)","(6.0, 7.8, 7.341176470588235)","(11.0, 16.5, 16.21875)","(4.8, 8.0, 7.066666666666666)"
06-01-2023 14:00:43.235444,"(5.5, 7.2, 6.80281690140845)","(5.0, 7.2, 7.0285714285714285)","(31.0, 85.0, 75.25)","(6.5, 12.0, 9.777777777777779)","(3.5, 5.2, 5.130769230769231)","(6.0, 7.8, 7.341176470588235)","(11.0, 16.5, 16.235294117647058)","(4.8, 8.0, 7.036363636363636)"
06-01-2023 14:00:44.546480,"(5.5, 7.2, 6.80281690140845)","(5.0, 7.2, 7.155555555555556)","(31.0, 85.0, 75.25)","(6.5, 10.0, 10.736)","(3.5, 5.2, 5.130769230769231)","(6.0, 7.8, 7.214634146341464)","(11.0, 16.5, 16.235294117647058)","(4.8, 7.4, 7.036363636363636)"
06-01-2023 14:00:45.711236,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.155555555555556)","(31.0, 85.0, 75.25)","(6.5, 11.0, 10.736)","(3.5, 5.2, 4.666666666666667)","(6.0, 7.8, 7.516666666666667)","(11.0, 16.5, 16.235294117647058)","(4.8, 7.4, 6.969230769230769)"
06-01-2023 14:00:47.206727,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.155555555555556)","(31.0, 85.0, 75.25)","(6.5, 11.0, 11.860869565217392)","(3.5, 5.2, 4.666666666666667)","(6.0, 7.6, 7.516666666666667)","(11.0, 16.5, 16.235294117647058)","(4.8, 7.4, 6.969230769230769)"
06-01-2023 14:00:48.680361,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 75.25)","(6.5, 12.0, 11.860869565217392)","(3.5, 5.2, 4.666666666666667)","(6.0, 7.6, 7.333333333333334)","(11.0, 16.5, 14.181818181818182)","(4.8, 7.4, 6.808695652173913)"
06-01-2023 14:00:50.313271,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.142857142857143)","(31.0, 85.0, 75.25)","(6.5, 12.0, 11.860869565217392)","(3.5, 5.2, 5.12)","(6.0, 7.4, 7.333333333333334)","(11.0, 16.5, 14.181818181818182)","(4.8, 7.4, 6.808695652173913)"
06-01-2023 14:00:51.703980,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.142857142857143)","(31.0, 85.0, 75.25)","(6.5, 12.0, 11.860869565217392)","(3.5, 5.2, 5.0)","(6.0, 7.4, 6.914285714285715)","(11.0, 16.5, 14.56)","(4.8, 7.4, 6.808695652173913)"
06-01-2023 14:00:53.154262,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 69.4)","(6.5, 12.0, 11.860869565217392)","(3.5, 5.2, 5.025)","(6.0, 7.4, 6.914285714285715)","(11.0, 16.0, 15.294117647058822)","(4.8, 7.4, 6.792)"
06-01-2023 14:00:54.647725,"(5.5, 7.2, 6.7727272727272725)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 69.4)","(6.5, 12.0, 11.860869565217392)","(3.5, 5.2, 5.025)","(6.0, 7.4, 6.914285714285715)","(11.0, 15.5, 15.294117647058822)","(4.8, 7.4, 6.792)"
06-01-2023 14:00:55.892379,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 69.4)","(6.5, 12.0, 11.7)","(3.5, 5.2, 5.122222222222223)","(6.0, 7.4, 6.914285714285715)","(11.0, 15.5, 15.033333333333333)","(4.8, 7.4, 6.792)"
06-01-2023 14:00:57.281617,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 69.4)","(6.5, 12.0, 11.7)","(3.5, 5.2, 5.122222222222223)","(6.0, 7.4, 7.15)","(11.0, 15.5, 15.033333333333333)","(4.8, 7.4, 6.852631578947368)"
06-01-2023 14:00:58.668518,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 68.6)","(6.5, 12.0, 11.85)","(3.5, 5.2, 5.122222222222223)","(6.0, 7.2, 6.966666666666667)","(11.0, 15.5, 13.25)","(4.8, 7.4, 6.792)"
06-01-2023 14:00:59.992007,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 71.33333333333333)","(6.5, 12.0, 11.863636363636363)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 14.5, 13.304347826086957)","(4.8, 7.4, 6.792)"
06-01-2023 14:01:01.208947,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 71.33333333333333)","(6.5, 12.0, 11.863636363636363)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 14.5, 13.0)","(4.8, 7.4, 6.792)"
06-01-2023 14:01:02.389799,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 78.16666666666666)","(6.5, 12.0, 11.863636363636363)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 14.0, 13.0)","(4.8, 7.4, 6.857142857142857)"
06-01-2023 14:01:03.715183,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 78.6923076923077)","(6.5, 12.0, 11.863636363636363)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 14.0, 13.0)","(4.8, 7.2, 6.84)"
06-01-2023 14:01:05.030717,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.1454545454545455)","(31.0, 85.0, 78.6923076923077)","(6.5, 12.0, 11.90625)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 14.0, 13.0)","(4.8, 7.2, 6.84)"
06-01-2023 14:01:06.328728,"(5.5, 7.2, 6.7701492537313435)","(5.0, 7.2, 7.0285714285714285)","(31.0, 85.0, 72.28571428571429)","(6.5, 12.0, 11.90625)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 14.0, 12.515625)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:07.555543,"(5.5, 7.2, 6.850909090909091)","(5.0, 7.2, 7.085714285714285)","(31.0, 80.0, 72.28571428571429)","(6.5, 12.0, 11.9)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 13.5, 12.515625)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:08.841439,"(5.5, 7.2, 6.854901960784313)","(5.0, 7.2, 7.085714285714285)","(31.0, 80.0, 72.28571428571429)","(6.5, 12.0, 11.9)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 13.5, 12.515625)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:10.139032,"(5.5, 7.2, 6.854901960784313)","(5.0, 7.2, 7.085714285714285)","(31.0, 80.0, 72.28571428571429)","(6.5, 12.0, 11.9)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 13.5, 12.515625)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:11.658105,"(5.5, 7.2, 6.854901960784313)","(5.0, 7.2, 7.085714285714285)","(31.0, 80.0, 72.28571428571429)","(6.5, 12.0, 11.9)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 13.5, 12.515625)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:13.042641,"(5.5, 7.2, 6.854901960784313)","(5.0, 7.2, 7.085714285714285)","(31.0, 80.0, 72.28571428571429)","(6.5, 12.0, 11.9)","(3.5, 5.2, 5.15)","(6.0, 7.2, 6.9)","(11.0, 13.5, 12.523809523809524)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:14.755643,"(5.5, 7.2, 6.817391304347826)","(5.0, 7.2, 7.25)","(31.0, 80.0, 72.28571428571429)","(6.5, 12.0, 11.9)","(3.5, 5.2, 5.148148148148148)","(6.0, 7.2, 6.9)","(11.0, 13.0, 12.523809523809524)","(4.8, 7.2, 6.744)"
06-01-2023 14:01:16.374110,"(5.5, 7.2, 6.767213114754099)","(5.5, 7.4, 7.273684210526316)","(31.0, 80.0, 72.28571428571429)","(7.0, 12.0, 11.90625)","(3.6, 5.2, 5.148148148148148)","(6.0, 7.2, 6.886956521739131)","(11.0, 13.0, 12.34375)","(5.0, 7.2, 6.744)"
06-01-2023 14:01:17.929906,"(5.5, 7.2, 6.923809523809524)","(5.5, 7.4, 7.273684210526316)","(31.0, 80.0, 72.28571428571429)","(7.0, 12.0, 11.90625)","(3.6, 5.2, 5.148148148148148)","(6.0, 7.2, 6.886956521739131)","(11.0, 13.0, 12.5)","(5.0, 7.2, 6.792857142857143)"
06-01-2023 14:01:19.240025,"(5.5, 7.0, 6.923809523809524)","(5.5, 7.4, 7.329411764705883)","(31.0, 80.0, 72.28571428571429)","(7.0, 12.0, 11.934782608695652)","(3.6, 5.2, 5.148148148148148)","(6.0, 7.2, 6.886956521739131)","(11.0, 13.0, 11.136363636363637)","(5.0, 7.2, 6.7862068965517235)"
06-01-2023 14:01:20.627950,"(5.5, 7.0, 6.909090909090909)","(5.5, 7.4, 7.375)","(31.0, 80.0, 72.28571428571429)","(7.0, 12.0, 11.934782608695652)","(3.6, 5.2, 5.148148148148148)","(6.0, 7.2, 6.783333333333333)","(11.0, 12.5, 11.5)","(5.0, 7.2, 6.8)"
06-01-2023 14:01:21.980738,"(5.5, 7.0, 6.8125)","(5.5, 7.6, 7.5)","(31.0, 80.0, 72.28571428571429)","(7.0, 12.0, 11.934782608695652)","(3.6, 5.2, 5.148148148148148)","(6.0, 6.8, 6.783333333333333)","(11.0, 12.0, 11.5)","(5.0, 7.2, 6.8)"
