,Dinosaurus Rex,Why Not Surf,Our Uncle Harold,Ben Detto,American Shuffle Nz,Weona Sir Vivor,Rainbow Titan,Buddy Rockx,Mittys Three Aces Nz,Modern Power
11-01-2023 17:45:01.960466,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 57.5)","(15.0, 99999, 99990)","(5.5, 5.8, 5.045161290322581)","(21.0, 44.0, 26.5)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.6066265060240963)"
11-01-2023 17:45:03.212554,"(11.0, 34.0, 23.25)","(14.0, 30.0, 19.666666666666668)","(31.0, 46.0, 42.0)","(31.0, 75.0, 65.25)","(15.0, 99999, 99990)","(5.5, 5.8, 5.4)","(21.0, 44.0, 26.5)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.5978260869565217)"
11-01-2023 17:45:04.484947,"(11.0, 34.0, 23.0625)","(14.0, 17.0, 15.5)","(31.0, 46.0, 42.0)","(31.0, 75.0, 65.25)","(15.0, 99999, 99990)","(5.5, 5.7, 5.422222222222222)","(21.0, 44.0, 32.86363636363636)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.594864864864865)"
11-01-2023 17:45:05.765831,"(11.0, 34.0, 22.61111111111111)","(14.0, 30.0, 22.25)","(31.0, 46.0, 43.333333333333336)","(31.0, 75.0, 65.25)","(15.0, 99999, 99990)","(5.5, 5.6, 5.422222222222222)","(21.0, 44.0, 33.09090909090909)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.594864864864865)"
11-01-2023 17:45:06.965338,"(11.0, 34.0, 22.61111111111111)","(14.0, 30.0, 22.25)","(31.0, 46.0, 43.333333333333336)","(31.0, 75.0, 65.25)","(15.0, 99999, 99990)","(5.5, 5.6, 4.863157894736842)","(21.0, 44.0, 33.09090909090909)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.5754794520547946)"
11-01-2023 17:45:08.167455,"(11.0, 34.0, 17.333333333333332)","(14.0, 30.0, 22.25)","(31.0, 46.0, 43.333333333333336)","(31.0, 75.0, 65.25)","(15.0, 99999, 99990)","(5.5, 5.4, 4.863157894736842)","(21.0, 44.0, 33.09090909090909)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.6124999999999998)"
11-01-2023 17:45:09.458137,"(11.0, 34.0, 22.61111111111111)","(14.0, 30.0, 22.25)","(31.0, 46.0, 43.333333333333336)","(31.0, 75.0, 65.25)","(15.0, 99999, 99990)","(5.5, 5.6, 4.96)","(21.0, 44.0, 34.57692307692308)","(21.0, 85.0, 42.66666666666667)","(21.0, 99999, 99990)","(1.5, 1.64, 1.6951923076923077)"
11-01-2023 17:45:10.711058,"(11.0, 34.0, 27.166666666666664)","(14.0, 30.0, 22.25)","(31.0, 46.0, 43.333333333333336)","(31.0, 75.0, 67.9090909090909)","(15.0, 99999, 99990)","(5.5, 5.2, 4.96)","(21.0, 44.0, 34.57692307692308)","(21.0, 80.0, 42.66666666666667)","(21.0, 99999, 99990)","(1.5, 1.7, 1.696600566572238)"
11-01-2023 17:45:11.924158,"(11.0, 34.0, 30.272727272727273)","(14.0, 30.0, 22.25)","(31.0, 46.0, 43.333333333333336)","(31.0, 75.0, 67.9090909090909)","(15.0, 99999, 99990)","(5.5, 5.2, 4.933333333333334)","(21.0, 44.0, 34.57692307692308)","(21.0, 80.0, 42.66666666666667)","(21.0, 99999, 99990)","(1.5, 1.7, 1.6830985915492958)"
11-01-2023 17:45:13.237911,"(11.0, 34.0, 24.444444444444443)","(14.0, 30.0, 19.666666666666668)","(31.0, 46.0, 43.33333333333333)","(31.0, 75.0, 67.9090909090909)","(15.0, 99999, 99990)","(5.5, 5.2, 5.075)","(21.0, 44.0, 39.1)","(21.0, 80.0, 42.66666666666667)","(21.0, 99999, 99990)","(1.5, 1.7, 1.6876288659793814)"
11-01-2023 17:45:14.693168,"(11.0, 34.0, 24.444444444444443)","(14.0, 30.0, 19.666666666666668)","(31.0, 46.0, 43.33333333333333)","(31.0, 75.0, 67.9090909090909)","(15.0, 99999, 99990)","(5.5, 5.2, 5.075)","(21.0, 44.0, 39.1)","(21.0, 80.0, 32.5)","(21.0, 99999, 99990)","(1.5, 1.7, 1.69010989010989)"
11-01-2023 17:45:15.975906,"(11.0, 34.0, 24.444444444444443)","(14.0, 30.0, 19.666666666666668)","(31.0, 46.0, 43.33333333333333)","(31.0, 75.0, 67.9090909090909)","(15.0, 99999, 99990)","(5.5, 5.2, 5.075)","(21.0, 44.0, 39.1)","(21.0, 75.0, 33.2)","(21.0, 99999, 99990)","(1.5, 1.7, 1.667142857142857)"
11-01-2023 17:45:17.226835,"(11.0, 34.0, 24.444444444444443)","(14.0, 30.0, 19.666666666666668)","(31.0, 44.0, 41.77777777777778)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 5.075)","(21.0, 44.0, 39.2)","(21.0, 70.0, 31.666666666666668)","(21.0, 99999, 99990)","(1.5, 1.69, 1.578360655737705)"
11-01-2023 17:45:18.475256,"(11.0, 34.0, 22.61111111111111)","(14.0, 30.0, 20.3125)","(31.0, 44.0, 40.22222222222222)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 4.909090909090909)","(21.0, 44.0, 28.666666666666668)","(21.0, 70.0, 47.0)","(21.0, 99999, 99990)","(1.5, 1.67, 1.6198333333333335)"
11-01-2023 17:45:19.768263,"(11.0, 34.0, 22.214285714285715)","(14.0, 17.0, 15.25)","(31.0, 42.0, 40.22222222222222)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 4.909090909090909)","(21.0, 44.0, 27.333333333333332)","(21.0, 70.0, 27.923076923076923)","(21.0, 99999, 99990)","(1.5, 1.67, 1.5812698412698414)"
11-01-2023 17:45:21.172327,"(11.0, 34.0, 22.61111111111111)","(14.0, 30.0, 17.083333333333332)","(31.0, 42.0, 40.22222222222222)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 5.031578947368421)","(21.0, 42.0, 33.2)","(21.0, 75.0, 42.4)","(21.0, 99999, 99990)","(1.5, 1.67, 1.5756140350877195)"
11-01-2023 17:45:22.373288,"(11.0, 34.0, 20.25)","(14.0, 30.0, 18.75)","(31.0, 42.0, 38.666666666666664)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0)","(21.0, 42.0, 27.333333333333332)","(21.0, 70.0, 35.5)","(21.0, 99999, 99990)","(1.5, 1.61, 1.6226271186440677)"
11-01-2023 17:45:23.688410,"(11.0, 34.0, 22.61111111111111)","(14.0, 30.0, 17.083333333333332)","(31.0, 40.0, 38.666666666666664)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0)","(21.0, 42.0, 27.333333333333332)","(21.0, 70.0, 37.666666666666664)","(21.0, 99999, 99990)","(1.5, 1.67, 1.6226271186440677)"
11-01-2023 17:45:25.087790,"(11.0, 32.0, 25.833333333333336)","(14.0, 30.0, 17.083333333333332)","(31.0, 40.0, 38.666666666666664)","(31.0, 75.0, 56.5)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0)","(21.0, 42.0, 31.0)","(21.0, 65.0, 39.666666666666664)","(21.0, 99999, 99990)","(1.5, 1.67, 1.633661971830986)"
11-01-2023 17:45:26.400141,"(11.0, 32.0, 25.5)","(14.0, 16.5, 14.75)","(31.0, 40.0, 39.333333333333336)","(31.0, 75.0, 115.0)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0)","(21.0, 42.0, 31.5)","(21.0, 65.0, 38.333333333333336)","(21.0, 99999, 99990)","(1.5, 1.67, 1.6276056338028169)"
11-01-2023 17:45:27.633341,"(11.0, 32.0, 25.0)","(14.0, 16.5, 14.75)","(31.0, 46.0, 39.333333333333336)","(31.0, 130.0, 113.75)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0736842105263165)","(21.0, 42.0, 27.333333333333332)","(21.0, 65.0, 28.636363636363637)","(21.0, 99999, 99990)","(1.5, 1.67, 1.626875)"
11-01-2023 17:45:28.882922,"(11.0, 32.0, 25.2)","(14.0, 16.5, 15.45)","(31.0, 46.0, 39.333333333333336)","(31.0, 130.0, 113.75)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0736842105263165)","(21.0, 42.0, 27.333333333333332)","(21.0, 75.0, 28.636363636363637)","(21.0, 99999, 99990)","(1.5, 1.7, 1.6455813953488372)"
11-01-2023 17:45:30.196436,"(11.0, 32.0, 23.75)","(14.0, 16.5, 15.45)","(31.0, 44.0, 38.666666666666664)","(31.0, 130.0, 113.75)","(15.0, 99999, 99990)","(5.5, 5.2, 5.0736842105263165)","(21.0, 42.0, 27.333333333333332)","(21.0, 75.0, 28.636363636363637)","(21.0, 99999, 99990)","(1.5, 1.7, 1.6455813953488372)"
