,Raging Romeo,Athabascan,Seeknyoushallfind,Star Armbro,Destined To Rule,Bellezza Nera,Sidstrepo,Heza Head Honcho Nz,Boston Rob,Ultimate Rocker Nz,Tepelo Star
10-01-2023 19:19:20.576641,"(8.5, 13.5, 12.1)","(1.28, 1.4, 1.3725531914893618)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 27.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:22.223717,"(8.5, 13.5, 12.1)","(1.28, 1.4, 1.370344827586207)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:23.646658,"(8.5, 13.5, 12.9)","(1.28, 1.4, 1.370344827586207)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:24.923393,"(8.5, 13.5, 12.9)","(1.28, 1.4, 1.3713333333333335)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:26.205361,"(8.5, 13.0, 12.72)","(1.28, 1.4, 1.3713333333333335)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:27.506104,"(8.5, 12.5, 11.5)","(1.28, 1.4, 1.3744554455445546)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.666666666666664)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:28.856031,"(8.5, 14.0, 13.125)","(1.28, 1.4, 1.370344827586207)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:30.179543,"(8.5, 13.5, 13.333333333333334)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:31.509059,"(8.5, 14.0, 13.333333333333334)","(1.28, 1.4, 1.3675675675675676)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 38.0)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 142.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:32.880807,"(8.5, 14.0, 13.681818181818182)","(1.28, 1.4, 1.3675675675675676)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 42.0, 38.0)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 190.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:34.424180,"(8.5, 14.5, 12.833333333333334)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 42.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:35.828349,"(8.5, 14.5, 14.25)","(1.28, 1.4, 1.3641666666666667)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:37.202952,"(8.5, 14.5, 14.23076923076923)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:38.664720,"(8.5, 17.0, 14.333333333333334)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:40.060155,"(8.5, 17.0, 14.333333333333334)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:41.507300,"(8.5, 17.0, 14.8125)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:42.885174,"(8.5, 17.0, 15.333333333333334)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:44.196039,"(8.5, 17.0, 15.333333333333334)","(1.28, 1.4, 1.362608695652174)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 43.0)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:45.502966,"(8.5, 17.0, 16.333333333333332)","(1.28, 1.4, 1.3625)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 42.666666666666664)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 27.4)","(20.0, 99999, 99990)","(101.0, 200.0, 130.0)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:46.901173,"(8.5, 17.0, 16.6)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.5)","(20.0, 99999, 99990)","(101.0, 200.0, 147.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:48.301661,"(8.5, 18.5, 16.25)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.0)","(20.0, 99999, 99990)","(101.0, 200.0, 147.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:49.680077,"(8.5, 18.5, 17.894736842105264)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(19.0, 44.0, 37.333333333333336)","(17.0, 28.0, 26.666666666666668)","(20.0, 99999, 99990)","(101.0, 200.0, 147.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:50.998482,"(8.5, 19.0, 16.583333333333332)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.666666666666668)","(20.0, 99999, 99990)","(101.0, 200.0, 147.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:52.205468,"(8.5, 17.0, 16.605263157894736)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.666666666666668)","(20.0, 99999, 99990)","(101.0, 200.0, 147.5)","(13.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:53.404214,"(8.5, 19.5, 19.0)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(19.0, 44.0, 37.333333333333336)","(17.0, 29.0, 24.0)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:54.644140,"(8.5, 19.5, 18.428571428571427)","(1.28, 1.4, 1.364)","(31.0, 110.0, 95.0)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:55.852230,"(8.5, 19.5, 19.142857142857142)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 26.666666666666668)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:57.125752,"(8.5, 18.0, 19.25)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.333333333333332)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:58.437833,"(8.5, 20.0, 19.454545454545453)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 25.5)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:19:59.766687,"(8.5, 20.0, 18.5)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 25.5)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:20:00.998079,"(8.5, 20.0, 18.6875)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 41.0)","(17.0, 29.0, 25.5)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:20:02.212212,"(8.5, 19.5, 19.227272727272727)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 48.0, 38.0)","(17.0, 29.0, 24.0)","(21.0, 99999, 99990)","(101.0, 200.0, 147.5)","(14.0, 99999, 99990)","(101.0, 200.0, 133.33333333333334)"
10-01-2023 19:20:03.418141,"(8.5, 17.0, 16.545454545454547)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 46.0, 38.0)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 158.0)","(14.0, 99999, 99990)","(101.0, 200.0, 180.0)"
10-01-2023 19:20:04.770511,"(8.5, 20.0, 19.272727272727273)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 46.0, 37.333333333333336)","(17.0, 28.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 166.66666666666669)","(14.0, 99999, 99990)","(101.0, 200.0, 180.0)"
10-01-2023 19:20:06.137053,"(8.5, 17.0, 16.391304347826086)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 25.5)","(21.0, 99999, 99990)","(101.0, 200.0, 166.66666666666669)","(14.0, 99999, 99990)","(101.0, 200.0, 205.0)"
10-01-2023 19:20:07.493067,"(8.5, 17.0, 16.86842105263158)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 24.0)","(21.0, 99999, 99990)","(101.0, 200.0, 166.66666666666669)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:08.887445,"(8.5, 19.5, 17.61111111111111)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 166.66666666666669)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:10.171648,"(8.5, 19.0, 17.61111111111111)","(1.28, 1.4, 1.364)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 166.66666666666669)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:11.501839,"(8.5, 19.0, 17.5)","(1.28, 1.4, 1.368888888888889)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 166.66666666666669)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:12.819210,"(8.5, 18.5, 17.833333333333332)","(1.28, 1.4, 1.38)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 171.42857142857144)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:14.051673,"(8.5, 16.5, 16.083333333333332)","(1.28, 1.39, 1.38)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:15.399500,"(8.5, 19.5, 18.25)","(1.28, 1.4, 1.3892857142857142)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 44.8)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 23.714285714285715)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:16.763503,"(8.5, 16.5, 18.0)","(1.28, 1.39, 1.3771428571428572)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 46.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 22.166666666666668)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:18.035603,"(8.5, 19.0, 17.5)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 45.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 28.0, 24.666666666666668)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:19.216860,"(8.5, 19.0, 16.916666666666668)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 47.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 24.666666666666668)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:20.418346,"(8.5, 19.0, 18.0625)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 47.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 24.666666666666668)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:21.629457,"(8.5, 17.0, 16.6875)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 47.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:23.145446,"(8.5, 17.0, 16.75)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 47.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:24.745707,"(8.5, 19.0, 17.541666666666668)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 47.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:26.477323,"(8.5, 19.0, 18.583333333333332)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 48.0, 52.0)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:28.408524,"(8.5, 18.0, 14.210526315789474)","(1.28, 1.39, 1.3757894736842107)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 60.0, 52.61538461538461)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:29.888228,"(8.5, 16.5, 15.375)","(1.28, 1.39, 1.3771428571428572)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 60.0, 49.5)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:31.237353,"(8.5, 16.0, 15.375)","(1.28, 1.39, 1.3792)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 60.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 21.75)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:32.593368,"(8.5, 16.0, 14.214285714285714)","(1.28, 1.39, 1.3783636363636365)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 22.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:34.055735,"(8.5, 15.5, 14.071428571428571)","(1.28, 1.39, 1.3783636363636365)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 27.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:35.307391,"(8.5, 15.0, 13.928571428571429)","(1.28, 1.39, 1.3783636363636365)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:36.570110,"(8.5, 14.5, 14.25)","(1.28, 1.39, 1.3771428571428572)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:37.908162,"(8.5, 14.5, 14.25)","(1.28, 1.41, 1.3856603773584906)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:39.186920,"(8.5, 15.5, 14.09375)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:40.481105,"(8.5, 15.5, 14.09375)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:41.785949,"(8.5, 15.5, 14.09375)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:43.022219,"(8.5, 15.5, 15.0)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 200.0, 150.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:44.590302,"(8.5, 15.0, 14.571428571428571)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 230.0, 150.0)","(14.0, 99999, 99990)","(101.0, 210.0, 205.0)"
10-01-2023 19:20:45.918946,"(8.5, 15.0, 14.516129032258064)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 26.0)","(21.0, 99999, 99990)","(101.0, 230.0, 146.66666666666666)","(14.0, 99999, 99990)","(101.0, 210.0, 203.33333333333334)"
10-01-2023 19:20:47.562099,"(8.5, 14.5, 13.883333333333333)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 50.1)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 24.5)","(21.0, 99999, 99990)","(101.0, 220.0, 146.66666666666666)","(14.0, 99999, 99990)","(101.0, 210.0, 206.0)"
10-01-2023 19:20:49.073480,"(8.5, 14.0, 13.692307692307692)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 49.55555555555556)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 24.5)","(21.0, 99999, 99990)","(101.0, 220.0, 176.66666666666669)","(14.0, 99999, 99990)","(101.0, 230.0, 222.5)"
10-01-2023 19:20:50.626735,"(8.5, 14.0, 13.692307692307692)","(1.28, 1.41, 1.3853571428571427)","(31.0, 110.0, 92.22222222222223)","(12.0, 18.5, 17.5)","(31.0, 55.0, 49.55555555555556)","(20.0, 44.0, 37.333333333333336)","(17.0, 29.0, 24.5)","(21.0, 99999, 99990)","(101.0, 210.0, 170.0)","(14.0, 99999, 99990)","(101.0, 230.0, 222.5)"
