,Cronk,Anikitos,Luckyspeed,Flying Flynn,Kyvalley Helen,Whats The Tea,Antisocial,Maori Muscle,Dona Amalia,Hurricane Jane,Dynamic Star
12-01-2023 17:48:57.661186,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:48:59.478215,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:01.295240,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:03.212687,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:04.994841,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:06.617790,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:08.270175,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:09.872559,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 26.0)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.333333333333332)","(1.75, 2.48, 2.4011764705882355)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:11.517765,"(21.0, 42.0, 30.666666666666668)","(19.0, 38.0, 25.333333333333332)","(16.0, 32.0, 22.0)","(15.0, 30.0, 21.0)","(1.75, 2.48, 2.4023529411764706)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:13.175771,"(21.0, 42.0, 30.666666666666668)","(19.0, 36.0, 25.333333333333332)","(16.0, 32.0, 22.0)","(15.0, 29.0, 21.0)","(1.75, 2.48, 2.4023529411764706)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:14.825104,"(21.0, 42.0, 30.666666666666668)","(19.0, 36.0, 25.333333333333332)","(16.0, 32.0, 22.0)","(15.0, 29.0, 21.0)","(1.75, 2.48, 2.4023529411764706)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:16.431129,"(21.0, 42.0, 30.666666666666668)","(19.0, 36.0, 25.333333333333332)","(16.0, 32.0, 22.0)","(15.0, 29.0, 21.0)","(1.75, 2.48, 2.4023529411764706)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:18.121570,"(21.0, 42.0, 30.666666666666668)","(19.0, 36.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 29.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:19.753253,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:21.467214,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:23.074276,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:24.674711,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:26.327806,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:27.982750,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:29.614587,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:31.290183,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:32.913932,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:34.612770,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:36.301705,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:37.920741,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:39.541405,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:41.147936,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:42.704207,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:44.221877,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.85714285714286)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:45.771487,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:47.358694,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:49.010791,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:50.857198,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:52.307757,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:54.041554,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:55.616712,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:57.243163,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:49:58.826205,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:00.371780,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:02.101139,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:04.044570,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:05.777715,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:07.565739,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:09.325922,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:11.007916,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:12.587867,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:14.085098,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:15.637498,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:17.271969,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:18.882719,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:20.424582,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:21.970110,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 42.0)","(41.0, 95.0, 69.5)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 34.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:23.673419,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 41.2)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:25.392237,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 41.2)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:27.343568,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 41.2)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:29.023410,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:30.563986,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:32.085317,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 22.0)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:33.616969,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.166666666666664)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:35.093651,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.166666666666664)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:36.568681,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.166666666666664)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:50:38.037451,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.166666666666664)","(15.0, 28.0, 20.666666666666668)","(1.75, 2.48, 2.3987499999999997)","(26.0, 50.0, 45.4)","(41.0, 95.0, 85.2)","(4.2, 6.0, 5.088888888888889)","(6.5, 9.8, 8.825000000000001)","(26.0, 48.0, 42.0)","(31.0, 70.0, 42.666666666666664)"
