,Haras Rusty,Climb A Rainbow,Earth Shaker,Blue Bertrum,Pollys Express,Billy Nailer,Phantom Jasper,Pollys Courier
08-01-2023 13:40:30.252703,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:31.378168,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:32.851448,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:34.154186,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:35.508477,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:36.631520,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:37.799631,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:38.938952,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:40.126973,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:41.239056,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:42.300099,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:43.409343,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:44.634330,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:45.735969,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:46.757193,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:47.851390,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:49.004938,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:50.143771,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:51.268753,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:52.368658,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:53.387697,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:54.471908,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:55.643039,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:56.846767,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:58.054919,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:40:59.164555,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:00.203292,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:01.249517,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:02.271477,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:03.365265,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:04.366775,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:05.393738,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:06.425838,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:07.457009,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:08.491076,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:09.491735,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:10.556410,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:11.685692,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:12.832409,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:13.953136,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:15.078380,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:16.141303,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:17.138330,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:18.273199,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:19.382669,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:20.520721,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:21.691928,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:22.742276,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:23.823504,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:24.857868,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:25.944910,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:26.987475,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:28.054349,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:29.075940,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:30.177686,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:31.214828,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:32.285690,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:33.268719,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:34.278768,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:35.350611,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:36.483241,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:37.616216,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:38.660860,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:39.685877,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:40.718652,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:41.840371,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:42.969015,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:44.082236,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:45.221679,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:46.297922,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 20.214285714285715)","(6.5, 14.5, 11.0)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:47.331221,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:48.419225,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:49.461656,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:50.490911,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:51.494773,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:52.546672,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:53.604208,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:54.702635,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.116666666666667)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:55.709532,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:56.713893,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:57.731822,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:41:58.896843,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:42:00.031009,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:42:01.158521,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:42:02.225476,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:42:03.297353,"(26.0, 90.0, 46.25)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.486666666666668)","(3.2, 5.2, 3.6)","(91.0, 600.0, 158.33333333333331)"
