,Haras Rusty,Climb A Rainbow,Earth Shaker,Blue Bertrum,Pollys Express,Billy Nailer,Phantom Jasper,Pollys Courier
08-01-2023 13:42:42.544023,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.345454545454546)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:43.656623,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.345454545454546)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:44.759785,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.345454545454546)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:45.915251,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.345454545454546)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:47.014678,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:48.098914,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:49.100203,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:50.142967,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:51.296511,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:52.401131,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:53.463632,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:54.545038,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:55.567342,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:56.644661,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 15.333333333333332)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:57.700419,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:58.797194,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:42:59.900470,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:00.964593,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:02.057023,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:03.191948,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:04.166180,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:05.228654,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:06.345895,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:07.410549,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:08.558448,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:09.781049,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:10.986953,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:12.143530,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:13.126272,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:14.303435,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:15.449575,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 320.0)"
08-01-2023 13:43:16.581613,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 31.615384615384617)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 11.04375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 570.0, 155.0)"
08-01-2023 13:43:17.674424,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 580.0, 158.33333333333331)"
08-01-2023 13:43:18.694223,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:20.096233,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:21.130859,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:22.302258,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:23.504229,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:24.599796,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:25.687928,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:26.936736,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:28.012322,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:29.070872,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:30.066411,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:31.067057,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:32.145671,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:33.207943,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:34.320986,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:35.395072,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:36.409846,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:37.427937,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:38.536487,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:39.938461,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:41.093158,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:42.264441,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:43.453514,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:44.601877,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:45.869346,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:47.116679,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:48.324305,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:49.391531,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:50.449459,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:51.493438,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:52.680985,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:53.837544,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:55.037200,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:56.107765,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:57.181518,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:58.376639,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:43:59.466677,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:44:00.437694,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:44:01.659546,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:44:02.807021,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:44:04.078634,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:44:05.538685,"(26.0, 85.0, 44.375)","(18.0, 65.0, 55.4)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 27.0)","(12.0, 26.0, 21.294117647058822)","(6.5, 14.5, 10.7375)","(3.2, 5.0, 3.5454545454545454)","(91.0, 600.0, 158.33333333333331)"
08-01-2023 13:44:06.798146,"(26.0, 85.0, 44.375)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 600.0, 330.0)"
08-01-2023 13:44:08.082909,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:09.393686,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:10.750602,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:11.965679,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:13.089793,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:14.178455,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:15.341681,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:16.603978,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:17.841099,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
08-01-2023 13:44:18.884220,"(26.0, 85.0, 45.625)","(18.0, 65.0, 59.0)","(1.7, 2.64, 2.129032258064516)","(16.0, 42.0, 28.5)","(12.0, 26.0, 20.434782608695652)","(6.5, 14.5, 9.6)","(3.2, 5.0, 3.8363636363636364)","(91.0, 590.0, 330.0)"
