,Wild Express,Dashyns Dream,Mendis Girl,Marebell,Our Davina,Rye Munny,Watch Out Now,Destron Bay
15-12-2022 12:22:44.658940,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 82.0)"
15-12-2022 12:22:45.794740,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 82.0)"
15-12-2022 12:22:46.862148,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 55.66666666666667)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 82.0)"
15-12-2022 12:22:47.841405,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 55.66666666666667)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 82.0)"
15-12-2022 12:22:48.829189,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:49.835094,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:50.803430,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:51.782498,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:52.719303,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:53.698789,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:54.685982,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:55.720048,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:56.881256,"(3.7, 5.1, 4.8)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:57.882139,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 70.0, 48.5)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 60.2)"
15-12-2022 12:22:58.886855,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 65.0, 46.0)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 68.5)"
15-12-2022 12:23:00.037536,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 65.0, 46.0)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 68.5)"
15-12-2022 12:23:01.050907,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(19.0, 65.0, 46.0)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 68.5)"
15-12-2022 12:23:02.078485,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(21.0, 65.0, 39.666666666666664)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 9.04)","(31.0, 110.0, 54.66666666666667)"
15-12-2022 12:23:03.070981,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(21.0, 65.0, 39.666666666666664)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.6)","(7.0, 9.6, 8.8)","(31.0, 110.0, 54.66666666666667)"
15-12-2022 12:23:04.458020,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(21.0, 65.0, 39.666666666666664)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.333333333333334)","(7.0, 9.6, 8.7)","(31.0, 110.0, 54.66666666666667)"
15-12-2022 12:23:05.730803,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(21.0, 65.0, 39.666666666666664)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.333333333333334)","(7.0, 9.6, 8.7)","(31.0, 110.0, 54.66666666666667)"
15-12-2022 12:23:06.798596,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.423076923076923)","(21.0, 65.0, 39.666666666666664)","(5.5, 7.2, 6.95)","(7.0, 9.0, 8.155555555555555)","(7.0, 9.6, 9.266666666666666)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:08.001099,"(3.7, 5.0, 4.733333333333333)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.7, 5.348)","(21.0, 65.0, 51.8)","(5.5, 7.2, 6.314285714285714)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.6, 8.852631578947369)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:09.045865,"(3.7, 4.9, 4.623076923076923)","(6.0, 7.4, 6.79047619047619)","(4.4, 5.6, 5.348)","(21.0, 65.0, 51.8)","(5.5, 7.0, 6.314285714285714)","(7.0, 8.4, 7.933333333333334)","(7.0, 9.4, 8.852631578947369)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:10.051977,"(3.7, 4.9, 4.623076923076923)","(6.0, 7.4, 6.79047619047619)","(4.4, 5.6, 5.348)","(21.0, 65.0, 51.8)","(5.5, 7.0, 6.3)","(7.0, 8.4, 7.933333333333334)","(7.0, 9.4, 8.852631578947369)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:11.017843,"(3.7, 4.9, 4.620689655172414)","(6.0, 7.4, 6.79047619047619)","(4.4, 5.6, 5.348)","(21.0, 40.0, 33.411764705882355)","(5.5, 7.0, 6.3)","(7.0, 8.4, 8.155555555555555)","(7.0, 9.4, 9.266666666666666)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:12.005389,"(3.7, 4.9, 4.72)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.6, 5.348)","(21.0, 40.0, 33.2)","(5.5, 7.0, 6.3)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.6, 8.852631578947369)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:13.064351,"(3.7, 4.9, 4.618181818181818)","(6.0, 7.4, 6.79047619047619)","(4.4, 5.6, 5.348)","(21.0, 40.0, 33.2)","(5.5, 7.0, 6.6)","(7.0, 8.4, 8.155555555555555)","(7.0, 9.4, 9.266666666666666)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:14.094845,"(3.7, 4.9, 4.666666666666666)","(6.0, 7.6, 7.433333333333333)","(4.4, 5.6, 5.348)","(21.0, 40.0, 35.6)","(5.5, 7.0, 6.56)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.6, 8.852631578947369)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:15.134774,"(3.7, 4.9, 4.618181818181818)","(6.0, 7.2, 7.0285714285714285)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.56)","(7.0, 8.4, 7.933333333333334)","(7.0, 9.4, 9.266666666666666)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:16.119693,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.7, 5.423076923076923)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.56)","(7.0, 8.6, 8.155555555555555)","(7.0, 9.6, 9.266666666666666)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:17.194188,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.278260869565218)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.6, 8.852631578947369)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:18.176517,"(3.7, 4.9, 4.545714285714285)","(6.0, 7.2, 6.96)","(4.4, 5.7, 5.423076923076923)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.278260869565218)","(7.0, 8.4, 8.155555555555555)","(7.0, 9.4, 9.266666666666666)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:19.185781,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.278260869565218)","(7.0, 8.6, 8.155555555555555)","(7.0, 9.6, 8.852631578947369)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:20.270157,"(3.7, 4.9, 4.545714285714285)","(6.0, 7.2, 6.96)","(4.4, 5.7, 5.423076923076923)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.278260869565218)","(7.0, 8.4, 7.933333333333334)","(7.0, 9.4, 9.266666666666666)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:21.340279,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.6, 6.371428571428571)","(7.0, 8.6, 8.155555555555555)","(7.0, 9.6, 9.266666666666666)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:22.367843,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.7, 5.423076923076923)","(21.0, 38.0, 35.6)","(5.5, 6.6, 6.371428571428571)","(7.0, 8.6, 8.155555555555555)","(7.0, 9.6, 9.266666666666666)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:23.493044,"(3.7, 4.9, 4.545714285714285)","(6.0, 7.2, 6.96)","(4.4, 5.7, 5.423076923076923)","(21.0, 38.0, 35.6)","(5.5, 6.6, 6.371428571428571)","(7.0, 8.4, 8.155555555555555)","(7.0, 9.4, 9.266666666666666)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:24.527120,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.6, 6.371428571428571)","(7.0, 8.6, 8.155555555555555)","(7.0, 9.6, 9.266666666666666)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:25.652456,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.2, 6.96)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.6, 6.371428571428571)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.6, 8.852631578947369)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:26.684470,"(3.7, 4.9, 4.545714285714285)","(6.0, 7.2, 6.96)","(4.4, 5.7, 5.423076923076923)","(21.0, 38.0, 35.6)","(5.5, 6.6, 6.371428571428571)","(7.0, 8.4, 7.933333333333334)","(7.0, 9.4, 9.133333333333333)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:27.845244,"(3.7, 4.9, 4.6454545454545455)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.392307692307692)","(21.0, 40.0, 33.2)","(5.5, 6.6, 6.8)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.6, 9.285714285714286)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:28.858017,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.2, 6.6899999999999995)","(4.4, 5.7, 5.423076923076923)","(21.0, 40.0, 33.2)","(5.5, 7.0, 6.285714285714286)","(7.0, 8.4, 8.155555555555555)","(7.0, 9.4, 9.285714285714286)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:29.930042,"(3.7, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 6.8, 6.95)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.4, 8.789473684210526)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:30.932946,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.2, 6.6899999999999995)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 7.2, 6.95)","(7.0, 8.4, 7.933333333333334)","(7.0, 9.2, 9.285714285714286)","(31.0, 110.0, 64.4)"
15-12-2022 12:23:31.940133,"(3.7, 4.9, 4.55)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 7.0, 6.314285714285714)","(7.0, 8.6, 8.155555555555555)","(7.0, 9.4, 9.285714285714286)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:32.992676,"(3.7, 4.9, 4.55)","(6.0, 7.6, 7.35)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 7.0, 6.95)","(7.0, 8.6, 7.933333333333334)","(7.0, 9.4, 8.789473684210526)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:34.063378,"(3.7, 4.9, 4.55)","(6.0, 7.6, 7.35)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 7.2, 6.314285714285714)","(7.0, 8.4, 8.155555555555555)","(7.0, 9.2, 9.266666666666666)","(31.0, 110.0, 72.0)"
15-12-2022 12:23:35.104376,"(3.7, 4.9, 4.55)","(6.0, 7.4, 6.726315789473684)","(4.4, 5.6, 5.348)","(21.0, 38.0, 35.6)","(5.5, 7.0, 6.95)","(7.0, 8.6, 7.977777777777778)","(7.0, 9.6, 8.68)","(31.0, 110.0, 54.66666666666667)"
15-12-2022 12:23:36.305630,"(3.6, 4.9, 4.55)","(6.0, 7.6, 7.35)","(4.4, 5.6, 5.423076923076923)","(21.0, 38.0, 33.0)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.035294117647059)","(7.0, 9.2, 8.68)","(31.0, 110.0, 68.0)"
15-12-2022 12:23:37.326376,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.4, 6.726315789473684)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.0)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.485714285714286)","(7.0, 9.2, 9.133333333333333)","(31.0, 110.0, 68.0)"
15-12-2022 12:23:38.477177,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.0)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.010526315789473)","(7.0, 9.4, 8.68)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:39.644739,"(3.6, 4.9, 4.7)","(6.0, 7.6, 6.757894736842105)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.0)","(5.0, 7.2, 6.95)","(7.5, 8.8, 7.977777777777778)","(7.0, 9.2, 8.68)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:40.767069,"(3.6, 4.9, 4.7)","(6.0, 7.6, 6.757894736842105)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 31.90909090909091)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.466666666666667)","(7.0, 9.2, 9.0)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:41.903434,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.466666666666667)","(7.0, 9.6, 9.0)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:42.892797,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.466666666666667)","(7.0, 9.6, 8.706666666666667)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:43.987013,"(3.6, 4.9, 4.7)","(6.0, 7.6, 6.757894736842105)","(4.4, 5.7, 5.423076923076923)","(21.0, 34.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.466666666666667)","(7.0, 9.4, 9.0)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:45.046873,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.466666666666667)","(7.0, 9.6, 9.0)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:46.130207,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 31.375)","(5.0, 7.2, 6.95)","(7.5, 8.8, 7.977777777777778)","(7.0, 9.6, 8.706666666666667)","(31.0, 110.0, 86.0)"
15-12-2022 12:23:47.144582,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.6, 6.757894736842105)","(4.4, 5.7, 5.423076923076923)","(21.0, 34.0, 31.375)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.466666666666667)","(7.0, 9.4, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:48.168108,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.423076923076923)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.466666666666667)","(7.0, 9.6, 8.733333333333333)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:49.243247,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.6, 6.757894736842105)","(4.4, 5.7, 5.423076923076923)","(21.0, 34.0, 31.375)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.035294117647059)","(7.0, 9.4, 8.706666666666667)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:50.441014,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.7, 5.357142857142857)","(21.0, 34.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.008695652173913)","(7.0, 9.4, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:51.442306,"(3.6, 4.9, 4.7)","(6.0, 7.8, 7.199999999999999)","(4.4, 5.7, 5.357142857142857)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.3)","(7.0, 9.6, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:52.535639,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.08)","(4.4, 5.7, 5.5285714285714285)","(21.0, 36.0, 31.375)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 8.706666666666667)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:53.526979,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.4, 7.08)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.375)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.4, 8.706666666666667)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:54.679885,"(3.6, 4.8, 4.579411764705882)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.375)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.4, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:55.802209,"(3.6, 4.9, 4.776923076923077)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:56.955034,"(3.6, 4.9, 4.776923076923077)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.272727272727273)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:58.163047,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 33.42857142857143)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.272727272727273)","(31.0, 110.0, 60.2)"
15-12-2022 12:23:59.249984,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 29.0)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:24:00.334591,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:24:01.360927,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:24:02.393419,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.3)","(7.0, 9.6, 9.0)","(31.0, 110.0, 60.2)"
15-12-2022 12:24:03.382312,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.4, 7.0)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.0)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.05)","(7.0, 9.6, 8.85)","(31.0, 110.0, 86.0)"
15-12-2022 12:24:04.392651,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.05)","(7.0, 9.6, 8.85)","(26.0, 110.0, 86.0)"
15-12-2022 12:24:05.472852,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.05)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:06.515546,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.05)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:07.621922,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.05)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:08.668499,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 9.0, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:09.994804,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2857142857142865)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:11.080412,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2857142857142865)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:12.159950,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2857142857142865)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:13.216222,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2857142857142865)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:14.577046,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2857142857142865)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:15.729233,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2857142857142865)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
