,Tiggerlong Sassy,Hilton Hawk,Golden Avatar,Arch See All,Irish Hope,Nova Star,Our Winnie
10-01-2023 16:42:18.415116,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.51)","(4.0, 6.2, 5.48421052631579)","(12.0, 27.0, 24.2)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:19.591950,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.51)","(4.0, 6.2, 5.48421052631579)","(12.0, 27.0, 24.2)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:20.751452,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.51)","(4.0, 6.2, 5.48421052631579)","(12.0, 27.0, 24.2)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:21.877313,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 4.466666666666667)","(4.0, 6.2, 6.21875)","(12.0, 27.0, 15.0)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:22.936602,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 5.0, 3.672727272727273)","(4.0, 7.0, 5.8315789473684205)","(12.0, 27.0, 15.0)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:24.018588,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 3.646153846153846)","(4.0, 6.8, 5.8315789473684205)","(12.0, 27.0, 15.0)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:25.095237,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 5.0, 4.4)","(4.0, 6.8, 5.8315789473684205)","(12.0, 27.0, 15.0)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:26.156577,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.8, 5.8315789473684205)","(12.0, 27.0, 15.0)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:27.219153,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.8, 5.8315789473684205)","(12.0, 27.0, 18.6)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:28.201761,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.8, 5.8315789473684205)","(12.0, 27.0, 18.6)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:29.222911,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.8, 5.8315789473684205)","(12.0, 27.0, 18.6)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:30.370577,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.8, 6.241666666666667)","(12.0, 27.0, 18.6)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:31.565468,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 6.241666666666667)","(12.0, 27.0, 18.6)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:32.731318,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 6.241666666666667)","(12.0, 27.0, 18.6)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:33.874712,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 6.241666666666667)","(12.0, 27.0, 18.6)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:34.936323,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 6.241666666666667)","(12.0, 27.0, 18.6)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:36.035853,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 6.241666666666667)","(12.0, 27.0, 21.666666666666664)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:37.114496,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 6.241666666666667)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:38.202251,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.4, 5.71578947368421)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:39.361807,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.4)","(4.0, 6.6, 5.71578947368421)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 15.4)"
10-01-2023 16:42:40.341429,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 3.8285714285714287)","(4.0, 6.6, 5.71578947368421)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 13.533333333333333)"
10-01-2023 16:42:41.443847,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.557142857142857)","(4.0, 6.6, 5.71578947368421)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 14.0)"
10-01-2023 16:42:42.533121,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.557142857142857)","(4.0, 6.6, 5.71578947368421)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 13.666666666666666)"
10-01-2023 16:42:43.708637,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.6375)","(4.0, 6.6, 5.5)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 13.666666666666666)"
10-01-2023 16:42:44.737651,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.6375)","(4.0, 6.4, 5.5)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 15.866666666666667)"
10-01-2023 16:42:45.748795,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 15.866666666666667)"
10-01-2023 16:42:46.826987,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 21.666666666666664)","(9.0, 21.0, 15.866666666666667)"
10-01-2023 16:42:47.949837,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 23.22222222222222)","(9.0, 21.0, 14.0)"
10-01-2023 16:42:49.229580,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 23.22222222222222)","(9.0, 21.0, 14.0)"
10-01-2023 16:42:50.400777,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 23.22222222222222)","(9.0, 21.0, 14.0)"
10-01-2023 16:42:51.517336,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 23.22222222222222)","(9.0, 21.0, 14.0)"
10-01-2023 16:42:52.844220,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.825)","(4.0, 6.4, 5.5)","(12.0, 26.0, 23.22222222222222)","(9.0, 21.0, 14.0)"
10-01-2023 16:42:53.965720,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.842857142857143)","(4.0, 6.4, 5.5)","(12.0, 26.0, 24.041666666666668)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:42:55.275559,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.842857142857143)","(4.0, 6.4, 5.5)","(12.0, 25.0, 21.40625)","(9.0, 21.0, 12.75)"
10-01-2023 16:42:56.369368,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.658333333333333)","(4.0, 6.4, 5.5)","(12.0, 25.0, 22.384615384615387)","(9.0, 21.0, 12.75)"
10-01-2023 16:42:57.469306,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.658333333333333)","(4.0, 6.4, 5.5)","(12.0, 24.0, 21.75)","(9.0, 21.0, 12.75)"
10-01-2023 16:42:58.553597,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.658333333333333)","(4.0, 6.4, 5.5)","(12.0, 24.0, 21.75)","(9.0, 21.0, 12.75)"
10-01-2023 16:42:59.636743,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 3.95, 3.658333333333333)","(4.0, 6.4, 5.0285714285714285)","(12.0, 24.0, 21.75)","(9.0, 21.0, 12.75)"
10-01-2023 16:43:00.639847,"(2.25, 3.2, 3.0545454545454547)","(12.0, 25.0, 17.0)","(21.0, 70.0, 38.666666666666664)","(3.5, 4.9, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:01.661088,"(2.25, 3.2, 3.04)","(12.0, 24.0, 16.666666666666668)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:02.700860,"(2.25, 3.15, 3.03)","(12.0, 24.0, 14.833333333333334)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:03.782085,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:04.872966,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:06.003514,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:07.217319,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:08.407483,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:09.466583,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:10.541927,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:11.776338,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:12.870656,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 4.3)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:13.922544,"(2.25, 3.15, 3.03)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 3.7555555555555555)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:14.988384,"(2.25, 3.1, 3.0272727272727273)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 5.0, 3.7555555555555555)","(4.0, 6.4, 5.661538461538462)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:15.984517,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:16.973635,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:18.006409,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:19.043288,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:20.129480,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:21.100494,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:22.047954,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:23.005065,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:24.040992,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:25.116620,"(2.25, 3.1, 3.02)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.690909090909091)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:26.206161,"(2.25, 3.1, 3.05)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.68)","(4.0, 6.4, 5.4)","(12.0, 24.0, 21.75)","(9.0, 21.0, 10.916666666666666)"
10-01-2023 16:43:27.417818,"(2.25, 3.0, 2.688)","(12.0, 24.0, 15.2)","(21.0, 70.0, 34.75)","(3.5, 4.8, 4.466666666666667)","(4.0, 6.4, 5.172727272727273)","(12.0, 24.0, 22.727272727272727)","(9.0, 21.0, 11.375)"
10-01-2023 16:43:28.463603,"(2.25, 3.0, 2.7266666666666666)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.466666666666667)","(4.0, 6.4, 5.050000000000001)","(12.0, 28.0, 20.5)","(9.0, 21.0, 11.375)"
10-01-2023 16:43:29.743265,"(2.25, 3.0, 2.805)","(12.0, 25.0, 21.166666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.761111111111111)","(4.0, 6.4, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:30.747598,"(2.25, 3.0, 2.9316666666666666)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.761111111111111)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:31.779054,"(2.25, 3.0, 2.8)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:32.945072,"(2.25, 3.0, 2.8545454545454545)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:33.967925,"(2.25, 3.0, 2.8545454545454545)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:34.966302,"(2.25, 3.0, 2.8545454545454545)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:36.158886,"(2.25, 3.0, 2.8545454545454545)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:37.197193,"(2.25, 3.0, 2.8545454545454545)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:38.240669,"(2.25, 2.98, 2.59)","(12.0, 25.0, 17.333333333333332)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:39.298073,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 21.166666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:40.311344,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 21.166666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.444444444444445)"
10-01-2023 16:43:41.292059,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 20.4)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 13.65)"
10-01-2023 16:43:42.273107,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 20.4)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 14.875)"
10-01-2023 16:43:43.275191,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 17.666666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.9, 4.300000000000001)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 14.875)"
10-01-2023 16:43:44.388792,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 17.666666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.9, 3.8555555555555556)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 12.25)"
10-01-2023 16:43:45.414896,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 17.0)","(21.0, 70.0, 30.0)","(3.5, 5.1, 4.35)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:46.388017,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 22.444444444444443)","(21.0, 70.0, 30.0)","(3.5, 5.0, 4.35)","(4.0, 6.2, 5.15)","(12.0, 27.0, 20.5)","(9.0, 21.0, 15.065217391304348)"
10-01-2023 16:43:47.458000,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 22.444444444444443)","(21.0, 70.0, 30.0)","(3.5, 5.0, 4.25)","(4.0, 6.2, 5.5)","(12.0, 27.0, 20.5)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:48.395391,"(2.25, 2.96, 2.821818181818182)","(12.0, 25.0, 22.444444444444443)","(21.0, 70.0, 30.0)","(3.5, 4.8, 4.25)","(4.0, 6.2, 5.5)","(12.0, 27.0, 20.5)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:49.680518,"(2.25, 2.96, 2.3299999999999996)","(12.0, 25.0, 20.6)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.8000000000000003)","(4.0, 6.2, 5.5)","(12.0, 27.0, 20.5)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:50.664578,"(2.25, 2.94, 2.328)","(12.0, 25.0, 20.6)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.8000000000000003)","(4.0, 6.2, 5.5)","(12.0, 27.0, 20.5)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:51.988952,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.375)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.7555555555555555)","(4.0, 6.2, 5.16)","(12.0, 27.0, 15.857142857142858)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:53.005517,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.666666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.7555555555555555)","(4.0, 6.2, 5.16)","(12.0, 27.0, 15.857142857142858)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:54.128585,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.666666666666668)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.7555555555555555)","(4.0, 6.2, 5.16)","(12.0, 26.0, 18.0)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:55.294786,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.77777777777778)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.7555555555555555)","(4.0, 6.2, 5.222222222222222)","(12.0, 26.0, 18.0)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:56.444844,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.77777777777778)","(21.0, 70.0, 30.0)","(3.5, 4.7, 3.7529411764705882)","(4.0, 6.0, 5.333333333333333)","(12.0, 26.0, 18.0)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:57.938188,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.88888888888889)","(21.0, 70.0, 30.0)","(3.5, 4.6, 3.745)","(4.0, 6.0, 5.333333333333333)","(12.0, 26.0, 18.0)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:43:59.281069,"(2.25, 2.92, 2.48)","(12.0, 25.0, 22.88888888888889)","(21.0, 70.0, 30.0)","(3.5, 4.6, 3.745)","(4.0, 6.0, 5.333333333333333)","(12.0, 26.0, 18.0)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:44:00.685348,"(2.25, 2.92, 2.48)","(12.0, 25.0, 23.0)","(21.0, 70.0, 30.0)","(3.5, 4.6, 3.745)","(4.0, 6.0, 5.333333333333333)","(12.0, 26.0, 18.0)","(9.0, 21.0, 11.714285714285714)"
10-01-2023 16:44:01.897543,"(2.25, 2.92, 2.48)","(12.0, 25.0, 23.0)","(21.0, 70.0, 30.0)","(3.5, 4.6, 4.209090909090909)","(4.0, 6.0, 5.54)","(12.0, 26.0, 17.666666666666668)","(9.0, 21.0, 15.5)"
10-01-2023 16:44:03.070177,"(2.25, 2.88, 2.8024999999999998)","(12.0, 25.0, 23.9375)","(21.0, 65.0, 45.0)","(3.5, 4.5, 4.073333333333333)","(4.0, 5.9, 5.54)","(12.0, 25.0, 17.666666666666668)","(9.0, 20.0, 15.5)"
10-01-2023 16:44:04.159498,"(2.25, 2.88, 2.53)","(12.0, 25.0, 24.055555555555557)","(21.0, 65.0, 45.0)","(3.5, 4.5, 4.073333333333333)","(4.0, 5.9, 5.54)","(12.0, 25.0, 17.666666666666668)","(9.0, 20.0, 19.136363636363637)"
