,Cruising Bellew,Hoppers Dream,Manoeuver Man,Calculating Dancer,Mamma Kass,Midnight Sport,Captain Thunderbolt Nz,Passionate Pursuit,Absolution,My Golden Eagle
12-01-2023 15:29:02.703066,"(61.0, 110.0, 83.0)","(31.0, 75.0, 64.66666666666667)","(41.0, 70.0, 61.666666666666664)","(2.7, 2.9, 2.8488524590163933)","(12.0, 16.5, 15.131578947368421)","(10.0, 10.5, 9.966666666666667)","(31.0, 99999, 99990)","(13.0, 27.0, 26.166666666666668)","(4.2, 5.6, 5.588235294117647)","(3.6, 4.6, 4.598913043478261)"
12-01-2023 15:29:04.139869,"(61.0, 110.0, 98.75)","(31.0, 75.0, 72.0)","(41.0, 75.0, 69.5)","(2.7, 2.9, 3.0884615384615386)","(12.0, 16.5, 15.7)","(10.0, 10.5, 13.8375)","(31.0, 99999, 99990)","(13.0, 27.0, 22.1)","(4.2, 5.8, 6.140000000000001)","(3.6, 4.6, 9.25)"
12-01-2023 15:29:05.555114,"(61.0, 130.0, 102.0)","(31.0, 110.0, 59.33333333333333)","(41.0, 95.0, 69.5)","(2.7, 3.7, 3.068421052631579)","(12.0, 22.0, 15.7)","(10.0, 16.5, 13.8375)","(31.0, 99999, 99990)","(13.0, 32.0, 22.1)","(4.2, 6.8, 6.140000000000001)","(3.7, 11.0, 7.904166666666667)"
12-01-2023 15:29:06.903727,"(61.0, 120.0, 82.0)","(31.0, 110.0, 62.0)","(41.0, 95.0, 67.0)","(2.7, 3.7, 2.772)","(12.0, 22.0, 15.7)","(10.0, 16.5, 9.542857142857143)","(31.0, 99999, 99990)","(13.0, 32.0, 21.3)","(4.2, 6.8, 6.140000000000001)","(3.7, 8.8, 7.223076923076924)"
12-01-2023 15:29:08.586539,"(61.0, 100.0, 82.0)","(31.0, 90.0, 62.0)","(41.0, 90.0, 67.0)","(2.7, 2.82, 3.1879999999999997)","(12.0, 22.0, 15.7)","(10.0, 9.8, 9.542857142857143)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.8, 6.140000000000001)","(3.7, 8.8, 7.223076923076924)"
12-01-2023 15:29:10.111171,"(61.0, 100.0, 82.0)","(31.0, 90.0, 62.0)","(41.0, 90.0, 67.0)","(2.7, 3.65, 2.6672972972972975)","(12.0, 22.0, 11.24)","(10.0, 9.8, 9.542857142857143)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.8, 5.345454545454546)","(3.7, 8.8, 6.237500000000001)"
12-01-2023 15:29:11.559423,"(61.0, 100.0, 86.5)","(31.0, 90.0, 52.66666666666667)","(41.0, 90.0, 56.0)","(2.6, 2.84, 3.641044776119403)","(12.0, 21.0, 12.866666666666667)","(10.0, 9.8, 9.542857142857143)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.8, 5.345454545454546)","(3.7, 8.8, 5.871428571428572)"
12-01-2023 15:29:13.016178,"(61.0, 100.0, 109.0)","(31.0, 90.0, 59.5)","(41.0, 80.0, 67.0)","(2.6, 3.65, 3.542741935483871)","(12.0, 21.0, 11.9)","(10.0, 9.8, 9.542857142857143)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.8, 5.345454545454546)","(3.7, 8.8, 5.871428571428572)"
12-01-2023 15:29:14.562418,"(61.0, 130.0, 174.6153846153846)","(31.0, 85.0, 84.16666666666667)","(41.0, 90.0, 62.0)","(2.6, 3.7, 3.6531249999999997)","(12.0, 15.0, 11.9)","(10.0, 9.8, 9.553846153846154)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.8, 4.984615384615385)","(3.7, 8.8, 5.871428571428572)"
12-01-2023 15:29:16.244924,"(61.0, 180.0, 147.14285714285714)","(31.0, 85.0, 83.37209302325581)","(41.0, 80.0, 62.0)","(2.6, 3.7, 3.661111111111111)","(12.0, 15.0, 11.9)","(10.0, 9.8, 9.533333333333333)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.6, 4.984615384615385)","(3.7, 8.8, 5.871428571428572)"
12-01-2023 15:29:17.806244,"(61.0, 150.0, 156.42857142857144)","(31.0, 85.0, 83.37209302325581)","(41.0, 80.0, 32.22727272727273)","(2.6, 3.7, 4.4)","(12.0, 15.0, 11.9)","(10.0, 9.8, 10.82)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 6.6, 3.4591836734693877)","(3.7, 8.8, 5.871428571428572)"
12-01-2023 15:29:19.231781,"(61.0, 160.0, 156.42857142857144)","(31.0, 85.0, 83.37209302325581)","(41.0, 40.0, 23.2)","(2.6, 5.0, 4.880612244897959)","(12.0, 15.0, 11.9)","(10.0, 16.5, 12.24)","(31.0, 99999, 99990)","(13.0, 30.0, 21.3)","(4.2, 3.5, 3.458823529411765)","(3.7, 8.8, 7.6)"
