,The Big One,Renato,Trespassing,Altomega,Eye Opener,Scenic Ruler,Supersession,My Top Secret,Rising Commodity,Cherry Bay,Prinsessa Anja,Marmooga
11-01-2023 16:05:14.564664,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.898181818181818)","(101.0, 220.0, 177.14285714285714)","(18.0, 50.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 145.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(101.0, 160.0, 142.85714285714286)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:16.244679,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.898181818181818)","(101.0, 220.0, 177.14285714285714)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 145.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(101.0, 160.0, 142.85714285714286)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:18.009673,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.898181818181818)","(101.0, 220.0, 177.14285714285714)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 145.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(101.0, 160.0, 142.85714285714286)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:19.730204,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(101.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:21.403459,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(101.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:23.101400,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(101.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:24.898143,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:26.693720,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 46.6)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:28.516378,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 42.4)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:30.453719,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 48.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:32.241192,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:33.984438,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:35.658373,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:37.446533,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:39.298940,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:40.977004,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(101.0, 220.0, 182.5)","(18.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:42.660931,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(91.0, 220.0, 182.5)","(19.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 164.28571428571428)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:44.367215,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(91.0, 220.0, 182.5)","(19.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 160.0)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:46.056260,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(91.0, 220.0, 182.5)","(19.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 160.0)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:47.690256,"(7.5, 9.8, 9.329411764705883)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.908)","(91.0, 220.0, 182.5)","(19.0, 46.0, 44.8)","(71.0, 200.0, 171.42857142857144)","(5.5, 7.4, 7.08421052631579)","(51.0, 190.0, 154.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 160.0)","(91.0, 160.0, 145.0)","(3.3, 3.9, 3.765909090909091)"
11-01-2023 16:05:49.355192,"(7.5, 9.8, 8.733333333333333)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.833333333333333)","(91.0, 220.0, 160.0)","(19.0, 46.0, 43.375)","(71.0, 200.0, 133.33333333333334)","(5.5, 7.4, 7.15)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 123.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.9, 3.8015625)"
11-01-2023 16:05:50.922050,"(7.5, 9.8, 9.0)","(10.0, 12.0, 11.541666666666666)","(2.6, 3.0, 2.8499999999999996)","(91.0, 220.0, 160.0)","(19.0, 46.0, 41.8)","(71.0, 200.0, 133.33333333333334)","(5.5, 7.4, 7.15)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 123.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:05:52.634063,"(7.5, 9.8, 8.866666666666667)","(10.0, 12.0, 11.895833333333334)","(2.6, 3.0, 2.8307692307692305)","(91.0, 220.0, 170.0)","(19.0, 46.0, 44.5)","(71.0, 200.0, 160.0)","(5.5, 7.4, 7.175)","(51.0, 190.0, 150.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 150.0)","(91.0, 160.0, 135.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:05:54.224045,"(7.5, 9.8, 8.866666666666667)","(10.0, 12.0, 11.895833333333334)","(2.6, 3.0, 2.8307692307692305)","(91.0, 220.0, 170.0)","(19.0, 46.0, 44.5)","(71.0, 200.0, 160.0)","(5.5, 7.4, 7.175)","(51.0, 190.0, 150.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 150.0)","(91.0, 160.0, 135.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:05:55.892752,"(7.5, 9.8, 8.866666666666667)","(10.0, 12.0, 11.970588235294118)","(2.6, 3.0, 2.8307692307692305)","(91.0, 220.0, 170.0)","(19.0, 46.0, 44.5)","(71.0, 200.0, 160.0)","(5.5, 7.4, 7.175)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 150.0)","(91.0, 160.0, 136.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:05:57.531593,"(7.5, 9.8, 8.866666666666667)","(10.0, 12.5, 11.970588235294118)","(2.6, 3.0, 2.8307692307692305)","(91.0, 220.0, 170.0)","(19.0, 46.0, 44.5)","(71.0, 200.0, 160.0)","(5.5, 7.4, 7.3)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 150.0)","(91.0, 160.0, 136.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:05:59.120894,"(7.5, 9.8, 8.866666666666667)","(10.0, 12.5, 11.970588235294118)","(2.6, 3.0, 2.8307692307692305)","(91.0, 220.0, 170.0)","(19.0, 46.0, 44.5)","(71.0, 200.0, 160.0)","(5.5, 7.6, 7.3)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 126.66666666666667)","(91.0, 160.0, 136.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:00.878541,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.970588235294118)","(2.6, 3.0, 2.8307692307692305)","(91.0, 220.0, 160.0)","(19.0, 46.0, 44.5)","(71.0, 200.0, 133.33333333333334)","(5.5, 7.6, 7.3)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 126.66666666666667)","(91.0, 160.0, 120.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:02.716126,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.970588235294118)","(2.6, 3.0, 2.9)","(91.0, 220.0, 160.0)","(19.0, 46.0, 36.0)","(71.0, 200.0, 133.33333333333334)","(5.5, 7.6, 7.044444444444444)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 152.0)","(91.0, 160.0, 120.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:04.395070,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.970588235294118)","(2.6, 2.98, 2.8466666666666667)","(91.0, 220.0, 160.0)","(19.0, 46.0, 42.36363636363636)","(71.0, 200.0, 133.33333333333334)","(5.5, 7.6, 7.044444444444444)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 145.0)","(91.0, 160.0, 120.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:06.190449,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.970588235294118)","(2.6, 2.98, 2.8466666666666667)","(91.0, 220.0, 160.0)","(19.0, 44.0, 42.36363636363636)","(71.0, 200.0, 133.33333333333334)","(5.5, 7.6, 7.044444444444444)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 145.0)","(91.0, 160.0, 120.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:08.717751,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.976744186046512)","(2.6, 2.98, 2.9)","(91.0, 220.0, 160.0)","(19.0, 44.0, 39.33333333333333)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 145.0)","(91.0, 160.0, 130.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:11.077192,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.976744186046512)","(2.6, 2.98, 2.948)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 145.0)","(91.0, 160.0, 130.0)","(3.3, 3.9, 3.7875)"
11-01-2023 16:06:13.153322,"(7.5, 9.8, 9.0)","(10.0, 12.5, 11.976744186046512)","(2.6, 2.98, 2.948)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.7660550458715596)"
11-01-2023 16:06:14.995548,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 2.98, 2.948)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:16.656832,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 2.98, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:18.309340,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:20.036092,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:21.636134,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 40.0, 37.66666666666667)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:23.277436,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 40.0, 35.09090909090909)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:24.836288,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 36.0, 34.333333333333336)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:26.450398,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(91.0, 220.0, 160.0)","(19.0, 36.0, 34.333333333333336)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(71.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:28.133687,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(101.0, 220.0, 160.0)","(18.0, 36.0, 34.333333333333336)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:29.921209,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(101.0, 220.0, 160.0)","(18.0, 36.0, 34.333333333333336)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:31.767594,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.841176470588235)","(101.0, 220.0, 160.0)","(18.0, 36.0, 34.333333333333336)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 162.85714285714286)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:33.471223,"(7.5, 9.8, 9.0)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.8363636363636364)","(101.0, 220.0, 160.0)","(18.0, 36.0, 34.18181818181818)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.1)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 152.0)","(91.0, 160.0, 130.0)","(3.3, 4.0, 3.774336283185841)"
11-01-2023 16:06:35.190754,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.8363636363636364)","(101.0, 220.0, 160.0)","(18.0, 36.0, 32.0)","(71.0, 200.0, 150.0)","(5.5, 7.6, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:36.813954,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.8363636363636364)","(101.0, 220.0, 160.0)","(18.0, 36.0, 32.0)","(71.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:38.392069,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.818181818181818)","(101.0, 220.0, 160.0)","(18.0, 34.0, 32.0)","(71.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:40.205781,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.818181818181818)","(101.0, 220.0, 160.0)","(18.0, 34.0, 32.0)","(71.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:42.091691,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.818181818181818)","(101.0, 220.0, 160.0)","(18.0, 36.0, 33.0)","(71.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:43.829900,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.833333333333333)","(101.0, 220.0, 160.0)","(18.0, 36.0, 35.0)","(71.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:45.488242,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.833333333333333)","(101.0, 220.0, 160.0)","(18.0, 40.0, 33.333333333333336)","(71.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:47.305924,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 12.228395061728396)","(2.6, 3.0, 2.833333333333333)","(91.0, 220.0, 160.0)","(18.0, 40.0, 34.0)","(61.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.820967741935484)"
11-01-2023 16:06:48.996789,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 11.98235294117647)","(2.6, 3.0, 2.833333333333333)","(91.0, 220.0, 160.0)","(18.0, 38.0, 33.0)","(61.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.801851851851852)"
11-01-2023 16:06:50.993893,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 11.98235294117647)","(2.6, 3.0, 2.833333333333333)","(91.0, 220.0, 160.0)","(18.0, 36.0, 33.0)","(61.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.801851851851852)"
11-01-2023 16:06:52.716619,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 11.98235294117647)","(2.6, 3.0, 2.833333333333333)","(91.0, 220.0, 160.0)","(18.0, 36.0, 33.0)","(61.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.801851851851852)"
11-01-2023 16:06:54.469004,"(7.5, 9.8, 9.444444444444445)","(10.0, 12.5, 11.98235294117647)","(2.6, 3.0, 2.833333333333333)","(91.0, 220.0, 145.0)","(18.0, 36.0, 32.0)","(61.0, 200.0, 150.0)","(5.5, 7.4, 7.327272727272728)","(51.0, 190.0, 123.33333333333334)","(61.0, 190.0, 136.66666666666666)","(61.0, 190.0, 156.66666666666669)","(91.0, 160.0, 130.0)","(3.3, 3.95, 3.801851851851852)"
