,Triumph,Electra Glide,Jagger Bale,Lala Reindeer,Reiko Bolt,Nicki Whoop,Kanji Giant,Super Marli
14-12-2022 19:04:52.040731,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 60.0, 36.388888888888886)"
14-12-2022 19:04:53.242503,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 60.0, 34.16666666666667)"
14-12-2022 19:04:54.420435,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:04:55.579308,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:04:56.761065,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:04:57.975846,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 356.6666666666667)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:04:59.236843,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:00.521327,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:01.712143,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:02.893955,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:04.104257,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:05.326479,"(1.3, 1.6, 1.4384615384615385)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:06.510803,"(1.3, 1.6, 1.457142857142857)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:07.748581,"(1.3, 1.58, 1.4218181818181816)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:08.981509,"(1.3, 1.57, 1.4377777777777778)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:10.239344,"(1.3, 1.57, 1.4217647058823528)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:11.488503,"(1.3, 1.57, 1.4217647058823528)","(17.0, 130.0, 42.45454545454545)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:12.684014,"(1.3, 1.57, 1.4217647058823528)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:13.863846,"(1.3, 1.57, 1.4217647058823528)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:15.159380,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 34.16666666666667)"
14-12-2022 19:05:16.444625,"(1.3, 1.57, 1.4219354838709677)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 55.0, 31.944444444444443)"
14-12-2022 19:05:17.720633,"(1.3, 1.57, 1.4219354838709677)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:18.873806,"(1.3, 1.57, 1.5231632653061224)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:20.026178,"(1.3, 1.57, 1.5231632653061224)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:21.271903,"(1.3, 1.57, 1.5231632653061224)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:22.529487,"(1.3, 1.57, 1.5454216867469879)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:23.932688,"(1.3, 1.57, 1.5454216867469879)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:25.263819,"(1.3, 1.57, 1.5454216867469879)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:26.549799,"(1.3, 1.58, 1.5278)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:28.056630,"(1.3, 1.58, 1.5454216867469879)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:29.545821,"(1.3, 1.57, 1.5454216867469879)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:30.796890,"(1.3, 1.57, 1.5454216867469879)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:32.037738,"(1.3, 1.58, 1.5278)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:33.519109,"(1.3, 1.58, 1.5278)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:34.943495,"(1.3, 1.58, 1.5278)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:36.386546,"(1.3, 1.58, 1.5278)","(17.0, 130.0, 66.4)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:37.763979,"(1.3, 1.58, 1.5278)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:39.079827,"(1.3, 1.57, 1.5471951219512197)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.7)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:40.396547,"(1.3, 1.57, 1.5471951219512197)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 8.4, 5.775)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:41.713592,"(1.3, 1.44, 1.407029702970297)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 37.0)","(4.2, 8.4, 5.775)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:43.047505,"(1.3, 1.44, 1.407029702970297)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 37.0)","(4.2, 8.4, 5.775)","(17.0, 50.0, 31.944444444444443)"
14-12-2022 19:05:44.371260,"(1.3, 1.44, 1.407029702970297)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 37.0)","(4.2, 8.4, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:45.684896,"(1.3, 1.44, 1.407029702970297)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 37.0)","(4.2, 9.6, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:46.905503,"(1.3, 1.52, 1.5092307692307692)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 37.0)","(4.2, 9.6, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:48.019509,"(1.3, 1.52, 1.5092307692307692)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 9.6, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:49.234269,"(1.3, 1.52, 1.590909090909091)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 9.6, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:50.447839,"(1.3, 1.6, 1.5927272727272728)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 440.0, 244.0)","(21.0, 65.0, 27.666666666666668)","(4.2, 9.6, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:51.667546,"(1.3, 1.6, 1.5927272727272728)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 550.0, 466.33333333333337)","(21.0, 70.0, 46.5)","(4.2, 9.6, 8.2)","(17.0, 50.0, 43.5)"
14-12-2022 19:05:52.851269,"(1.3, 1.6, 1.5927272727272728)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 8.466666666666667)","(17.0, 65.0, 55.5)"
14-12-2022 19:05:54.013169,"(1.3, 1.44, 1.390635593220339)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 15.25)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 8.466666666666667)","(17.0, 65.0, 55.5)"
14-12-2022 19:05:55.253544,"(1.3, 1.44, 1.390635593220339)","(17.0, 130.0, 63.142857142857146)","(71.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 8.85)","(17.0, 65.0, 55.5)"
14-12-2022 19:05:56.409785,"(1.3, 1.44, 1.390635593220339)","(17.0, 130.0, 67.6)","(71.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 9.257142857142856)","(17.0, 65.0, 55.5)"
14-12-2022 19:05:57.635447,"(1.3, 1.44, 1.390635593220339)","(17.0, 130.0, 67.6)","(71.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 9.257142857142856)","(17.0, 65.0, 55.5)"
14-12-2022 19:05:58.778915,"(1.3, 1.44, 1.390635593220339)","(17.0, 130.0, 68.19999999999999)","(71.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 8.55)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:00.075367,"(1.3, 1.6, 1.4384615384615385)","(17.0, 130.0, 68.19999999999999)","(71.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 8.55)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:01.280065,"(1.3, 1.6, 1.4384615384615385)","(17.0, 130.0, 68.19999999999999)","(71.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(51.0, 550.0, 299.0)","(21.0, 70.0, 46.5)","(4.2, 10.0, 8.55)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:02.497325,"(1.3, 1.6, 1.4384615384615385)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.05)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:03.654180,"(1.3, 1.6, 1.4384615384615385)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.05)","(17.0, 65.0, 53.25)"
14-12-2022 19:06:04.798724,"(1.3, 1.58, 1.4078125)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:05.992349,"(1.3, 1.57, 1.3945378151260504)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:07.263153,"(1.3, 1.57, 1.39412213740458)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:08.506773,"(1.3, 1.56, 1.4059374999999998)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 65.0, 55.5)"
14-12-2022 19:06:09.657332,"(1.3, 1.55, 1.3940336134453781)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 65.0, 41.25)"
14-12-2022 19:06:10.815608,"(1.3, 1.55, 1.3940336134453781)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 65.0, 41.25)"
14-12-2022 19:06:12.012877,"(1.3, 1.53, 1.4027272727272726)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 70.0, 46.5)","(4.2, 10.0, 9.066666666666666)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:13.176854,"(1.3, 1.53, 1.4027272727272726)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 18.333333333333336)","(61.0, 550.0, 299.0)","(19.0, 65.0, 27.666666666666668)","(4.2, 10.0, 9.066666666666666)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:14.421615,"(1.3, 1.53, 1.4027272727272726)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 20.0, 15.9375)","(61.0, 550.0, 299.0)","(19.0, 65.0, 27.666666666666668)","(4.2, 10.0, 9.066666666666666)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:15.613733,"(1.3, 1.53, 1.4027272727272726)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 19.5, 15.9375)","(61.0, 550.0, 299.0)","(19.0, 65.0, 27.666666666666668)","(4.2, 10.0, 9.066666666666666)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:16.835513,"(1.3, 1.51, 1.4009090909090909)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 19.5, 12.3)","(61.0, 550.0, 299.0)","(19.0, 65.0, 27.666666666666668)","(4.2, 10.0, 9.066666666666666)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:18.031260,"(1.3, 1.51, 1.4009090909090909)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 19.5, 13.333333333333334)","(61.0, 550.0, 299.0)","(19.0, 65.0, 27.666666666666668)","(4.2, 10.0, 7.257142857142858)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:19.214721,"(1.3, 1.5, 1.3927731092436975)","(17.0, 130.0, 68.19999999999999)","(81.0, 590.0, 327.5)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 299.0)","(19.0, 65.0, 27.666666666666668)","(4.2, 9.4, 7.257142857142858)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:20.410183,"(1.3, 1.49, 1.4062162162162162)","(17.0, 130.0, 68.19999999999999)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 710.0, 599.6666666666666)","(19.0, 65.0, 31.181818181818183)","(4.2, 9.2, 8.808333333333334)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:21.558127,"(1.3, 1.49, 1.3988235294117646)","(17.0, 130.0, 63.35294117647059)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 700.0, 591.3333333333334)","(19.0, 65.0, 31.181818181818183)","(4.2, 9.2, 8.808333333333334)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:22.659164,"(1.3, 1.49, 1.3988235294117646)","(17.0, 130.0, 63.35294117647059)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 700.0, 591.3333333333334)","(19.0, 65.0, 33.0)","(4.2, 9.2, 8.808333333333334)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:23.850113,"(1.3, 1.49, 1.3988235294117646)","(17.0, 130.0, 63.35294117647059)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 700.0, 591.3333333333334)","(19.0, 65.0, 33.333333333333336)","(4.2, 9.2, 8.87142857142857)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:25.087414,"(1.3, 1.49, 1.3988235294117646)","(17.0, 130.0, 63.35294117647059)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 700.0, 591.3333333333334)","(19.0, 65.0, 37.85714285714286)","(4.2, 9.2, 8.944444444444443)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:26.329198,"(1.3, 1.48, 1.4217647058823528)","(17.0, 130.0, 63.35294117647059)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 700.0, 591.3333333333334)","(19.0, 65.0, 37.85714285714286)","(4.2, 9.2, 8.87142857142857)","(17.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:27.460486,"(1.3, 1.48, 1.4217647058823528)","(18.0, 130.0, 63.35294117647059)","(81.0, 660.0, 560.8333333333334)","(9.0, 19.0, 13.333333333333334)","(61.0, 700.0, 591.3333333333334)","(16.0, 65.0, 30.818181818181817)","(4.4, 9.2, 8.980952380952381)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:28.509130,"(1.3, 1.48, 1.4217647058823528)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 299.0)","(16.0, 65.0, 30.818181818181817)","(4.4, 9.2, 8.944444444444443)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:29.646993,"(1.3, 1.48, 1.4217647058823528)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 299.0)","(14.0, 65.0, 54.07142857142857)","(4.4, 9.2, 8.944444444444443)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:30.868877,"(1.3, 1.48, 1.4217647058823528)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 299.0)","(14.0, 60.0, 54.07142857142857)","(4.4, 9.2, 8.944444444444443)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:32.136567,"(1.3, 1.5, 1.45)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 299.0)","(14.0, 60.0, 51.4)","(4.4, 9.2, 8.87142857142857)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:33.252404,"(1.3, 1.5, 1.43125)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 299.0)","(14.0, 60.0, 51.5)","(4.4, 9.2, 8.79090909090909)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:34.297984,"(1.3, 1.6, 1.46875)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 19.0, 11.714285714285714)","(61.0, 440.0, 244.0)","(14.0, 60.0, 49.5)","(4.4, 9.2, 8.79090909090909)","(18.0, 50.0, 22.916666666666668)"
14-12-2022 19:06:35.477159,"(1.3, 1.6, 1.46875)","(18.0, 130.0, 63.35294117647059)","(81.0, 610.0, 340.0)","(9.0, 18.5, 14.5)","(61.0, 440.0, 244.0)","(14.0, 60.0, 49.5)","(4.4, 9.2, 8.79090909090909)","(18.0, 50.0, 22.916666666666668)"
