,Vale Orchard,Discrepancy,Harvard Scholar,Golden State,Hotspot Hero,Mepunga Roz,Axel Coaster
04-01-2023 11:05:17.951435,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:18.996850,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:20.001554,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:21.025539,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:22.000573,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:23.018518,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:24.009543,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:25.041822,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:26.089786,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:27.101654,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:28.152284,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:29.221564,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:30.237465,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:31.323756,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:32.398049,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:33.495219,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:34.576525,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:35.638946,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:36.670448,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:37.694948,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:38.686006,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:39.713743,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:40.723173,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:41.738179,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:42.758962,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:43.733518,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:44.717966,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:45.717220,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:46.687715,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:47.680884,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.5172727272727276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:48.627028,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.2, 6.035820895522388)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:49.609757,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 13.0)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:50.572285,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:51.551289,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:52.501880,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:53.478453,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:54.473881,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.393125)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:55.489019,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.4213793103448276)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:56.470189,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.0)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.58, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:57.452413,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.31578947368421)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:58.447956,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.31578947368421)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:05:59.435631,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.31578947368421)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:00.323648,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.31578947368421)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:01.248496,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.31578947368421)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:02.186088,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.31578947368421)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.5)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:03.377260,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.782608695652174)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.3733333333333335)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:04.508814,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 8.681818181818182)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.4082758620689657)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:05.655638,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.0, 6.84)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.715789473684211)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.56, 2.3351351351351353)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:06.764370,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.715789473684211)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.3351351351351353)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:07.848592,"(10.0, 17.0, 10.538461538461538)","(4.0, 6.8, 6.661538461538462)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.715789473684211)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:08.929074,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:09.946837,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:10.963460,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:11.963581,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:13.037726,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:14.115443,"(10.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:15.130851,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:16.154211,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.31)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:17.153430,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.52, 2.442857142857143)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:18.230831,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.2, 7.0)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:19.284717,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:20.339044,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:21.591789,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:22.693887,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:23.724805,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:24.733621,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:25.698219,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:26.685189,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:27.675723,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:28.662986,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:29.622901,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:30.633189,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:31.604517,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:32.605001,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:33.622976,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:34.616940,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:35.594275,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:36.594907,"(12.0, 17.0, 10.538461538461538)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:37.586643,"(12.0, 17.0, 11.166666666666666)","(4.0, 7.6, 6.742857142857143)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:38.580207,"(12.0, 17.0, 11.166666666666666)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:39.574229,"(12.0, 17.0, 11.013157894736842)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 5.6000000000000005)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:40.551535,"(12.0, 17.0, 11.013157894736842)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 5.6000000000000005)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:41.516267,"(12.0, 17.0, 11.013157894736842)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 5.6000000000000005)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:42.445404,"(12.0, 17.0, 11.473684210526315)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:43.356633,"(12.0, 17.0, 11.473684210526315)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:44.255137,"(12.0, 17.0, 11.473684210526315)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:45.221695,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:46.179883,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:47.158800,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.586363636363636)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:48.120341,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:49.030203,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:49.990896,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:50.907768,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:51.850540,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:52.788722,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
04-01-2023 11:06:53.706182,"(12.0, 17.0, 11.93421052631579)","(4.0, 7.6, 7.054545454545455)","(11.0, 22.0, 14.8)","(6.0, 11.0, 7.482352941176471)","(6.0, 7.0, 6.16)","(2.0, 2.5, 2.44)","(13.0, 19.5, 13.2)"
