,Joeys On A Roll,Isla And Addie,Bronski Zulu,Sheleftalotofbling,Big Bozz
10-01-2023 12:23:30.626920,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:31.618595,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:32.669739,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:33.716149,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:34.757778,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:35.744227,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:36.695897,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:37.683177,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:38.661509,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:39.674404,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:40.631204,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:41.616689,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:42.624229,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:43.647804,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:44.587570,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:45.565388,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:46.619209,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:47.689965,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:48.718562,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:49.624950,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:50.636321,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:51.698345,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:52.671675,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:53.681075,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:54.689654,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:55.638921,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:56.611068,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:57.626971,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:58.626594,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:23:59.611052,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:00.611779,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:01.609222,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:02.646838,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:03.617569,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:04.519594,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:05.649113,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:06.723848,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:07.740525,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:08.704080,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:09.888090,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:10.920820,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:12.023406,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:13.134052,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:14.122285,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:15.133794,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:16.139693,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:17.146150,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:18.115582,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:19.087238,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:20.130320,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:21.218912,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:22.348040,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:23.262757,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:24.351308,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.0, 10.5, 9.05)","(7.0, 13.0, 10.444444444444445)"
10-01-2023 12:24:25.453283,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:26.633060,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:27.673936,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:28.842526,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:29.752930,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:30.712979,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:31.736911,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:32.703924,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:33.696524,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:34.725902,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:35.728401,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:36.627632,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:37.592969,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:38.528952,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:39.568712,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:40.595242,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:41.567946,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:42.530635,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:43.510906,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:44.409887,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:45.330297,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:46.306510,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:47.278599,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:48.148171,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.05)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:49.238881,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:50.403798,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:51.516638,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:52.576421,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:53.624383,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:54.685683,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:55.682830,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:56.550655,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.002666666666667)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:57.482885,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:58.447273,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:24:59.388987,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:00.268935,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:01.331089,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:02.282722,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:03.166759,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:03.964306,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:04.839922,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:05.760600,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:06.754045,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:07.651019,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:08.568321,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:09.456577,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:10.406284,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:11.294819,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:12.229235,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:13.107364,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 10.444444444444445)"
10-01-2023 12:25:13.966861,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 9.166666666666668)"
10-01-2023 12:25:14.894199,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.008888888888889)","(7.5, 10.5, 9.825)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:15.814119,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.01)","(7.5, 10.5, 9.825)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:16.742506,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.0114285714285716)","(7.5, 10.5, 9.825)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:17.617178,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.013333333333333)","(7.5, 10.5, 9.825)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:18.710090,"(4.2, 6.4, 5.6000000000000005)","(5.5, 8.4, 6.733333333333333)","(1.75, 2.08, 2.0082758620689654)","(7.5, 10.5, 9.728571428571428)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:19.780813,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.108235294117647)","(7.5, 10.5, 9.728571428571428)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:20.719630,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.108235294117647)","(7.5, 10.5, 9.728571428571428)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:21.636520,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.1208510638297873)","(7.5, 10.5, 9.728571428571428)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:22.475492,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.023225806451613)","(7.5, 10.5, 9.728571428571428)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:23.349668,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.023225806451613)","(7.5, 10.5, 9.728571428571428)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:24.210711,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.023225806451613)","(7.5, 10.5, 10.00909090909091)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:25.123449,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.021176470588235)","(7.5, 10.5, 10.00909090909091)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:26.054048,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.021176470588235)","(7.5, 10.5, 10.00909090909091)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:26.997924,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.021176470588235)","(7.5, 10.5, 10.00909090909091)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:27.819049,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.021176470588235)","(7.5, 10.5, 10.00909090909091)","(7.5, 13.0, 9.333333333333332)"
10-01-2023 12:25:28.682021,"(4.2, 6.4, 5.866666666666667)","(5.5, 8.4, 7.050000000000001)","(1.75, 2.24, 2.021176470588235)","(7.5, 10.5, 10.00909090909091)","(7.5, 13.0, 9.333333333333332)"
