,Joeys On A Roll,Isla And Addie,Bronski Zulu,Sheleftalotofbling,Big Bozz
10-01-2023 12:19:05.292308,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:06.260806,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:07.243695,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:08.146696,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:09.071252,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:10.078169,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:10.971934,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:11.890772,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:12.919133,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:13.831406,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:14.728843,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:15.748066,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:16.699285,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:17.556937,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:18.474201,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:19.488051,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:20.466510,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:21.326723,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:22.244148,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:23.254845,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:24.189085,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:25.109456,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:26.040563,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:26.987847,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:27.890092,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:28.820370,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:29.787247,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:30.882453,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:31.962447,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:32.997277,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:34.084051,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:35.050852,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:36.069991,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:37.182152,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:38.236876,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:39.148670,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:40.070364,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:41.130382,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:42.201195,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:43.156141,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:44.290250,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:45.388156,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:46.529911,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:47.514972,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:48.495632,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:49.488013,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:50.404056,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:51.421364,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:52.464445,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:53.400769,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:54.254665,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:55.272678,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:56.264109,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:57.159893,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:58.110978,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:19:59.066176,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:00.037829,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:00.997940,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:01.955861,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:02.826599,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:03.682971,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:04.698625,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:05.673884,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:06.583114,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:07.459453,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:08.327096,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.8, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:09.311579,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:10.369510,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:11.423442,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:12.248765,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:13.221686,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:14.238778,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:15.162154,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:16.032932,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:16.973434,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:17.930993,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:18.836373,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:19.702957,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:20.561896,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:21.419587,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:22.227493,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:23.132009,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:24.074290,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:24.974764,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:25.764190,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:26.582879,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:27.518595,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:28.356496,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:29.165147,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:30.109567,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:31.277127,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:32.253546,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.7)"
10-01-2023 12:20:33.254432,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:34.272828,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:35.244668,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:36.327516,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:37.364366,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:38.533779,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:39.581247,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:40.442287,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:41.316517,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:42.256489,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:43.248721,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:44.094873,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.899999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:45.062642,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:45.997125,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:46.868262,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:47.730538,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:48.698037,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:49.659392,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:50.630895,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:51.697082,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:52.731779,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:53.682717,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:54.541552,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:55.443573,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:56.468546,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:57.444553,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:58.419197,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:20:59.353485,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:00.211445,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:01.111832,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:02.024389,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:02.922204,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:03.896521,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:04.843610,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:05.753699,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:06.615729,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:07.580126,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:08.520881,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:09.351625,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:10.220156,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:11.144284,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:12.059185,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
10-01-2023 12:21:12.899390,"(4.2, 5.8, 5.4)","(5.5, 7.2, 6.6)","(1.75, 2.2, 2.12)","(7.0, 9.2, 8.399999999999999)","(7.0, 10.0, 9.914285714285715)"
