,Beauty You,Silver Lad,Silver Scars,Bettys Star,Runs Like Bluey,Speed Craze,Sapphire Pixie,Bag The Cash
04-01-2023 11:31:07.092845,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:08.366675,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:09.572007,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:10.728611,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:11.902223,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:13.122032,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:14.345367,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:15.573588,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:16.759038,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:18.001551,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:19.416943,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:20.927270,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:22.254068,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:23.550170,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:24.836826,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:26.083433,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:27.348744,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 14.239999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 23.81818181818182)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 34.36363636363636)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:28.720597,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.849999999999998)","(31.0, 320.0, 105.5)","(16.0, 46.0, 32.526315789473685)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:30.006642,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 105.5)","(16.0, 46.0, 32.526315789473685)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:31.220339,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 105.5)","(16.0, 46.0, 32.526315789473685)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:32.461302,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 137.42857142857142)","(16.0, 46.0, 30.0)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:33.674832,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 137.42857142857142)","(16.0, 46.0, 24.545454545454547)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:34.877605,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 137.42857142857142)","(16.0, 46.0, 24.545454545454547)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:36.137603,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 137.42857142857142)","(16.0, 46.0, 24.545454545454547)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:37.697731,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 15.775000000000002)","(31.0, 320.0, 137.42857142857142)","(16.0, 46.0, 24.545454545454547)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:39.200183,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.0, 16.533333333333335)","(31.0, 320.0, 108.5)","(16.0, 46.0, 23.090909090909093)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:40.640909,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.0, 16.533333333333335)","(31.0, 320.0, 108.5)","(16.0, 46.0, 23.090909090909093)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:42.044569,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.0, 16.533333333333335)","(31.0, 320.0, 108.5)","(16.0, 46.0, 23.090909090909093)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:43.473163,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.0, 16.533333333333335)","(31.0, 320.0, 108.5)","(16.0, 46.0, 23.090909090909093)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 33.27272727272727)","(11.0, 36.0, 21.3125)"
04-01-2023 11:31:44.999183,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.0, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:46.365952,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:47.740045,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:49.265156,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:50.627784,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:52.020933,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:53.334418,"(1.45, 2.12, 1.5257142857142858)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:54.717152,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:56.027429,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:57.263424,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:31:58.727680,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 16.503225806451614)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:00.585709,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:01.953881,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:03.575710,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:05.159112,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:06.458966,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 225.33333333333334)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:07.733987,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:09.016089,"(1.45, 2.12, 1.5046153846153847)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:10.279057,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:11.558230,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.428571428571427)"
04-01-2023 11:32:12.821555,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 31.636363636363633)"
04-01-2023 11:32:14.119095,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 31.636363636363633)"
04-01-2023 11:32:15.415876,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 31.636363636363633)"
04-01-2023 11:32:16.644853,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 179.0)","(16.0, 46.0, 32.666666666666664)","(11.0, 28.0, 26.4)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 31.636363636363633)"
04-01-2023 11:32:17.858055,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 36.0, 27.555555555555557)"
04-01-2023 11:32:19.049566,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:20.212846,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:21.373195,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:22.627866,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:23.849960,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:25.015194,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:26.209485,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 15.71764705882353)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 27.555555555555557)"
04-01-2023 11:32:27.309881,"(1.45, 2.12, 1.5333333333333332)","(8.0, 17.5, 14.65128205128205)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 31.227272727272727)","(11.0, 28.0, 26.25)","(5.0, 9.0, 7.024324324324324)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 24.727272727272727)"
04-01-2023 11:32:28.395098,"(1.45, 2.12, 1.5333333333333332)","(8.0, 24.0, 19.317948717948717)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 9.0, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:29.486525,"(1.45, 2.1, 1.4868131868131869)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:30.535774,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:31.640384,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:32.702100,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:33.788037,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:34.872198,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:35.915971,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:37.034804,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.0)","(11.0, 28.0, 23.75)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 41.66666666666667)","(11.0, 40.0, 21.666666666666664)"
04-01-2023 11:32:38.066937,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.5, 11.16)","(31.0, 320.0, 112.85714285714286)","(16.0, 46.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:39.104950,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:40.188718,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:41.181867,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:42.208462,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:43.289772,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:44.385799,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:45.515396,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:46.603992,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
04-01-2023 11:32:47.704610,"(1.45, 2.04, 1.5173333333333334)","(8.0, 16.0, 13.9)","(31.0, 320.0, 105.5)","(16.0, 40.0, 26.133333333333333)","(11.0, 28.0, 25.875)","(5.0, 8.4, 6.942424242424242)","(21.0, 70.0, 33.63636363636364)","(11.0, 40.0, 27.307692307692307)"
