,War Hammer,Sketchy In By,Hooked On Jack,Lend The Moose,Olsen Gang,Willina Charm,Pure Devil,Cosmic Franky
07-12-2022 13:26:55.225971,"(4.2, 5.8, 5.712)","(2.6, 3.35, 3.3138297872340425)","(21.0, 30.0, 28.166666666666668)","(9.0, 12.0, 11.604166666666666)","(81.0, 130.0, 111.27659574468085)","(14.0, 19.0, 18.2)","(13.0, 15.5, 15.136363636363637)","(3.2, 3.7, 3.6475409836065573)"
07-12-2022 13:26:56.398240,"(4.2, 5.8, 5.69655172413793)","(2.6, 3.4, 3.3067307692307693)","(21.0, 30.0, 28.166666666666668)","(9.0, 12.0, 11.532786885245901)","(81.0, 130.0, 99.80392156862744)","(14.0, 19.0, 17.68)","(13.0, 15.5, 14.796296296296296)","(3.2, 3.7, 3.6432835820895524)"
07-12-2022 13:26:57.508796,"(4.2, 5.8, 5.712903225806452)","(2.6, 3.4, 3.321428571428571)","(21.0, 30.0, 28.166666666666668)","(9.0, 12.0, 11.532786885245901)","(81.0, 130.0, 100.0909090909091)","(14.0, 19.0, 17.8)","(13.0, 15.5, 14.75)","(3.2, 3.7, 3.651908396946565)"
07-12-2022 13:26:58.665003,"(4.2, 5.8, 5.6869565217391305)","(2.6, 3.4, 3.353125)","(21.0, 30.0, 28.52173913043478)","(9.0, 11.5, 11.083333333333334)","(81.0, 130.0, 103.39622641509433)","(14.0, 18.5, 17.8)","(13.0, 15.5, 14.6)","(3.2, 3.7, 3.6739130434782608)"
07-12-2022 13:26:59.768379,"(4.2, 5.8, 5.723076923076923)","(2.6, 3.3, 3.2944444444444443)","(21.0, 30.0, 28.488888888888887)","(9.0, 11.5, 11.083333333333334)","(81.0, 130.0, 102.3529411764706)","(14.0, 18.5, 17.928571428571427)","(13.0, 15.5, 14.733333333333333)","(3.2, 3.7, 3.6875)"
07-12-2022 13:27:00.814846,"(4.2, 6.0, 5.878378378378378)","(2.6, 3.35, 3.3065217391304347)","(21.0, 29.0, 28.875)","(9.0, 11.5, 11.214285714285714)","(81.0, 130.0, 102.3529411764706)","(14.0, 18.5, 18.0)","(13.0, 15.0, 14.772727272727273)","(3.2, 3.7, 3.661538461538462)"
07-12-2022 13:27:01.798430,"(4.4, 6.0, 5.930769230769231)","(2.6, 3.35, 3.3361111111111112)","(21.0, 29.0, 28.90909090909091)","(9.0, 11.5, 11.214285714285714)","(81.0, 130.0, 102.3529411764706)","(14.0, 18.5, 17.8)","(13.0, 15.0, 14.6875)","(3.2, 3.7, 3.6714285714285713)"
07-12-2022 13:27:02.837947,"(4.4, 6.2, 6.106172839506173)","(2.6, 3.35, 3.325)","(21.0, 30.0, 28.46808510638298)","(9.0, 11.5, 11.1)","(81.0, 130.0, 104.73684210526315)","(14.0, 18.5, 17.8)","(13.0, 15.0, 14.333333333333334)","(3.2, 3.7, 3.7446153846153845)"
07-12-2022 13:27:03.821923,"(4.4, 6.2, 6.134693877551021)","(2.6, 3.35, 3.325)","(21.0, 30.0, 28.571428571428573)","(9.0, 11.5, 11.1)","(81.0, 130.0, 104.0909090909091)","(14.0, 18.5, 17.736363636363635)","(13.0, 14.5, 14.205882352941176)","(3.2, 3.75, 3.7398148148148147)"
07-12-2022 13:27:04.958158,"(4.4, 6.2, 6.1030303030303035)","(2.6, 3.4, 3.355)","(21.0, 30.0, 28.583333333333332)","(9.0, 11.0, 10.982142857142858)","(81.0, 130.0, 101.70212765957447)","(14.0, 18.5, 17.425531914893618)","(13.0, 14.5, 14.0625)","(3.2, 3.75, 3.7416666666666667)"
07-12-2022 13:27:06.148123,"(4.4, 6.2, 6.037837837837838)","(2.6, 3.4, 3.373333333333333)","(21.0, 30.0, 29.03030303030303)","(9.0, 11.5, 10.972727272727273)","(81.0, 130.0, 103.92156862745098)","(14.0, 18.0, 17.09090909090909)","(13.0, 14.5, 14.066666666666666)","(3.2, 3.75, 3.738732394366197)"
07-12-2022 13:27:07.374104,"(4.4, 6.2, 6.050000000000001)","(2.6, 3.4, 3.3946428571428573)","(21.0, 30.0, 29.03030303030303)","(9.0, 11.5, 11.008474576271187)","(81.0, 130.0, 103.92156862745098)","(14.0, 17.5, 16.964285714285715)","(13.0, 14.5, 13.971014492753623)","(3.2, 3.75, 3.7416666666666667)"
07-12-2022 13:27:08.670457,"(4.4, 6.2, 6.050000000000001)","(2.6, 3.4, 3.393859649122807)","(21.0, 30.0, 29.03030303030303)","(9.0, 11.5, 11.007462686567164)","(81.0, 130.0, 102.29166666666667)","(14.0, 17.5, 17.195652173913043)","(13.0, 14.0, 13.977777777777778)","(3.2, 3.75, 3.745081967213115)"
07-12-2022 13:27:10.150858,"(4.4, 6.2, 6.0888888888888895)","(2.6, 3.45, 3.3785714285714286)","(21.0, 30.0, 29.03448275862069)","(9.0, 11.5, 11.007462686567164)","(81.0, 130.0, 104.0909090909091)","(14.0, 17.5, 17.125)","(13.0, 14.0, 14.413793103448276)","(3.2, 3.75, 3.6517857142857144)"
07-12-2022 13:27:11.423696,"(4.4, 6.2, 6.10625)","(2.6, 3.4, 3.375)","(21.0, 30.0, 28.967741935483872)","(9.0, 11.5, 11.015151515151516)","(81.0, 130.0, 108.0)","(14.0, 18.0, 17.181818181818183)","(12.0, 14.5, 14.055555555555555)","(3.2, 3.7, 3.638144329896907)"
07-12-2022 13:27:12.756713,"(4.4, 6.2, 6.0888888888888895)","(2.6, 3.4, 3.3657142857142857)","(21.0, 30.0, 28.416666666666668)","(9.0, 11.5, 10.991228070175438)","(81.0, 130.0, 112.63157894736842)","(14.0, 18.0, 17.5)","(12.0, 14.5, 14.142857142857142)","(3.2, 3.7, 3.625)"
07-12-2022 13:27:14.176907,"(4.4, 5.9, 5.841726618705036)","(2.6, 3.35, 3.313311688311688)","(21.0, 30.0, 30.666666666666668)","(9.0, 11.5, 10.983333333333333)","(81.0, 130.0, 112.85714285714286)","(14.0, 18.0, 17.555555555555557)","(12.0, 14.5, 15.035714285714286)","(3.2, 3.7, 3.6476190476190475)"
07-12-2022 13:27:15.462442,"(4.4, 5.9, 5.858878504672897)","(2.6, 3.35, 3.313311688311688)","(21.0, 32.0, 30.875)","(9.0, 11.0, 11.485507246376812)","(81.0, 130.0, 112.85714285714286)","(14.0, 18.0, 17.6)","(12.0, 15.5, 15.030303030303031)","(3.2, 3.65, 3.637037037037037)"
07-12-2022 13:27:16.626854,"(4.4, 6.0, 5.951724137931034)","(2.6, 3.35, 3.3211734693877553)","(21.0, 32.0, 30.875)","(9.0, 12.5, 11.605263157894736)","(81.0, 130.0, 112.85714285714286)","(14.0, 18.0, 17.453125)","(12.0, 15.5, 15.176190476190476)","(3.2, 3.65, 3.6166666666666667)"
07-12-2022 13:27:17.683977,"(4.4, 6.0, 5.947368421052632)","(2.7, 3.35, 3.316256157635468)","(21.0, 32.0, 31.384615384615383)","(9.0, 12.0, 11.605263157894736)","(81.0, 130.0, 112.85714285714286)","(13.0, 17.5, 17.385245901639344)","(12.0, 15.5, 15.217171717171718)","(3.2, 3.65, 3.6222222222222222)"
07-12-2022 13:27:18.823334,"(4.4, 6.0, 5.9375)","(2.7, 3.35, 3.3148717948717947)","(21.0, 32.0, 31.384615384615383)","(9.0, 12.0, 11.605263157894736)","(81.0, 130.0, 120.0)","(13.0, 17.5, 17.385245901639344)","(12.0, 15.5, 15.217171717171718)","(3.2, 3.65, 3.608695652173913)"
07-12-2022 13:27:19.996123,"(4.4, 6.0, 5.9375)","(2.7, 3.35, 3.2574324324324326)","(21.0, 32.0, 31.384615384615383)","(9.0, 12.0, 11.605263157894736)","(81.0, 130.0, 120.0)","(13.0, 17.5, 17.385245901639344)","(12.0, 15.5, 15.196078431372548)","(3.2, 3.65, 3.6192307692307693)"
07-12-2022 13:27:21.241195,"(4.4, 6.0, 5.942857142857143)","(2.7, 3.35, 3.2630434782608697)","(21.0, 32.0, 31.285714285714285)","(9.0, 12.0, 11.6875)","(81.0, 130.0, 122.5)","(13.0, 17.5, 17.385245901639344)","(12.0, 15.5, 15.20754716981132)","(3.2, 3.65, 3.611290322580645)"
07-12-2022 13:27:22.401159,"(4.4, 6.0, 5.846153846153846)","(2.7, 3.35, 3.2672413793103448)","(21.0, 32.0, 31.285714285714285)","(9.0, 12.0, 11.6875)","(81.0, 130.0, 118.0)","(13.0, 17.5, 17.385245901639344)","(12.0, 15.5, 15.231958762886597)","(3.2, 3.65, 3.6051724137931034)"
07-12-2022 13:27:23.558404,"(4.4, 6.0, 5.95)","(2.7, 3.35, 3.272077922077922)","(21.0, 32.0, 31.384615384615383)","(9.0, 12.0, 11.777777777777779)","(81.0, 130.0, 114.11764705882354)","(13.0, 17.5, 17.385245901639344)","(12.0, 15.5, 14.880952380952381)","(3.2, 3.65, 3.645161290322581)"
07-12-2022 13:27:24.733413,"(4.6, 6.0, 5.964705882352941)","(2.7, 3.25, 3.2333333333333334)","(21.0, 32.0, 31.384615384615383)","(9.0, 12.0, 11.777777777777779)","(71.0, 120.0, 114.11764705882354)","(13.0, 17.5, 16.633333333333333)","(12.0, 15.5, 14.813725490196079)","(3.2, 3.7, 3.6348484848484848)"
07-12-2022 13:27:25.884945,"(4.6, 6.2, 5.98)","(2.7, 3.25, 3.2329545454545454)","(21.0, 32.0, 31.384615384615383)","(9.0, 12.0, 11.568807339449542)","(71.0, 120.0, 114.11764705882354)","(13.0, 17.5, 16.692307692307693)","(12.0, 15.5, 15.818181818181818)","(3.2, 3.7, 3.6348484848484848)"
07-12-2022 13:27:27.044655,"(4.6, 6.2, 6.017567567567568)","(2.7, 3.25, 3.2317901234567903)","(21.0, 32.0, 31.333333333333332)","(9.0, 12.0, 11.666666666666666)","(71.0, 120.0, 120.0)","(13.0, 17.5, 16.8)","(12.0, 16.0, 16.214285714285715)","(3.2, 3.7, 3.723076923076923)"
07-12-2022 13:27:28.317714,"(4.6, 6.2, 6.056410256410256)","(2.7, 3.2, 3.140909090909091)","(21.0, 32.0, 30.846153846153847)","(9.0, 12.0, 11.921052631578947)","(71.0, 130.0, 124.28571428571429)","(13.0, 17.5, 16.8)","(12.0, 16.5, 15.857142857142858)","(3.2, 3.75, 3.7202702702702704)"
07-12-2022 13:27:29.432718,"(4.6, 6.2, 6.056410256410256)","(2.7, 3.15, 3.1477272727272725)","(21.0, 32.0, 30.846153846153847)","(9.0, 12.0, 11.921052631578947)","(71.0, 130.0, 126.0)","(13.0, 17.5, 16.666666666666668)","(12.0, 16.5, 15.696428571428571)","(3.2, 3.75, 3.682608695652174)"
07-12-2022 13:27:30.526604,"(4.6, 6.2, 6.058620689655172)","(2.7, 3.3, 3.16969696969697)","(21.0, 30.0, 29.88888888888889)","(9.0, 12.0, 11.925)","(71.0, 130.0, 126.0)","(13.0, 17.5, 16.666666666666668)","(12.0, 16.5, 15.774193548387096)","(3.2, 3.7, 3.675925925925926)"
07-12-2022 13:27:31.624191,"(4.6, 6.2, 6.054838709677419)","(2.7, 3.25, 3.2190265486725664)","(21.0, 32.0, 30.6)","(9.0, 12.0, 11.803030303030303)","(71.0, 130.0, 126.0)","(13.0, 17.5, 17.35483870967742)","(12.0, 16.5, 15.75)","(3.2, 3.7, 3.725862068965517)"
07-12-2022 13:27:32.742723,"(4.6, 6.2, 6.075555555555556)","(2.7, 3.25, 3.141304347826087)","(21.0, 32.0, 31.543478260869566)","(9.0, 12.0, 11.814285714285715)","(71.0, 130.0, 5059.5)","(13.0, 17.5, 9998.5)","(12.0, 16.5, 9998.5)","(3.2, 3.75, 9998.5)"
07-12-2022 13:27:33.828727,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:34.927829,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:36.157254,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:37.189445,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:38.231085,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:39.414589,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:40.610768,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:41.710316,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:42.806827,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:43.894159,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:44.977605,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:46.168819,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:47.289435,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
07-12-2022 13:27:48.573972,"(4.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(3.2, 99998, 9998.5)"
