,War Hammer,Sketchy In By,Hooked On Jack,Lend The Moose,Olsen Gang,Willina Charm,Pure Devil,Cosmic Franky
07-12-2022 13:22:11.908706,"(4.4, 6.8, 6.0125)","(2.5, 3.15, 2.9905)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 20.0, 19.0)","(13.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:12.977098,"(4.4, 6.8, 6.0125)","(2.5, 3.15, 2.937333333333333)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 20.0, 19.0)","(13.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:13.990448,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 2.937333333333333)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 20.0, 19.0)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.761111111111111)"
07-12-2022 13:22:15.048301,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 3.034)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 20.0, 19.0)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:16.052793,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 2.976)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 20.0, 19.529411764705884)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.761111111111111)"
07-12-2022 13:22:17.146790,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 2.9905)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 20.0, 18.608695652173914)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:18.190387,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 2.937333333333333)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 21.0, 19.26086956521739)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:19.344391,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 2.937333333333333)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 21.0, 19.26086956521739)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.761111111111111)"
07-12-2022 13:22:20.575299,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 3.034)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 21.0, 19.26086956521739)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:21.813198,"(4.6, 6.8, 6.0125)","(2.5, 3.15, 2.937333333333333)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 21.0, 19.26086956521739)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.761111111111111)"
07-12-2022 13:22:22.960589,"(4.6, 6.8, 5.95)","(2.5, 3.15, 2.9905)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 21.0, 19.26086956521739)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:24.060580,"(4.6, 6.8, 5.95)","(2.5, 3.15, 3.0588571428571427)","(31.0, 50.0, 43.77777777777778)","(7.5, 11.5, 10.977272727272727)","(81.0, 440.0, 355.0)","(8.5, 21.0, 19.26086956521739)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:25.252515,"(4.6, 6.8, 5.95)","(2.5, 3.15, 2.9185714285714286)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.226190476190476)","(81.0, 440.0, 355.0)","(8.5, 21.0, 20.069767441860463)","(12.0, 20.0, 18.59375)","(3.3, 3.85, 3.761111111111111)"
07-12-2022 13:22:26.547462,"(4.6, 6.6, 5.906666666666666)","(2.5, 3.15, 3.0439285714285713)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.08)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.166666666666664)","(12.0, 20.0, 18.884615384615387)","(3.3, 3.85, 3.8038461538461537)"
07-12-2022 13:22:27.806165,"(4.6, 6.6, 5.911764705882353)","(2.5, 3.15, 3.0439285714285713)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.4)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.069767441860463)","(12.0, 19.5, 18.884615384615387)","(3.3, 3.85, 3.831818181818182)"
07-12-2022 13:22:28.893292,"(4.6, 6.4, 5.9)","(2.5, 3.15, 3.0149999999999997)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.4)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.069767441860463)","(12.0, 19.5, 18.884615384615387)","(3.3, 3.85, 3.831818181818182)"
07-12-2022 13:22:29.960282,"(4.6, 6.4, 5.9)","(2.5, 3.15, 3.0149999999999997)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.4)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.069767441860463)","(12.0, 19.5, 18.884615384615387)","(3.3, 3.85, 3.807894736842105)"
07-12-2022 13:22:31.058194,"(4.6, 6.4, 6.1)","(2.5, 3.15, 3.0085714285714285)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.125)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.59375)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.831818181818182)"
07-12-2022 13:22:32.158552,"(4.6, 6.8, 5.829411764705882)","(2.5, 3.15, 2.964375)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.043478260869566)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.59375)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.807894736842105)"
07-12-2022 13:22:33.412006,"(4.6, 6.8, 5.829411764705882)","(2.5, 3.15, 2.964375)","(31.0, 50.0, 42.55172413793103)","(7.5, 11.5, 11.043478260869566)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.59375)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.807894736842105)"
07-12-2022 13:22:34.598511,"(4.6, 6.4, 5.7823529411764705)","(2.5, 3.15, 3.106216216216216)","(31.0, 50.0, 41.29032258064516)","(7.5, 11.5, 11.104166666666666)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.0)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.807894736842105)"
07-12-2022 13:22:35.775569,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 2.9833333333333334)","(31.0, 50.0, 41.333333333333336)","(7.5, 11.5, 11.203125)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.75)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.831818181818182)"
07-12-2022 13:22:36.953348,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 2.9416666666666664)","(31.0, 50.0, 41.333333333333336)","(7.5, 11.5, 11.203125)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.047619047619047)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.8320000000000003)"
07-12-2022 13:22:38.081485,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.04)","(31.0, 48.0, 41.333333333333336)","(7.5, 11.5, 11.203125)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.047619047619047)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.81)"
07-12-2022 13:22:39.342046,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.04)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.166666666666668)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.8320000000000003)"
07-12-2022 13:22:40.403715,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.0749999999999997)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.94736842105263)","(12.0, 19.5, 17.7)","(3.3, 3.85, 3.8320000000000003)"
07-12-2022 13:22:41.712113,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.0206896551724136)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 21.0, 19.8)","(12.0, 19.5, 17.75)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:43.138255,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.0206896551724136)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 20.0, 19.772727272727273)","(12.0, 19.0, 17.425)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:44.319287,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.0354166666666664)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 20.0, 19.833333333333332)","(12.0, 19.0, 17.04)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:45.514416,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.1, 3.0300000000000002)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.23913043478261)","(12.0, 19.0, 16.875)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:46.610160,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.1, 3.01)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.02777777777778)","(12.0, 18.5, 17.15)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:47.727169,"(4.6, 6.4, 5.796551724137931)","(2.5, 3.15, 3.0656666666666665)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(8.5, 21.0, 20.02777777777778)","(12.0, 18.5, 16.94736842105263)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:48.865544,"(4.6, 6.2, 5.833333333333334)","(2.5, 3.15, 3.0345)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(8.5, 21.0, 20.0)","(12.0, 18.0, 16.94736842105263)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:50.134199,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.01)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(8.5, 21.0, 20.0)","(12.0, 18.0, 16.94736842105263)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:51.363321,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0961538461538463)","(31.0, 48.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 355.0)","(10.0, 21.0, 20.318181818181817)","(12.0, 18.0, 16.94736842105263)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:52.594072,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0779310344827584)","(31.0, 46.0, 41.0)","(7.5, 11.5, 11.068181818181818)","(81.0, 440.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.94736842105263)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:53.747937,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.019375)","(31.0, 46.0, 40.96)","(7.5, 11.5, 11.273809523809524)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:54.858822,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0504761904761906)","(31.0, 46.0, 40.96)","(7.5, 11.5, 11.273809523809524)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:56.121991,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0463636363636364)","(31.0, 46.0, 40.774193548387096)","(7.5, 11.5, 11.273809523809524)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:57.317170,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0463636363636364)","(31.0, 46.0, 40.774193548387096)","(7.5, 11.5, 11.273809523809524)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:22:58.491999,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0664)","(31.0, 46.0, 40.774193548387096)","(7.5, 11.5, 11.45)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:22:59.697209,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0664)","(31.0, 46.0, 40.774193548387096)","(7.5, 11.5, 11.45)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:23:00.889588,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0708333333333333)","(31.0, 46.0, 40.774193548387096)","(7.5, 11.5, 11.386666666666667)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:23:02.115303,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.106818181818182)","(31.0, 46.0, 40.774193548387096)","(7.5, 11.5, 11.386666666666667)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:23:03.477374,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.1035555555555554)","(31.0, 46.0, 40.75)","(7.5, 11.5, 11.345454545454546)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:23:04.961123,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.068695652173913)","(31.0, 46.0, 40.75)","(7.5, 11.5, 11.39375)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.818421052631579)"
07-12-2022 13:23:06.249319,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0933333333333333)","(31.0, 46.0, 40.75)","(7.5, 11.5, 11.39375)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8363636363636364)"
07-12-2022 13:23:07.494858,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0933333333333333)","(31.0, 46.0, 40.333333333333336)","(7.5, 11.5, 11.39375)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8339285714285714)"
07-12-2022 13:23:08.682279,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.068695652173913)","(31.0, 42.0, 40.26086956521739)","(7.5, 11.5, 11.452777777777778)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.813636363636364)"
07-12-2022 13:23:09.826220,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.068695652173913)","(31.0, 42.0, 40.26086956521739)","(7.5, 11.5, 11.452777777777778)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8339285714285714)"
07-12-2022 13:23:10.915974,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.068695652173913)","(31.0, 42.0, 40.193548387096776)","(7.5, 11.5, 11.452777777777778)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8339285714285714)"
07-12-2022 13:23:12.064101,"(4.6, 6.2, 5.757142857142857)","(2.5, 3.15, 3.0933333333333333)","(31.0, 42.0, 35.77777777777778)","(7.5, 11.5, 11.452777777777778)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.813636363636364)"
07-12-2022 13:23:13.096115,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.0933333333333333)","(31.0, 42.0, 35.77777777777778)","(7.5, 11.5, 11.452777777777778)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8312500000000003)"
07-12-2022 13:23:14.286268,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.106511627906977)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.285714285714285)","(3.3, 3.85, 3.8086206896551724)"
07-12-2022 13:23:15.554266,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.106511627906977)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.825510204081633)"
07-12-2022 13:23:16.654212,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.106511627906977)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.11764705882353)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8397727272727273)"
07-12-2022 13:23:17.797161,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.130384615384615)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 21.2)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8384615384615386)"
07-12-2022 13:23:18.966595,"(4.6, 6.2, 5.74)","(2.5, 3.15, 3.11719298245614)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 21.2)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8227272727272728)"
07-12-2022 13:23:20.130595,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1153703703703703)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.933333333333334)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8384615384615386)"
07-12-2022 13:23:21.324357,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1153703703703703)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.933333333333334)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8227272727272728)"
07-12-2022 13:23:22.504891,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1291836734693876)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 19.774193548387096)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8192307692307694)"
07-12-2022 13:23:23.723609,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1153703703703703)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 23.0, 20.357142857142858)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.836764705882353)"
07-12-2022 13:23:24.877835,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1153703703703703)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.75)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8192307692307694)"
07-12-2022 13:23:25.982305,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1153703703703703)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 21.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.836764705882353)"
07-12-2022 13:23:27.038962,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1291836734693876)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.836764705882353)"
07-12-2022 13:23:28.150549,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1291836734693876)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8192307692307694)"
07-12-2022 13:23:29.338962,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1291836734693876)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8344827586206898)"
07-12-2022 13:23:30.483912,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.075)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8147058823529414)"
07-12-2022 13:23:31.536522,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.075)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8147058823529414)"
07-12-2022 13:23:32.633669,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.075)","(31.0, 42.0, 35.163636363636364)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8344827586206898)"
07-12-2022 13:23:33.768715,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1107142857142858)","(31.0, 40.0, 37.27272727272727)","(7.5, 11.5, 11.469642857142857)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8147058823529414)"
07-12-2022 13:23:34.863471,"(4.6, 6.2, 5.736363636363636)","(2.5, 3.15, 3.1107142857142858)","(31.0, 40.0, 35.16129032258065)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.0)","(3.3, 3.85, 3.8344827586206898)"
07-12-2022 13:23:35.938727,"(4.6, 5.6, 5.366666666666666)","(2.5, 3.15, 3.1107142857142858)","(31.0, 40.0, 35.16129032258065)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.85, 3.8344827586206898)"
07-12-2022 13:23:36.989795,"(4.6, 5.6, 5.358823529411764)","(2.5, 3.15, 3.1107142857142858)","(31.0, 40.0, 35.16129032258065)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.85, 3.8147058823529414)"
07-12-2022 13:23:38.034877,"(4.6, 5.6, 5.349180327868853)","(2.5, 3.15, 3.1323529411764706)","(31.0, 40.0, 34.94736842105263)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.85, 3.8344827586206898)"
07-12-2022 13:23:39.063487,"(4.6, 5.6, 5.351282051282051)","(2.5, 3.15, 3.1323529411764706)","(31.0, 38.0, 34.92307692307692)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.095238095238095)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.85, 3.8147058823529414)"
07-12-2022 13:23:40.180298,"(4.6, 5.6, 5.351282051282051)","(2.5, 3.15, 3.175510204081633)","(31.0, 38.0, 34.888888888888886)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 223.52941176470588)","(10.0, 22.0, 20.933333333333334)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.85, 3.7928571428571427)"
07-12-2022 13:23:41.306425,"(4.6, 5.6, 5.218181818181819)","(2.5, 3.2, 3.175510204081633)","(31.0, 38.0, 34.888888888888886)","(7.5, 11.5, 11.469090909090909)","(81.0, 450.0, 347.5)","(10.0, 22.0, 21.11111111111111)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.9, 3.7928571428571427)"
07-12-2022 13:23:42.520306,"(4.6, 5.6, 5.076363636363636)","(2.5, 3.5, 3.275)","(31.0, 38.0, 32.42857142857143)","(7.5, 11.5, 11.469090909090909)","(81.0, 430.0, 197.89473684210526)","(10.0, 22.0, 20.933333333333334)","(12.0, 18.0, 16.135593220338983)","(3.3, 3.9, 3.8863636363636362)"
07-12-2022 13:23:43.691850,"(4.6, 5.5, 5.103448275862069)","(2.5, 3.5, 3.3096153846153844)","(31.0, 38.0, 32.6)","(7.5, 11.5, 11.469090909090909)","(81.0, 410.0, 193.0)","(10.0, 22.0, 21.666666666666668)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.0, 3.792)"
07-12-2022 13:23:44.838496,"(4.6, 5.5, 4.984375)","(2.5, 3.4, 3.3635416666666664)","(31.0, 38.0, 32.6)","(7.5, 11.5, 11.469090909090909)","(81.0, 410.0, 193.0)","(10.0, 22.0, 20.5)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.81)"
