,Identity Thief,Rolling Start,My Gal Cookie,Alpha Humbug,Booming Boo Boo,Spring Acer,Farmor Pizazz,My Melanie
07-01-2023 20:56:09.664757,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:10.775169,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:11.827332,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:12.915698,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:14.024196,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:15.089430,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:16.101294,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:17.107899,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:18.077325,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:19.046057,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:20.014577,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:21.038831,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:22.075911,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:23.189933,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:24.290151,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:25.382768,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:26.489926,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:27.584850,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:28.664356,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:29.772012,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:30.867167,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:31.904862,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:32.932347,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:33.970346,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:34.997055,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:35.999933,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:36.996502,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:38.019580,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:39.053592,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:40.122179,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:41.216649,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:42.270498,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:43.358913,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:44.454682,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:45.599151,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:46.725733,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:47.808291,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:48.909557,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:50.050229,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:51.120146,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:52.190682,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:53.279505,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:54.391090,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:55.480662,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:56.507514,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:57.553811,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:58.555789,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:56:59.556923,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:00.556413,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:01.580486,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:02.626185,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:03.673599,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:04.766628,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:05.830064,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:06.939327,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:07.996571,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:09.033958,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:10.158562,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:11.233090,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:12.354276,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:13.452207,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:14.539250,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:15.623065,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:16.720360,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:17.781465,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:18.821477,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:19.816677,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:20.792545,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:21.838888,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:22.846647,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:23.908857,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:24.947212,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:26.001626,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:27.095177,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:28.180343,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:29.285586,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:30.396949,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:31.479745,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:32.566326,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:33.617635,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:34.736024,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:35.806585,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:36.787139,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
07-01-2023 20:57:37.806513,"(3.9, 5.6, 4.7384615384615385)","(4.6, 8.0, 5.2)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.5, 3.9642857142857144)","(7.0, 12.0, 9.975)","(10.0, 17.5, 12.307692307692307)","(5.0, 9.6, 6.623529411764705)"
