,Crystals Dream,Megami,Wozzeck,West Coast Warrior,Yarralea,Tropical Sun
11-01-2023 15:29:01.055003,"(1.8, 1.98, 1.9780327868852459)","(4.4, 5.5, 5.408510638297873)","(10.0, 17.5, 14.875)","(11.0, 20.0, 19.4)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:02.179090,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.408510638297873)","(10.0, 17.5, 14.875)","(11.0, 20.0, 19.4)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:03.359714,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 19.4)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:04.587626,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:05.754865,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:06.881437,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:07.860925,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:08.894542,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:10.116848,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:11.257480,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:12.368676,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:13.464627,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:14.553377,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:15.718233,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:16.754901,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:17.882787,"(1.8, 1.98, 1.9776470588235293)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:19.014405,"(1.8, 1.98, 1.9775)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:20.184134,"(1.8, 1.98, 1.976)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:21.319817,"(1.8, 1.98, 1.9775)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 86.0)"
11-01-2023 15:29:22.429861,"(1.8, 1.98, 1.9775)","(4.4, 5.5, 5.409090909090909)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:23.569794,"(1.8, 1.98, 1.9775)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 18.333333333333332)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:24.933669,"(1.8, 1.98, 1.9775)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:26.169629,"(1.8, 1.98, 1.9775)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:27.514749,"(1.8, 2.02, 2.010588235294118)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:28.663068,"(1.8, 2.02, 2.010588235294118)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 80.0)"
11-01-2023 15:29:29.706614,"(1.8, 2.02, 2.010588235294118)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 77.0)"
11-01-2023 15:29:30.675908,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 77.0)"
11-01-2023 15:29:31.848970,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 77.0)"
11-01-2023 15:29:33.056719,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 75.0)"
11-01-2023 15:29:34.213017,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 75.0)"
11-01-2023 15:29:35.302872,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 75.0)"
11-01-2023 15:29:36.292020,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 75.0)"
11-01-2023 15:29:37.420145,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:38.605130,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:39.819577,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:40.918840,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:41.912977,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:42.958127,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:44.066038,"(1.8, 2.02, 2.0042857142857144)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:45.221629,"(1.8, 2.02, 1.9649999999999999)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:46.337918,"(1.8, 2.02, 1.9649999999999999)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:47.422589,"(1.8, 2.02, 1.9649999999999999)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:48.407701,"(1.8, 2.02, 1.9649999999999999)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:49.519170,"(1.8, 2.02, 1.9649999999999999)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:50.545987,"(1.8, 2.02, 1.963125)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:51.621631,"(1.8, 2.02, 1.963125)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(11.0, 20.0, 16.428571428571427)","(4.6, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:52.714146,"(1.8, 2.02, 1.963125)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:53.781725,"(1.8, 2.02, 1.963125)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.833333333333334)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:29:54.901751,"(1.8, 2.02, 1.963125)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:29:55.932051,"(1.8, 2.02, 1.963125)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:29:56.988388,"(1.8, 2.02, 1.9661538461538461)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:29:58.045540,"(1.75, 2.02, 1.9661538461538461)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:29:59.065897,"(1.75, 2.0, 1.975)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:00.146225,"(1.75, 2.0, 1.9964705882352942)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:01.236179,"(1.75, 2.0, 1.9964705882352942)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 16.428571428571427)","(4.8, 5.9, 5.7)","(41.0, 95.0, 89.375)"
11-01-2023 15:30:02.313720,"(1.75, 2.0, 1.9964705882352942)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 20.0, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:03.272898,"(1.75, 2.0, 1.9964705882352942)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:04.246068,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:05.285737,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 86.0)"
11-01-2023 15:30:06.305868,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 86.0)"
11-01-2023 15:30:07.414706,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 86.0)"
11-01-2023 15:30:08.553505,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 86.0)"
11-01-2023 15:30:09.628232,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 86.0)"
11-01-2023 15:30:10.669064,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(10.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 86.0)"
11-01-2023 15:30:11.600453,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 75.0)"
11-01-2023 15:30:12.760269,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:13.964165,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:15.085399,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:16.040262,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 19.5, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 85.0)"
11-01-2023 15:30:16.995288,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 19.5, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 89.28571428571428)"
11-01-2023 15:30:18.174391,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 89.28571428571428)"
11-01-2023 15:30:19.364846,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 89.28571428571428)"
11-01-2023 15:30:20.458917,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 89.28571428571428)"
11-01-2023 15:30:21.568870,"(1.75, 2.0, 1.994)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:22.573354,"(1.75, 2.0, 1.994)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:23.686177,"(1.75, 2.0, 1.994)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:24.852306,"(1.75, 2.0, 1.994)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:26.012199,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:27.168339,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:28.199044,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:29.234218,"(1.75, 2.0, 1.99625)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:30.384519,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:31.512688,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:32.642866,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:33.801858,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:34.919187,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:36.025617,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:37.176141,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:38.286555,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:39.360637,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:40.407810,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:41.575533,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 81.66666666666667)"
11-01-2023 15:30:42.745605,"(1.75, 2.0, 1.9909433962264151)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:43.820622,"(1.75, 2.04, 2.0336170212765956)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.875)","(12.0, 22.0, 18.5)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:44.888744,"(1.75, 2.04, 2.028)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 22.0, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:45.996433,"(1.75, 2.04, 2.0336170212765956)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:47.136389,"(1.75, 2.02, 2.009019607843137)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:48.261529,"(1.75, 2.02, 2.009019607843137)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:49.441743,"(1.75, 2.02, 2.0076923076923077)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 18.0)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:50.542508,"(1.75, 2.04, 2.028)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:51.650287,"(1.75, 2.02, 2.0076923076923077)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:52.796298,"(1.75, 2.02, 2.0076923076923077)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:53.889496,"(1.75, 2.02, 2.0076923076923077)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:55.067821,"(1.75, 2.02, 2.0165217391304346)","(4.4, 5.5, 5.410810810810811)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:56.271824,"(1.75, 2.02, 2.0051851851851854)","(4.4, 5.5, 5.2043478260869565)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:57.454521,"(1.75, 2.02, 2.0165217391304346)","(4.4, 5.4, 5.2043478260869565)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:58.590451,"(1.75, 2.02, 2.0165217391304346)","(4.4, 5.4, 5.2043478260869565)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 16.333333333333332)","(4.8, 5.9, 5.7)","(41.0, 95.0, 72.5)"
11-01-2023 15:30:59.875404,"(1.75, 2.02, 2.0025)","(4.4, 5.4, 5.208823529411765)","(11.0, 17.5, 14.4375)","(12.0, 21.0, 19.25)","(4.8, 5.9, 5.7)","(41.0, 95.0, 88.57142857142857)"
11-01-2023 15:31:01.068109,"(1.75, 2.02, 2.0025)","(4.4, 5.5, 5.208823529411765)","(11.0, 17.5, 14.875)","(12.0, 21.0, 19.25)","(4.8, 5.9, 5.7)","(41.0, 95.0, 88.57142857142857)"
