,Son Of Haka,Smoking Sophie,Its Your Shout,Annas Spark,By The Dram,Sky Stone
08-01-2023 17:27:46.408251,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:47.302983,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:48.229451,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:49.166782,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:50.128980,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:51.050586,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:51.979252,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:52.891563,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:54.015103,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:55.315347,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:56.428539,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:57.440115,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:58.403256,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:27:59.325618,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:28:00.268228,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:28:01.260487,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.94, 1.6784615384615384)"
08-01-2023 17:28:02.301636,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.93, 1.6366666666666667)"
08-01-2023 17:28:03.262159,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.93, 1.6366666666666667)"
08-01-2023 17:28:04.220783,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.93, 1.6366666666666667)"
08-01-2023 17:28:05.131819,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.93, 1.6366666666666667)"
08-01-2023 17:28:06.089222,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.93, 1.6366666666666667)"
08-01-2023 17:28:07.142595,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:08.168325,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:09.166954,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:10.048971,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:10.934723,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:11.827748,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:12.700246,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:13.644839,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:14.578891,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:15.515192,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:16.375290,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:17.235536,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.825)"
08-01-2023 17:28:18.148274,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.92, 1.6872727272727273)"
08-01-2023 17:28:19.075338,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.92, 1.6872727272727273)"
08-01-2023 17:28:20.142879,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.92, 1.6333333333333333)"
08-01-2023 17:28:21.189195,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.6333333333333333)"
08-01-2023 17:28:22.184755,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.6333333333333333)"
08-01-2023 17:28:23.177007,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.257142857142858)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.6422222222222222)"
08-01-2023 17:28:24.092395,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.6422222222222222)"
08-01-2023 17:28:24.930217,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.6422222222222222)"
08-01-2023 17:28:25.904558,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.9, 1.8050000000000002)"
08-01-2023 17:28:26.991393,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.8050000000000002)"
08-01-2023 17:28:27.993158,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.8050000000000002)"
08-01-2023 17:28:28.956419,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.8050000000000002)"
08-01-2023 17:28:29.822367,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.8050000000000002)"
08-01-2023 17:28:30.707773,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.8050000000000002)"
08-01-2023 17:28:31.628344,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:32.567566,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:33.572842,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:34.512510,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:35.467308,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:36.351374,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:37.195470,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:38.292954,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:39.334955,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:40.446452,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:41.597330,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:42.562765,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:43.729026,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:44.866774,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:45.920817,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:46.911565,"(10.0, 32.0, 26.49411764705882)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:47.820465,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:48.716513,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:49.751366,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:50.736925,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:51.723783,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:52.760360,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:53.667244,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:54.581326,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:55.568948,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:56.599543,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:57.615478,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:58.552960,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:28:59.425393,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:00.336427,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:01.323465,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:02.332777,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:03.311269,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:04.213676,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:05.088349,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:05.992177,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:06.964232,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:07.969672,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:08.959595,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:09.827098,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:10.684163,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:11.580116,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.816)"
08-01-2023 17:29:12.535676,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:13.494890,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:14.450012,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:15.319877,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:16.166244,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:17.076357,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 8.06)","(5.0, 9.4, 6.021428571428571)","(14.0, 32.0, 17.394736842105264)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:18.041761,"(10.0, 32.0, 19.2)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 5.846153846153847)","(14.0, 32.0, 15.125)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:19.011874,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 52.4)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 5.846153846153847)","(14.0, 32.0, 15.125)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:19.909489,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 5.846153846153847)","(14.0, 32.0, 15.125)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:20.781808,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 15.125)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:21.622541,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.87, 1.6830769230769231)"
08-01-2023 17:29:22.540674,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.87, 1.6742857142857144)"
08-01-2023 17:29:23.483108,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.86, 1.6742857142857144)"
08-01-2023 17:29:24.442387,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.86, 1.6742857142857144)"
08-01-2023 17:29:25.314051,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.86, 1.6742857142857144)"
08-01-2023 17:29:26.163250,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.86, 1.6742857142857144)"
08-01-2023 17:29:27.056473,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.86, 1.6742857142857144)"
08-01-2023 17:29:27.949610,"(10.0, 32.0, 12.266666666666667)","(20.0, 170.0, 86.57142857142857)","(5.5, 8.8, 7.6000000000000005)","(5.0, 9.4, 6.772222222222222)","(14.0, 32.0, 15.125)","(1.5, 1.86, 1.6742857142857144)"
