,Zipping Ontario,Dembe,Zipping Tracker,Mrs Chinn,Opawa Conan,Gitan
12-01-2023 16:12:13.743579,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:14.741114,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:15.737007,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:16.814564,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:17.869554,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:19.234178,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:20.336049,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:21.492055,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:22.685255,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:23.937583,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:25.039859,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:26.082448,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:27.231705,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:28.512644,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:29.765630,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:31.037645,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:32.225764,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:33.459530,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:34.667689,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:35.712382,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:36.908513,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:38.060186,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:39.112608,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:40.203791,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:41.340335,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:42.546425,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:43.626712,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:44.735556,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:45.798608,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:46.857975,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:48.040294,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:49.216271,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:50.313706,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:51.541335,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:52.713447,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:53.785662,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:54.926028,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:56.079893,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:57.192959,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:58.369876,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:12:59.358175,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:13:00.447136,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7161702127659573)"
12-01-2023 16:13:01.545875,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:02.745321,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:03.876320,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:04.943915,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:06.097674,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:07.240059,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:08.327580,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:09.504533,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:10.559644,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:11.647417,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.7922988505747126)"
12-01-2023 16:13:12.880652,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:14.122642,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:15.222983,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:16.442940,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:17.650871,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:18.852262,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:20.113248,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:21.283489,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:22.343871,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:23.507492,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:24.625416,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.909375)","(1.8, 2.88, 2.592222222222222)"
12-01-2023 16:13:25.964816,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:27.108552,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:28.279251,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:29.427028,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:30.662931,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:31.847839,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:33.002402,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 7.842857142857143)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:34.151645,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:35.375810,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:36.507270,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:37.644329,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:38.793430,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:39.812233,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:40.962081,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:42.103098,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:43.152450,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:44.218421,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:45.284243,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:46.543177,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.711086956521739)"
12-01-2023 16:13:47.713689,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:48.870122,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:50.068637,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:51.145241,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:52.362238,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:53.431977,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:54.578932,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:55.685205,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:56.785280,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:57.942870,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.836363636363636)","(1.8, 2.88, 2.5692)"
12-01-2023 16:13:59.079992,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:00.182799,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:01.325382,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:02.495668,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:03.629960,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 9.489473684210527)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:04.665219,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:05.804887,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:06.942052,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.5692)"
12-01-2023 16:14:08.071454,"(7.5, 16.0, 14.571428571428571)","(4.8, 7.8, 6.919047619047619)","(21.0, 160.0, 106.15384615384616)","(8.5, 16.0, 14.676923076923078)","(4.6, 10.5, 8.64)","(1.8, 2.88, 2.5692)"
