,My Mate Tip,Roman Blazer,Zipping James,Extreme Rock,Dundee Rebel,Ox The Man,Legal Bud
07-01-2023 20:04:00.329788,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:01.407657,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:02.515841,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:03.627256,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:04.756313,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:05.841192,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:06.872234,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:07.856193,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:08.965898,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:10.393369,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:11.446407,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:12.432479,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:13.475828,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:14.563878,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:15.815763,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:16.983600,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:18.097090,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:19.134474,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:20.679216,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:21.904425,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:23.096838,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:24.139320,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:25.607669,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:26.934881,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:27.980243,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:29.131958,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:30.338405,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:31.528408,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:32.747043,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:33.917944,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:34.875171,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:36.123878,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:37.446714,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:38.529177,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:39.724567,"(4.2, 6.6, 5.376923076923077)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.927272727272728)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 22.916666666666664)"
07-01-2023 20:04:40.986239,"(4.2, 6.6, 5.376923076923077)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.5, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:42.189376,"(4.2, 6.6, 5.376923076923077)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:43.305783,"(4.2, 6.6, 5.376923076923077)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:44.545313,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:45.746045,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:46.899732,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:48.030694,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:49.212843,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:50.494530,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:51.634954,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:52.678686,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:53.829278,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:54.933613,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:56.020926,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:57.164767,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:58.268473,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:04:59.439567,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:00.687155,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:01.848167,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:02.927859,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:04.112358,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:05.195169,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:06.256594,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:07.437822,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:08.598927,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:09.811137,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:11.079354,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:12.340811,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 12.943396226415095)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 13.686486486486487)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 20.875)"
07-01-2023 20:05:13.580704,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.02258064516129)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:14.872876,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:16.332415,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:17.498548,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:18.654323,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:19.816255,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:20.947780,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:22.019113,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:23.242910,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:24.750773,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:26.007867,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:27.268083,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:28.557361,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:29.780677,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:31.050471,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:32.259676,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:33.302039,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:34.369367,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:35.487150,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:36.576544,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:37.705649,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 3.922222222222222)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:38.858038,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 3.922222222222222)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:40.029971,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 3.922222222222222)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:41.227962,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 3.922222222222222)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:42.343624,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
07-01-2023 20:05:43.530931,"(4.2, 6.2, 5.161538461538462)","(3.3, 5.3, 4.233333333333333)","(6.0, 14.0, 10.114285714285714)","(10.0, 21.0, 20.142857142857142)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.6, 5.793548387096774)","(11.0, 24.0, 21.0)"
