,My Mate Tip,Roman Blazer,Zipping James,Extreme Rock,Dundee Rebel,Ox The Man,Legal Bud
07-01-2023 20:06:23.368364,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:24.450388,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:25.607117,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:26.840038,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:28.013900,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:29.133795,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:30.187316,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:31.303363,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:32.441335,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 4.233333333333333)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:33.564153,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:34.661906,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:35.773666,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:36.897817,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:37.991197,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:39.131266,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:40.183712,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.922222222222222)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 10.941666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:41.289466,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.3, 3.808125)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.5, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:42.449273,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:43.486394,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:44.455593,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:45.613486,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:46.635278,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:47.707021,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:48.843151,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:50.032834,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.9789473684210526)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:51.077859,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:52.153722,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:53.192798,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:54.343140,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:55.390136,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:56.546090,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:57.776966,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:58.861701,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:06:59.867318,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:00.912883,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:02.025060,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:03.133651,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:04.207429,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:05.308075,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:06.330875,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:07.340532,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:08.514516,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:09.669732,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.8947368421052633)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:11.050035,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 3.811111111111111)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:12.473771,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 4.166666666666667)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:13.727019,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 4.166666666666667)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:15.009316,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 3.811111111111111)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:16.246068,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 3.9)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:17.327480,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 3.9)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:18.425314,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 3.9)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:19.510892,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 4.2)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:20.571830,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.1, 3.944444444444444)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:21.734475,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.072727272727272)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:22.900620,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:23.834418,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:24.959809,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:26.150561,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:27.261092,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:28.415133,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:29.540190,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:30.720993,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:31.799402,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:32.885395,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:33.979152,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:35.081562,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:36.166412,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:37.274521,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:38.376797,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:39.480456,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:40.562087,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:41.638937,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:42.722815,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:43.781247,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:44.883176,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:46.128315,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:47.306252,"(4.2, 6.0, 5.544444444444444)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:48.439275,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.5473684210526315)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:49.547985,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.1454545454545455)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:50.663530,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:51.812004,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:52.872164,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:54.151614,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:55.441083,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:56.663047,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:57.980301,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:07:59.340945,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:00.465875,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:01.525804,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:02.684434,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:03.812243,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:04.932011,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:06.149638,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
