,Indy Ghost,Xandra Bale,Star Impact,Impresario,Elite Jet,Release The Rage,Hill Top Jonnie,Ice Star
11-01-2023 20:33:51.748410,"(11.0, 14.5, 13.018518518518519)","(31.0, 42.0, 37.44827586206897)","(17.0, 28.0, 23.952380952380953)","(18.0, 26.0, 25.90909090909091)","(2.9, 4.6, 4.422727272727273)","(8.5, 19.5, 18.642857142857142)","(1.75, 1.91, 1.8766666666666667)","(61.0, 270.0, 215.0)"
11-01-2023 20:33:53.242161,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.44827586206897)","(17.0, 28.0, 23.952380952380953)","(18.0, 26.0, 25.90909090909091)","(2.9, 4.6, 4.515384615384615)","(8.5, 19.5, 17.5)","(1.75, 1.91, 1.8817391304347826)","(61.0, 270.0, 220.0)"
11-01-2023 20:33:54.665950,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 26.0, 29.5)","(2.9, 4.6, 4.442857142857143)","(8.5, 18.0, 17.5)","(1.75, 1.91, 1.8817391304347826)","(61.0, 270.0, 220.0)"
11-01-2023 20:33:55.915461,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 34.0, 27.82608695652174)","(2.9, 4.5, 4.442857142857143)","(8.5, 18.0, 17.625)","(1.75, 1.91, 1.875625)","(61.0, 270.0, 220.0)"
11-01-2023 20:33:57.260770,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.442857142857143)","(8.5, 18.0, 17.625)","(1.75, 1.91, 1.875625)","(61.0, 270.0, 220.0)"
11-01-2023 20:33:58.491241,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 18.0, 18.136363636363637)","(1.75, 1.91, 1.875625)","(61.0, 270.0, 220.0)"
11-01-2023 20:33:59.591629,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 18.5, 18.0)","(1.75, 1.91, 1.8838095238095238)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:00.645658,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 18.5, 18.954545454545453)","(1.75, 1.91, 1.8838095238095238)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:01.756623,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 19.5, 18.23076923076923)","(1.75, 1.91, 1.8827272727272728)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:02.786020,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.91, 1.8827272727272728)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:03.774773,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.91, 1.8912499999999999)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:04.741271,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.453846153846154)","(8.5, 19.0, 18.107142857142858)","(1.75, 1.91, 1.8827272727272728)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:05.830692,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.473913043478261)","(8.5, 19.0, 18.107142857142858)","(1.75, 1.91, 1.8827272727272728)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:06.933614,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 37.75)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.473913043478261)","(8.5, 19.0, 18.545454545454547)","(1.75, 1.91, 1.832857142857143)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:08.066833,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 38.8)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.473913043478261)","(8.5, 19.0, 18.375)","(1.75, 1.91, 1.844375)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:09.172913,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 38.8)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.473913043478261)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.91, 1.844)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:10.600194,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 38.8)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.473913043478261)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.9, 1.843)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:11.751301,"(11.0, 14.5, 12.833333333333334)","(31.0, 42.0, 38.8)","(17.0, 28.0, 23.952380952380953)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.5, 4.495652173913043)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.9, 1.8466666666666667)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:12.896233,"(11.0, 14.5, 12.735294117647058)","(31.0, 42.0, 37.68)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.82608695652174)","(2.9, 4.6, 4.511111111111111)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.88, 1.845625)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:14.168158,"(11.0, 14.5, 12.735294117647058)","(31.0, 42.0, 37.68)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.6, 4.476923076923077)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.88, 1.8058823529411765)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:15.364202,"(11.0, 14.0, 12.928571428571429)","(31.0, 42.0, 37.68)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.6, 4.476923076923077)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.88, 1.8325)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:16.551676,"(11.0, 14.0, 12.833333333333334)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.6, 4.476923076923077)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.88, 1.8472413793103448)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:17.692522,"(11.0, 14.0, 12.714285714285714)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.6, 4.57391304347826)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.88, 1.8425)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:18.854376,"(11.0, 14.0, 12.714285714285714)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.6, 4.57391304347826)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.88, 1.84)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:20.134654,"(11.0, 14.0, 12.666666666666666)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.6, 4.660869565217391)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.85, 1.8433333333333335)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:21.269001,"(11.0, 14.0, 12.666666666666666)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.7, 4.672727272727273)","(8.5, 19.0, 18.23076923076923)","(1.75, 1.85, 1.84)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:22.461349,"(11.0, 14.0, 12.621621621621621)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.7, 4.748837209302326)","(8.5, 19.0, 18.545454545454547)","(1.75, 1.85, 1.82)","(61.0, 270.0, 206.66666666666666)"
11-01-2023 20:34:23.609406,"(11.0, 13.5, 13.25)","(31.0, 42.0, 39.0)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.9, 4.8304347826086955)","(8.5, 19.0, 18.375)","(1.75, 1.85, 1.8108333333333333)","(61.0, 280.0, 220.0)"
11-01-2023 20:34:24.738562,"(11.0, 13.5, 12.875)","(31.0, 42.0, 38.470588235294116)","(17.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(2.9, 4.9, 4.8304347826086955)","(8.5, 19.0, 18.375)","(1.75, 1.84, 1.81)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:25.939747,"(11.0, 13.5, 12.875)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.8304347826086955)","(9.0, 19.0, 18.545454545454547)","(1.75, 1.84, 1.81)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:27.026501,"(11.0, 13.5, 12.73076923076923)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.825)","(9.0, 19.0, 18.545454545454547)","(1.75, 1.84, 1.8074074074074074)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:28.054067,"(11.0, 13.5, 12.785714285714286)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.833333333333334)","(9.0, 19.0, 18.375)","(1.75, 1.84, 1.8175000000000001)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:29.147828,"(11.0, 13.5, 12.785714285714286)","(31.0, 42.0, 37.38461538461539)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.864705882352942)","(9.0, 19.0, 18.0)","(1.75, 1.84, 1.8250000000000002)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:30.196931,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.864705882352942)","(9.0, 19.0, 18.0)","(1.75, 1.85, 1.8250000000000002)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:31.341513,"(11.0, 13.5, 12.785714285714286)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.864705882352942)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.85, 1.8166666666666667)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:32.427334,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.864705882352942)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.83, 1.8166666666666667)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:33.609538,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.87)","(9.0, 19.0, 18.0)","(1.75, 1.83, 1.786923076923077)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:34.818375,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 28.484848484848484)","(3.0, 4.9, 4.87)","(9.0, 19.0, 18.0)","(1.75, 1.83, 1.7966666666666666)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:36.025167,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.87)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.83, 1.8075)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:37.199923,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.87)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.83, 1.8075)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:38.384915,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 39.0)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.87)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.83, 1.81)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:39.570213,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 39.0)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.87)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.83, 1.8014285714285714)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:40.760933,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 39.0)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.8933333333333335)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.83, 1.8075)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:42.034282,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.8933333333333335)","(9.0, 19.0, 18.0)","(1.75, 1.82, 1.8)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:43.246517,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.8933333333333335)","(9.0, 19.0, 18.375)","(1.75, 1.82, 1.795)","(61.0, 270.0, 250.0)"
11-01-2023 20:34:44.436869,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.836363636363636)","(9.0, 19.0, 18.464285714285715)","(1.75, 1.81, 1.7883333333333333)","(61.0, 270.0, 210.0)"
11-01-2023 20:34:45.670252,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 28.0, 23.64516129032258)","(18.0, 30.0, 27.647058823529413)","(3.0, 5.0, 4.836363636363636)","(9.0, 19.0, 18.464285714285715)","(1.75, 1.79, 1.7883333333333333)","(61.0, 270.0, 210.0)"
11-01-2023 20:34:46.855218,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 25.666666666666668)","(18.0, 30.0, 27.647058823529413)","(3.0, 5.0, 4.8549999999999995)","(9.0, 19.0, 18.375)","(1.75, 1.82, 1.8163636363636364)","(61.0, 270.0, 210.0)"
11-01-2023 20:34:48.051738,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 25.666666666666668)","(18.0, 30.0, 27.647058823529413)","(3.0, 5.0, 4.852941176470589)","(9.0, 19.0, 18.23076923076923)","(1.75, 1.82, 1.8142857142857143)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:49.279427,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 25.666666666666668)","(18.0, 30.0, 27.647058823529413)","(3.0, 4.9, 4.871428571428572)","(9.0, 19.0, 18.375)","(1.75, 1.82, 1.795)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:50.490399,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.444444444444443)","(18.0, 30.0, 26.923076923076923)","(3.0, 4.9, 4.880952380952381)","(9.0, 19.0, 18.166666666666668)","(1.75, 1.81, 1.7933333333333334)","(61.0, 270.0, 215.0)"
11-01-2023 20:34:51.675176,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.444444444444443)","(18.0, 30.0, 27.142857142857142)","(3.0, 4.9, 4.880952380952381)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.81, 1.795)","(61.0, 270.0, 248.33333333333334)"
11-01-2023 20:34:52.805525,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.470588235294116)","(18.0, 30.0, 27.142857142857142)","(3.0, 4.9, 4.880952380952381)","(9.0, 19.0, 18.333333333333332)","(1.75, 1.82, 1.815)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:53.897034,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.296296296296298)","(18.0, 30.0, 27.142857142857142)","(3.0, 4.9, 4.880952380952381)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.82, 1.8046153846153847)","(61.0, 270.0, 206.66666666666666)"
11-01-2023 20:34:55.056206,"(11.0, 13.5, 12.785714285714286)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.296296296296298)","(18.0, 30.0, 27.142857142857142)","(3.0, 4.9, 4.840322580645162)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.82, 1.7947368421052632)","(61.0, 280.0, 220.0)"
11-01-2023 20:34:56.192925,"(11.0, 13.5, 12.681818181818182)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.296296296296298)","(18.0, 30.0, 27.77777777777778)","(3.0, 5.0, 4.840322580645162)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.82, 1.7953846153846154)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:57.304261,"(11.0, 13.5, 12.875)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.296296296296298)","(18.0, 30.0, 27.142857142857142)","(3.0, 5.0, 4.840322580645162)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.8, 1.8038461538461539)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:58.440021,"(11.0, 13.5, 13.142857142857142)","(31.0, 42.0, 38.470588235294116)","(18.0, 27.0, 23.352941176470587)","(18.0, 30.0, 27.142857142857142)","(3.0, 5.0, 4.840322580645162)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.81, 1.78375)","(61.0, 270.0, 220.0)"
11-01-2023 20:34:59.574062,"(11.0, 13.5, 12.95)","(31.0, 42.0, 38.470588235294116)","(18.0, 26.0, 23.352941176470587)","(18.0, 30.0, 27.894736842105264)","(3.0, 5.0, 4.840322580645162)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.79, 1.7783333333333333)","(61.0, 270.0, 220.0)"
11-01-2023 20:35:00.798720,"(11.0, 13.5, 13.192307692307692)","(31.0, 42.0, 38.470588235294116)","(18.0, 26.0, 23.333333333333332)","(18.0, 30.0, 27.894736842105264)","(3.0, 5.0, 4.840322580645162)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.79, 1.7783333333333333)","(61.0, 270.0, 220.0)"
11-01-2023 20:35:02.004800,"(11.0, 13.5, 13.192307692307692)","(31.0, 42.0, 38.470588235294116)","(18.0, 25.0, 23.333333333333332)","(18.0, 30.0, 27.894736842105264)","(3.0, 5.0, 4.821276595744681)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.79, 1.7826315789473683)","(61.0, 270.0, 220.0)"
11-01-2023 20:35:03.253279,"(11.0, 13.5, 13.0)","(31.0, 42.0, 37.125)","(18.0, 25.0, 23.235294117647058)","(18.0, 30.0, 27.894736842105264)","(3.0, 5.0, 4.838461538461538)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.79, 1.7854545454545454)","(61.0, 270.0, 220.0)"
11-01-2023 20:35:04.476105,"(11.0, 13.5, 13.0)","(31.0, 42.0, 37.125)","(18.0, 25.0, 23.14814814814815)","(18.0, 30.0, 27.894736842105264)","(3.0, 5.0, 4.838461538461538)","(9.0, 19.0, 18.09090909090909)","(1.75, 1.79, 1.7854545454545454)","(61.0, 270.0, 215.0)"
11-01-2023 20:35:05.678505,"(11.0, 13.5, 13.192307692307692)","(31.0, 42.0, 37.8)","(18.0, 25.0, 23.14814814814815)","(18.0, 30.0, 27.894736842105264)","(3.0, 5.0, 4.892)","(9.0, 19.0, 17.75)","(1.75, 1.79, 1.8033333333333335)","(61.0, 270.0, 215.0)"
11-01-2023 20:35:06.942356,"(11.0, 13.5, 13.277777777777779)","(31.0, 42.0, 37.2)","(18.0, 25.0, 23.14814814814815)","(18.0, 30.0, 27.894736842105264)","(3.0, 4.9, 4.825)","(9.0, 19.0, 17.75)","(1.75, 1.81, 1.7958823529411765)","(61.0, 270.0, 215.0)"
11-01-2023 20:35:08.206846,"(11.0, 13.5, 13.277777777777779)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(18.0, 30.0, 27.565217391304348)","(3.0, 5.0, 4.884)","(9.0, 19.0, 17.75)","(1.75, 1.81, 1.8050000000000002)","(61.0, 270.0, 215.0)"
11-01-2023 20:35:09.358160,"(11.0, 13.5, 13.236842105263158)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(19.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884)","(10.0, 19.0, 18.076923076923077)","(1.6, 1.81, 1.7985714285714287)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:10.571564,"(11.0, 13.5, 13.083333333333334)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(19.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884)","(10.0, 19.0, 18.076923076923077)","(1.6, 1.81, 1.7841176470588236)","(81.0, 270.0, 200.0)"
11-01-2023 20:35:11.787922,"(11.0, 13.5, 13.0)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(19.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884)","(10.0, 19.0, 18.076923076923077)","(1.6, 1.79, 1.782857142857143)","(81.0, 280.0, 215.0)"
11-01-2023 20:35:12.953616,"(11.0, 13.5, 12.875)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(19.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884)","(10.0, 19.0, 18.2)","(1.6, 1.79, 1.7850000000000001)","(81.0, 270.0, 220.0)"
11-01-2023 20:35:14.114025,"(11.0, 13.5, 13.045454545454545)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(19.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884615384615385)","(10.0, 19.0, 18.2)","(1.6, 1.79, 1.7850000000000001)","(81.0, 270.0, 220.0)"
11-01-2023 20:35:15.406749,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.14814814814815)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884615384615385)","(10.0, 19.0, 18.2)","(1.6, 1.79, 1.782857142857143)","(81.0, 270.0, 220.0)"
11-01-2023 20:35:16.636722,"(11.0, 13.5, 12.590909090909092)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884615384615385)","(10.0, 19.0, 18.2)","(1.6, 1.79, 1.778888888888889)","(81.0, 270.0, 251.66666666666666)"
11-01-2023 20:35:17.789919,"(11.0, 13.5, 12.666666666666666)","(31.0, 42.0, 36.94736842105263)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884615384615385)","(10.0, 19.0, 18.2)","(1.6, 1.79, 1.8)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:19.152666,"(11.0, 13.5, 12.66)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884615384615385)","(10.0, 19.0, 18.2)","(1.6, 1.82, 1.8050000000000002)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:20.366087,"(11.0, 13.5, 12.66)","(31.0, 42.0, 36.78260869565217)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.884615384615385)","(10.0, 19.0, 18.2)","(1.6, 1.81, 1.7966666666666666)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:21.640382,"(10.0, 13.5, 12.45)","(31.0, 42.0, 37.86206896551724)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.892)","(10.0, 19.0, 18.2)","(1.6, 1.8, 1.8)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:22.878368,"(10.0, 13.5, 12.45)","(31.0, 42.0, 37.86206896551724)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.892)","(10.0, 19.0, 18.2)","(1.6, 1.81, 1.791764705882353)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:24.067235,"(10.0, 13.5, 12.566666666666666)","(31.0, 42.0, 37.86206896551724)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.892)","(10.0, 19.0, 18.2)","(1.6, 1.8, 1.7926315789473684)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:25.235221,"(10.0, 13.5, 12.45)","(31.0, 42.0, 37.86206896551724)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.892)","(10.0, 19.0, 18.2)","(1.6, 1.8, 1.7947368421052632)","(81.0, 270.0, 215.0)"
11-01-2023 20:35:26.451305,"(10.0, 13.5, 12.36)","(31.0, 42.0, 37.86206896551724)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 28.0)","(3.3, 4.9, 4.892)","(10.0, 19.0, 18.2)","(1.6, 1.8, 1.7947368421052632)","(81.0, 270.0, 225.0)"
11-01-2023 20:35:27.710537,"(10.0, 13.5, 12.36)","(31.0, 42.0, 38.25)","(18.0, 25.0, 23.4375)","(20.0, 30.0, 27.565217391304348)","(3.3, 4.9, 4.892)","(10.0, 19.0, 18.2)","(1.6, 1.8, 1.7947368421052632)","(81.0, 270.0, 215.0)"
