,Epic Rooster,Off Grid,Diamond Georgio,Daves Deal,Homebush Rocket,Laredo Jewel,Nighthawk Swift,Sour Lemon
15-12-2022 14:10:23.209528,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:24.364195,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:25.573306,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:26.809613,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:28.060598,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:29.296031,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:30.494881,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:31.595751,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:32.729062,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:33.865222,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:35.057025,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:36.289489,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:37.539765,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:38.731544,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 6.666666666666667)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:39.915326,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.8, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:41.063282,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:42.296791,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:43.486982,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:44.736127,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:45.978175,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:47.170981,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:48.372953,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:49.523680,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:50.695860,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:51.844321,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:53.009630,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:54.227903,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:55.446727,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:56.675185,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:57.890031,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:10:59.117933,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:00.288680,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:01.470289,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:02.623885,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:03.740920,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:04.866798,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:06.070055,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.55)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:07.319697,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:08.779707,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:10.363437,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 25.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:11.884471,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 25.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:13.342332,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 25.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:14.710449,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 25.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:16.055633,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 25.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:17.346620,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.0)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:18.711020,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.666666666666668)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:20.193814,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.666666666666668)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:21.929420,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.666666666666668)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:23.510778,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.666666666666668)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:25.189645,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.666666666666668)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:26.604444,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 17.666666666666668)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:27.963607,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:29.241436,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:30.490106,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:31.767770,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:33.034876,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:34.317456,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:35.621064,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:36.883305,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:38.039633,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:39.273785,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.75)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:40.607205,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:41.921207,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:43.202712,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:44.426724,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:45.575890,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:46.723002,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:47.923916,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:49.167045,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:50.459201,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.285714285714285)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:51.831736,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:53.150753,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:54.350708,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.575)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:55.532221,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:56.736356,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:58.004919,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:11:59.303501,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:00.581449,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:01.840913,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:03.152948,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.428571428571427)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:04.424388,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 8.1)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:05.646941,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 6.385714285714285)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:06.889316,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 6.385714285714285)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:08.078678,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 6.385714285714285)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:09.342898,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 6.385714285714285)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:10.521375,"(2.2, 4.2, 2.944705882352941)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 6.385714285714285)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
15-12-2022 14:12:11.702664,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.6, 6.385714285714285)","(5.5, 9.2, 7.52)","(16.0, 95.0, 54.75)","(13.0, 29.0, 24.571428571428573)","(31.0, 320.0, 174.5)","(16.0, 190.0, 84.39999999999999)"
