,Repeal,Thats Better,Bottom Bar,Iron Hat,Single Touch,Anchors Point,Ghost Hunter,Miss Mazerati,Chill Out Miss,Allusive Eve
09-01-2023 13:13:16.977229,"(18.0, 65.0, 55.35714285714286)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.796153846153846)","(4.4, 4.6, 4.24179104477612)","(19.0, 50.0, 43.333333333333336)","(6.5, 11.0, 10.733333333333334)","(5.0, 7.0, 6.371428571428571)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:18.404542,"(18.0, 65.0, 55.35714285714286)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.24179104477612)","(19.0, 50.0, 46.66666666666667)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:19.874923,"(18.0, 65.0, 50.333333333333336)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:21.214753,"(18.0, 65.0, 50.333333333333336)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:22.580315,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:24.275294,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:25.874385,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:27.476334,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:29.026993,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:30.508858,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7714285714285714)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 46.0)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 93.33333333333334)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:31.850088,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.757142857142857)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 35.5)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 90.66666666666666)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:33.188444,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.757142857142857)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 35.5)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 90.66666666666666)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:34.537866,"(18.0, 65.0, 54.0)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.78)","(4.4, 4.6, 4.24179104477612)","(19.0, 50.0, 38.4)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.6975)","(31.0, 200.0, 90.66666666666666)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:35.886285,"(18.0, 65.0, 52.099999999999994)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.78)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.266666666666667)","(31.0, 200.0, 153.14285714285714)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:37.285416,"(18.0, 65.0, 55.07692307692307)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.78)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.247368421052632)","(31.0, 200.0, 153.14285714285714)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:38.650947,"(18.0, 65.0, 55.07692307692307)","(7.5, 9.8, 9.430769230769231)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.78)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.247368421052632)","(31.0, 200.0, 153.14285714285714)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:39.919124,"(18.0, 65.0, 55.07692307692307)","(7.5, 9.8, 9.430769230769231)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.8166666666666664)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.247368421052632)","(31.0, 200.0, 153.14285714285714)","(18.0, 65.0, 38.333333333333336)"
09-01-2023 13:13:41.248370,"(18.0, 65.0, 55.07692307692307)","(7.5, 9.8, 9.430769230769231)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 4.125)","(4.4, 4.6, 4.223529411764706)","(19.0, 50.0, 39.76470588235294)","(6.5, 11.0, 9.444444444444445)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(18.0, 65.0, 31.666666666666668)"
09-01-2023 13:13:42.629476,"(18.0, 65.0, 53.666666666666664)","(7.5, 9.8, 9.184615384615384)","(20.0, 70.0, 61.08823529411765)","(3.0, 4.8, 3.775)","(4.4, 4.6, 4.223529411764706)","(19.0, 50.0, 39.76470588235294)","(6.5, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(18.0, 65.0, 33.75)"
09-01-2023 13:13:44.005126,"(18.0, 60.0, 49.5)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 4.6, 3.7285714285714286)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(18.0, 60.0, 33.75)"
09-01-2023 13:13:45.342431,"(18.0, 55.0, 49.5)","(7.5, 9.8, 9.266666666666667)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7285714285714286)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(18.0, 60.0, 33.75)"
09-01-2023 13:13:46.703581,"(18.0, 55.0, 49.5)","(7.5, 9.8, 9.430769230769231)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7285714285714286)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(18.0, 60.0, 35.0)"
09-01-2023 13:13:47.939910,"(18.0, 55.0, 49.5)","(7.5, 9.8, 9.430769230769231)","(20.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7285714285714286)","(4.4, 4.6, 4.2250000000000005)","(19.0, 50.0, 45.53846153846154)","(6.5, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(19.0, 55.0, 35.0)"
09-01-2023 13:13:49.140757,"(19.0, 55.0, 44.0)","(7.5, 9.8, 9.430769230769231)","(21.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.7285714285714286)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 45.53846153846154)","(7.0, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(19.0, 55.0, 35.0)"
09-01-2023 13:13:50.503012,"(19.0, 55.0, 44.0)","(7.5, 9.8, 9.430769230769231)","(21.0, 70.0, 61.08823529411765)","(3.0, 3.9, 3.6399999999999997)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 45.53846153846154)","(7.0, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(19.0, 55.0, 35.0)"
09-01-2023 13:13:51.732905,"(19.0, 55.0, 44.0)","(7.5, 9.8, 9.430769230769231)","(21.0, 70.0, 61.08823529411765)","(3.0, 3.8, 3.6399999999999997)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 45.53846153846154)","(7.0, 11.0, 9.6)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 153.14285714285714)","(19.0, 55.0, 35.0)"
09-01-2023 13:13:53.139611,"(19.0, 55.0, 44.0)","(7.5, 9.8, 9.430769230769231)","(21.0, 70.0, 51.0625)","(3.0, 4.6, 3.94)","(3.8, 4.6, 4.223529411764706)","(20.0, 50.0, 38.4)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 90.66666666666666)","(19.0, 55.0, 30.0)"
09-01-2023 13:13:54.562080,"(19.0, 55.0, 39.54545454545455)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 51.0625)","(3.0, 4.6, 3.94)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.4)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 90.66666666666666)","(19.0, 55.0, 30.0)"
09-01-2023 13:13:56.016511,"(19.0, 55.0, 34.6)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 51.0625)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.4)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 90.66666666666666)","(19.0, 55.0, 30.0)"
09-01-2023 13:13:57.487340,"(19.0, 55.0, 41.964285714285715)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 51.0625)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.4)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.046666666666667)","(31.0, 200.0, 90.66666666666666)","(19.0, 55.0, 30.0)"
09-01-2023 13:13:58.795509,"(19.0, 55.0, 41.964285714285715)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 30.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 90.66666666666666)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:00.288665,"(19.0, 55.0, 41.964285714285715)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:01.659581,"(19.0, 55.0, 41.964285714285715)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:03.016755,"(19.0, 55.0, 41.964285714285715)","(7.5, 9.6, 9.2)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.415384615384616)","(20.0, 50.0, 42.25)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:04.286884,"(19.0, 55.0, 41.964285714285715)","(7.5, 9.6, 9.2)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.415384615384616)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:05.931236,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:07.269711,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:08.549189,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 31.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:09.985597,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 59.8)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:11.412474,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.6, 4.010714285714285)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:12.903910,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.6, 4.324999999999999)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:14.247274,"(19.0, 55.0, 43.473684210526315)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.6, 3.7625)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:15.710554,"(19.0, 55.0, 41.3125)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.4, 3.8204545454545453)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:17.187996,"(19.0, 55.0, 41.3125)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.4, 3.6307692307692307)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 29.666666666666664)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:18.509855,"(19.0, 55.0, 41.3125)","(7.5, 9.6, 9.323076923076924)","(21.0, 70.0, 44.75)","(3.0, 3.7, 3.6307692307692307)","(3.8, 4.6, 4.24179104477612)","(20.0, 50.0, 42.375)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.35)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:19.921943,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.323076923076924)","(21.0, 70.0, 44.75)","(3.0, 3.7, 3.6307692307692307)","(3.8, 4.6, 4.24179104477612)","(20.0, 50.0, 42.375)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.35)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:21.674584,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.323076923076924)","(21.0, 70.0, 44.75)","(3.0, 3.7, 3.6307692307692307)","(3.8, 4.6, 4.24179104477612)","(20.0, 50.0, 42.375)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.35)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:23.233986,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.323076923076924)","(21.0, 70.0, 44.75)","(3.0, 3.7, 3.6307692307692307)","(3.8, 4.6, 4.24179104477612)","(20.0, 50.0, 42.375)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.35)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:24.659883,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.323076923076924)","(21.0, 70.0, 44.75)","(3.0, 3.7, 3.8086956521739133)","(3.8, 4.6, 4.24179104477612)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.35)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:26.024242,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.4, 3.8204545454545453)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:27.427396,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.4, 3.8333333333333335)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:28.713027,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.2)","(21.0, 70.0, 44.75)","(3.0, 4.4, 3.672727272727273)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 7.0, 6.205555555555556)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:30.349888,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.2)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:31.736384,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.2)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:33.322549,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.6, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:34.702416,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:36.059437,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:37.366056,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:38.676187,"(19.0, 55.0, 38.38461538461539)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:40.008995,"(19.0, 55.0, 40.8)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:41.286877,"(19.0, 55.0, 40.8)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.0, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:42.672782,"(19.0, 55.0, 40.8)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.1, 4.4, 3.784615384615385)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:44.123783,"(19.0, 55.0, 40.8)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 56.22727272727273)","(3.1, 4.4, 3.8625)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:45.577295,"(19.0, 55.0, 40.8)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 62.425)","(3.1, 4.3, 4.029166666666667)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:46.915306,"(19.0, 55.0, 42.647058823529406)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 62.425)","(3.1, 4.3, 4.029166666666667)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:48.282259,"(19.0, 55.0, 42.647058823529406)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 62.425)","(3.1, 4.3, 4.029166666666667)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:49.781589,"(19.0, 55.0, 42.647058823529406)","(7.5, 9.8, 9.266666666666667)","(21.0, 70.0, 62.425)","(3.1, 4.3, 4.029166666666667)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 38.0)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
09-01-2023 13:14:51.250092,"(19.0, 55.0, 42.647058823529406)","(7.5, 9.8, 9.257142857142856)","(21.0, 70.0, 62.425)","(3.1, 4.3, 4.029166666666667)","(3.8, 4.6, 4.2250000000000005)","(20.0, 50.0, 42.25)","(7.0, 11.0, 8.9)","(5.0, 6.6, 6.15)","(31.0, 200.0, 89.33333333333334)","(19.0, 55.0, 35.0)"
