,Baggys Gold,Zambrana,Bigsy,Romarosa,Dundee Velvet,Jet Like Rico,Little Nellie,Lakeview Raymond
05-01-2023 17:14:12.334351,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 8.75)","(5.0, 11.5, 10.954545454545453)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.875)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:13.475047,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 8.75)","(5.0, 11.5, 10.954545454545453)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.875)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:14.549192,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 8.75)","(5.0, 11.5, 10.75)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.933333333333334)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:15.713079,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.0)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:16.946898,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:18.248365,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:19.498893,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.0)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:20.736701,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.0)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:21.981374,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.0)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.08)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:23.230927,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.0)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.08)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:24.463600,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.0)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:25.811379,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:27.223254,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.96)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:28.511797,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.96)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:29.746610,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 10.7)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:30.965773,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 10.7)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:32.197841,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:33.453564,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:34.709069,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:35.984410,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:37.199233,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:38.408365,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:39.596614,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:40.730271,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:41.925366,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:43.014809,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:44.098617,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:45.313241,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.0, 11.085714285714285)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:46.504431,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:47.724631,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:48.948207,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:50.068551,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:51.347075,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 9.67)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:52.435528,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 9.67)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:53.606599,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:54.810387,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:56.059428,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:57.328227,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:58.577571,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:14:59.862984,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:01.117514,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 11.39375)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:02.378916,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.12)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:03.577990,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:04.718174,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:05.875349,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:06.964189,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:08.117818,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:09.263590,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:10.398878,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:11.562132,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:12.729003,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:13.896881,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:15.023308,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.3)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:16.292785,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.75)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:17.476893,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.75)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:18.666261,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 10.75)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:19.922635,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:21.115567,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:22.345051,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:23.590845,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:24.830806,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:26.030092,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:27.228109,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:28.465535,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:29.689477,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:30.952383,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:32.200785,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:33.429934,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:34.611125,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:35.789206,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:37.018566,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:38.174991,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:39.365246,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:40.485480,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:41.635229,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:42.758144,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:43.914443,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:45.080186,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:46.240890,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:15:47.386703,"(10.0, 29.0, 19.555555555555557)","(6.5, 12.5, 7.9399999999999995)","(7.5, 14.5, 10.10909090909091)","(5.0, 11.5, 8.55)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 17.825)","(4.6, 7.6, 7.2124999999999995)"
