,Tiggys Em,Blackpool Blade,Rebels Spark,Son Of Cecil,Morning Lily,Nineteen Crimes,Inga Sally,Chloes Comet
12-01-2023 16:45:30.252269,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:31.541578,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:32.777555,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:33.925995,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:35.140101,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:36.453803,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:37.833845,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:39.021655,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:40.293877,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:41.656730,"(21.0, 85.0, 37.36363636363636)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:43.001956,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 5.266666666666667)"
12-01-2023 16:45:44.272221,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:45.628855,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:47.011426,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:48.450230,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.3)"
12-01-2023 16:45:49.628534,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:50.712435,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 5.3)"
12-01-2023 16:45:51.853262,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:53.096934,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:54.302337,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:55.402795,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:56.615201,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:57.979464,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 11.642857142857142)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:45:59.352315,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:00.812382,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:02.082744,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 8.2, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:03.406126,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 8.2, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:04.715967,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:06.109515,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:07.585834,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.642857142857142)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:46:09.085086,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.616666666666665)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:46:10.586330,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 8.2, 7.34)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:46:11.913538,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 8.0, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.6, 6.764285714285714)"
12-01-2023 16:46:13.273545,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:14.588995,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:15.948308,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:17.257030,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:18.551994,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:19.809121,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:21.099568,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:22.410403,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:23.564520,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:24.791982,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:26.174693,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:27.513064,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:28.818894,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:30.080609,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:31.358955,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:32.683919,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:34.593018,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:35.948844,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:37.207838,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:38.535473,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:39.815919,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:41.023135,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 13.5, 11.925)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:42.437746,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.275)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.06)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:43.831620,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.275)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.05)"
12-01-2023 16:46:45.154880,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.275)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:46.457370,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.275)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.05)"
12-01-2023 16:46:47.823265,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:49.279734,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.3)"
12-01-2023 16:46:50.665757,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.3)"
12-01-2023 16:46:51.785812,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.05)"
12-01-2023 16:46:52.886574,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.05)"
12-01-2023 16:46:54.159358,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:55.431298,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.05)"
12-01-2023 16:46:56.584055,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.144444444444444)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 19.7)","(5.0, 7.8, 6.05)"
12-01-2023 16:46:57.672402,"(21.0, 85.0, 36.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.06)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:58.782570,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.06)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:46:59.959150,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.925)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:01.071971,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.06)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:02.229628,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.925)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:03.372881,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.925)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:04.559888,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.861904761904762)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:05.700961,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:06.779619,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:07.998580,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:09.167634,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:10.571088,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:47:11.886752,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:13.009445,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:14.374232,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:15.742536,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:16.985025,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
