,Tiggys Em,Blackpool Blade,Rebels Spark,Son Of Cecil,Morning Lily,Nineteen Crimes,Inga Sally,Chloes Comet
12-01-2023 16:57:56.613402,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.2918918918918925)","(5.0, 7.0, 6.266666666666667)","(7.0, 13.5, 13.071428571428571)","(5.0, 7.2, 6.8)","(5.0, 7.6, 7.0285714285714285)","(13.0, 22.0, 21.52857142857143)","(5.0, 6.6, 6.040909090909091)"
12-01-2023 16:57:57.930486,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.2918918918918925)","(5.0, 7.0, 6.266666666666667)","(7.0, 13.5, 13.071428571428571)","(5.0, 7.2, 6.7894736842105265)","(5.0, 7.6, 7.0285714285714285)","(13.0, 22.0, 21.52857142857143)","(5.0, 6.6, 6.040909090909091)"
12-01-2023 16:57:59.194300,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.2918918918918925)","(5.0, 7.0, 6.266666666666667)","(7.0, 13.5, 13.071428571428571)","(5.0, 7.2, 6.7894736842105265)","(5.0, 7.6, 7.0285714285714285)","(13.0, 22.0, 21.52857142857143)","(5.0, 6.6, 6.15)"
12-01-2023 16:58:00.477804,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.2918918918918925)","(5.0, 7.0, 6.266666666666667)","(7.0, 13.5, 13.323529411764707)","(5.0, 7.2, 6.7894736842105265)","(5.0, 7.6, 7.0285714285714285)","(13.0, 22.0, 21.541666666666668)","(5.0, 6.4, 6.1)"
12-01-2023 16:58:01.763771,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.136)","(5.0, 7.0, 6.304347826086957)","(7.0, 13.5, 13.38888888888889)","(5.0, 7.2, 6.81)","(5.0, 7.6, 7.364705882352941)","(13.0, 22.0, 21.541666666666668)","(5.0, 6.4, 5.763636363636364)"
12-01-2023 16:58:02.980163,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.136)","(5.0, 7.0, 6.304347826086957)","(7.0, 13.5, 13.38888888888889)","(5.0, 7.2, 6.81)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 21.541666666666668)","(5.0, 6.4, 5.65)"
12-01-2023 16:58:04.086825,"(26.0, 65.0, 57.25)","(4.0, 4.4, 4.136)","(5.0, 7.0, 6.304347826086957)","(7.0, 13.5, 13.38888888888889)","(5.0, 7.2, 6.978947368421053)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 21.541666666666668)","(5.0, 5.9, 5.633333333333333)"
12-01-2023 16:58:05.383240,"(26.0, 65.0, 58.8)","(4.0, 4.4, 4.125)","(5.0, 7.0, 6.304347826086957)","(7.0, 13.5, 12.25)","(5.0, 7.2, 6.978947368421053)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 21.541666666666668)","(5.0, 5.8, 5.3999999999999995)"
12-01-2023 16:58:06.665054,"(26.0, 65.0, 58.25)","(4.0, 4.4, 4.242857142857143)","(5.0, 7.0, 6.304347826086957)","(7.0, 13.5, 12.25)","(5.0, 7.2, 6.978947368421053)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 21.541666666666668)","(5.0, 5.8, 5.357142857142857)"
12-01-2023 16:58:07.936040,"(26.0, 65.0, 58.25)","(4.0, 4.4, 4.242857142857143)","(5.0, 7.0, 6.2727272727272725)","(7.0, 13.5, 12.25)","(5.0, 7.2, 6.9)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 21.467741935483872)","(5.0, 5.7, 5.475)"
12-01-2023 16:58:09.226354,"(26.0, 70.0, 59.81818181818182)","(4.0, 4.4, 4.25)","(5.0, 7.0, 6.2727272727272725)","(7.0, 13.5, 12.25)","(5.0, 7.2, 6.733333333333333)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.125)","(5.0, 5.6, 5.357142857142857)"
12-01-2023 16:58:10.628619,"(26.0, 70.0, 50.0)","(3.8, 4.4, 4.25)","(5.0, 7.0, 6.2727272727272725)","(8.0, 13.5, 13.34375)","(5.5, 7.2, 6.733333333333333)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.846153846153847)","(5.0, 5.7, 5.357142857142857)"
12-01-2023 16:58:11.906262,"(26.0, 70.0, 50.0)","(3.8, 4.4, 4.218181818181819)","(5.0, 7.0, 6.333333333333333)","(8.0, 13.5, 12.423076923076923)","(5.5, 7.2, 6.733333333333333)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.96153846153846)","(5.0, 5.7, 5.4)"
12-01-2023 16:58:13.699179,"(26.0, 70.0, 50.0)","(3.8, 4.4, 4.218181818181819)","(5.0, 6.8, 6.333333333333333)","(8.0, 14.5, 12.5)","(5.5, 7.2, 6.733333333333333)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.772727272727273)","(5.0, 5.7, 5.233333333333333)"
12-01-2023 16:58:15.124195,"(26.0, 70.0, 50.0)","(3.8, 4.4, 4.218181818181819)","(5.0, 6.8, 6.333333333333333)","(8.0, 14.5, 12.5)","(5.5, 7.2, 6.733333333333333)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.875)","(5.0, 5.7, 5.16)"
12-01-2023 16:58:16.532449,"(26.0, 70.0, 50.0)","(3.8, 4.4, 4.218181818181819)","(5.0, 6.8, 6.766666666666667)","(8.0, 14.5, 12.5)","(5.5, 7.2, 7.011764705882353)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 21.55)","(5.0, 5.6, 5.357142857142857)"
12-01-2023 16:58:18.029640,"(26.0, 70.0, 55.0)","(3.8, 4.4, 4.218181818181819)","(5.0, 6.8, 6.806451612903226)","(8.0, 14.5, 12.5)","(5.5, 7.2, 7.011764705882353)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.25)","(5.0, 5.5, 5.357142857142857)"
12-01-2023 16:58:19.314754,"(26.0, 70.0, 52.85714285714286)","(3.8, 4.4, 4.218181818181819)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 12.5)","(5.5, 7.2, 6.88)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 20.25)","(5.0, 5.5, 5.357142857142857)"
12-01-2023 16:58:20.423649,"(26.0, 70.0, 52.85714285714286)","(3.8, 4.4, 4.218181818181819)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 12.5)","(5.5, 7.2, 6.88)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 19.0)","(5.0, 5.5, 5.285714285714286)"
12-01-2023 16:58:21.493846,"(26.0, 65.0, 55.0)","(3.8, 4.6, 4.55)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 13.785714285714286)","(5.5, 7.2, 6.993548387096775)","(5.0, 7.6, 7.451851851851852)","(13.0, 22.0, 19.0)","(5.0, 5.5, 5.2)"
12-01-2023 16:58:22.588468,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.629411764705883)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 13.785714285714286)","(5.5, 7.2, 6.993548387096775)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(5.0, 5.4, 5.275)"
12-01-2023 16:58:24.265986,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 13.785714285714286)","(5.5, 7.2, 7.011764705882353)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(5.0, 5.4, 5.2)"
12-01-2023 16:58:25.653132,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 13.785714285714286)","(5.5, 7.2, 7.011764705882353)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(5.0, 5.3, 5.263636363636364)"
12-01-2023 16:58:26.777521,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.386363636363637)","(5.5, 7.2, 6.911111111111111)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(5.0, 5.3, 5.25)"
12-01-2023 16:58:28.003701,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.307692307692308)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(5.0, 5.3, 5.073529411764706)"
12-01-2023 16:58:29.360559,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.404761904761905)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(4.8, 5.5, 5.25)"
12-01-2023 16:58:30.404428,"(26.0, 65.0, 55.0)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.404761904761905)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.09375)"
12-01-2023 16:58:31.481623,"(26.0, 65.0, 62.15789473684211)","(3.8, 4.7, 4.64375)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.404761904761905)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:32.693538,"(26.0, 65.0, 62.15789473684211)","(3.8, 4.7, 4.618181818181818)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.404761904761905)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:33.941865,"(26.0, 65.0, 62.15789473684211)","(3.8, 4.7, 4.618181818181818)","(5.0, 7.0, 6.806451612903226)","(8.0, 14.5, 14.404761904761905)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.457142857142856)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:35.314201,"(26.0, 65.0, 62.15789473684211)","(3.8, 4.7, 4.618181818181818)","(5.0, 7.0, 6.8)","(8.0, 14.5, 15.0)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.4148148148148145)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:36.667896,"(26.0, 65.0, 62.15789473684211)","(3.8, 4.7, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 15.0)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.4148148148148145)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:37.955146,"(26.0, 65.0, 62.15789473684211)","(3.8, 4.8, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 15.0)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.4148148148148145)","(13.0, 22.0, 19.0)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:39.179844,"(26.0, 65.0, 62.3)","(3.8, 4.8, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 15.0)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.421428571428571)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:40.648434,"(26.0, 65.0, 62.3)","(3.8, 4.8, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 15.0)","(5.5, 7.0, 6.895652173913043)","(5.0, 7.6, 7.421428571428571)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:41.940424,"(26.0, 65.0, 62.3)","(3.8, 4.8, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.0, 7.138461538461539)","(5.0, 7.6, 7.421428571428571)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:43.211859,"(26.0, 65.0, 62.3)","(3.8, 4.8, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.0, 6.964705882352941)","(5.0, 7.6, 7.391666666666667)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:44.284983,"(26.0, 65.0, 57.89473684210526)","(3.8, 4.8, 4.585714285714285)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.0, 6.964705882352941)","(5.0, 7.6, 7.391666666666667)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:45.438201,"(26.0, 55.0, 52.875)","(3.8, 4.8, 4.742857142857143)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.0, 6.964705882352941)","(5.0, 7.6, 7.391666666666667)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.0576923076923075)"
12-01-2023 16:58:46.603267,"(26.0, 55.0, 52.875)","(3.8, 4.8, 4.742857142857143)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.0, 7.133333333333334)","(5.0, 7.6, 7.3619047619047615)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.26)"
12-01-2023 16:58:47.627230,"(26.0, 55.0, 52.57142857142857)","(3.8, 4.8, 4.742857142857143)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.2, 7.133333333333334)","(5.0, 7.6, 7.3619047619047615)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.26)"
12-01-2023 16:58:48.710641,"(26.0, 55.0, 52.57142857142857)","(3.8, 4.8, 4.742857142857143)","(5.0, 7.0, 6.8)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.2, 7.133333333333334)","(5.0, 7.6, 7.3619047619047615)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.26078431372549)"
12-01-2023 16:58:50.030115,"(26.0, 50.0, 48.285714285714285)","(3.8, 4.8, 4.742857142857143)","(5.0, 7.0, 6.79344262295082)","(8.0, 15.5, 14.868421052631579)","(5.5, 7.2, 7.133333333333334)","(5.0, 7.6, 7.3619047619047615)","(13.0, 22.0, 18.8)","(4.8, 5.3, 5.26078431372549)"
12-01-2023 16:58:51.220751,"(26.0, 50.0, 48.285714285714285)","(3.8, 4.8, 4.7124999999999995)","(5.0, 7.0, 6.699999999999999)","(8.0, 15.5, 14.75)","(5.5, 7.2, 7.11578947368421)","(5.0, 7.6, 7.4)","(13.0, 22.0, 20.25)","(4.8, 5.3, 5.241176470588235)"
12-01-2023 16:58:52.306867,"(26.0, 50.0, 43.0)","(3.8, 4.8, 4.625)","(5.0, 7.2, 6.699999999999999)","(8.0, 15.5, 14.75)","(5.5, 7.2, 7.11578947368421)","(5.0, 8.0, 7.581818181818182)","(13.0, 22.0, 20.6)","(4.8, 5.3, 4.919047619047619)"
12-01-2023 16:58:53.392270,"(26.0, 50.0, 43.21739130434783)","(3.8, 4.8, 4.66875)","(5.0, 7.2, 6.514285714285714)","(8.0, 15.5, 14.75)","(5.5, 7.2, 7.11578947368421)","(5.0, 7.8, 7.418181818181818)","(13.0, 23.0, 20.6)","(4.8, 5.3, 4.935294117647059)"
12-01-2023 16:58:54.519904,"(26.0, 48.0, 42.21052631578947)","(3.8, 4.8, 4.66875)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 14.75)","(5.5, 7.2, 6.866666666666666)","(5.0, 7.6, 7.418181818181818)","(13.0, 23.0, 20.6)","(4.8, 5.2, 4.91875)"
12-01-2023 16:58:55.553559,"(26.0, 48.0, 43.925925925925924)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 14.75)","(5.5, 7.4, 7.1)","(5.0, 7.6, 7.418181818181818)","(13.0, 23.0, 20.176470588235293)","(4.8, 5.2, 4.91875)"
12-01-2023 16:58:56.526159,"(26.0, 48.0, 43.925925925925924)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.550000000000001)","(8.0, 15.5, 14.75)","(5.5, 7.2, 7.1)","(5.0, 7.6, 7.418181818181818)","(13.0, 23.0, 20.176470588235293)","(4.8, 5.2, 4.91764705882353)"
12-01-2023 16:58:57.580606,"(26.0, 48.0, 43.925925925925924)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.550000000000001)","(8.0, 15.5, 14.75)","(5.5, 7.2, 7.1)","(5.0, 7.6, 7.418181818181818)","(13.0, 23.0, 18.846153846153847)","(4.8, 5.2, 4.911111111111111)"
12-01-2023 16:58:58.759752,"(26.0, 46.0, 42.92307692307692)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 14.136363636363637)","(5.5, 7.2, 7.171428571428572)","(5.0, 7.6, 7.418181818181818)","(13.0, 23.0, 20.88235294117647)","(4.8, 5.2, 4.827586206896552)"
12-01-2023 16:59:00.000975,"(26.0, 46.0, 41.55555555555556)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 14.3)","(5.5, 7.4, 7.171428571428572)","(5.0, 7.6, 7.309090909090909)","(13.0, 23.0, 20.88235294117647)","(4.8, 5.2, 4.85)"
12-01-2023 16:59:01.567498,"(26.0, 46.0, 41.55555555555556)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 14.3)","(5.5, 7.4, 7.171428571428572)","(5.0, 7.6, 7.309090909090909)","(13.0, 23.0, 20.88235294117647)","(4.8, 5.1, 4.85)"
12-01-2023 16:59:02.631581,"(26.0, 46.0, 41.55555555555556)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 15.071428571428571)","(5.5, 7.4, 7.171428571428572)","(5.0, 7.6, 7.309090909090909)","(13.0, 23.0, 21.0)","(4.8, 5.1, 4.757142857142857)"
12-01-2023 16:59:03.798780,"(26.0, 46.0, 41.55555555555556)","(3.8, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.0, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.333333333333333)","(14.0, 22.0, 20.5)","(4.8, 5.1, 4.733333333333333)"
12-01-2023 16:59:04.977015,"(26.0, 46.0, 41.55555555555556)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 20.5)","(4.6, 5.1, 4.733333333333333)"
12-01-2023 16:59:06.336798,"(26.0, 46.0, 41.55555555555556)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 21.61111111111111)","(4.6, 5.1, 4.733333333333333)"
12-01-2023 16:59:07.631716,"(26.0, 46.0, 42.36363636363636)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 20.5)","(4.6, 5.1, 4.733333333333333)"
12-01-2023 16:59:08.996785,"(26.0, 44.0, 41.42857142857143)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 20.5)","(4.6, 5.1, 4.733333333333333)"
12-01-2023 16:59:10.192579,"(26.0, 44.0, 40.0)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.0)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 20.5)","(4.6, 5.1, 4.733333333333333)"
12-01-2023 16:59:11.349567,"(26.0, 44.0, 39.411764705882355)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 20.5)","(4.6, 5.1, 4.775)"
12-01-2023 16:59:12.450412,"(26.0, 44.0, 39.6551724137931)","(3.9, 4.8, 4.65)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.309090909090909)","(14.0, 22.0, 20.59375)","(4.6, 5.0, 4.633333333333333)"
12-01-2023 16:59:13.636378,"(26.0, 44.0, 40.5)","(3.9, 4.8, 4.66875)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.333333333333333)","(14.0, 23.0, 20.666666666666668)","(4.6, 5.0, 4.685714285714285)"
12-01-2023 16:59:15.009404,"(26.0, 44.0, 39.6551724137931)","(3.9, 4.8, 4.66875)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 7.25)","(5.0, 7.6, 7.333333333333333)","(14.0, 23.0, 20.666666666666668)","(4.6, 5.0, 4.6499999999999995)"
12-01-2023 16:59:16.327674,"(26.0, 44.0, 39.6551724137931)","(3.9, 4.8, 4.66875)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 7.4, 6.205194805194806)","(5.0, 7.6, 7.333333333333333)","(14.0, 23.0, 20.666666666666668)","(4.6, 5.0, 4.635294117647058)"
12-01-2023 16:59:17.564882,"(26.0, 44.0, 39.6551724137931)","(3.9, 4.8, 4.7)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 6.4, 6.022857142857143)","(5.0, 7.6, 7.257142857142857)","(14.0, 23.0, 20.8125)","(4.6, 5.0, 4.63157894736842)"
12-01-2023 16:59:18.811043,"(26.0, 44.0, 40.5)","(3.9, 4.8, 4.714285714285714)","(5.0, 7.0, 6.640000000000001)","(8.5, 15.5, 14.75)","(5.5, 6.4, 6.017142857142857)","(5.0, 7.6, 7.359999999999999)","(14.0, 23.0, 20.8125)","(4.6, 5.0, 4.805555555555555)"
12-01-2023 16:59:20.108104,"(26.0, 44.0, 40.5)","(3.9, 4.9, 4.675)","(5.0, 7.0, 6.628571428571429)","(8.5, 15.5, 15.071428571428571)","(5.5, 6.4, 6.011428571428572)","(5.0, 7.6, 7.257142857142857)","(14.0, 23.0, 19.791666666666668)","(4.6, 5.0, 4.621052631578947)"
12-01-2023 16:59:21.309533,"(26.0, 44.0, 39.6551724137931)","(3.9, 4.9, 4.642857142857142)","(5.0, 7.2, 6.836363636363637)","(8.5, 15.5, 14.617647058823529)","(5.5, 6.4, 6.027397260273973)","(5.0, 7.6, 7.18)","(14.0, 23.0, 20.666666666666668)","(4.6, 5.0, 4.619512195121951)"
12-01-2023 16:59:22.488493,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.0, 7.2, 6.836363636363637)","(8.5, 15.5, 14.617647058823529)","(5.5, 6.4, 6.040579710144928)","(5.0, 7.6, 7.18)","(14.0, 23.0, 20.5)","(4.6, 5.0, 4.619512195121951)"
12-01-2023 16:59:23.655000,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.0, 7.2, 6.836363636363637)","(8.5, 15.5, 14.617647058823529)","(5.5, 6.4, 6.040579710144928)","(5.0, 7.6, 7.18)","(14.0, 23.0, 19.818181818181817)","(4.6, 5.0, 4.622222222222222)"
12-01-2023 16:59:25.199099,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.675)","(5.0, 7.2, 6.836363636363637)","(8.5, 15.5, 14.617647058823529)","(5.5, 6.4, 6.04)","(5.0, 7.6, 7.18)","(14.0, 23.0, 21.666666666666668)","(4.6, 5.0, 4.657142857142857)"
12-01-2023 16:59:26.425342,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.675)","(5.0, 7.2, 6.836363636363637)","(9.0, 15.5, 14.764705882352942)","(5.0, 6.4, 6.029411764705882)","(5.5, 7.6, 7.18)","(15.0, 23.0, 22.047619047619047)","(4.2, 5.0, 4.657142857142857)"
12-01-2023 16:59:27.571119,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.675)","(5.0, 7.2, 6.800000000000001)","(9.0, 15.5, 14.764705882352942)","(5.0, 6.4, 6.054794520547945)","(5.5, 7.6, 7.18)","(15.0, 23.0, 22.047619047619047)","(4.2, 5.0, 4.871111111111111)"
12-01-2023 16:59:28.785170,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.0, 7.2, 6.685714285714286)","(9.0, 15.5, 14.764705882352942)","(5.0, 6.4, 6.04)","(5.5, 7.6, 7.18)","(15.0, 23.0, 22.047619047619047)","(4.2, 5.0, 4.876190476190476)"
12-01-2023 16:59:29.918224,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.5, 7.2, 6.800000000000001)","(9.0, 15.5, 14.764705882352942)","(5.0, 6.4, 6.054794520547945)","(5.5, 7.6, 7.18)","(15.0, 23.0, 21.4)","(4.2, 5.0, 4.876190476190476)"
12-01-2023 16:59:31.047873,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.5, 7.2, 6.914285714285715)","(9.0, 15.5, 14.764705882352942)","(5.0, 6.4, 6.054794520547945)","(5.5, 7.6, 7.18)","(15.0, 23.0, 19.666666666666668)","(4.2, 5.0, 4.888)"
12-01-2023 16:59:32.146062,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.5, 7.2, 6.836363636363637)","(9.0, 15.5, 15.037037037037036)","(5.0, 6.4, 6.357142857142858)","(5.5, 7.6, 7.133333333333333)","(15.0, 23.0, 20.333333333333332)","(4.2, 5.0, 4.888)"
12-01-2023 16:59:33.461308,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.5, 7.2, 6.720000000000001)","(9.0, 15.5, 15.037037037037036)","(5.0, 6.4, 6.05)","(5.5, 7.6, 7.133333333333333)","(15.0, 22.0, 20.192307692307693)","(4.2, 5.0, 4.888)"
12-01-2023 16:59:34.707073,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.5, 7.2, 6.720000000000001)","(9.0, 15.5, 15.037037037037036)","(5.0, 6.4, 6.05)","(5.5, 7.6, 7.133333333333333)","(15.0, 21.0, 20.192307692307693)","(4.2, 5.0, 4.888)"
12-01-2023 16:59:35.826349,"(26.0, 44.0, 39.45454545454545)","(3.9, 4.9, 4.642857142857142)","(5.5, 7.2, 6.8500000000000005)","(10.0, 15.5, 15.037037037037036)","(5.5, 6.4, 6.05)","(5.5, 7.6, 7.18)","(15.0, 21.0, 20.192307692307693)","(4.2, 5.1, 5.008333333333333)"
12-01-2023 16:59:36.977513,"(26.0, 44.0, 39.45454545454545)","(4.0, 4.9, 4.642857142857142)","(5.5, 7.2, 6.870588235294118)","(10.0, 15.5, 15.037037037037036)","(5.5, 6.4, 6.584615384615384)","(5.5, 6.6, 7.0)","(15.0, 21.0, 20.192307692307693)","(4.2, 5.1, 4.984210526315789)"
12-01-2023 16:59:38.330157,"(26.0, 44.0, 39.45454545454545)","(4.0, 4.9, 4.766666666666667)","(5.5, 7.2, 6.800000000000001)","(10.0, 15.5, 15.037037037037036)","(5.5, 6.6, 6.7846153846153845)","(5.5, 7.2, 6.800000000000001)","(15.0, 21.0, 19.833333333333332)","(4.2, 5.1, 4.9625)"
