,Jayville Glory,Irenes A Star,She Has Zip,All Inn Ryder,Funky Felix,Dimes Ambition,Forcefully,La La Nebraska
15-12-2022 11:43:06.942997,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.686666666666667)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:07.997973,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.686666666666667)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:09.111538,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.686666666666667)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:10.212022,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.588888888888889)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:11.273317,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.5)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:12.360862,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.5)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:13.440036,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.5)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:14.492135,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.5)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:15.554466,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 10.0)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.5)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:16.639472,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 9.35)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 5.5)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:17.707625,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 9.35)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.9, 4.961538461538462)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:18.795084,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 10.45)","(6.5, 11.5, 9.35)","(10.0, 23.0, 13.625)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.666666666666666)"
15-12-2022 11:43:19.862188,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.62)","(7.0, 13.5, 12.628571428571428)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 18.3125)","(7.0, 18.0, 11.942857142857143)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 14.0)"
15-12-2022 11:43:20.938103,"(5.5, 13.0, 10.809999999999999)","(3.4, 5.4, 4.45)","(7.0, 13.5, 12.628571428571428)","(6.5, 11.5, 10.27)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.625)"
15-12-2022 11:43:22.020694,"(5.5, 13.0, 8.68)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 10.27)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.625)"
15-12-2022 11:43:23.093915,"(5.5, 13.0, 8.68)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 10.27)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.625)"
15-12-2022 11:43:24.154673,"(5.5, 13.0, 8.74)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 8.933333333333334)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:25.255824,"(5.5, 13.0, 10.533333333333333)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:26.241115,"(5.5, 13.0, 8.620000000000001)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 8.577777777777778)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:27.326583,"(5.5, 13.0, 10.809999999999999)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:28.353118,"(5.5, 13.0, 8.68)","(3.4, 5.4, 4.709090909090909)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:29.433434,"(5.5, 13.0, 8.74)","(3.4, 5.4, 4.66)","(7.0, 13.5, 12.657142857142857)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:30.584002,"(5.5, 13.0, 8.74)","(3.4, 5.4, 4.66)","(7.0, 13.5, 12.657142857142857)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:31.701913,"(5.5, 13.0, 8.74)","(3.4, 5.4, 4.66)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:32.820128,"(5.5, 13.0, 8.74)","(3.4, 5.4, 4.3428571428571425)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 9.68)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:33.885909,"(5.5, 13.0, 8.8)","(3.4, 5.4, 4.3428571428571425)","(7.0, 13.5, 12.025)","(6.5, 11.5, 9.742857142857144)","(10.0, 23.0, 15.8)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:34.964200,"(5.5, 13.0, 8.92)","(3.4, 5.4, 4.3428571428571425)","(7.0, 13.5, 12.025)","(6.5, 11.5, 10.2)","(10.0, 23.0, 15.8)","(7.0, 18.0, 12.17142857142857)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:36.001997,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.5)","(7.0, 13.5, 12.36)","(6.5, 11.5, 10.2)","(10.0, 23.0, 15.8)","(7.0, 18.0, 12.17142857142857)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 11.0)"
15-12-2022 11:43:37.084397,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.745454545454546)","(7.0, 13.5, 12.7875)","(6.5, 11.5, 10.2)","(10.0, 23.0, 15.8)","(7.0, 18.0, 12.17142857142857)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 14.333333333333332)"
15-12-2022 11:43:38.161371,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.745454545454546)","(7.0, 13.5, 12.7875)","(6.5, 11.5, 9.55)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.9)"
15-12-2022 11:43:39.266474,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.745454545454546)","(7.0, 10.5, 8.75)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.9)"
15-12-2022 11:43:40.411712,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.745454545454546)","(7.0, 10.5, 9.153846153846153)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.9)"
15-12-2022 11:43:41.553271,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.5)","(7.0, 10.5, 8.75)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.9)"
15-12-2022 11:43:42.661016,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.5)","(7.0, 10.5, 8.75)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.9)"
15-12-2022 11:43:43.742514,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.5)","(7.0, 10.5, 8.75)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.200000000000001)"
15-12-2022 11:43:44.817927,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.5)","(7.0, 12.5, 10.5875)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.581818181818182)","(4.8, 5.7, 4.961538461538462)","(9.0, 17.0, 12.200000000000001)"
15-12-2022 11:43:45.909993,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.5)","(7.0, 12.5, 10.4)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.436363636363636)","(4.8, 5.7, 4.961538461538462)","(9.0, 17.0, 12.200000000000001)"
15-12-2022 11:43:46.991826,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.4)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.436363636363636)","(4.8, 5.7, 4.961538461538462)","(9.0, 17.0, 12.200000000000001)"
15-12-2022 11:43:48.060423,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.866666666666667)","(6.5, 11.5, 9.55)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.436363636363636)","(4.8, 5.7, 4.961538461538462)","(9.0, 17.0, 10.711111111111112)"
15-12-2022 11:43:49.111753,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.866666666666667)","(6.5, 11.5, 9.55)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.436363636363636)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:50.139357,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.4)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.436363636363636)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:51.259845,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.4)","(6.5, 11.5, 8.77)","(10.0, 23.0, 14.0)","(7.0, 18.0, 10.436363636363636)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:52.335825,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 11.5, 8.77)","(10.0, 23.0, 17.46153846153846)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:53.488343,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 11.5, 8.77)","(10.0, 23.0, 17.46153846153846)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:54.623401,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 11.5, 8.77)","(10.0, 23.0, 17.46153846153846)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:55.699872,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 11.5, 8.77)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:56.832378,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 11.5, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:57.882842,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:58.929469,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 11.2)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:43:59.955295,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 11.09)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:44:01.034432,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 9.6875)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 10.711111111111112)"
15-12-2022 11:44:02.122181,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 9.6875)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:03.256900,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 9.6875)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:04.390150,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 9.6875)","(6.5, 7.8, 7.1)","(10.0, 23.0, 16.454545454545453)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:05.525435,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.625)","(6.5, 7.8, 8.21)","(10.0, 23.0, 15.545454545454545)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:06.646291,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.625)","(6.5, 11.5, 8.96923076923077)","(10.0, 21.0, 15.545454545454545)","(7.0, 18.0, 12.559999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:07.651032,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 10.625)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 15.545454545454545)","(7.0, 18.0, 9.11111111111111)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:08.761952,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 10.0, 9.0)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 15.545454545454545)","(7.0, 18.0, 9.11111111111111)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:09.766550,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 10.0, 9.0)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 18.0, 9.11111111111111)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:10.834115,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 10.0, 9.2)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 18.0, 9.11111111111111)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:11.945013,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 10.0, 10.541666666666666)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 18.0, 9.11111111111111)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:13.074200,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.4)","(7.0, 12.5, 9.5625)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:14.163015,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.285714285714286)","(7.0, 12.5, 9.5625)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:15.238160,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 9.5625)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:16.302795,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 9.5625)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:17.347137,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:18.382793,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:19.495345,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:20.553049,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:21.643778,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:22.753933,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.277777777777779)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:23.821582,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.62)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 9.076923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 10.459999999999999)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:24.933560,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.555555555555555)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:26.028846,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.709090909090909)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:27.113578,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.709090909090909)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:28.193855,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.709090909090909)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 13.428571428571429)"
15-12-2022 11:44:29.255508,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.709090909090909)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 21.0, 12.857142857142858)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 14.25)"
15-12-2022 11:44:30.324071,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.3428571428571425)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 20.0, 14.333333333333334)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 14.25)"
15-12-2022 11:44:31.360557,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 20.0, 14.333333333333334)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
15-12-2022 11:44:32.449009,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 23.0, 13.142857142857142)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
15-12-2022 11:44:33.538505,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 23.0, 13.142857142857142)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
15-12-2022 11:44:34.670556,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 23.0, 13.142857142857142)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
15-12-2022 11:44:35.785156,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 12.5, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 23.0, 13.142857142857142)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
15-12-2022 11:44:36.859763,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 9.8, 10.363636363636363)","(6.5, 11.5, 8.96923076923077)","(10.0, 23.0, 13.142857142857142)","(7.0, 19.5, 9.7875)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
15-12-2022 11:44:37.941745,"(5.5, 13.0, 10.45)","(3.4, 5.4, 4.66)","(7.0, 12.5, 9.6875)","(6.5, 11.5, 8.96923076923077)","(10.0, 23.0, 13.142857142857142)","(7.0, 19.5, 9.633333333333333)","(4.8, 5.7, 4.961538461538462)","(9.0, 18.0, 12.90909090909091)"
