,Little Auckland,Hurricane Dream,Shesherz,Feelin Flirty,Akermanis,Lookat Mee,Studleigh Patricia,Delta Three Nz,Village Smirker,Beau Hart
16-12-2022 12:55:15.643314,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:17.074580,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:18.453328,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:19.828519,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:21.193881,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:22.590325,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:23.978356,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.435714285714286)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.2)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:25.359117,"(71.0, 270.0, 233.0)","(4.0, 5.4, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 36.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:26.837632,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:28.317334,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:29.775524,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:31.179171,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:32.486125,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:33.871945,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:35.254999,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:36.687146,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:38.210842,"(71.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(19.0, 34.0, 28.5)","(3.6, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:39.651875,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:41.083248,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:42.725518,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:44.314648,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:45.826207,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:47.301833,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:48.923732,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:50.306633,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:51.695505,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:53.180220,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:54.781562,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:56.414513,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:58.031892,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:55:59.643713,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:01.227705,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:02.734974,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:04.348765,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:05.857841,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:07.328384,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:08.764088,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:10.429149,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:12.045487,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:13.822463,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:15.465962,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:17.087208,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:18.573650,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.775)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 77.5)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:20.081315,"(81.0, 270.0, 233.0)","(4.0, 5.3, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:21.576184,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:23.115861,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:24.634945,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:26.302485,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:27.816440,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:29.327047,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:30.875012,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:32.372937,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:34.115993,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:35.783543,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:37.322866,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:38.805179,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:40.201817,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:41.635799,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:43.149767,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:44.605470,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:45.995440,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:47.393236,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:49.072711,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:50.693742,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.333333333333333)","(26.0, 55.0, 33.666666666666664)","(21.0, 50.0, 39.83333333333333)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.757142857142857)","(20.0, 42.0, 28.0)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:52.330168,"(81.0, 270.0, 233.0)","(4.0, 5.2, 4.6499999999999995)","(26.0, 55.0, 32.0)","(21.0, 50.0, 38.5)","(20.0, 34.0, 28.5)","(3.7, 6.4, 5.766666666666667)","(20.0, 42.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:53.813321,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 34.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:55.284107,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:56.805602,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:58.286321,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:56:59.884339,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:57:01.404403,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 104.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:57:02.842736,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 92.8)","(101.0, 250.0, 225.0)"
16-12-2022 12:57:04.268890,"(81.0, 270.0, 233.0)","(4.0, 5.1, 4.6499999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.7, 6.2, 5.766666666666667)","(20.0, 40.0, 27.333333333333332)","(1.8, 99999, 99990)","(41.0, 160.0, 92.8)","(101.0, 250.0, 225.0)"
