,Little Auckland,Hurricane Dream,Shesherz,Feelin Flirty,Akermanis,Lookat Mee,Studleigh Patricia,Delta Three Nz,Village Smirker,Beau Hart
16-12-2022 12:59:14.768010,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:16.056617,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:17.437545,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:18.769814,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:20.053761,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:21.348904,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:22.650874,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:23.913254,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 35.666666666666664)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:25.310648,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.1, 4.628571428571428)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 42.0, 28.666666666666668)","(3.8, 5.9, 5.5)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:26.762972,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 40.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:28.132219,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:29.501966,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:30.849626,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:32.273293,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:33.606106,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:34.959338,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:36.307808,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:37.695481,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:39.022305,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:40.385479,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:41.720193,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:43.117427,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:44.453940,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:45.764448,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:46.988927,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:48.298046,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:49.650243,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:51.091101,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:52.547424,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:53.900520,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:55.262581,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:56.622162,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 12:59:58.318987,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:00.281597,"(81.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:01.907483,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:03.610521,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:05.324472,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:06.905042,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:08.285101,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:09.736923,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:11.187052,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:12.838546,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:14.658270,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:16.762242,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:18.549982,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:20.094411,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:21.565119,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:23.101504,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:24.712919,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:26.156565,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:27.551472,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:29.045497,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:30.417396,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:31.837559,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:33.190558,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:34.587248,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:35.873886,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.9, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:37.175645,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:38.522453,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:39.764708,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:41.153336,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.4399999999999995)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:42.451389,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:43.813677,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:45.150956,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:46.487144,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:47.739322,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:48.979185,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:50.231903,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:51.486515,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:52.748208,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:53.973907,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:55.213573,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:56.399194,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 112.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:57.540341,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 130.0)","(101.0, 250.0, 225.0)"
