,Sweet Enough,Alpha Princess,Durham,Coonamble Kid,Adulate,Fancy A Scotch,Crystal Chaos,Wheres The Bar
11-01-2023 15:30:02.737393,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:03.931400,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:05.128480,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:06.335424,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:07.564839,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:08.850171,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:10.104639,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:11.381457,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:12.762270,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:14.131760,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:15.463148,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:16.792722,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:18.131811,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:19.542336,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:20.824885,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:22.138921,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:23.437936,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:24.732802,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:26.047836,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:27.402790,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:28.723897,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:30.012028,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:31.290847,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:32.596043,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1)"
11-01-2023 15:30:33.870244,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.7533333333333334)"
11-01-2023 15:30:35.156122,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.7533333333333334)"
11-01-2023 15:30:36.413740,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.1954545454545453)"
11-01-2023 15:30:37.675041,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 4.026966292134832)"
11-01-2023 15:30:38.903545,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 4.026966292134832)"
11-01-2023 15:30:40.214762,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 4.026966292134832)"
11-01-2023 15:30:41.548980,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 4.026966292134832)"
11-01-2023 15:30:42.853477,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:44.125046,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:45.409166,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:46.704030,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:47.970685,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:49.233173,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:50.479282,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:51.761814,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:53.120686,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.8375000000000004)"
11-01-2023 15:30:54.371686,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:30:55.855920,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:30:57.254920,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:30:58.532560,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:30:59.995586,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:01.450163,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:02.738171,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:04.021592,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:05.410412,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:06.664238,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:07.976109,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:09.279724,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:10.528838,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:11.756884,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:13.022436,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:14.253404,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:15.619307,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:16.953233,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:18.185910,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:19.470796,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:20.791867,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:22.039771,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:23.342127,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:24.648187,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:26.001106,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:27.398914,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:28.796245,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:30.162910,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:31.508990,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:32.815792,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:34.165962,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:35.458852,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:36.815622,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:38.085589,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:39.382653,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:40.727414,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:42.016065,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:43.423380,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:44.996034,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:46.518218,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:48.021041,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:49.517808,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:50.955350,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
11-01-2023 15:31:52.368047,"(41.0, 310.0, 173.0)","(9.0, 20.0, 19.240000000000002)","(61.0, 550.0, 467.5)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.2727272727272725)","(4.6, 7.6, 6.683333333333334)","(91.0, 730.0, 622.5)","(2.6, 4.3, 2.78125)"
