,Wispy Bale,Flash The Hand,Hawk Girl,Redbank Molly,Post The Zipper,Brockies Way,Lucky Ethics,Magical Touch
10-01-2023 20:59:16.065017,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:17.510416,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:18.838265,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:20.093792,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:21.232178,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:22.476025,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:23.702960,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:24.985533,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.428571428571429)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:26.248698,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:27.463344,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:28.661116,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:29.884124,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:31.026755,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:32.183414,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 55.09090909090909)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:33.309030,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 130.0, 61.875)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:34.480090,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:35.604897,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:36.752678,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:37.928997,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:39.223789,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:40.491987,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:41.695472,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 20:59:42.859211,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 61.875)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:43.949126,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:45.111410,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:46.315032,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:47.567621,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 20:59:48.757869,"(9.0, 18.0, 15.133333333333333)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 16.166666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:49.882401,"(9.0, 18.0, 16.9)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.0, 18.666666666666664)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:51.008729,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:52.173767,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:53.383854,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:54.567985,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.457142857142857)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:55.824008,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:57.016904,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:58.155499,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 20:59:59.269908,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:00.482404,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:01.746100,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:03.055216,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:04.361922,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:05.557032,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:06.719319,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:07.889903,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:09.018431,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:10.246601,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:11.286491,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:12.297853,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:13.366479,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:14.479682,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:15.552526,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:16.645046,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:17.694096,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:19.155799,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:20.487412,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:21.792714,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:23.130025,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:24.479055,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:25.865793,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:27.349058,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:28.622540,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:29.896636,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:30.951626,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 8.314285714285715)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:31.957816,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:33.189188,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:34.298412,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:35.387436,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:36.363789,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:37.451707,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:38.696976,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:40.278825,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:41.657644,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:42.798043,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:44.150796,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:45.619118,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:46.996317,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:48.278134,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:49.372232,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:50.533686,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:51.588202,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:52.926817,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:54.167472,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:00:55.439309,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.357142857142858)","(10.0, 19.5, 19.32075471698113)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.45, 2.83)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
