,Wispy Bale,Flash The Hand,Hawk Girl,Redbank Molly,Post The Zipper,Brockies Way,Lucky Ethics,Magical Touch
10-01-2023 21:03:26.617148,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:27.972896,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:29.413369,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:30.780254,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:32.063384,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:33.350604,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:34.597073,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:35.915547,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:37.297885,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 14.277777777777779)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 52.36363636363637)","(61.0, 520.0, 226.25)"
10-01-2023 21:03:38.600827,"(9.0, 18.0, 15.542857142857143)","(3.6, 8.8, 7.4)","(10.0, 19.0, 19.166666666666664)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:03:39.968898,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.4)","(10.0, 20.0, 19.12280701754386)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 72.0)","(61.0, 520.0, 477.09090909090907)"
10-01-2023 21:03:41.118680,"(9.0, 18.5, 17.3375)","(3.6, 8.8, 7.4)","(10.0, 20.0, 19.12280701754386)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:42.315533,"(9.0, 18.5, 15.9)","(3.6, 8.8, 7.4)","(10.0, 20.0, 13.666666666666666)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:43.679170,"(9.0, 18.5, 15.9)","(3.6, 8.8, 8.323809523809524)","(10.0, 20.0, 13.666666666666666)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.88)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:45.188299,"(9.0, 18.5, 13.95)","(3.6, 8.8, 8.323809523809524)","(10.0, 20.0, 17.7)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 7.471532846715329)","(2.4, 3.6, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:46.547518,"(9.0, 19.5, 14.45)","(3.6, 8.8, 8.323809523809524)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 5.510526315789474)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:47.839367,"(9.0, 19.5, 14.0)","(3.6, 8.8, 7.15)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 5.510526315789474)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:49.189910,"(9.0, 19.5, 12.9)","(3.6, 8.8, 7.4)","(10.0, 19.5, 13.454545454545455)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 5.510526315789474)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:50.456469,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.4)","(10.0, 20.0, 13.454545454545455)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 5.510526315789474)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:51.747395,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.4)","(10.0, 20.0, 13.454545454545455)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 5.510526315789474)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:53.036061,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:54.272462,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:55.502770,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:56.789888,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:58.011954,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:03:59.344053,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:04:00.723771,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 17.375)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:04:02.063689,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:04:03.492633,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:04:05.126777,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:04:06.367083,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 402.5)"
10-01-2023 21:04:07.501213,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:08.703300,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.092307692307692)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:09.924833,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.4)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:11.114425,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.4)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:12.333857,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.4)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:13.494853,"(9.0, 21.0, 13.4)","(3.6, 8.8, 7.183333333333334)","(10.0, 19.5, 14.642857142857142)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.8, 6.833333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:14.846670,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 15.5)","(6.5, 11.0, 9.95)","(5.0, 7.8, 7.290909090909091)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 178.1818181818182)"
10-01-2023 21:04:16.210423,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 15.5)","(6.5, 11.0, 9.95)","(5.0, 7.8, 7.290909090909091)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 520.0, 327.5)"
10-01-2023 21:04:17.517006,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 15.5)","(6.5, 11.0, 9.95)","(5.0, 7.8, 7.290909090909091)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:18.756422,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 15.5)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.8, 7.290909090909091)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 61.875)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:20.021183,"(9.0, 21.0, 13.4)","(3.6, 8.8, 8.061538461538461)","(10.0, 19.5, 15.5)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.8, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 120.0, 76.80000000000001)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:21.234482,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.818181818181818)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:22.522757,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.0)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:23.846206,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.0)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:25.245784,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.0)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:26.349825,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.0)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:27.555474,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.0)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:28.799128,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 15.0, 12.0)","(6.5, 11.0, 10.2)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:30.025864,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.95)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:31.387195,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.95)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:32.651741,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 58.125)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:33.841762,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 395.0)"
10-01-2023 21:04:35.110895,"(9.0, 21.0, 13.745454545454546)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 510.0, 395.0)"
10-01-2023 21:04:36.326499,"(9.0, 21.0, 13.745454545454546)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 510.0, 395.0)"
10-01-2023 21:04:37.453321,"(9.0, 21.0, 13.745454545454546)","(3.6, 8.8, 7.945454545454545)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 510.0, 327.5)"
10-01-2023 21:04:38.753546,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 8.05)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:39.985411,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 8.05)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 9.666666666666666)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:41.293315,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 8.05)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 10.422222222222222)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:42.512225,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 8.05)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 10.422222222222222)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:43.829260,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 8.05)","(10.0, 19.5, 16.666666666666668)","(6.5, 11.0, 10.896470588235294)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:45.150561,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 8.05)","(10.0, 19.5, 16.333333333333332)","(6.5, 11.0, 9.95)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:46.289248,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.300000000000001)","(10.0, 19.0, 16.333333333333332)","(6.5, 11.0, 9.8)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 327.5)"
10-01-2023 21:04:47.548848,"(9.0, 21.0, 14.666666666666666)","(3.6, 8.8, 7.333333333333334)","(10.0, 19.0, 16.333333333333332)","(6.5, 10.5, 9.8)","(5.0, 7.2, 6.033333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 378.8888888888889)"
10-01-2023 21:04:48.833256,"(9.0, 22.0, 19.288888888888888)","(3.6, 8.8, 7.366666666666667)","(10.0, 19.0, 17.4)","(6.5, 10.0, 9.84)","(5.0, 7.2, 6.233333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 378.8888888888889)"
10-01-2023 21:04:50.059825,"(9.0, 22.0, 19.288888888888888)","(3.6, 8.8, 7.433333333333334)","(10.0, 19.0, 17.4)","(6.5, 10.5, 9.066666666666666)","(5.0, 6.8, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 378.8888888888889)"
10-01-2023 21:04:51.201094,"(9.0, 22.0, 19.288888888888888)","(3.6, 8.8, 7.366666666666667)","(10.0, 19.0, 17.4)","(6.5, 10.0, 9.34375)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 378.8888888888889)"
10-01-2023 21:04:52.378082,"(9.0, 22.0, 17.933333333333334)","(3.6, 8.8, 8.225000000000001)","(10.0, 19.0, 17.4)","(6.5, 10.5, 9.8)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 54.666666666666664)","(61.0, 420.0, 378.8888888888889)"
10-01-2023 21:04:53.408600,"(9.0, 22.0, 20.346666666666664)","(3.6, 8.8, 7.300000000000001)","(10.0, 19.0, 16.0)","(6.5, 10.5, 9.8)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 110.0, 111.75)","(61.0, 420.0, 458.8888888888889)"
10-01-2023 21:04:54.756438,"(9.0, 22.0, 20.346666666666664)","(3.6, 9.8, 6.708333333333334)","(10.0, 19.0, 17.5)","(6.5, 10.5, 9.84)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 140.0, 111.75)","(61.0, 510.0, 458.8888888888889)"
10-01-2023 21:04:56.037137,"(9.0, 22.0, 20.346666666666664)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 140.0, 111.75)","(61.0, 510.0, 458.8888888888889)"
10-01-2023 21:04:57.309671,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 140.0, 111.75)","(61.0, 510.0, 458.8888888888889)"
10-01-2023 21:04:58.637860,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 140.0, 111.75)","(61.0, 510.0, 458.8888888888889)"
10-01-2023 21:04:59.982804,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 140.0, 111.75)","(61.0, 510.0, 458.8888888888889)"
10-01-2023 21:05:01.568263,"(9.0, 22.0, 17.2)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.5541176470588236)","(31.0, 140.0, 111.75)","(61.0, 510.0, 458.8888888888889)"
10-01-2023 21:05:02.918798,"(9.0, 22.0, 17.2)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.1, 2.553125)","(31.0, 140.0, 111.75)","(61.0, 510.0, 282.5)"
10-01-2023 21:05:04.313196,"(9.0, 22.0, 17.2)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 140.0, 111.75)","(61.0, 510.0, 359.1666666666667)"
10-01-2023 21:05:05.655705,"(9.0, 22.0, 17.866666666666667)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 140.0, 111.75)","(61.0, 420.0, 237.5)"
10-01-2023 21:05:06.820856,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.191666666666666)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 140.0, 111.75)","(61.0, 420.0, 237.5)"
10-01-2023 21:05:07.991032,"(9.0, 22.0, 17.04)","(3.6, 9.8, 7.5687500000000005)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.294444444444444)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 140.0, 141.75)","(61.0, 420.0, 237.5)"
10-01-2023 21:05:09.255586,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.25)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.294444444444444)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 141.75)","(61.0, 420.0, 237.5)"
10-01-2023 21:05:10.464914,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.25)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.294444444444444)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 141.75)","(61.0, 420.0, 237.5)"
10-01-2023 21:05:11.692152,"(9.0, 22.0, 17.12)","(3.6, 9.8, 7.25)","(10.0, 19.0, 17.5)","(6.5, 10.5, 10.294444444444444)","(5.0, 7.0, 5.733333333333333)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 141.75)","(61.0, 420.0, 237.5)"
