,Blue Yap,Mcentire,Untroubled,Touch Of Speed,Blue Stingray,Irinka Anna,Just Dream,Lady On Fire
09-01-2023 14:39:23.306173,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 100.0, 80.0)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 339.09090909090907)"
09-01-2023 14:39:24.365387,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 339.09090909090907)"
09-01-2023 14:39:25.403280,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 339.09090909090907)"
09-01-2023 14:39:26.476922,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 53.09090909090909)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 339.09090909090907)"
09-01-2023 14:39:27.554587,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 53.09090909090909)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 339.09090909090907)"
09-01-2023 14:39:28.661029,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 56.0)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:29.755375,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 56.0)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:30.878945,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 56.0)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:31.942023,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:33.097530,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:34.163738,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:35.275648,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:36.321159,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:37.361932,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:38.399325,"(5.0, 10.0, 9.32857142857143)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:39.474961,"(5.0, 10.0, 7.75)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:40.519799,"(5.0, 10.0, 7.75)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:41.593808,"(5.0, 10.0, 9.292307692307691)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:42.705572,"(5.0, 10.0, 9.292307692307691)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:43.810237,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:44.792193,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:45.810328,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:46.797367,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:47.935927,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:49.008644,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:50.090584,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:51.169726,"(5.0, 10.0, 9.2)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:52.332349,"(5.0, 10.0, 9.2)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:53.464240,"(5.0, 10.0, 9.2)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:54.527199,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:55.559867,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:56.693682,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:57.813095,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:39:58.983449,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:00.163739,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:01.313661,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:02.455694,"(5.0, 10.0, 8.566666666666666)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:03.548016,"(5.0, 10.0, 9.3)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:04.693963,"(5.0, 10.0, 9.3)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:05.763709,"(5.0, 10.0, 9.3)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 50.36363636363636)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:06.943408,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 50.36363636363636)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:08.173759,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:09.418380,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:10.588981,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:11.797486,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:12.872215,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 61.14285714285714)","(4.6, 7.6, 6.666666666666666)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:13.894265,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 6.230769230769231)","(31.0, 100.0, 61.14285714285714)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:14.971702,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 6.12)","(31.0, 100.0, 61.14285714285714)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:16.070315,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 100.0, 61.14285714285714)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:17.218620,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 100.0, 61.14285714285714)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:18.385275,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 100.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:19.444816,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:20.509082,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:21.536038,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:22.634848,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:23.702507,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:24.844877,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:25.956266,"(5.0, 10.0, 8.633333333333333)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:27.051329,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:28.101941,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:29.190353,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:30.329447,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:31.502422,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:32.586572,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:33.677025,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:34.725403,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:35.768793,"(5.0, 10.0, 9.333333333333332)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:36.830939,"(5.0, 10.0, 6.8)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:38.000286,"(5.0, 10.0, 9.04)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:39.171526,"(5.0, 10.0, 9.04)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:40.291986,"(5.0, 10.0, 8.685714285714287)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:41.407465,"(5.0, 10.0, 8.685714285714287)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 69.71428571428572)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:42.458015,"(5.0, 10.0, 8.685714285714287)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 74.54545454545455)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:43.532420,"(5.0, 10.0, 8.685714285714287)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:44.565140,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:45.701586,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:46.886798,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:48.087858,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 50.36363636363636)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:49.253532,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.757142857142857)","(6.0, 9.2, 8.2)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 50.36363636363636)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:50.322047,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.98)","(6.0, 9.2, 8.2)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 50.36363636363636)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:51.694018,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.98)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 53.27272727272727)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:52.952975,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.98)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 53.27272727272727)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
09-01-2023 14:40:54.209711,"(5.0, 10.0, 8.5)","(3.5, 4.7, 3.98)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 110.0, 65.42857142857143)","(4.6, 7.6, 5.92)","(6.5, 14.5, 11.8)","(71.0, 490.0, 154.0)"
