,Cortes,Darksaber,Kokonotsu,Lonfire,Ponte Vecchio,Rackermann,The Woke Waiter,Thornycroft,Dreamtime Girl,Field The Moment,Shuffle Dancer
14-12-2022 14:36:06.666887,"(14.0, 18.0, 17.56)","(31.0, 50.0, 48.208333333333336)","(51.0, 80.0, 76.4)","(11.0, 13.5, 13.293478260869565)","(31.0, 48.0, 47.733333333333334)","(2.0, 2.2, 2.1865771812080537)","(12.0, 16.0, 15.618556701030927)","(13.0, 17.0, 16.755555555555556)","(31.0, 42.0, 41.34285714285714)","(8.0, 10.5, 10.034883720930232)","(8.0, 9.4, 9.398260869565219)"
14-12-2022 14:36:08.047679,"(14.0, 17.5, 17.424242424242426)","(31.0, 50.0, 48.31372549019608)","(51.0, 80.0, 76.4)","(11.0, 13.5, 13.293478260869565)","(31.0, 48.0, 47.733333333333334)","(2.0, 2.2, 2.1865771812080537)","(12.0, 16.0, 15.618556701030927)","(13.0, 17.0, 16.755555555555556)","(31.0, 42.0, 41.36231884057971)","(8.0, 10.5, 10.208333333333334)","(8.0, 9.4, 9.344525547445256)"
14-12-2022 14:36:09.358752,"(14.0, 17.5, 17.424242424242426)","(31.0, 50.0, 48.31372549019608)","(51.0, 85.0, 80.0)","(11.0, 13.5, 13.293478260869565)","(31.0, 48.0, 47.857142857142854)","(2.0, 2.2, 2.190138888888889)","(12.0, 16.0, 15.618556701030927)","(13.0, 17.0, 16.805555555555557)","(31.0, 42.0, 41.36231884057971)","(8.0, 10.5, 10.208333333333334)","(8.0, 9.4, 9.370044052863436)"
14-12-2022 14:36:10.663803,"(14.0, 17.5, 17.413793103448278)","(31.0, 50.0, 48.2962962962963)","(51.0, 85.0, 80.0)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.733333333333334)","(2.0, 2.2, 2.191098591549296)","(12.0, 16.0, 15.618556701030927)","(13.0, 17.0, 16.80263157894737)","(31.0, 42.0, 41.36231884057971)","(8.0, 10.5, 10.194444444444445)","(8.0, 9.4, 9.445614035087718)"
14-12-2022 14:36:11.986272,"(14.0, 17.5, 17.428571428571427)","(31.0, 50.0, 48.2962962962963)","(51.0, 85.0, 80.0)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.733333333333334)","(2.0, 2.2, 2.1870609318996417)","(12.0, 16.0, 15.653061224489797)","(13.0, 17.0, 16.848484848484848)","(31.0, 42.0, 43.5)","(8.0, 10.5, 10.222222222222221)","(8.0, 9.6, 9.445614035087718)"
14-12-2022 14:36:13.292643,"(14.0, 17.5, 17.421875)","(31.0, 50.0, 48.12244897959184)","(51.0, 85.0, 82.6923076923077)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.733333333333334)","(2.0, 2.18, 2.1708063492063494)","(12.0, 16.0, 15.653061224489797)","(13.0, 17.0, 16.848484848484848)","(31.0, 44.0, 44.53333333333333)","(8.0, 10.5, 10.0703125)","(8.0, 9.6, 9.525212464589234)"
14-12-2022 14:36:14.653880,"(14.0, 17.5, 17.421875)","(31.0, 50.0, 49.041666666666664)","(51.0, 85.0, 82.6923076923077)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.69565217391305)","(2.0, 2.18, 2.1871771771771775)","(12.0, 16.0, 15.611650485436893)","(13.0, 17.0, 16.80263157894737)","(31.0, 46.0, 43.65217391304348)","(8.0, 10.5, 9.982)","(8.0, 9.6, 9.523692307692308)"
14-12-2022 14:36:16.023874,"(14.0, 17.5, 17.40740740740741)","(31.0, 50.0, 49.041666666666664)","(51.0, 85.0, 82.6923076923077)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.3448275862069)","(2.0, 2.2, 2.1823821339950373)","(12.0, 16.0, 15.316326530612244)","(13.0, 17.0, 16.96323529411765)","(31.0, 44.0, 44.53333333333333)","(8.0, 10.0, 9.98021978021978)","(8.0, 9.6, 9.525239616613419)"
14-12-2022 14:36:17.383545,"(14.0, 17.5, 17.40740740740741)","(31.0, 50.0, 48.60606060606061)","(51.0, 85.0, 82.6923076923077)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.3448275862069)","(2.0, 2.2, 2.1866037735849058)","(12.0, 15.5, 15.32)","(13.0, 17.0, 17.075757575757574)","(31.0, 46.0, 44.53333333333333)","(8.0, 10.0, 9.97)","(8.0, 9.6, 9.525239616613419)"
14-12-2022 14:36:18.698808,"(14.0, 17.5, 17.40740740740741)","(31.0, 50.0, 48.60606060606061)","(51.0, 85.0, 84.375)","(11.0, 13.5, 13.258793969849247)","(31.0, 48.0, 47.3448275862069)","(2.0, 2.2, 2.18843621399177)","(12.0, 15.5, 15.416666666666666)","(13.0, 17.5, 17.208333333333332)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.0, 9.914606741573033)","(8.0, 9.6, 9.525239616613419)"
14-12-2022 14:36:20.090051,"(14.0, 17.5, 17.40740740740741)","(31.0, 50.0, 48.60606060606061)","(51.0, 85.0, 84.375)","(11.0, 13.5, 13.323170731707316)","(31.0, 48.0, 47.3448275862069)","(2.0, 2.2, 2.1832882273342356)","(12.0, 15.5, 15.416666666666666)","(13.0, 17.5, 17.208333333333332)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.0, 9.914606741573033)","(8.0, 9.6, 9.525239616613419)"
14-12-2022 14:36:21.520255,"(14.0, 17.5, 17.380597014925375)","(31.0, 50.0, 48.63492063492063)","(51.0, 85.0, 84.375)","(11.0, 13.5, 13.410852713178295)","(31.0, 48.0, 47.42857142857143)","(2.0, 2.2, 2.1790225563909775)","(12.0, 15.5, 15.422413793103448)","(13.0, 17.5, 17.23076923076923)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.0, 9.895890410958904)","(8.0, 9.6, 9.524025974025975)"
14-12-2022 14:36:22.907690,"(14.0, 17.5, 17.25824175824176)","(31.0, 50.0, 48.63492063492063)","(51.0, 85.0, 84.375)","(11.0, 13.5, 13.586363636363636)","(31.0, 48.0, 47.42857142857143)","(2.0, 2.18, 2.1796663886572145)","(12.0, 15.5, 15.53551912568306)","(13.0, 17.5, 17.23076923076923)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.0, 10.265822784810126)","(8.0, 9.6, 9.524025974025975)"
14-12-2022 14:36:24.268880,"(13.0, 17.5, 17.25824175824176)","(31.0, 50.0, 48.60606060606061)","(51.0, 85.0, 84.375)","(11.0, 14.0, 13.527659574468085)","(31.0, 48.0, 47.35593220338983)","(2.0, 2.2, 2.1792768959435627)","(12.0, 16.0, 15.765822784810126)","(14.0, 17.5, 17.210280373831775)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.5, 10.25609756097561)","(8.0, 9.6, 9.525)"
14-12-2022 14:36:25.695573,"(13.0, 17.5, 17.176470588235293)","(31.0, 50.0, 48.60606060606061)","(51.0, 85.0, 84.375)","(11.0, 14.0, 13.527659574468085)","(31.0, 48.0, 47.35593220338983)","(2.0, 2.18, 2.171191294387171)","(12.0, 16.0, 15.776315789473685)","(14.0, 17.5, 17.210280373831775)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.5, 10.192660550458715)","(8.0, 9.6, 9.525)"
14-12-2022 14:36:27.041683,"(13.0, 17.5, 17.13888888888889)","(31.0, 50.0, 48.60606060606061)","(51.0, 85.0, 84.375)","(11.0, 14.0, 13.527659574468085)","(31.0, 48.0, 47.35593220338983)","(2.0, 2.18, 2.1728047182175625)","(12.0, 16.0, 15.846846846846846)","(14.0, 17.5, 17.210280373831775)","(31.0, 46.0, 44.23529411764706)","(8.0, 10.5, 10.053333333333333)","(8.0, 9.6, 9.529518072289157)"
14-12-2022 14:36:28.432322,"(13.0, 17.5, 17.13888888888889)","(31.0, 50.0, 49.54838709677419)","(51.0, 85.0, 84.58333333333333)","(11.0, 14.0, 13.635714285714286)","(31.0, 48.0, 46.23076923076923)","(2.0, 2.18, 2.1857949200376297)","(12.0, 16.0, 15.846846846846846)","(14.0, 17.5, 17.18686868686869)","(31.0, 46.0, 43.36)","(8.0, 10.5, 9.873684210526315)","(8.0, 9.6, 9.529518072289157)"
14-12-2022 14:36:29.754442,"(13.0, 17.5, 17.176470588235293)","(31.0, 50.0, 49.54838709677419)","(51.0, 85.0, 84.58333333333333)","(11.0, 14.0, 13.635714285714286)","(31.0, 48.0, 46.23076923076923)","(2.0, 2.2, 2.1857949200376297)","(12.0, 16.0, 15.781609195402298)","(14.0, 17.5, 17.18686868686869)","(31.0, 44.0, 43.36)","(8.0, 10.0, 9.873684210526315)","(8.0, 9.6, 9.526182965299684)"
14-12-2022 14:36:31.116462,"(13.0, 17.5, 17.13888888888889)","(31.0, 50.0, 49.54838709677419)","(51.0, 85.0, 84.5)","(11.0, 14.0, 13.622222222222222)","(31.0, 48.0, 46.23076923076923)","(2.0, 2.2, 2.181829121540313)","(12.0, 16.0, 15.781609195402298)","(14.0, 17.5, 17.18686868686869)","(31.0, 44.0, 43.36)","(8.0, 10.0, 9.850000000000001)","(8.0, 9.6, 9.499750623441397)"
14-12-2022 14:36:32.439810,"(13.0, 17.5, 17.13888888888889)","(31.0, 50.0, 49.54838709677419)","(51.0, 85.0, 84.5)","(11.0, 14.0, 13.515625)","(31.0, 48.0, 49.526315789473685)","(2.0, 2.2, 2.1839487179487183)","(12.0, 16.0, 15.755364806866952)","(14.0, 17.5, 17.147727272727273)","(31.0, 44.0, 43.30434782608695)","(8.0, 10.0, 9.574712643678161)","(8.0, 9.6, 9.43855421686747)"
14-12-2022 14:36:33.785730,"(13.0, 17.5, 17.176470588235293)","(31.0, 50.0, 48.6)","(51.0, 85.0, 83.33333333333333)","(11.0, 14.0, 13.515625)","(31.0, 50.0, 49.609756097560975)","(2.0, 2.2, 2.185128453708192)","(12.0, 16.0, 15.755364806866952)","(14.0, 17.5, 17.147727272727273)","(31.0, 44.0, 43.666666666666664)","(8.0, 9.8, 9.574712643678161)","(8.0, 9.6, 9.370093457943925)"
14-12-2022 14:36:35.127279,"(13.0, 17.5, 17.176470588235293)","(31.0, 50.0, 48.46153846153846)","(51.0, 80.0, 78.07692307692308)","(11.0, 14.0, 13.515625)","(31.0, 50.0, 49.94285714285714)","(2.0, 2.2, 2.184511508951407)","(12.0, 16.0, 15.73991935483871)","(14.0, 17.5, 16.88372093023256)","(31.0, 44.0, 44.30769230769231)","(8.0, 9.8, 9.536912751677853)","(8.0, 9.4, 9.360909090909091)"
14-12-2022 14:36:36.440857,"(13.0, 17.5, 17.176470588235293)","(31.0, 48.0, 47.55555555555556)","(51.0, 80.0, 77.72727272727273)","(11.0, 14.0, 13.662037037037036)","(31.0, 50.0, 49.94285714285714)","(2.0, 2.2, 2.18466835443038)","(12.0, 16.0, 15.73991935483871)","(14.0, 17.0, 16.88372093023256)","(31.0, 46.0, 44.30769230769231)","(8.0, 9.8, 9.596874999999999)","(8.0, 9.4, 9.360909090909091)"
14-12-2022 14:36:37.812794,"(13.0, 17.5, 17.176470588235293)","(31.0, 48.0, 46.46153846153846)","(51.0, 80.0, 76.5)","(11.0, 14.0, 13.53883495145631)","(31.0, 50.0, 49.94285714285714)","(2.0, 2.2, 2.2068794326241137)","(12.0, 16.0, 15.73991935483871)","(14.0, 17.0, 16.84269662921348)","(31.0, 46.0, 44.30769230769231)","(8.0, 9.6, 9.576666666666666)","(8.0, 9.4, 9.345539906103287)"
14-12-2022 14:36:39.164687,"(13.0, 17.5, 17.176470588235293)","(31.0, 48.0, 46.13333333333333)","(51.0, 80.0, 76.5)","(11.0, 14.0, 13.53883495145631)","(31.0, 50.0, 49.94285714285714)","(2.0, 2.22, 2.206979542719615)","(12.0, 16.0, 15.73991935483871)","(14.0, 17.0, 16.825)","(31.0, 46.0, 44.30769230769231)","(8.0, 9.6, 9.622857142857143)","(8.0, 9.4, 9.345539906103287)"
14-12-2022 14:36:40.489771,"(13.0, 17.5, 17.176470588235293)","(31.0, 48.0, 45.77777777777778)","(51.0, 80.0, 76.5)","(11.0, 14.0, 13.53883495145631)","(31.0, 50.0, 49.94285714285714)","(2.0, 2.22, 2.1989380530973452)","(12.0, 16.0, 15.73991935483871)","(14.0, 17.0, 16.825)","(31.0, 46.0, 44.30769230769231)","(8.0, 9.8, 9.652380952380952)","(8.0, 9.4, 9.345539906103287)"
14-12-2022 14:36:41.922100,"(13.0, 17.5, 17.176470588235293)","(31.0, 48.0, 45.68421052631579)","(51.0, 80.0, 76.5)","(11.0, 14.0, 13.53883495145631)","(31.0, 50.0, 49.94285714285714)","(2.0, 2.2, 2.1990361445783133)","(12.0, 16.0, 15.73991935483871)","(14.0, 17.0, 17.075757575757574)","(31.0, 46.0, 44.30769230769231)","(8.0, 9.8, 9.519774011299436)","(8.0, 9.4, 9.345539906103287)"
14-12-2022 14:36:43.304024,"(13.0, 17.5, 17.12857142857143)","(31.0, 48.0, 45.68421052631579)","(51.0, 80.0, 76.5)","(11.0, 14.0, 13.696629213483146)","(31.0, 50.0, 50.78947368421053)","(2.0, 2.2, 2.166805555555556)","(12.0, 16.0, 15.768907563025211)","(14.0, 17.5, 17.25)","(31.0, 46.0, 44.53333333333333)","(8.0, 9.8, 9.472727272727273)","(8.0, 9.4, 9.348898678414097)"
14-12-2022 14:36:44.786045,"(13.0, 17.5, 17.137931034482758)","(31.0, 48.0, 47.2)","(51.0, 80.0, 76.66666666666667)","(11.0, 14.0, 13.696629213483146)","(31.0, 55.0, 51.36363636363637)","(2.0, 2.18, 2.1621130221130223)","(12.0, 16.0, 15.769874476987448)","(14.0, 17.5, 17.191176470588236)","(31.0, 46.0, 44.96296296296296)","(8.0, 9.6, 9.475)","(8.0, 9.4, 9.35943396226415)"
14-12-2022 14:36:46.370466,"(13.0, 17.5, 17.25)","(31.0, 48.0, 47.46666666666667)","(51.0, 80.0, 77.4074074074074)","(11.0, 14.0, 13.666666666666666)","(31.0, 55.0, 52.5)","(2.0, 2.18, 2.177625793844651)","(12.0, 16.0, 15.769874476987448)","(13.0, 17.5, 17.333333333333332)","(31.0, 46.0, 44.96296296296296)","(8.0, 9.6, 9.343589743589744)","(8.0, 9.4, 9.368159203980099)"
14-12-2022 14:36:47.899043,"(13.0, 17.5, 17.25)","(31.0, 48.0, 47.46666666666667)","(51.0, 80.0, 77.4074074074074)","(11.0, 14.0, 13.666666666666666)","(31.0, 55.0, 52.5)","(2.0, 2.18, 2.177625793844651)","(12.0, 16.0, 15.769874476987448)","(13.0, 17.5, 17.333333333333332)","(31.0, 46.0, 45.125)","(8.0, 9.4, 9.339884393063585)","(8.0, 9.4, 9.373333333333333)"
14-12-2022 14:36:49.445514,"(13.0, 17.5, 17.136363636363637)","(31.0, 48.0, 47.833333333333336)","(51.0, 80.0, 76.875)","(11.0, 14.0, 13.77027027027027)","(31.0, 55.0, 54.0)","(2.0, 2.18, 2.1779808612440195)","(12.0, 16.0, 15.779116465863455)","(13.0, 17.5, 17.384615384615383)","(31.0, 46.0, 44.42857142857143)","(8.0, 9.4, 8.805737704918034)","(8.0, 9.4, 9.141666666666666)"
14-12-2022 14:36:50.969390,"(13.0, 17.5, 17.242424242424242)","(31.0, 50.0, 48.44444444444444)","(51.0, 80.0, 76.875)","(11.0, 14.5, 14.06)","(31.0, 55.0, 52.5)","(2.0, 2.2, 2.186083244397012)","(12.0, 16.0, 15.787190082644628)","(13.0, 17.5, 17.36842105263158)","(31.0, 48.0, 45.30612244897959)","(8.0, 9.0, 8.667857142857143)","(8.0, 9.2, 9.126126126126126)"
14-12-2022 14:36:52.441452,"(13.0, 17.5, 17.28205128205128)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 76.81818181818181)","(11.0, 14.5, 14.216666666666667)","(31.0, 55.0, 52.666666666666664)","(2.0, 2.2, 2.1913280150164245)","(12.0, 16.0, 15.788934426229508)","(13.0, 18.0, 17.448275862068964)","(31.0, 48.0, 45.6)","(8.0, 9.0, 8.765048543689321)","(8.0, 9.2, 9.132701421800947)"
14-12-2022 14:36:53.859249,"(13.0, 17.5, 17.20689655172414)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 75.625)","(11.0, 14.5, 14.18840579710145)","(31.0, 55.0, 52.30769230769231)","(2.0, 2.2, 2.191573187414501)","(12.0, 16.0, 15.778969957081545)","(13.0, 18.0, 17.40740740740741)","(31.0, 48.0, 45.46153846153846)","(8.0, 8.8, 8.512380952380953)","(8.0, 9.2, 9.705960264900662)"
14-12-2022 14:36:55.154946,"(13.0, 17.5, 17.20689655172414)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 75.625)","(11.0, 14.5, 14.141666666666667)","(31.0, 55.0, 52.30769230769231)","(2.0, 2.2, 2.1914985862393968)","(12.0, 16.0, 15.778969957081545)","(13.0, 18.0, 17.39622641509434)","(31.0, 48.0, 45.46153846153846)","(8.0, 8.6, 8.487719298245613)","(8.0, 10.0, 9.813698630136987)"
14-12-2022 14:36:56.550740,"(13.0, 17.5, 17.316901408450704)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 72.38095238095238)","(11.0, 14.5, 14.218954248366012)","(31.0, 55.0, 50.806451612903224)","(2.0, 2.2, 2.1923196125907993)","(12.0, 16.0, 15.746305418719212)","(13.0, 18.0, 17.402439024390244)","(31.0, 48.0, 45.46153846153846)","(8.0, 8.6, 8.543589743589743)","(8.0, 10.0, 9.80967741935484)"
14-12-2022 14:36:57.902945,"(13.0, 17.5, 17.319444444444443)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 72.77777777777777)","(11.0, 14.5, 14.183229813664596)","(31.0, 55.0, 51.75)","(2.0, 2.2, 2.1923196125907993)","(12.0, 16.0, 15.746305418719212)","(13.0, 18.0, 17.402439024390244)","(31.0, 48.0, 45.46153846153846)","(8.0, 8.6, 8.543589743589743)","(8.0, 10.0, 9.80967741935484)"
14-12-2022 14:36:59.477966,"(13.0, 17.5, 17.319444444444443)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 72.77777777777777)","(11.0, 14.5, 14.125)","(31.0, 55.0, 51.75)","(2.0, 2.2, 2.189802975472457)","(12.0, 16.0, 15.746305418719212)","(13.0, 18.0, 17.402439024390244)","(31.0, 48.0, 45.38181818181818)","(8.0, 8.6, 8.536)","(8.0, 10.0, 9.801680672268908)"
14-12-2022 14:37:00.940579,"(13.0, 17.5, 17.25)","(31.0, 50.0, 49.714285714285715)","(51.0, 80.0, 73.07692307692308)","(11.0, 14.5, 14.151898734177216)","(31.0, 55.0, 52.01639344262295)","(2.0, 2.2, 2.1896658516707417)","(12.0, 16.0, 15.746305418719212)","(13.0, 18.0, 17.416666666666668)","(31.0, 48.0, 45.46153846153846)","(8.0, 8.6, 8.55)","(8.0, 10.0, 9.69936305732484)"
14-12-2022 14:37:02.398449,"(13.0, 17.5, 17.25)","(31.0, 50.0, 49.44827586206897)","(51.0, 85.0, 78.0)","(11.0, 14.5, 13.98936170212766)","(31.0, 55.0, 51.5)","(2.0, 2.2, 2.189664318276005)","(12.0, 16.0, 15.742718446601941)","(13.0, 18.0, 17.378048780487806)","(31.0, 48.0, 45.68421052631579)","(8.0, 8.6, 8.60655737704918)","(8.0, 10.0, 11.365814696485623)"
14-12-2022 14:37:03.873184,"(13.0, 17.0, 16.764705882352942)","(31.0, 55.0, 48.31578947368421)","(51.0, 80.0, 75.9090909090909)","(11.0, 14.0, 13.860294117647058)","(31.0, 55.0, 51.559322033898304)","(2.0, 2.2, 2.190990225244369)","(12.0, 16.0, 15.678125)","(13.0, 18.0, 17.357142857142858)","(31.0, 48.0, 45.42857142857143)","(8.0, 8.8, 8.65531914893617)","(8.0, 11.5, 10.529702970297029)"
14-12-2022 14:37:05.444950,"(13.0, 17.0, 16.8)","(31.0, 50.0, 46.285714285714285)","(51.0, 80.0, 76.25)","(11.0, 14.0, 13.778409090909092)","(31.0, 55.0, 51.559322033898304)","(2.0, 2.2, 2.1911913043478264)","(12.0, 16.0, 15.666666666666666)","(13.0, 17.5, 17.375)","(31.0, 48.0, 45.578947368421055)","(8.0, 8.8, 8.736283185840708)","(8.0, 11.0, 10.438559322033898)"
14-12-2022 14:37:06.925544,"(13.0, 17.0, 16.8)","(31.0, 50.0, 46.285714285714285)","(51.0, 80.0, 76.25)","(11.0, 14.0, 13.778409090909092)","(31.0, 55.0, 51.559322033898304)","(1.95, 2.2, 2.1911913043478264)","(12.0, 16.0, 15.666666666666666)","(13.0, 17.5, 17.42)","(31.0, 46.0, 45.578947368421055)","(7.5, 8.8, 8.81)","(8.0, 10.5, 10.59090909090909)"
14-12-2022 14:37:08.386298,"(13.0, 17.0, 16.555555555555557)","(31.0, 50.0, 46.285714285714285)","(51.0, 75.0, 69.16666666666667)","(11.0, 14.0, 13.704545454545455)","(31.0, 55.0, 51.559322033898304)","(1.95, 2.2, 2.1917393218846324)","(12.0, 16.0, 15.659509202453988)","(13.0, 17.5, 17.338709677419356)","(31.0, 46.0, 45.578947368421055)","(7.5, 9.0, 8.852446183953035)","(8.0, 11.0, 10.587654320987655)"
14-12-2022 14:37:09.882502,"(13.0, 16.5, 16.425)","(31.0, 50.0, 46.285714285714285)","(51.0, 75.0, 71.5)","(11.0, 14.0, 13.682432432432432)","(31.0, 55.0, 51.559322033898304)","(1.95, 2.2, 2.190057142857143)","(12.0, 16.0, 15.7)","(13.0, 17.5, 17.338709677419356)","(31.0, 46.0, 45.578947368421055)","(7.5, 9.0, 8.855115207373272)","(8.0, 11.0, 10.423875432525952)"
14-12-2022 14:37:11.355495,"(13.0, 16.5, 16.183673469387756)","(31.0, 50.0, 46.285714285714285)","(51.0, 75.0, 72.6470588235294)","(11.0, 14.0, 13.70625)","(31.0, 55.0, 50.60606060606061)","(1.95, 2.2, 2.1908174554394595)","(12.0, 16.0, 15.7)","(13.0, 17.5, 17.338709677419356)","(31.0, 46.0, 45.578947368421055)","(7.5, 9.0, 8.847093596059114)","(8.0, 10.5, 10.427868852459017)"
14-12-2022 14:37:12.804798,"(13.0, 16.5, 16.183673469387756)","(31.0, 50.0, 46.285714285714285)","(51.0, 75.0, 72.6470588235294)","(11.0, 14.0, 13.70625)","(31.0, 55.0, 50.60606060606061)","(1.95, 2.2, 2.192214611872146)","(12.0, 16.0, 15.7)","(13.0, 17.5, 17.338709677419356)","(31.0, 46.0, 45.578947368421055)","(7.5, 9.0, 8.852661596958175)","(8.0, 10.5, 10.424137931034483)"
14-12-2022 14:37:14.239083,"(13.0, 16.5, 16.183673469387756)","(31.0, 50.0, 46.285714285714285)","(51.0, 75.0, 69.76190476190476)","(11.0, 14.0, 13.70625)","(31.0, 55.0, 51.18421052631579)","(1.95, 2.2, 2.1925292740046842)","(12.0, 16.0, 15.7)","(13.0, 17.5, 17.338709677419356)","(31.0, 46.0, 45.578947368421055)","(7.5, 9.0, 8.83108504398827)","(8.0, 10.5, 10.442446043165468)"
14-12-2022 14:37:15.911094,"(13.0, 16.5, 16.183673469387756)","(31.0, 50.0, 45.30434782608695)","(51.0, 75.0, 69.44444444444444)","(11.0, 14.0, 13.775)","(31.0, 55.0, 52.86764705882353)","(1.95, 2.2, 2.191197324414716)","(12.0, 16.0, 15.7)","(13.0, 17.5, 17.333333333333332)","(31.0, 46.0, 47.134328358208954)","(7.5, 9.0, 8.832075471698113)","(8.0, 10.5, 10.418367346938776)"
14-12-2022 14:37:17.450823,"(13.0, 16.5, 16.0)","(31.0, 46.0, 45.30434782608695)","(51.0, 75.0, 69.44444444444444)","(11.0, 14.0, 13.867021276595745)","(31.0, 55.0, 53.0)","(1.95, 2.2, 2.1778214486243685)","(12.0, 16.0, 15.666666666666666)","(13.0, 17.5, 17.416666666666668)","(31.0, 48.0, 47.134328358208954)","(7.5, 9.0, 9.288311688311689)","(8.0, 10.5, 10.428571428571429)"
14-12-2022 14:37:19.033857,"(13.0, 16.0, 15.952380952380953)","(31.0, 46.0, 44.303030303030305)","(51.0, 75.0, 69.44444444444444)","(11.0, 14.0, 13.68918918918919)","(31.0, 55.0, 53.0)","(1.95, 2.18, 2.1699003067484663)","(12.0, 16.0, 16.0078125)","(13.0, 17.5, 17.321428571428573)","(31.0, 48.0, 47.20634920634921)","(7.5, 9.4, 9.474137931034482)","(8.0, 10.5, 10.330238726790451)"
14-12-2022 14:37:20.555577,"(13.0, 16.0, 15.956521739130435)","(31.0, 46.0, 44.303030303030305)","(51.0, 75.0, 69.44444444444444)","(11.0, 14.0, 13.67283950617284)","(31.0, 55.0, 53.142857142857146)","(1.95, 2.18, 2.1807872340425534)","(12.0, 16.5, 16.0078125)","(13.0, 17.5, 17.225)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.6, 9.296629213483145)","(8.0, 10.5, 10.332432432432432)"
14-12-2022 14:37:22.143319,"(13.0, 16.0, 15.948453608247423)","(31.0, 46.0, 44.303030303030305)","(51.0, 75.0, 66.62162162162163)","(11.0, 14.0, 13.526785714285714)","(31.0, 55.0, 53.142857142857146)","(1.95, 2.2, 2.184331210191083)","(12.0, 16.5, 16.0078125)","(13.0, 17.5, 17.225)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.4, 9.267605633802818)","(8.0, 10.5, 10.31219512195122)"
14-12-2022 14:37:23.663453,"(13.0, 16.0, 15.952830188679245)","(31.0, 46.0, 44.88)","(51.0, 75.0, 68.15789473684211)","(11.0, 14.0, 13.472602739726028)","(31.0, 55.0, 53.142857142857146)","(1.95, 2.2, 2.1894557823129253)","(12.0, 16.5, 16.0078125)","(13.0, 17.5, 17.525)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.4, 9.179245283018867)","(8.0, 10.5, 10.320930232558139)"
14-12-2022 14:37:25.124370,"(13.0, 16.0, 15.952830188679245)","(31.0, 46.0, 44.88)","(51.0, 70.0, 68.15789473684211)","(11.0, 13.5, 13.752727272727272)","(31.0, 55.0, 53.333333333333336)","(1.95, 2.2, 2.1786516853932585)","(12.0, 16.5, 16.0078125)","(13.0, 18.0, 17.525)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.2, 9.11715210355987)","(8.0, 10.5, 10.315347721822542)"
14-12-2022 14:37:26.673009,"(13.0, 16.5, 16.0625)","(31.0, 46.0, 44.88)","(51.0, 70.0, 68.15789473684211)","(11.0, 14.0, 13.752727272727272)","(31.0, 55.0, 53.333333333333336)","(1.95, 2.18, 2.1786516853932585)","(12.0, 16.5, 16.0078125)","(13.0, 18.0, 17.525)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.2, 9.113099041533546)","(8.0, 10.5, 10.456597222222221)"
14-12-2022 14:37:28.241040,"(13.0, 16.5, 16.195652173913043)","(31.0, 55.0, 54.4367816091954)","(51.0, 70.0, 68.15789473684211)","(11.0, 14.0, 13.752727272727272)","(31.0, 55.0, 53.333333333333336)","(1.95, 2.18, 2.1757850368809275)","(12.0, 16.5, 16.0078125)","(13.0, 18.0, 17.525)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.2, 9.140277777777778)","(8.0, 10.5, 10.453405017921147)"
14-12-2022 14:37:29.750067,"(13.0, 16.5, 16.162068965517243)","(31.0, 55.0, 54.4367816091954)","(51.0, 70.0, 68.75)","(11.0, 14.0, 13.808118081180812)","(31.0, 55.0, 53.333333333333336)","(1.95, 2.18, 2.177383935151069)","(12.0, 16.5, 16.0078125)","(13.0, 18.0, 17.528846153846153)","(31.0, 48.0, 47.225806451612904)","(7.5, 9.2, 9.10752688172043)","(8.0, 10.5, 10.31663516068053)"
