,Bushmans Prayer,Ishmy Ruby,Short Deuce,My Dad Baz,Tame The Beast,American Star,Nullify
12-01-2023 10:41:25.940701,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:26.915412,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:27.869437,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:28.878164,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:29.878848,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:30.938641,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:31.984037,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:32.979544,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:33.936575,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:34.941164,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:35.907218,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:36.913725,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:37.844555,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:38.751691,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:39.701924,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:40.724868,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:41.703219,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:42.631840,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:43.571803,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:44.549975,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 13.175)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:45.538658,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:46.502749,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:47.436839,"(3.3, 4.7, 3.83)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:48.383489,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:49.362457,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:50.373293,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:51.331480,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:52.333015,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:53.290793,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.51875)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 28.05)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:54.290324,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:55.319547,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:56.313254,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:57.302965,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:58.234657,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:41:59.131917,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:00.157479,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:01.174157,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:02.135190,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 26.833333333333332)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:03.063853,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 31.055555555555557)","(9.0, 17.5, 13.15)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:04.019007,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.318181818181818)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:05.041102,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.318181818181818)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:06.126453,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.318181818181818)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:07.190540,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.318181818181818)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:08.332633,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.833333333333334)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:09.357806,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.700000000000001)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:10.268257,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:11.201785,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:12.107247,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:13.009277,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:13.952266,"(3.3, 4.7, 3.4789473684210526)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:14.842207,"(3.3, 4.6, 3.539285714285714)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:16.163821,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 12.146153846153847)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 3.8285714285714283)","(10.0, 30.0, 27.88888888888889)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:17.197999,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.18181818181818)","(9.0, 17.5, 11.833333333333334)","(6.0, 15.5, 13.120000000000001)","(3.3, 5.5, 3.8714285714285714)","(10.0, 30.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:18.238368,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 13.120000000000001)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:19.339160,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 13.120000000000001)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:20.421278,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 13.120000000000001)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:21.400814,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 13.120000000000001)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:22.352632,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 13.120000000000001)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:23.436342,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 13.18)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 26.875)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:24.475334,"(3.3, 4.5, 3.517857142857143)","(19.0, 48.0, 26.545454545454547)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 15.182608695652174)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 27.0)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:42:25.475849,"(3.3, 4.5, 3.517857142857143)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.833333333333334)","(6.0, 16.0, 15.182608695652174)","(3.3, 5.5, 3.8714285714285714)","(10.0, 32.0, 27.0)","(3.7, 5.7, 4.165384615384616)"
12-01-2023 10:42:26.497261,"(3.3, 4.5, 3.517857142857143)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.966666666666667)","(6.0, 16.0, 12.32)","(3.3, 5.5, 4.800000000000001)","(10.0, 32.0, 27.0)","(3.7, 5.7, 5.155555555555555)"
12-01-2023 10:42:27.469502,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.966666666666667)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 32.0, 33.0625)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:28.365727,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.642857142857142)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.0625)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:29.288061,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.318181818181818)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.0625)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:30.243007,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.318181818181818)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.0625)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:31.139242,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.318181818181818)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.0625)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:32.051219,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.318181818181818)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.0625)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:32.966481,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 11.318181818181818)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 30.25)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:33.937213,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 30.25)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:34.932732,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.27777777777778)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:35.934589,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.27777777777778)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:37.251726,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.27777777777778)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:38.175536,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 33.27777777777778)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:39.104220,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 36.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:40.076738,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:41.157078,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:42.197237,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:43.140753,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.32)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:44.126348,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 14.2)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:45.173478,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.48)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:46.155006,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.48)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:47.197108,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.48)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:48.146404,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.48)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 32.35714285714286)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:49.149545,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.48)","(3.3, 5.4, 4.800000000000001)","(10.0, 48.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:50.259894,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.48)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:51.377834,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 13.85)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:52.513414,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 13.85)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:53.485754,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.64)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:54.485500,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.64)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:55.460160,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.64)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
12-01-2023 10:42:56.536214,"(3.3, 4.4, 4.112500000000001)","(19.0, 42.0, 24.909090909090907)","(9.0, 17.5, 12.86)","(6.0, 16.0, 12.64)","(3.3, 5.4, 4.800000000000001)","(10.0, 42.0, 35.9)","(3.7, 5.6, 5.155555555555555)"
