,Bushmans Prayer,Ishmy Ruby,Short Deuce,My Dad Baz,Tame The Beast,American Star,Nullify
12-01-2023 10:37:02.695486,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:03.775218,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:04.911140,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:06.049843,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:07.201439,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:08.351282,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:09.471962,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:10.620064,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:11.768625,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:12.957519,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:14.081475,"(3.3, 4.7, 3.83)","(19.0, 46.0, 31.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:15.176800,"(3.3, 4.7, 3.83)","(19.0, 65.0, 41.25)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:16.282290,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:17.458321,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:18.568987,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:19.688942,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:20.764740,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:21.926501,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:23.012445,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:24.083926,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:25.198181,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:26.370443,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:27.582070,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:28.763076,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:29.932397,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:31.119221,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:32.317775,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:33.489190,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:34.567936,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:35.659417,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:36.821659,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:37.999113,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:39.162578,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:40.342410,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:41.547552,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:42.784388,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:44.006655,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:45.202946,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:46.528992,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:48.009816,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:49.372092,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.78125)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:50.621959,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:51.830193,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:53.170137,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:54.497227,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:55.872443,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:57.140923,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:58.416092,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:37:59.644951,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:00.866135,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:02.102765,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:03.260476,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:04.340245,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:05.481418,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:06.715868,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:07.967097,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:09.146047,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:10.306387,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:11.447990,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:12.621974,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:13.714748,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:14.895960,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:16.049339,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:17.284593,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:18.556631,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:19.822884,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:21.028551,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:22.228826,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:23.412288,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:24.597604,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.719999999999999)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:25.736109,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:26.943405,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:28.153287,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:29.405090,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:30.600427,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:31.809527,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:33.096177,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.86875)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:34.320135,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:35.530812,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:36.746564,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:38.146441,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:39.587133,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:40.846167,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:42.076146,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:43.306832,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:44.514945,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:45.729056,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:46.918880,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:48.046529,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:49.201234,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 8.2375)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:50.420312,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 11.588235294117647)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:51.656980,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:52.906115,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:54.140820,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:55.441111,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:56.899139,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
12-01-2023 10:38:58.249648,"(3.3, 4.7, 3.83)","(19.0, 48.0, 32.75)","(9.0, 16.5, 14.3)","(6.0, 15.5, 7.362500000000001)","(3.3, 5.5, 4.052941176470588)","(10.0, 30.0, 26.666666666666668)","(3.7, 5.7, 3.965217391304348)"
