,Count On Me,Direct Affect,Jessandi,Mikasa,Myeyesadoreyou,Penfold Park,Calm Down,Dark Lever
15-12-2022 13:13:52.830602,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:13:54.030344,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:13:55.295952,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:13:56.517040,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:13:57.773316,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:13:58.972765,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:14:00.029658,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:14:01.030008,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.76923076923077)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 112.5)"
15-12-2022 13:14:02.094486,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 55.0, 38.333333333333336)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:03.130385,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 55.0, 35.0)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:04.201178,"(6.0, 8.8, 8.55)","(4.4, 5.6, 5.3428571428571425)","(14.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 55.0, 47.5)","(3.8, 4.7, 4.680645161290323)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:05.335263,"(6.0, 8.8, 8.32)","(4.4, 5.6, 5.466666666666667)","(14.0, 19.0, 17.75)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.246153846153846)","(20.0, 50.0, 44.0)","(3.8, 4.7, 4.648780487804879)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:06.501554,"(6.0, 8.8, 8.32)","(4.4, 5.6, 5.466666666666667)","(14.0, 18.5, 17.5)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 50.0, 47.42857142857143)","(3.8, 4.7, 4.648780487804879)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:07.673925,"(6.0, 8.8, 8.32)","(4.4, 5.6, 5.466666666666667)","(14.0, 18.5, 17.5)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 50.0, 44.0)","(3.8, 4.7, 4.648780487804879)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:08.831333,"(6.0, 8.8, 8.32)","(4.4, 5.6, 5.466666666666667)","(14.0, 18.5, 17.5)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.648780487804879)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:10.005427,"(6.0, 8.8, 8.32)","(4.4, 5.6, 5.466666666666667)","(14.0, 18.5, 17.5)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:11.235926,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.695652173913044)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:12.417615,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.585714285714285)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:13.600561,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.585714285714285)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:14.891570,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.585714285714285)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:16.108698,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.585714285714285)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 103.0)"
15-12-2022 13:14:17.401215,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.585714285714285)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.0)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 112.5)"
15-12-2022 13:14:18.643521,"(6.0, 8.8, 8.32)","(4.4, 5.7, 5.585714285714285)","(14.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 49.25)","(3.8, 4.7, 4.637209302325582)","(41.0, 160.0, 112.5)"
15-12-2022 13:14:19.864170,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.585714285714285)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 55.0, 49.25)","(3.8, 4.7, 4.637209302325582)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:21.075967,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 55.0, 52.7)","(3.8, 4.7, 4.637209302325582)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:22.303181,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 55.0, 52.7)","(3.8, 4.7, 4.637209302325582)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:23.494431,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 55.0, 52.7)","(3.8, 4.7, 4.637209302325582)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:24.670377,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 50.0, 42.125)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:25.794302,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 50.0, 42.125)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:26.919950,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 46.4)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:28.017476,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 46.4)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:29.081460,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 46.4)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:30.210521,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.5, 18.07894736842105)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 48.0, 44.6)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:31.274644,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 46.0, 44.6)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:32.345108,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 46.0, 42.8)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:33.518170,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:34.614579,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:35.742796,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:36.882774,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:37.942208,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.433333333333334)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.628947368421053)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:39.015669,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:40.183139,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.8)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:41.282647,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.90909090909091)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:42.441951,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.0, 17.90625)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 39.0)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:43.734739,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.0, 18.31818181818182)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 41.142857142857146)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 112.5)"
15-12-2022 13:14:44.922071,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.5, 18.31818181818182)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 44.0, 42.57142857142857)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:46.125398,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.5, 18.31818181818182)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:47.398883,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.5, 18.31818181818182)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:48.711530,"(6.5, 8.8, 8.32)","(4.6, 5.7, 5.325)","(15.0, 18.5, 18.31818181818182)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.355555555555555)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.655371900826447)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:49.984501,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 20.0, 18.886363636363637)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.355555555555555)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:51.205920,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 20.0, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:52.401386,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:53.616820,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:54.779875,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 44.0)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:55.876129,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 48.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:57.052835,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:58.134567,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.646534653465347)","(51.0, 160.0, 133.75)"
15-12-2022 13:14:59.175261,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.3125)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:00.289008,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 18.666666666666668)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:01.394264,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 18.666666666666668)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:02.519413,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 18.666666666666668)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 136.42857142857144)"
15-12-2022 13:15:03.667557,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.0)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 150.0, 133.75)"
15-12-2022 13:15:04.802978,"(6.5, 8.8, 8.55)","(4.6, 5.7, 5.325)","(15.0, 19.5, 19.0)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:05.886679,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.383333333333333)","(15.0, 19.5, 19.0)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 46.0, 42.57142857142857)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:07.028968,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.55)","(15.0, 19.5, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 44.0, 41.142857142857146)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:08.128329,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 44.0, 41.142857142857146)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:09.214936,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 44.0, 36.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:10.451670,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:11.560121,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:12.917770,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:14.112904,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:15.269035,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:16.520374,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.6454545454545455)","(51.0, 160.0, 133.75)"
15-12-2022 13:15:17.773569,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:19.135926,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:20.426983,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.3999999999999995)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:21.702593,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.6, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:22.939808,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:24.391607,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:25.460926,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:26.593289,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.0, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:27.729457,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.5, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:28.934984,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.5, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
15-12-2022 13:15:30.165436,"(6.5, 8.8, 8.55)","(4.6, 5.8, 5.621428571428571)","(15.0, 19.0, 18.6)","(3.7, 4.4, 4.314285714285714)","(5.5, 7.4, 7.246153846153846)","(20.0, 40.0, 35.0)","(3.8, 4.7, 4.671428571428572)","(51.0, 160.0, 93.33333333333334)"
