,Miss Indi,Up The Score,Skylas Elite,Upper West Side,Locked Up,Our Girl Lola,Unacceptable Max,Framalda
09-01-2023 13:40:44.140975,"(6.0, 11.0, 10.49705882352941)","(8.0, 14.5, 11.9875)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 10.0)","(6.5, 15.5, 13.225000000000001)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:45.295951,"(6.0, 11.0, 10.49705882352941)","(8.0, 14.5, 11.9875)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 10.0)","(6.5, 15.5, 13.225000000000001)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:46.423559,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:47.537567,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:48.692479,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:49.910481,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:51.153489,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:52.400947,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:53.607132,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:54.895739,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:56.017609,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:57.168800,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:58.367675,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:40:59.503179,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:00.633002,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 10.0)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:01.761321,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.15)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 10.0)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:02.877104,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 13.317647058823528)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 13.028125)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:03.972140,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 13.352941176470587)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 13.028125)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:05.096908,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 13.352941176470587)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 13.028125)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:06.264087,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:07.297157,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 12.904166666666667)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:08.343965,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 11.029166666666667)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:09.351575,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.5, 16.085714285714285)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:10.431179,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:11.697671,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:12.899610,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:14.164070,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:15.412050,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:16.674686,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:17.933714,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:19.200926,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 15.333333333333332)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:20.463820,"(6.0, 11.0, 10.376923076923077)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 15.333333333333332)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:21.638257,"(6.0, 11.0, 10.376923076923077)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:22.812968,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:24.021141,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:25.274717,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:26.555082,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:27.701240,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:28.811269,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:29.925875,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:31.005480,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:32.187236,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:33.456132,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:35.192788,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:36.512138,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:37.778964,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:38.946863,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 15.333333333333332)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:40.082323,"(6.0, 11.0, 10.376923076923077)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 15.333333333333332)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:41.315785,"(6.0, 11.0, 10.376923076923077)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:42.644844,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:43.988667,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:45.169597,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:46.375596,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 107.2)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:47.633036,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 88.70588235294117)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:48.794334,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 88.70588235294117)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:49.939490,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.781818181818181)","(31.0, 220.0, 88.70588235294117)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:51.085394,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.45)","(31.0, 220.0, 88.70588235294117)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 56.54545454545455)","(8.5, 19.0, 16.085714285714285)","(6.5, 15.5, 10.923076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:52.217571,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 9.690000000000001)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:53.544884,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 9.83)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:54.730734,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 11.03076923076923)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:56.079254,"(6.0, 11.0, 10.376923076923077)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 16.880000000000003)","(6.5, 15.5, 9.83)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:57.275030,"(6.0, 11.0, 10.376923076923077)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 9.55)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:58.485505,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 9.83)","(4.6, 7.8, 5.3)"
09-01-2023 13:41:59.778059,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 9.83)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:01.115973,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:02.457407,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:03.719888,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:04.946524,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:06.403146,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:07.721142,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:09.342589,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:11.698840,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 10.6)","(31.0, 220.0, 100.42857142857143)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 90.76923076923077)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:13.312311,"(6.0, 11.0, 10.376923076923077)","(8.0, 15.0, 12.085714285714285)","(31.0, 220.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 16.880000000000003)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:14.913882,"(6.0, 11.0, 10.376923076923077)","(8.0, 15.0, 12.085714285714285)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 16.880000000000003)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:16.298465,"(6.0, 11.0, 10.376923076923077)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:17.711506,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:19.160868,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:20.540143,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:21.908899,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:23.248539,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:24.523774,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:25.801299,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 160.0, 139.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
09-01-2023 13:42:27.097874,"(6.0, 11.0, 10.516129032258064)","(8.0, 15.0, 10.6)","(31.0, 210.0, 180.66666666666666)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 79.5)","(8.5, 19.0, 17.613333333333333)","(6.5, 15.5, 12.0)","(4.6, 7.8, 5.3)"
